cyclostationary_mean_rr_3,cyclostationary_mean_tg_3,cyclostationary_mean_rr_4w_2,cyclostationary_mean_tg_0,cyclostationary_mean_tg_12w_3
0.7521376920346277,-0.24641339461099881,1.833893654396688,0.4915878537603067,-1.9425552101018868
0.47930443486783186,1.0114112942044218,0.9805211375628115,1.3841559368251435,-0.425494462893067
-0.23692547590483432,-0.8608230156221011,0.49511395037700484,-0.3833204032666459,-1.3223027316653952
-0.13271007252353914,0.42651795474535015,0.17351949031114378,0.879140897635144,-0.8043078264319169
-0.2637847730944529,-0.7248205290617582,0.029539124549610624,0.2564621533677061,-1.467662990759952
-0.3545767635945721,1.4649868756230167,-0.49844564386717205,1.5772043630657817,-0.6189752247787439
-0.364304476862442,1.1977330810721245,-0.676648398482672,1.4240512965097876,-0.09930576537159679
-0.5072270333365306,-0.5879500387242416,-0.7125330627682589,-0.2866240507156583,-0.5582332633727125
0.9381282440023626,-0.265953862417711,-0.2316980221269346,-0.13636303433136468,-0.24614941711984684
0.9876855388170108,0.73480091731097,0.5362604241332611,1.0460880894488298,-0.18244167110071763
-0.6558448749289876,1.1783462790058687,0.42861155253585304,1.3041178657388386,0.023244786654970418
1.651493883646156,-0.2571533839304797,1.1285511391576297,0.13429970424088547,0.1266227279581403
0.1658558962364681,-0.012197734258278149,1.3744398715536124,0.2105718876625068,0.014949440772608211
0.7862678313206157,-1.3285981420845108,1.341817449475806,-1.053630958064577,-0.14872836103856146
-0.9238142754618484,-1.6894925163671666,0.2937261166134112,-1.1746719814720397,-0.4698270463275112
-0.4653646091453128,0.10215449541016414,0.32037373611286474,0.5308173897334871,-0.22385579352900012
0.30166558202622973,0.5114361347985467,-0.11541300017413023,0.5867320090130156,-0.1283444142461847
-0.3924483310605101,-0.4618153845780859,-0.3862764073476273,-0.23631448973946334,0.10999638714012513
0.07452347722146731,0.1479925704755601,-0.668116380400784,0.32242276454196617,-0.07830051720329075
-0.02383451248699517,0.45838490681355476,-0.26171030902122605,0.4074581027616604,-0.34766317151116294
-0.4653646091453128,-0.8683817088013188,-0.21355340023970246,-0.5757914586995951,-0.24847929512739625
-0.6531011609303576,-1.1816646223111473,-0.5684378954428987,-0.8179899130458578,-0.6754592843602876
0.0502041940517925,-0.1296814225295393,-0.3668139147202559,-0.033545457902586284,-0.7085444198284832
-0.5686404983391982,0.3928942294821952,-0.5452607826982427,0.18380252554459034,-0.8176274605341636
-0.5685033126392667,0.1574824682307858,-0.7794730437696729,-0.03450065995157259,-0.9329866428896969
1.241308640850975,-1.4825795202782779,0.042967066572845755,-1.3256511969551394,-1.0237194913713679
0.40580615684392585,0.19993159074989436,0.4201990305055324,0.32443397749824476,-0.6814148967930037
-0.3713300475559036,0.44407738043860806,0.2166972546868358,0.6081952389955287,-0.39663441954765866
-0.19490092315915183,-0.09012703031038234,0.2920531718914724,-0.22702113061340065,-0.39500736768402056
-0.6129015937080062,0.4713966572149216,0.3005715332817525,0.4772430845459256,-0.5498290056790488
2.5957305848473955,-0.030910898943396655,0.5344543266681477,-0.017050139529962663,-0.32270684741488276
1.2414333551236398,-1.0094343991561279,0.5981286512888789,-0.9891572069739127,-0.6481991753474563
-0.7869195754999012,-1.4644386566481558,0.460315562103044,-1.3790712215946683,-0.9803509662967198
1.0689119446037245,-1.545424654996912,0.8534575717586588,-1.3249707587512949,-1.0554785795706987
-0.7998898598570612,-0.3165971067184668,0.8033033718295145,-0.34355046890974517,-0.7515386627133146
