cyclostationary_mean_tg_4,cyclostationary_mean_rr_8w_0,cyclostationary_mean_rr_1w_3,cyclostationary_mean_tg_1,cyclostationary_mean_tg_4w_2,cyclostationary_mean_rr_12w_2,cyclostationary_mean_rr_12w_0,cyclostationary_mean_tg_0
-0.09301068074373368,0.7400638258782787,0.604898456949176,-0.5929081047939164,-1.5234960997961042,0.31214102253347636,0.8850533192945679,-0.13793926710255347
1.1814096330821897,1.4613959322703631,1.0454234429794205,0.7110044535679819,-0.5648550445484252,1.7933623679030095,1.69408023702587,1.1102174423902722
-0.421433603156218,0.7815004937183261,0.6425155960935293,-1.3288758375600456,-1.2326211900195232,0.8262876180803674,0.919616508829945,-0.5109821194907335
0.7325098846792013,0.7964948564417162,0.33251580783226375,0.4449136102768428,-0.8174272005796878,0.7522971145090233,0.9386208444074798,0.5771911273671211
-0.17289605865019905,0.5234876691137825,0.21914831053982106,-0.8453970603759736,-1.154126643435293,0.5857141389428617,0.608669085893256,-0.03100416770675727
1.512382926256336,0.4115487515994966,0.08365779897223183,1.8566027401973229,-0.27397955491814596,0.3597219403879764,0.48173069509413136,1.5938705930073267
1.9430448924136279,0.2700657901080198,0.1309260224566397,1.850527449941706,0.21935127350145944,0.22178164989244895,0.3142198101621565,1.9200350133199606
-0.3452882088688566,0.17524248555098063,-0.23848159507225,-1.0742591528035752,0.2129573924465305,0.023768466121094324,0.20819395466215476,-0.40835160783191926
-0.234928398989769,0.46574663858167664,0.7155233025646699,0.7251348760475806,0.21521012406310835,0.6331413565018856,0.5343929438637967,-0.08225663500390645
1.0265644936284388,0.6688074011830487,1.476977631756979,0.8477413307991342,0.9220231205374332,1.1314214430106981,0.7674852051546576,1.461026019193848
1.1520319445617817,0.4630354910093381,0.5318086468640426,1.3049336132856608,0.8403184210450498,1.372337933086266,0.7157744122055686,1.4200617830489302
0.08891606174498298,0.628712931794524,0.22082947977872067,0.06832143855117404,0.3198342864935769,1.2627958205401495,0.7491765775258739,0.38772796878662685
0.07540577446064635,0.5765599820080167,0.3202530466280583,-0.16643530423879555,0.7967896323015559,1.525285800764848,0.7088071700362798,0.38295218459224734
-0.696002884182865,0.37801542804791083,-0.6949972373515619,-0.9912437177944348,0.27727468178810327,1.314027558884551,0.42750709319335084,-0.44357894947467824
-1.6774556033359795,0.20531178826671764,-1.1801904990897767,-1.4537292825755364,-0.5187976795006094,1.0779255437561477,0.07175214788755833,-1.3020018019379374
-0.4395948787014177,0.720497156686726,-0.21602039210137133,-0.2800104662102062,-1.1437089090614865,2.0778058650968783,0.4472267430287377,-0.4844962313110175
0.6537668004570386,0.532603173866544,-0.45004110500413885,0.4801210810386198,-0.9181797834141753,1.8827979267913353,0.17027907662582226,0.8043006257965041
-0.6881443635595366,0.18127831436388203,-0.914376139092286,-0.1667974070373168,-0.9404971097050493,1.8346335683532866,0.19213191440455296,-0.48121500691005
0.2905355404946326,-0.39109640504492427,-0.7257860925988501,0.7632781133509624,-0.25988761900533164,1.6360284151292588,-0.02591713218194273,0.4012631680272152
0.03165543989307148,-0.6197835468971665,-0.9384540013196413,0.3322198877055072,0.41928176361737907,1.5277231076654334,-0.127432361425734,0.36091794596206384
-1.2250312398869634,-0.6143983838176585,-0.027651243426534983,-0.8927994257672056,0.24579782081175508,1.7766010548359605,-0.0035795657201602746,-0.8903264118183142
-1.2582254187269717,-0.5548153663948028,0.566270661413531,-1.1208043552261833,-0.48686058036056507,1.5451617555634687,-0.16810510601693296,-0.9396925479290399
-0.6074673845323195,-0.2247979197205151,0.5004509308626619,0.19288791168089336,-0.40942898844093994,1.1456393403357286,-0.33235088886492786,-0.33800637230936237
-0.3916477314880705,-0.02722962618696932,0.27301023616702913,0.10426013972378817,-0.630066965309709,0.8365605783982663,-0.33979859974729043,-0.1927879397067443
-0.6648916334315372,-0.24277776377729396,0.5578706797628898,-0.15167018893503312,-0.8551450476162492,1.0033200797038382,-0.23551736599470316,-0.4412965692903317
-1.5438165292131125,0.11788487288443687,0.9845299292681176,-1.348838899496374,-1.0102791059686898,0.7899320025355941,-0.16098487138080492,-1.5076707901440294
0.7159658634907546,0.020039214327089855,0.0778128035951276,0.45155675870278905,-0.37140541354212897,0.8956550509073262,-0.06235478027893245,0.46242627119808544
0.4806569024065476,0.2124259199541699,-0.3354029565427603,0.21388719919941337,-0.3283897953213305,0.76794677745458,0.02452682755122064,0.44027815145252625
-0.05171032953312226,0.3104952953465801,-0.19807488790009478,-0.20542347936996116,-0.36022798798775063,-0.11990812146990837,-0.38426372287162774,-0.24061844307067695
0.45352134666949745,0.1074937020417469,-0.5917226200363731,0.0908989675039059,-0.24717142740905054,-0.0035714635596931104,-0.2645353042908975,0.22599286188709805
0.18320061981439392,0.11632540629268555,0.26896956544981354,0.4673205417669303,0.41169118878422284,-0.014347554965440006,-0.13463254469365882,0.17148179971808838
-0.6715561188447926,-0.03809898753103929,0.30118545970221394,-1.012312063699604,-0.14291940679830856,0.10269525436893924,0.028358379749465305,-0.5751509458787456
-1.0572162246402483,-0.18786352188858615,-0.683620022269707,-1.6045073977727324,-0.8137562917813219,0.15978482195076055,0.06876137573761208,-1.2771855197218291
-1.4741954317606387,-0.08301393106160436,0.471460535731406,-1.5247883032412493,-1.3750716528371323,0.41090990232666236,0.2553506650197274,-1.4460256442274284
0.012223622437303022,-0.4103888815443794,0.35659367005961906,0.1444290588353722,-1.3366919649315308,0.18637039337194186,0.0022461609894919607,-0.10600487686957157
