cyclostationary_mean_rr_2,cyclostationary_mean_tg_1w_1,cyclostationary_mean_tg_4w_1,cyclostationary_mean_rr_8w_14,cyclostationary_mean_tg_2,cyclostationary_mean_tg_8w_2,cyclostationary_mean_tg_12w_0,cyclostationary_mean_tg_4w_2,cyclostationary_mean_tg_1w_0,cyclostationary_mean_tg_4w_0
0.7949667719149569,-0.25075403999430407,-1.0521003146210075,2.0526392406521468,-0.16940855512011443,-1.7096294698672312,-1.4588743152574681,-1.1944343209102595,-0.8405549691612079,-1.1373137323745326
0.7630635713359202,0.532487129139351,0.0666693379659093,2.9475180912132792,1.1031724909412526,-0.5238116676552078,-0.07978511152904978,-0.13091871880652917,-0.05453664363953795,-0.07746847381865489
0.01717026701357668,0.06311622978221457,-0.8474824399080377,1.7112448618387528,-0.8497628957997956,-1.3834977067815861,-0.9456618800632466,-0.8825437305415023,-0.4031895520910931,-0.7309847676046776
0.08107537420659064,-0.33498346293973147,-0.4532466426509152,1.804495385123599,0.5644077835356661,-0.957924929181801,-0.5243393412763857,-0.5267708498284296,-0.5591498461875885,-0.41066193271711005
-0.4843691973820813,-0.11442963838795751,-0.8532283195269482,1.2283380087137652,-0.46695593368959426,-1.3063619774845296,-0.8646811866002669,-0.7605457311061969,-0.4292376024678492,-0.6643121976826707
-0.3345122850489487,0.6112304749853351,-0.061346089972358415,1.175039791657434,1.7791497165386994,-0.649361100607619,-0.2535828148575663,-0.008215738741908,0.15865469499831047,-0.015137502525338192
-0.48528575342081604,1.9550180991668609,0.22405615242944787,0.884141204965747,1.8804274044799862,-0.03724450080495107,0.23131021382548198,0.43092247830303115,1.6946794731658232,0.2702241522527623
-0.1884273533367633,0.6489331133767068,0.21577960265764073,0.6482413170479469,-0.36211136879840083,-0.29071516108722456,-0.043744277291092176,0.6555477574679032,0.33345497389545586,0.3889281802657657
1.319871364867284,-0.5441787003165245,0.4194198249549155,1.0541875276681762,-0.30931078122175354,-0.34794322461719407,-0.033702400512388084,0.3886685279825999,-0.5574720447280975,0.2581293317668901
0.8580187769488409,0.321324134371127,1.144519846533705,1.1303402880397726,1.001981272744206,-0.07151024096316029,0.10413435238553684,0.9251159648262348,0.3836516323240881,0.7965680253809079
-0.709207444114784,1.3115662625811306,0.950013514896817,0.5858816610053803,1.4242995036131447,0.0980150816681311,0.32770149366356294,0.811707713746247,1.1080902390045895,0.7696717708679801
1.3157468626929776,0.5468410803435106,0.4375537595349784,1.0026150935398273,-0.2536999269573006,0.3446435462477513,0.27016271847261025,0.020657486465971615,0.6264655029533379,0.2257000324209247
1.1141045341713314,-0.21700725496348378,0.809279511416845,0.8240828496400922,0.25101316145448055,0.242437611075797,0.21023496072848566,0.29120068754230793,-0.2500336506634733,0.44165617357335873
