cyclostationary_mean_tg_2,cyclostationary_mean_rr_1w_4,cyclostationary_mean_rr_8w_3,cyclostationary_mean_rr_16w_1
-0.24093704142700714,1.1840586270938145,1.6780266318472836,2.64641299258636
0.6013267477808453,1.5731570816729334,1.5209052607821558,3.1612222036762305
-0.4976153449132922,0.7655466908164754,1.0309252754097096,1.8414372515007826
0.5221135534652042,0.3456870088439981,0.6570280934310062,1.8690928555993809
-0.1269776900930379,0.29777018278947026,0.24177852727512789,1.211295524606148
1.484369458616783,0.0773923996708914,0.12378955944638793,1.133611954191906
1.5949444717902428,0.13974991302952341,-0.11306566193646973,0.8129490493305477
-0.3564794586514801,-0.27624519555199534,-0.1602387980835715,0.692551281548643
-0.6932574733520882,1.2829450979820591,0.281687035848415,1.154097408640002
1.0080458970908492,2.128878851299409,0.41378833371849927,1.4342093680957526
1.1238283413327745,0.5769516253443423,0.03558646069688089,1.2191039678940012
-0.1572912626179555,0.6850043205568707,0.3730839471780672,1.4023273880769018
0.0856622874533077,1.184680066031054,0.7958867172873867,1.2669725283299473
-1.0678664842792767,-0.31972650119197565,0.8552993272120174,0.9536588693898392
-1.7345169235527287,-0.644447765866434,0.7517949358287727,0.6935874737509825
-0.17292082936933473,-0.24354197147976356,0.9041744276043802,0.6391267217231105
0.5056693495636848,-0.7773347146083985,0.9179406774169285,0.3925912023645058
-0.6538305755656221,-0.6162849300294089,0.361311536247804,0.15813761791892297
0.10957941806929813,-0.45279211362839633,0.05869202232859018,-0.14393296010429713
0.19729410407259018,-0.6915994452294859,0.22587138704277632,-0.21431668658578212
-0.7156728306503299,-0.17178519419538313,-0.23634640467656623,-0.3306910390991892
-0.8119660223575684,0.46221846155648855,-0.7185381049138146,-0.26908968571116093
-0.2913384365354784,0.7835994919432844,-0.5847827732441149,-0.2616939548991047
0.05560457260474725,0.30692863912703816,-0.5387824001713418,-0.21994439508312388
-0.578951558944793,0.2998015113155719,-0.366026443333899,-0.1932002935565016
-1.5558315700794583,0.9985591043278057,0.0771208241117084,-0.37560754168676025
0.19462428484103847,0.6113443865271943,0.36577754590574946,-0.6558445827543259
0.2011319692179462,-0.2038475593635867,0.24341219644957984,-0.6766535854676041
-0.4560200747124824,-0.47137702184521696,0.23264972884864543,-0.9745590786856322
0.14389771944154378,-0.4201277294897421,0.2038669359576973,-1.0541560256999503
-0.31865402454829844,0.8177553295313138,0.9607111262195861,-0.5972010646416948
-1.1155296032528237,0.7014491484335724,1.2670566561498164,-0.48964119582730664
-1.369111087572766,-0.6539052896925489,1.2089677468608127,-0.5595460447906809
-1.6655166435090665,0.19857299243260537,1.8793783111817308,-0.10471828726492415
-0.5807913382229468,-0.05009968229716192,1.1628868624792534,-0.21419473455568375
0.8452558087251758,-0.6099190649160612,0.8979336171836402,-0.09390487893281173
0.7485561541541587,-0.21885919369127976,0.7803397467628684,-0.043298149503851885
0.6959495910457799,0.9413090422346114,1.4419011710563516,0.26631566293989806
-0.31341578787331603,-0.01968801430600097,0.9929322255916249,-0.13740016391022597
-0.7753544147223229,-1.5117240626846056,0.4244489781936162,-0.3198628226439178
-0.5698339551267834,-1.0624625509939816,-0.11846956068520892,-0.5152624756949461
-1.3312997727059062,-0.9286842257764143,-0.20006185219051148,-0.6522262238383864
-0.7608465428564224,-1.4025297970910127,-1.564461151739896,-1.1240845758962035
-1.699890566115304,-1.519140871667337,-1.3896095328943505,-1.1915916698941538
-2.1039232098235585,-0.8625987261265712,-1.6078754279039884,-1.301972594376462
-0.4165332771355645,-0.805096204465123,-1.488612131815745,-1.277766647934205
-1.225608303876828,-0.6762576714663842,-2.3482787353158687,-1.294631212660993
-0.478036670548575,-0.6007644925718508,-1.8456999141082693,-1.6488955003262031
-0.7872017375623365,-0.1046814409535839,-1.9686809382786836,-1.514010779807853
0.7595049801374001,-0.06930602945122201,-1.8463037489241632,-1.4719031599287487
0.021086034790135877,1.166988476286515,-0.9609481179721717,-1.3141480308448483
1.0677107947926452,2.16851500351522,-0.01289884393088611,-0.9226901431735861
0.5337383913692547,0.5296057463134033,-0.05176923021676946,-1.0367984965117232
0.11742201206198306,0.25265759993923587,0.11530094432373673,-0.9616199040851328
1.2026089735902263,0.6459313473779333,0.29480919519067644,-1.206594143736884
1.0124232882059157,-0.23666730323655094,0.3977807911481323,-0.8986597153368572
0.4587652465062876,-0.6542936890283235,0.2653408721852133,-0.851593657425077
0.49064049213940414,-0.6368739788188271,0.1021870729103206,-0.7318103863634704
-1.6568397310065226,0.5348491373463621,0.8483729866767625,-0.39344641330532126
-0.6895051793359482,0.5895746037570208,0.1311948238699352,-0.1750893940781362
0.1831663106389592,-1.2321736407607475,-0.7172049323595076,-0.3676862624883038
-1.1750374779325068,2.0719239727014034,-0.28862784382447215,0.5980189683429934
-0.6617758549133672,4.2912960372185465,0.5025141639801968,1.0964171048507019
0.6322435967667386,1.3535560972259042,0.2698684493145834,1.2258729588006791
-0.3866176103615032,0.6330364894302125,0.26663615706479793,1.3229678468804051
-0.6488717286275311,1.1495881860438075,0.6979399741900372,1.467817703683803
-0.22521762498995007,0.31250993758212087,0.7618517454879958,1.4387193446758604
1.4676830884195817,-0.40220310014373856,0.006264952430968645,1.0017125673273228
-0.8988558026752159,-0.059642653977146944,-0.022231314919888598,0.7672133051455154
-0.7379213242465988,0.04285593073380281,0.39473438530245525,0.8823187252546377
-1.5034320891037831,2.0712598098372283,1.6347778511512512,1.3003954865090668
