cyclostationary_mean_rr_3,cyclostationary_mean_rr_2
0.7167866792358936,0.4558430531215366
-0.18289161703595078,-0.18032701215851205
-0.16191798817816286,-0.10925040678555899
-0.4711417518615699,-0.4207107183403518
0.7318221441440137,1.0700212164383165
-0.22516830347704156,-0.04399758285843443
-0.6380523061224997,-0.6241697496209008
0.06126574991304611,-0.11832206634540733
0.2645824017885816,0.1668938967708119
0.17750340867745182,-0.3455988704621013
-0.6500046560354155,-0.6432090351168788
0.12512424132056787,0.43778797311465556
0.0032356128800203445,-0.09605865941962914
0.17783283740296685,0.49911415652148655
-0.9700995676608174,-0.6178233211222414
-0.6698970829222826,-0.6718188705413163
0.6026860837421365,0.19213028303606897
0.45011834937670536,0.21019893829107555
0.41062913676689533,0.3451369046582921
-0.9142233876792356,-0.9855089166007183
-0.5117712946750856,-0.5385778101897841
-0.7484953980740008,-0.41548424781204407
-0.0011567701268461912,0.007622298138682331
-0.3159259173564222,-0.19612181335250162
-0.1784569995770951,-0.19410588900586867
2.2334680846165247,0.24233833822813647
0.4155705676496202,-0.04840953849921362
-0.36133217668990547,-0.3470989353799663
1.901927636502076,0.28187624839358094
-0.5694213216402094,-0.8425615538394718
0.031346864123966416,0.09555257405941207
1.87730495099243,1.34956951346215
0.7845307402264128,0.2789575700466039
1.6619092458480111,1.1141407728461088
-0.9773638934029428,-0.829766882481212
-0.42096722289851707,-0.25981008993316523
-0.6182865825916002,-0.656377025798589
-0.21566977522469258,-0.27814006871458713
-1.6674326044528753,-1.7138888547730524
0.3189381414985555,0.016887404984318618
2.3048443084781067,1.7600510786561854
-1.0914011372187162,-1.0308638205879286
-1.3836135675484464,-1.6659795415968988
-0.9279495845756938,-0.9537428359871081
-0.5650899439528827,-0.7347137492870911
-0.35220953506025954,-0.32066113965560467
-0.7808047538456635,-0.612257469390797
-0.2706294675981107,-0.22572603570213015
-0.6210318219708918,-0.6722600661053942
-0.4711417518615699,-0.4207107183403518
-0.4821227093787364,-0.44416195947710896
0.31234956698825567,0.2666040942524221
-0.5849635999721988,-0.5842245820116921
-1.009757718078584,-0.9784497875754715
-0.8129789593709611,-0.7095852108263863
-0.38768647473110496,-0.3625407801226935
-0.6500046560354155,-0.6432090351168788
-0.708330434232365,-0.7512340720753421
1.8332121831158077,1.4860686333637965
0.5820587773906591,0.33339431502975675
-0.9416757814721519,-0.773735045843316
0.35506549173003316,0.08050780532435489
2.191740446051292,1.5637190526415108
-0.5947197583816813,-0.7361655466560655
0.018059905528195086,-0.12561876221284982
0.40239341862902056,0.2520446406378507
-0.881364984031715,-0.5804913887771866
-0.21857972896674174,-0.23018211089931714
-0.24345159774312372,-0.14273715009907317
-0.271837372924999,-0.18341538110705752
0.4496537704048253,0.6163703622052725
2.3723771972086802,1.8924097478795618
-0.1461054093534432,-0.2182698306692133
2.276378287837452,2.1940178231072913
-0.5694213216402094,-0.8425615538394718
1.9277582273386114,1.3185466776834096
0.20967761420274947,1.0717859986946283
0.36138376574760267,0.18481322429643818
-1.0394063033749334,-1.1090436745425363
1.5773558729658295,1.02678405115868
-0.6263111284695294,-0.3471668116205936
1.6827730651306274,1.0713448031305504
1.662623008086627,1.1001548734648385
-1.4017779014414256,-1.3503776480931593
-0.9487289349543317,-1.2140142806727678
-0.9252043451964023,-0.8760924167093939
1.0788204016864733,0.7845676864799015
-0.006601494895774612,-0.44783858917775843
0.9986594118111584,0.7448600857128886
0.04490224612571298,1.5850925266346187
1.2791130667995891,0.7978035534022392
0.710747152601452,0.8101230910761076
0.9646184435079422,0.6883870535109148
0.2366907696949789,-0.22572603570213015
-0.4711417518615699,-0.4207107183403518
-0.4821227093787364,-0.44416195947710896
-0.48486794875802786,-0.4419559816567194
-0.6380523061224997,-0.6241697496209008
-0.6997146060265882,-0.7152596645428348
0.8926931717705021,0.4920550274962397
-0.8431765925431689,-0.7435572692603862
-0.6500046560354155,-0.6432090351168788
-0.708330434232365,-0.7512340720753421
1.5312358513937305,0.9570751520343687
0.679113548061615,0.5573519709797722
-0.10040773230123516,-0.01603257171995686
-0.820885248783321,-0.6426999633121735
-0.9434327346748986,-0.8561503772130719
-0.7336288709738369,-0.7361655466560655
-0.018177254278454177,-0.11105930859827844
-0.16532208500848436,-0.3594524111741481
-0.6808780404394489,-0.7035849511549267
-0.9900764634516626,-0.6629949592597579
-0.21857972896674174,-0.23018211089931714
-0.3159259173564222,-0.22524072058164443
-0.1784569995770951,-0.19410588900586867
-0.7440185461631559,-0.3837181671984337
-0.1461054093534432,-0.2182698306692133
-0.36133217668990547,-0.3470989353799663
-0.7252664494799947,-0.6936071437827028
-0.3942750492414048,-0.6727012616694722
-0.6028034324923955,-0.40432200004087265
-0.9733516204639783,-0.8197890751089885
0.12018281043784305,-0.10444137513710969
-0.645189928508658,-0.5941684512636022
-0.3552926500554639,-0.4123958788634985
-0.6263111284695294,-0.3471668116205936
-0.6182865825916002,-0.656377025798589
0.22521566908954002,0.11981833008369774
0.9537219548947542,1.6833169886269408
-0.9916391381752593,-0.9294770799628224
-0.9746186540236512,-0.8169722111229523
0.04402987005629371,-0.4145136175710727
-0.9850048096753048,-1.4039093765346133
0.15312568298934232,-0.080175619112824
-0.5590504173184412,-0.7783921101308052
-0.35220953506025954,-0.32066113965560467
2.106088977417394,1.0475202426703427
-0.16191798817816286,-0.1383693140147018
0.48420155213191035,0.5604403399283177
-0.4711417518615699,-0.3867386599063518
-0.4821227093787364,-0.44416195947710896
-0.6781328010601572,-0.6069631226218619
1.0638271712303422,1.0415810716154474
1.1886299768581376,1.5937203509988092
1.0653138239403583,0.945339350029896
0.1860685555408416,-0.3625407801226935
0.5095844577773607,0.701113848628547
-0.15873351049818457,0.05438902793094204
-1.1744720808360805,-1.0666889003910558
1.1135371212215148,0.9400382156368984
0.07296469311402719,0.25513300958639623
1.8105914106304448,1.5024811083474952
-0.1153587283053772,-0.06693975219048627
-0.7336288709738369,-0.7361655466560655
-0.3986674322482714,-0.26636014715370665
-0.09888729202962743,-0.23812363105271978
1.8303824748325381,0.34160734014566874
-0.21857972896674174,-0.23018211089931714
-0.3159259173564222,-0.22524072058164443
-0.271837372924999,-0.18341538110705752
-0.0455874136193812,0.19414620738270197
-0.7440185461631559,-0.3837181671984337
0.5424006269728926,0.9561927609062129
0.2833344984717428,1.2233875821358646
-0.5694213216402094,-0.8425615538394718
-0.6028034324923955,-0.40432200004087265
-0.7445675940390142,-0.5491665037276542
-0.9733516204639783,-0.8197890751089885
0.18661760341670003,1.9387352821077435
-0.6149922953364503,-0.42430815909360253
-0.6263111284695294,-0.3471668116205936
-0.5156146298060941,0.09586141095426662
-0.541804213484536,-0.2926995223291585
-1.2024735225048548,-0.9621255517045886
2.360931660719633,2.1783384115223683
3.302464298912678,3.04525375681517
-0.8357095414314955,-0.5743146508800957
-1.3836135675484464,-1.6659795415968988
2.587054916669284,2.467728763437171
-0.6073666303939735,-0.7783921101308052
-0.03750373950866713,0.031005663034812184
0.027119195479857413,0.36587309616995445
-0.35220953506025954,-0.32066113965560467
-0.7808047538456635,-0.612257469390797
0.11579042743097633,0.7351537833031744
-0.4711417518615699,-0.4207107183403518
-0.4821227093787364,-0.44416195947710896
-0.6781328010601572,-0.6069631226218619
0.9261850921978599,1.5257762341308092
-0.5185288069933419,-0.1717067295988358
-1.009757718078584,-0.9784497875754715
-0.38768647473110496,-0.3625407801226935
-0.1910006318178583,-0.19186597306516537
-0.708330434232365,-0.7512340720753421
0.6675835426685901,0.48146633395836963
-0.08186680787801949,-0.24341797782165475
-0.5775303364221172,-0.3169279464210991
-0.452474124082387,-0.39033610065960256
-0.3146631072419481,-0.42121979014505695
0.3655649764945238,0.11798906539879
-0.6704461307981406,-0.6254933363131345
-1.059172026905833,-0.8253549268404329
-0.5117712946750856,-0.5143120541654984
-0.9900764634516626,-0.6629949592597579
0.2525033485196986,-0.01179030668074614
0.6763683086823232,0.11747999359408473
0.13559838541386507,-0.16013383057186872
-0.7440185461631559,-0.3837181671984337
0.07735707612089383,0.019534578368786203
0.2909366998297811,-0.021937804654538366
-0.7735826625555271,-0.6936071437827028
4.5520972643662185,7.252494655862226
0.282151933816048,-0.0007604175787981303
-0.2244503177932269,-0.16946681365813257
1.5153134629938394,1.2107626013791735
-0.645189928508658,-0.5941684512636022
6.481451500132362,5.139609099493062
3.1061163316153437,0.4584562883856905
0.263484306036865,1.1053168615645503
-1.4017779014414256,-0.18562135892744722
2.4394455069673735,3.7216404946669366
-0.9916391381752593,-0.7499104853831086
-0.9746186540236512,-0.7635875478695239
2.1639037187452748,3.623308184870062
0.7724974409471844,5.138138447612802
-0.5353803533369935,-0.5946096468276801
-0.18849190536970567,-0.17767983877404453
1.0429211174957367,0.4509899019166795
-0.7022909075979235,-0.612257469390797
-0.10152272183374746,-0.10439725558070186
-0.6210318219708918,-0.6722600661053942
0.640131148875674,0.39947183528050373
-0.4821227093787364,-0.44416195947710896
-0.22736449498047487,-0.37665903817318697
1.3476849230490946,1.672490728246875
-0.4360026878066373,-0.4931346670897582
-0.46872594120779326,-0.32133311443781565
-0.13402635608456012,0.5838237048244475
-0.6500046560354155,-0.6432090351168788
-0.20704972357371693,-0.29503785881877154
-0.6495823115155245,-0.5394602013179399
0.15929191297975115,-0.3266342488308134
0.5017710841593768,0.4880842674195386
-0.34551959786518577,-0.26891908142535864
-0.37505837358636357,-0.3047441612284858
-0.467889699058409,-0.4546827767743517
0.9239889006944264,0.8013331179148626
0.06802326223130233,0.42234612837192825
-0.9900764634516626,-0.6629949592597579
-0.21857972896674174,-0.23018211089931714
-0.3159259173564222,-0.15244345250878744
0.7428031016611802,0.6852986845623692
-0.1784569995770951,-0.19410588900586867
-0.7440185461631559,-0.3837181671984337
0.7801383572195462,0.2692512676368896
0.37392739798836594,-0.004459672692989902
-0.30368214972478164,-0.7163796225131864
-0.2947875741358769,-0.2538743126903015
-0.7445675940390142,-0.5491665037276542
1.4847357197537296,1.3155974550281502
1.3522462438639176,1.1379653333063164
-0.2707392771732823,-0.004731177655499317
-0.565915862125114,-0.288928997162308
-0.6182865825916002,-0.656377025798589
-0.6384366396356004,0.3915947975556972
-1.4017779014414256,-1.3503776480931593
-1.6674326044528753,-1.7138888547730524
-0.8104533391420129,-0.7159384269491085
1.493516262322264,1.2307046408754956
-1.3836135675484464,-1.6659795415968988
-0.5112222467992273,0.5992655495671746
-0.033611600122027026,0.0612030483094788
-0.3757172310373935,-0.3475401309440442
-0.35220953506025954,-0.32066113965560467
-0.6056584814468587,-0.4472503284256544
-0.5666760822609179,-0.6043159492373944
0.19924570456144136,0.18593318226678984
-0.31905549024881474,-0.38107099381396614
0.47541678611817734,0.15012846533585086
-0.27568070805600725,-0.35724643335375844
-0.476252120552251,-0.5502525235776922
-0.532635113957702,-0.7357922273326147
-0.38768647473110496,-0.3625407801226935
2.6838140461763156,2.4191293751479725
0.5176934725592682,0.2824871345592273
-0.49804509777862765,0.0010043646775134785
-0.6495823115155245,-0.5831385621616542
-1.0908901003496483,-0.8410682765456695
