cyclostationary_mean_rr_3,cyclostationary_mean_rr_12w_5,cyclostationary_mean_rr_4w_3,cyclostationary_mean_tg_0,cyclostationary_mean_rr_4w_4
0.5419794111176472,1.2728686930603839,1.7587693379817515,0.5382495764610749,0.9480412084885823
0.31620107578413503,1.1619558920923654,1.1218930187185274,1.2895125867616664,1.128265900077338
0.2644048694429176,1.0024198008716103,0.5982751684450034,-0.5714030991071029,1.0065297584882962
0.00710235841338487,0.6323547818874868,0.31067248228634226,0.699964342648041,0.6908395527126576
0.46354750424666474,0.9720335007111943,0.31413211191793255,0.030678379369444304,0.966680432364677
-0.48858037127647574,0.5452827225548253,-0.2524123186531185,1.2286937094583972,0.5596436599937668
-0.5684398859393737,0.23208753018654626,-0.531775569869452,1.3301543385325134,0.08384620600071663
-0.2974539705285438,0.013779212342376572,-0.653965072343872,-0.47883698014730314,-0.2923186849193596
0.31282673009415346,0.03373124296818404,-0.3683946219020876,-0.16647333344069523,-0.2812213682081514
-0.41361365786405124,-0.03713171705047054,0.017223701371938887,1.0449282515512082,-0.7632610628512563
-0.44402170383184697,-0.16316106658304128,-0.06682884763345362,1.2155111712308557,-0.7858184931661543
1.770544068166203,0.3789185307144042,0.7061442432548839,0.2934063582615346,0.25649697893407264
-0.6078072523224921,0.14852919041441653,0.9219229884813936,-0.12305380176245269,0.037068881963606706
1.0838647202549483,0.36726810089136835,0.7638554816231573,-1.21983408551309,0.5303446097768095
-0.40975911682588,0.18671399149815265,-0.05923288579648587,-1.2579976644223956,0.42717157585308674
-0.9632383316672204,-0.1030118861524516,0.060059268938206276,0.45246449822208296,0.2674555791863907
-0.18657643202312285,-0.11569044241903773,-0.6172561675574085,0.6533561648456331,-0.594916902441596
-0.6043896457903315,-0.3973539282210809,-0.6962604564332414,-0.21906896955198238,-0.32713011380267254
0.6643210728005697,-0.12217596267576672,-0.6566797398532307,0.08828840657166037,-0.5512959113690775
1.0450597448201597,0.23881664968897623,-0.3397393616802914,0.3052882605804963,0.057498615209067516
-0.46777190618825604,0.2119265960042137,-0.3828951107255935,-0.7860964318321405,0.222848634206069
0.1327318441019305,0.11795013581357142,-0.5399372511294989,-0.8665144021600394,0.11326689988162347
-0.2889315846192313,0.09426469213801643,-0.4170111348229446,-0.16520755340924437,0.21363359313703115
-0.4123763977777247,0.13266914542296082,-0.5780663473843171,0.031105040693837186,-0.13920559169583235
-0.5924929141910373,-0.4769928799939062,-0.7558554619082261,-0.15168211416523034,-0.8005843266901638
2.5702639966918417,0.12235705260833982,-0.09447445582933811,-1.2931805113869808,0.013126421159174978
1.1834079181094055,-0.029885044113343848,0.7345205723722452,0.09689590199847953,0.37667024841961944
-0.44640105015170584,-0.08513335303831365,0.50520777566999,0.5765222569032692,0.14334916456646782
0.17032551595569972,0.4127141413213641,0.9399690452169049,-0.45414524741305023,0.9387792172334587
-0.6421131001706385,0.28465343982427926,0.8608665411634545,0.32795418351576183,0.8541408363168209
0.15738187197566786,0.4161187504400924,1.2026141088991207,0.15668878341335893,0.38588955768739247
1.6364787182527034,0.5037252967956943,1.3617226966401068,-1.1196234565626524,0.5244779706154421
-0.5178247005896496,0.16422391822285715,1.1712245381324422,-1.5275471610566147,0.7059190988436956
0.9972565142120874,0.5641412127701433,1.408237404759941,-1.3782021994026332,0.5879247448124072
-1.0211645993452378,0.38684720446854526,1.469779035055312,-0.4343701193977623,0.4492082859223051
