cyclostationary_mean_rr_3,cyclostationary_mean_rr_12w_5,cyclostationary_mean_rr_4w_3,cyclostationary_mean_tg_0,cyclostationary_mean_rr_4w_4,cyclostationary_mean_rr_4,cyclostationary_mean_rr_12w_1,cyclostationary_mean_rr_12w_4
0.5419794111176472,1.2728686930603839,1.7587693379817515,0.5382495764610749,0.9480412084885823,0.44053153099351905,1.2940207025470976,1.4305690498827364
0.31620107578413503,1.1619558920923654,1.1218930187185274,1.2895125867616664,1.128265900077338,0.21672382413336205,0.9738563596425225,1.70344938071407
0.2644048694429176,1.0024198008716103,0.5982751684450034,-0.5714030991071029,1.0065297584882962,0.26641390170629226,0.9447500772754056,1.5191272531625952
0.00710235841338487,0.6323547818874868,0.31067248228634226,0.699964342648041,0.6908395527126576,-0.05758339142760986,0.6448104379226944,1.0411369898259888
0.46354750424666474,0.9720335007111943,0.31413211191793255,0.030678379369444304,0.966680432364677,0.42951427397508657,0.8139231247844618,1.4587909185562813
-0.48858037127647574,0.5452827225548253,-0.2524123186531185,1.2286937094583972,0.5596436599937668,-0.4403543781251497,0.4652173934535485,0.9405046262594939
-0.5684398859393737,0.23208753018654626,-0.531775569869452,1.3301543385325134,0.08384620600071663,-0.5561030294126812,0.16535511480213522,0.5739006842112249
-0.2974539705285438,0.013779212342376572,-0.653965072343872,-0.47883698014730314,-0.2923186849193596,-0.399882821730908,-0.01708931304868376,0.2900011626544282
0.31282673009415346,0.03373124296818404,-0.3683946219020876,-0.16647333344069523,-0.2812213682081514,0.20386286287919186,0.03457735066602927,0.22346537683760542
-0.41361365786405124,-0.03713171705047054,0.017223701371938887,1.0449282515512082,-0.7632610628512563,-0.33933737336512226,-0.05632559815245426,0.1491285094493255
-0.44402170383184697,-0.16316106658304128,-0.06682884763345362,1.2155111712308557,-0.7858184931661543,-0.3810860322055824,-0.15495807907595052,-0.030037645179164383
1.770544068166203,0.3789185307144042,0.7061442432548839,0.2934063582615346,0.25649697893407264,1.982767639990092,0.3534590945605378,0.4945644728273668
