cyclostationary_mean_rr_8w_3,cyclostationary_mean_tg_1w_1,cyclostationary_mean_tg_8w_0,cyclostationary_mean_rr_12w_1,cyclostationary_mean_rr_12w_0
1.9074477419641422,-0.890461095543182,0.4024189020746345,4.235867090005671,2.5234529631001306
1.3171758873635226,-0.2664543380136779,1.5165724477535822,2.642970959320996,2.167934386526713
0.6763249308890734,-0.5417525788015185,0.7084488537326094,2.092892162364987,1.4146178487938936
0.3195635765940871,-0.6796029517121751,1.0205128852872944,1.8864719955337206,1.2739252077359968
0.12449367993320262,-0.5001785565789136,0.8975712841261465,2.282498125873987,1.0834776935035642
-0.11959191665822747,0.03982837072274992,1.230949570167851,2.0919892083361162,0.816022696544359
-0.26707508111376904,1.268219473051733,1.4762101464309396,1.5220875306433959,0.46940282706350145
-0.38151644198012025,0.3148882892391734,1.3087638073982122,1.5228049486398825,0.3730412311336995
-0.19497434883091572,-0.8019193433222892,1.254319538799022,1.5374800826311872,0.7272533694227643
-0.01605460831629953,0.07763601231836617,1.5425211857944763,1.3297901700096704,0.931579483503975
-0.3074088195428364,1.2199855244298412,1.6115852233308705,1.0520420210556618,0.7130216977568803
0.17457494589817793,0.5910287267879296,1.8393407097451717,1.4579361541456406,1.0231385435488405
0.25956901465622517,-0.30057722260617675,1.7164875085907785,1.0824976530367547,0.9243194573392717
0.4063536228339556,-1.0600745181900093,1.5173429263504072,1.4822702090790445,0.9357270420298701
0.28300214818478275,-1.773502411395292,1.0577260592425555,1.2886651868987218,0.6327598514487429
0.29230787095203115,-1.0771546707725332,0.8025309856320233,1.1203921360000724,0.518654459326177
0.4510818696965055,-0.0646800381687755,0.8785026173086402,1.4829425891510986,0.608390012155819
0.3093890720895335,-0.25598803775049084,0.7477329903016258,0.954391682336342,0.4619317828887246
0.0014047644285803194,-0.5964149140300544,0.4362431529405813,1.1305728006506337,0.584273187069279
0.17248689838030185,-0.03621257148121985,0.16534332542607416,1.2373194416559623,0.6413785298350639
-0.39568892944641565,-0.13754982072785366,-0.047778266278663266,0.9703515253149109,0.5757786871555555
-0.600131201620349,-0.9317102604203512,-0.2732885871310384,0.6271879365245482,0.17094689845145336
-0.6478888731805676,-0.7872598340264846,-0.10492727946317255,0.7900453154841655,0.07121362099901309
-0.430742736224524,-0.3010545687847462,0.07709207441636126,0.8295958037036331,0.11473351122449635
-0.4866851218586941,-0.36219276797134814,0.02517643717654124,0.2939931534753164,-0.30159771396299545
-0.10846894425624279,-1.0814744081160794,-0.27960425220165885,0.9998467360088121,0.03555303757059752
0.22723939406411683,-0.7426241073336921,-0.17366099855718675,0.16210655567591556,-0.15698424780893655
0.02760530375540934,0.2457561202419371,-0.08731607819681446,0.21097230047080756,-0.06473289261300821
0.27741466268578313,-0.047172121666308554,-0.2167506110268625,0.20150544423876035,0.010781435898116259
0.24528358218754773,-0.02555472466230078,-0.027843491882185663,-0.32264450458122496,-0.23877790041918073
1.1540110461348216,0.0299530816272489,0.14353722220113851,0.001957966132526287,0.1320297859197147
1.5330740580152213,-0.8284701750596357,-0.023077270416916942,-0.09844003039202531,0.2747677365258455
1.3088236972920189,-2.489154489881415,-0.32581528591465314,0.016605081093706876,0.28044128354301406
1.8915051074874225,-2.934068725980445,-0.582771597020616,0.2722080072528607,0.6400213406946842
1.278380882898146,-1.345387673584672,-0.4212574953478225,0.24559067009631114,0.5716608415158511
0.9612434717257786,0.20003519694524313,-0.2747462123996285,0.007637252605184934,0.4429435812878807
0.932272825374911,0.8369122926455848,-0.18930960881855663,-0.07398953262912794,0.3689768664119585
1.060100231119971,0.8459474898873767,0.03815649835306827,0.4477050561371042,0.5480268108362216
0.7913012550477229,0.4872315426534007,-0.025482147122739357,-0.39412756665461957,-0.21247001274717367
0.3500344162052918,-0.5668643556458036,-0.19649372916539704,0.003093296283536582,-0.16006785936873383
0.17850658000201816,-1.0996304021593675,-0.1867813600421635,0.17586973579922838,-0.09018361028053042
0.24940565270796036,-1.114993652097658,-0.13004102116520214,0.11012866827628205,-0.2306690190781558
-0.5667618342101004,-0.7514124457359546,0.034997021966331886,-0.2916469530772085,-0.5484551842389177
-0.592396466738747,-1.1857883469696429,-0.2610457353879652,-0.6655050657854207,-0.9752751155812193
-0.9193438294881995,-2.2795673202051066,-0.9105932893443557,-1.0366225078678275,-1.4341406491649518
-0.899665399775745,-1.6264146142320304,-1.3128161640564728,-1.1759498700663378,-1.4788994008827394
-1.4872954555762572,-1.2610978339195826,-1.8260769951572,-1.4160164871089662,-1.9198079870885385
-1.1001733366200708,-0.8879045688023967,-2.0040187530227405,-1.2787998214838463,-1.797711127483261
-1.5540467961170006,-0.3966028554581551,-1.9795913452812424,-1.3146338778669542,-1.8984998031942049
-1.7243725868539679,0.3534805934654123,-1.599592825924387,-1.0599225230830458,-1.7954263537092157
-1.6641136424441627,0.6606847838008426,-1.289921329624038,-1.4506562011943345,-1.7794691194925436
-0.9452172953950766,0.7144066932655239,-0.975880162095306,-0.9735746116982849,-1.1967352180327093
-0.8878702723620765,1.0259212658013634,-0.5289288809332329,-1.3357613576812706,-1.3367140128082124
-0.8530469701827504,0.4773380110287816,0.05211121171879105,-1.7630978092143568,-1.5478257889473368
-0.9213434118622068,0.8492037813348159,0.4928458777909221,-1.759208740736255,-1.4296011812803158
-0.8089724199558099,1.1743768628507922,1.0288657543614852,-1.4541265455867598,-1.1496739569686942
-0.952295407313155,0.5964406770927302,1.143332342710928,-1.3431756664095058,-1.1328643536125664
-1.012694815462843,0.2291577575309731,1.2453233364363985,-1.4182703233015501,-1.0924387280565133
-0.433268382316651,-0.8196379844239186,0.712765870532876,-1.1891253419215617,-0.6044666927704445
-0.18649790237413016,-1.6077690343645687,0.41540559480270034,-0.9907499447134772,-0.42605049141464046
-0.7704759009376851,-0.5898663138340992,0.13434600334679347,-1.0180414757077918,-0.5857832791626206
-0.412770130583918,-0.6319010768562046,-0.1449543173018146,-0.7878033697519513,-0.3437572386809315
0.8923135926039657,-1.1707549827662231,-0.3730229167173217,-0.7420226677855628,0.13127893527837567
0.9558558769335361,-0.35424533999781976,-0.5161819841219624,-0.9298316386023591,-0.13183424611223293
1.280151536388402,-0.18872479247346483,-0.7926497107541972,-1.1248268848474303,-0.34181955031623507
1.939871905458095,-0.5365443367385276,-0.7703641229802656,-1.2977631206374367,-0.2413868337654719
1.9615762544957847,-0.39750819943524607,-0.8346058214326209,-1.0349531245448693,-0.12487786348106492
1.2522343680866566,0.5348066553198638,-0.23054974233602593,-0.962505127147419,-0.12036855152581165
