cyclostationary_mean_rr_2,cyclostationary_mean_tg_1w_1,cyclostationary_mean_tg_4w_1,cyclostationary_mean_rr_8w_14,cyclostationary_mean_tg_2
0.7949667719149569,-0.25075403999430407,-1.0521003146210075,2.0526392406521468,-0.16940855512011443
0.7630635713359202,0.532487129139351,0.0666693379659093,2.9475180912132792,1.1031724909412526
0.01717026701357668,0.06311622978221457,-0.8474824399080377,1.7112448618387528,-0.8497628957997956
0.08107537420659064,-0.33498346293973147,-0.4532466426509152,1.804495385123599,0.5644077835356661
-0.4843691973820813,-0.11442963838795751,-0.8532283195269482,1.2283380087137652,-0.46695593368959426
-0.3345122850489487,0.6112304749853351,-0.061346089972358415,1.175039791657434,1.7791497165386994
-0.48528575342081604,1.9550180991668609,0.22405615242944787,0.884141204965747,1.8804274044799862
-0.1884273533367633,0.6489331133767068,0.21577960265764073,0.6482413170479469,-0.36211136879840083
1.319871364867284,-0.5441787003165245,0.4194198249549155,1.0541875276681762,-0.30931078122175354
0.8580187769488409,0.321324134371127,1.144519846533705,1.1303402880397726,1.001981272744206
-0.709207444114784,1.3115662625811306,0.950013514896817,0.5858816610053803,1.4242995036131447
1.3157468626929776,0.5468410803435106,0.4375537595349784,1.0026150935398273,-0.2536999269573006
1.1141045341713314,-0.21700725496348378,0.809279511416845,0.8240828496400922,0.25101316145448055
-0.11087261159766865,-0.8237756701322935,-0.1258269081511868,0.8498833044134226,-1.1362317541084288
-0.7855988647277921,-1.8411647149129684,-0.8704930165174581,0.8389936141378563,-1.4647793674278549
-0.4252513328836895,-0.8292340359196346,-1.2676585434339724,0.7527303544826773,0.5198259788610762
0.01061689133662321,0.5228245251114291,-1.0104495155763704,0.6681678539030248,0.6580748868240465
-0.5428525230844258,0.11974188085562643,-1.0042085402458885,0.1669228313853005,-0.13945593457923222
0.07427170822675185,-0.07856255663303686,-0.2584204484978145,-0.2221143738294277,0.5444158123793718
0.041275690832300774,0.45751404713250404,0.1654055112015106,-0.20432155184193354,0.7447013574756415
-0.3711745265983391,-0.049211446705297285,-0.22967864919740266,-0.6354134983371904,-0.4306926846988767
-0.606835185019179,-0.8834007529504211,-0.9526300499694161,-0.5122184840231974,-0.5810170093010016
-0.11866333792691407,-0.5178987156198551,-0.8083622975786212,-0.274069068876325,0.39212097533639106
-0.4425742420157765,0.19559460634753117,-0.9465820109785761,-0.5121425495743661,0.5324613702381692
-0.5211371953974794,0.277551447468411,-1.0048938985397735,-0.17301757531126852,0.3409749530581854
0.6484940664940758,-0.7632684015068963,-1.0627594149737092,0.27044737188615503,-1.2137302623836728
1.0109919798136715,-0.5608614186660987,-0.6754608778777018,0.28339074384601987,0.5971083127757196
-0.2300248966331868,0.605083139878771,-0.6318519408747785,0.26488172194341325,0.6853074519006817
-0.35555782178451234,0.2893877369868672,-0.7747379052265982,0.3673500832923428,0.16372860616282714
-0.47932813916904016,0.2579239573016612,-0.7719264117555488,0.370603184111589,0.7355139471501235
2.197427944153875,0.3808772694706796,-0.1808056508989666,0.7816458474410152,0.3836631534779001
0.32227062101517495,-0.33491354907892495,-0.6363865334166777,0.50931730140546,-0.5078045734445853
-0.61039565270811,-1.130140750509273,-1.3599360017816766,0.554681231450394,-0.9972316402423721
1.796022226989989,-1.5395766579707417,-1.8482260209621781,0.6131076124772237,-1.2441568036381787
-0.939439270613887,-0.94896978509822,-1.850101372742249,0.14039841067368147,0.036622239329034405
-0.2970039917714958,0.5981044654091622,-1.8616947176377066,0.30001607368273414,1.33846581085706
-0.6287267734828051,1.4559882146622145,-0.8831833095721625,0.2702894627482447,1.523685665899178
1.53654521242418,1.2553158582660846,-0.08412360699571042,0.6623485138698693,0.9731490173991276
-1.6511097825360885,0.414414821383522,0.6828404367034748,0.2977682414190376,0.11571295491408462
-0.34688579157186805,-0.6164899709682962,0.662623861261825,-0.3945252656836107,-0.6762667583409305
-0.9508962210980716,-0.8766229219354924,0.6980602246368708,-0.5622627373688186,-0.3355759660347017
-0.786374412145183,-1.0781233126757943,0.013318985517282902,-0.5529633560613877,-0.9769220590639651
-1.4988439729216658,-0.7699688611825329,0.14930299736988734,-1.2639434968929808,0.10975672769965722
-0.4541228481038344,-1.0003022365839418,-0.28159293069868524,-1.171734915050904,-1.2962548245428744
-0.9807352121368806,-2.2608382714384976,-0.67854662255135,-1.5290064968017318,-1.9448139354041707
