cyclostationary_mean_tg_1w_2,cyclostationary_mean_rr_1w_3,cyclostationary_mean_rr_24w_0,cyclostationary_mean_rr_1w_0,cyclostationary_mean_tg_8w_0
-0.8340837245852281,0.604898456949176,1.0311227342620486,0.4434887063113515,-0.6862404796328179
-0.2088302197305314,1.0454234429794205,2.154304421261881,0.7613933877385443,0.5207560785242302
-0.45418145589658665,0.6425155960935293,1.1371408057349142,0.4221468067347366,-0.20764310686111656
-0.565488019845607,0.33251580783226375,1.1620242241081962,0.09056826135450448,0.08651031853621263
-0.3522396762823386,0.21914831053982106,0.7549357673562077,0.024317570456113973,-0.09094072720988795
0.5552426769566791,0.08365779897223183,0.5705705896803673,-0.22137825674143885,0.4685995029657728
2.0925159843989953,0.1309260224566397,0.35849146555883576,-0.1978426774106159,0.9206032086611884
0.590086579823061,-0.23848159507225,0.20835547599137205,-0.25132765384376815,0.6380944459394382
-0.5028799880633382,0.7155233025646699,0.6681364726383635,0.5249983711167726,0.6146117794235657
0.5576399334650961,1.476977631756979,1.0051800201623573,1.2234435879072136,0.9418427674410581
1.4161373765911753,0.5318086468640426,0.9841825991579259,0.5248999780550854,1.0438674390799214
0.8853991170524423,0.22082947977872067,1.0075451098409456,0.20138681326064717,1.2753712391240009
0.16405992334135971,0.3202530466280583,1.001239796719345,0.232178785561882,1.1961032590693095
-0.5299067501414039,-0.6949972373515619,0.6777814211559552,-0.6744537977999016,1.1289777089456308
-1.6029721804375485,-1.1801904990897767,0.4672005946198566,-1.1638088966882143,0.4621643599939879
-1.1238465929536732,-0.21602039210137133,0.8345965176497024,-0.005612395862073142,-0.024309120164780068
0.18633226030407007,-0.45004110500413885,0.588182231977814,-0.11285390461115315,0.26601767049389274
0.16943019884317898,-0.914376139092286,0.5187408524090616,-0.7423891479160546,0.1394903585356989
0.11044987159533382,-0.7257860925988501,0.28285929000620047,-0.7012589672557772,0.004791561150621983
0.47492155535673053,-0.9384540013196413,0.13998659791042425,-1.077804347147465,-0.22093021813264707
-0.5153147540032141,-0.027651243426534983,0.20305799514325412,-0.29097015884734156,-0.46886676476040406
-1.4045646285510216,0.566270661413531,0.25848433230610524,0.3729976889683083,-0.7245298868948916
-0.7651550834867145,0.5004509308626619,0.2855171885417237,0.3774377585424677,-0.5960619813732929
-0.09948520691073275,0.27301023616702913,0.2746716315264729,0.2290378708135416,-0.31095359106960335
-0.33826879206768135,0.5578706797628898,0.3897614463950316,0.522019642859808,-0.30570719560615744
-1.264590204057157,0.9845299292681176,0.41172345818422684,0.7578860413523812,-0.7647289283714865
-0.722729556253202,0.0778128035951276,0.20416482557313326,-0.03559834206248745,-0.5862375415403963
0.36176844244585493,-0.3354029565427603,0.18376209527895543,-0.5666938553625043,-0.6345960394513757
-0.06511008194226577,-0.19807488790009478,0.08502573130906553,-0.5270715712721541,-0.7527332344819049
-0.19288776241128242,-0.5917226200363731,0.068198222076166,-0.5896194069500282,-0.5170531566145028
0.20159848483525325,0.26896956544981354,0.1376299539055428,0.07212376814104052,-0.22688789240121085
-0.22928381871303755,0.30118545970221394,0.12411482525514278,0.18496303576406298,-0.3639561783334201
-1.295427822269527,-0.683620022269707,0.08345193785046177,-0.5334419054936017,-0.6473266802618911
-1.8310046915167202,0.471460535731406,0.09809741355098386,0.4500637697973935,-0.8919367847386799
-1.0302037605936363,0.35659367005961906,-0.17408240523586102,0.23003350990527416,-0.5754709494437042
0.4489596281616889,-0.3245535504080018,-0.16528937328388338,-0.3648829385868876,-0.4733119306762805
1.325521681891537,0.019538786139784506,-0.25887088748604997,0.009839756185272228,-0.2621891185829322
1.2881745401272036,1.1045751871653051,-0.09267684445708925,0.7820798435824008,-0.04704267186835639
0.7685526556684711,-0.08494979175372641,-0.29304114314976215,-0.4594029258809742,0.051610339701255704
0.04151621950913482,-1.7241660387509086,-0.24960227680604444,-1.7016614307599933,-0.10201836938921498
-0.176018272370343,-1.1407416674142037,-0.6325753867426875,-0.9159316257138636,0.04168175653061532
-0.34602154166424787,-1.0541086707161682,-0.555098834578236,-0.9209465128210009,0.187034410768526
-0.18407644166629886,-1.4224280895516617,-0.7709000456910229,-1.3813309739024295,0.6039082016749653
-0.2931125270953282,-1.4569643883233339,-0.7074114452633319,-1.4839946816625045,0.370383827077539
-1.8491469724296046,-0.9109232259927013,-0.7581715656580602,-1.0138380894146,-0.24353478790428995
-1.7741149483309815,-0.786008441846561,-0.8472105491105019,-0.8033338664146074,-0.7284130394532343
-0.7154460856533188,-0.5116324994343802,-0.9745522893442009,-0.45584433149109077,-1.1023130255687557
-0.1191844016972896,-0.4980208931431507,-1.0809566363003178,-0.5266172407449726,-1.3335932214497843
-0.2559192226529191,-0.00856606286912097,-1.0639202322708838,-0.10229632313908231,-1.396803074535857
0.7215748966726864,0.12791555661023815,-1.206527853260061,0.06503721678442557,-1.023852693092164
1.5008135475879987,1.1192775986138672,-1.0206180144167725,1.1897394517339237,-0.7124612827661417
1.32233218823015,2.0013245431299826,-0.7150325519967364,2.419403299953084,-0.46968231519044634
1.281675539649379,0.5638075529937479,-0.6638504856145264,1.0078815683757634,-0.12400449528885481
0.5866665807281729,-0.10912930607459621,-0.5605335307817706,0.006943423908249188,0.3913365898975386
1.0750043679718182,0.18269235107907988,-0.4236959737725528,0.508111411744096,0.8634832686482387
1.4441036988601446,-0.3761400330188388,-0.5189571296627057,0.08224201447136398,1.2566570260612002
0.6117014752015238,-0.6810787199318357,-0.5222372393829914,-0.4907198719897962,1.3978084466287621
-0.030737211918256128,-0.5003921237091798,-0.4937913670427898,-0.47465058494324885,1.5413951798238748
-0.9129466487688941,0.2643443951948877,-0.5726907320785852,0.28056420867236975,0.899325466164144
-1.3007094032893254,-0.06786246580346932,-0.596062630316789,-0.04079523628252798,0.5665095148324408
-0.3897193586709351,-1.7283494133686355,-0.9052581631259777,-1.7703510430585567,0.2864906495741657
-0.9472834396815731,2.186051810069854,-0.3363523628770257,1.2472274051478152,-0.1635667938953551
-1.4222398854116802,4.769285636516122,-0.15323082055411458,4.0042807824268705,-0.4002251171199182
-0.16119577079865127,1.7031906819386244,0.2829018114695759,1.8612151011660927,-0.6101273117156211
-0.14823234565802718,0.5824763509373414,0.2951853288144121,0.26184515076946463,-0.9309413802119262
-0.6991804196283999,1.6389348297495223,0.7543061685392143,1.4012102227824725,-1.0771434256479544
-0.27798435527486326,0.8732599838283946,0.6974190210535146,1.0127375127762699,-1.094014572006379
0.8697021981297492,-0.6624490189472863,0.9155099474648672,-0.49811044925904757,-0.4904793735950236
0.22655470680195233,-0.16587267758335997,1.015971485526682,-0.1055743433902212,-0.4867324529991383
-1.0219403913519869,0.3916890553456229,1.2281437130732045,0.24880115714972917,-0.6965248310159557
-1.000142845472413,1.477542582815167,1.5148353967384864,1.5156488211592447,-0.5752084383358373
-0.8217491783990488,0.9425984406932396,1.5355696703773816,1.0526109009573172,-0.5095838516721911
-0.5349878916538098,-0.045186229557847624,1.6767369971790989,-0.0509738253757287,-0.6989406703611316
-1.3965971581321603,1.6476730000958955,2.037523046562033,1.8199409342929305,-0.9075521677793785
-1.106157806426265,0.8814703452276715,1.9346879220969893,1.1113781411110972,-0.8398435114998956
-0.47197847975798607,-0.1699133483005754,1.8712603296506172,0.17720061048684274,-0.9663917946223931
-0.7794526840984212,0.9543588059737276,1.8055572872484347,1.3613174520729896,-1.3871644279104742
-0.8910862149938762,0.8856341713658762,1.9151295079818242,1.0259576354394244,-1.413610895284181
-0.6003537205084184,-0.19162388965780586,1.7455871310833813,-0.12011876554848339,-1.257332603941498
-0.9403066415280006,-0.35319207290786003,1.6975952187945595,-0.30664244459385903,-1.3466469853367087
-1.2427999241097258,0.03326181876429001,1.6892754478371728,0.04772638879290392,-1.4082541864618465
-0.33477387870690517,0.21521906615588152,1.8959306825466045,0.46257015400284607,-1.2992629574535537
0.27350966580377073,0.3553992579608196,2.0180724857340646,0.9070389972087006,-0.8922025562174213
0.4262696253754485,-0.9831046833960416,1.7455155631593724,-0.6042133598530152,-0.8423880637866898
-0.019490050059681973,-2.2519945343267964,1.6103029340566044,-2.129215392551878,-0.7629283667624754
-0.536398484687086,0.5373389117208411,2.3177895802550634,0.5041828862718231,-0.7417418522783956
0.06510794952925797,5.2384354611105595,2.3394771247852524,4.42814385178611,-0.3790274369212391
1.2567333484481973,6.61776966002922,2.4080428707048687,4.892972455558594,-0.03849315657717567
0.9551545711189516,2.957023642325483,2.2459614947958815,1.9439150675865722,0.4306265516647469
0.0859536582981011,-0.5251535311038241,2.216785133623471,-0.5903796515614532,0.6072524811938067
0.6656337334556833,-0.2734121215142843,1.8868086549824121,-0.31957450305750557,0.9659711365332211
1.594199817378573,0.5807717235230154,2.167284194927789,0.6622898758196561,1.287086012164448
0.9828277506083589,0.3242018394915199,2.1531682289847818,0.441894910943744,1.2237582592401715
-0.2617820782441562,-0.4980208931431507,2.0765436978979834,-0.4816139186506452,1.2534120373082618
-0.02841787626833832,-0.12034426877641792,2.033318479745026,-0.22089392986678985,1.4461392678946428
-0.41637280216648226,-0.11350816548754385,1.7983457649039651,-0.0594575420132555,1.0848899201487179
-1.4873436396103727,-0.5592916925092298,1.7822730601834729,-0.4029375098423674,0.537641572857669
-1.833936119312339,-0.5120234690248219,1.6739679886419507,-0.4773935769670842,0.03631013991415341
-1.3145597732501624,-0.40061668422844465,1.2417966569604608,-0.3454999258291041,-0.14659175760426701
0.07467643051341807,-0.5396259221100097,1.2957964277694058,-0.496728456993374,-0.40242778078950475
0.8062901533734514,-0.5888470386986739,1.031787315961636,-0.6338194380802931,-0.6004336357847174
0.21193940957102775,-0.5304557303661985,0.7993915262532097,-0.5628324230170213,-0.6909417575011132
0.29888555798907374,-0.5003921237091798,0.6305324255329879,-0.5153574797437349,-0.5298240090476085
-0.35832050983786523,-0.7140570048855973,0.6361182844191605,-0.792698892380974,-0.900180495887548
-1.4936950665008795,-0.64188401849005,0.5505104122802476,-0.8165644644886056,-0.9143842229556317
-0.2418451120919548,-0.7021715293361682,0.48497972682834517,-0.8382511631122832,-0.6181342156715953
0.5289249696360148,-0.9791734841641496,0.2012496142936232,-1.1911212645469074,-0.2020999758094888
1.4424816421465685,-1.6828268691055501,-0.11551473716943259,-1.7220578581466996,0.3524459297084827
0.9368779957361144,-2.024162870040722,-0.12206348766637748,-1.8406499574732944,0.218345488036508
-0.2714825987538115,-1.1590781412059221,0.03548074605363779,-1.284641671282884,0.029280937462537873
0.6031878071250176,-0.7092285304436419,-0.4661678694489676,-0.7555049044680386,0.37718222384625905
