cyclostationary_mean_tg_1w_4,cyclostationary_mean_rr_12w_2,cyclostationary_mean_tg_4w_0,cyclostationary_mean_rr_1w_2,cyclostationary_mean_rr_0
-0.35345973394944596,-0.502549106735787,-1.2250314018533863,-0.22168197478967744,-0.09770241838539473
0.37742018107769376,1.0040374277615438,-0.1962863038105719,0.45653559716386044,0.9621812628741354
0.08130622853225805,0.20024172317897845,-1.0186349149156126,0.25287930596845276,-0.5566830083122678
-0.30720801252637775,0.6145793140738716,-0.664052433161977,0.10589216554579302,0.4229593980789061
0.006349146185285253,0.4322591684930832,-0.9214547153540147,0.3558094877739239,-0.03858315681297235
0.7023700107719955,0.2668650462542919,-0.08346442559712579,-0.18837599162159735,-0.3330505524772451
1.9817683028550233,0.18509746831085952,0.37083568143756873,-0.19028618771506076,-0.2752061434586346
0.8131774649074802,-0.04058780810367517,0.44748323287670244,-0.42893825093045873,-0.2369534174636062
-0.27627457273484024,0.7327447416550097,0.533274023245306,1.1972753566380663,1.8090597293971524
1.0069420713803399,0.9136161231208741,1.196476494648956,2.134040418811229,1.2854003812067287
2.023280397341442,1.1935355629829154,1.026228377765328,1.4752921531949144,1.1571612994169267
1.370793671061832,1.0107414676474837,0.4697808161996383,0.6781673233926291,-0.04275468338077278
0.7635512013409131,1.2180550539524158,0.8664061554383118,0.613588001617462,1.1984366082917601
0.35022246040439187,1.1861006323408987,0.30066255411237647,0.6320532305209416,-0.43049775090080206
-0.6797803944342228,1.0391086190451744,-0.5015822325521626,-0.06707853968667014,-0.04751873375429204
-0.8760581906896205,2.1938282616118077,-0.9931355582469475,3.2015853422448197,1.8815788182254318
0.23440148679308306,1.8746991684175192,-0.8320975263482205,2.550908879608063,-0.9263355451249963
0.24608501468795166,1.8163559853232591,-0.8289395326410732,-0.7487099749149364,0.30289677203863274
-0.00560800062983864,1.5572975222165821,-0.14024657537845917,-1.117123128140915,-1.3417428332280172
0.5378566349689489,1.47319328366914,0.5020642230953419,-1.1944126008456655,-0.2793764191271351
-0.35336123113815393,1.7945536625631744,0.23128745792596628,0.2652955805759648,0.9475961187698092
-1.216347097053392,1.2596309535850434,-0.4261631891812314,0.5723718474469627,0.4795495733956361
-0.7986076191223674,1.1630362019907106,-0.31043736753541523,0.28616079944302686,0.276110386706699
-0.3962022927202495,0.9014376218177441,-0.5551730940168589,0.42718469949698973,0.38502262718931124
-0.5774556740644711,1.4031504971252364,-0.7855771545567909,1.3807643852313314,1.1686247810019947
