cyclostationary_mean_tg_0,cyclostationary_mean_tg_1,cyclostationary_mean_tg_24w_1,cyclostationary_mean_rr_12w_0,cyclostationary_mean_tg_12w_3
-0.6882123927187346,-0.3194191827578749,-1.8522265786803807,0.4480240876816723,-0.5674014471483273
0.4642328685003795,0.9710042293375322,-0.35119560673177513,1.2765174804838435,0.7372517002069537
-1.4954577169625494,-0.7275697573967663,-2.234919084553574,0.6442741347758336,0.043504443072652
0.21843927861284423,0.3234553487246282,-1.5903468932459675,0.6884104352956174,0.21873066053859608
-1.0890917976296652,-0.20218393521622544,-1.6655472720709794,0.4715533669795507,0.10030173185197107
1.666851908359239,1.4190529910725738,-0.6013921798644071,0.33426837055808617,0.5859656219619432
1.7511677654927282,1.938493481962306,0.23929560734720182,0.2077995639788899,1.067913854215834
-1.2710468720820274,-0.5207467976611792,-0.2021321668033591,0.0915812200620312,0.7984892119834857
0.4561774753026987,0.14200060517336285,-0.015351716433319174,0.41131214080252393,0.7275094467999572
0.7710311291811791,1.6644710138540082,0.18821715333309322,0.6255294363894995,0.9880337283410242
1.1949541228943115,1.6991603781077942,0.535458692579715,0.6344086068753015,1.2122961402507317
0.1810748552015647,0.5714254375637019,0.4937075043031921,0.6195348753810127,1.2055576031685715
-0.15925053457002425,0.7349817401421751,0.407402497461748,0.6058119619097281,1.2191233351517
-1.1194693238131,-0.1284642148934464,0.15095716583773333,0.39200157892949133,1.2349959939658206
-1.4886526379751257,-0.9780019150017747,-0.19363213698492415,0.0879029562392578,0.9161513643149142
-0.19677070872251728,-0.5039870979303699,-0.20520720850848614,0.4978841369253063,0.9383028924752951
0.6356891151780019,0.8634032837068918,-0.08317465520552071,0.27364792087723244,1.0201943469068575
-0.1592347313130514,-0.39311135288931603,-0.1265162394246506,0.47205114739627224,0.9760114981182976
0.8092682654788117,0.5018841629272354,0.012158668806919655,0.19568896030255925,0.8156828740704336
0.32191139620966386,0.4941838844481754,0.06439954040630355,0.09692664476075658,0.5828751038575745
-0.9552007793899566,-0.9788376041390364,-0.06742063334188782,0.3073902092241422,0.5056870981586321
-1.211333736358844,-0.8952181817286897,-0.22225729390636562,0.1267141440770362,0.34610721202424016
0.16666618025934846,-0.24426685248550467,-0.1720020355726734,-0.05697517176325414,0.04111306386958372
0.12371761523237206,-0.25480847403125423,-0.14176105639378975,0.025797313088948684,-0.2673994944079612
-0.3291025847174046,-0.5920145509548483,-0.14181183620844645,0.21670336526396144,-0.4477692878604793
-1.1643862154936204,-1.614021040539594,-0.19717398147169798,0.1802805210741281,-0.8071803036827242
0.47174903584265315,0.37975416472447826,-0.1590476951141521,0.2295667245225583,-0.7178289628366976
0.2607561791329446,0.32215130633461436,0.11419662912214718,0.3211656953240976,-0.4979361904418693
-0.1504101151205312,-0.40649615418118107,0.08209581265504029,-0.1341721044275787,-0.475406783615783
-0.040580922165354597,0.02870503499309218,0.182815721786501,-0.02164692063133817,-0.6073444943829123
0.6558676255660625,0.23620664777531397,0.07156384445533752,-0.25677148262623156,-0.502635617632962
-1.0831429841397027,-0.3977581518283772,-0.2536969090694153,0.1154962137266594,-0.6405350077982418
-1.6882151327050223,-1.0047439673941678,-0.300829630433781,0.1366785383246843,-0.8780004542892447
-1.613084079339829,-1.5587461733178172,-0.5422691167260222,0.15842353304228124,-0.9625895587774136
0.037807814339759147,-0.08082993406949819,-0.626434162576999,-0.05069378467086223,-0.831012763082638
0.7304166301919095,1.0585082287265821,-0.7110191515772767,-0.05054185062556951,-0.610451683604886
1.4811641629849759,1.3004448256625647,-0.5407627700180065,-0.23084060386346147,-0.3623923999465536
0.5640476207211373,0.9995191365425459,-0.4272649941984915,-0.16136881390759564,-0.11053773163249733
0.9618788028415481,0.5418043901764561,-0.1283349917567557,-0.617465917400916,0.21147294798455699
-0.3886614731614515,-0.36168117627085267,0.05447358688284481,-0.5588754720247521,0.08957490596227607
0.24926938673604826,0.139016001111712,0.07746705241623304,-0.7115121977673586,0.04035562480262469
-0.4457658305857503,-0.34515840818555266,-0.01828218667141658,-0.6736453352934018,0.01945165194299249
