cyclostationary_mean_rr_24w_9,cyclostationary_mean_tg_1w_0,cyclostationary_mean_tg_4w_0,cyclostationary_mean_rr_1w_1,cyclostationary_mean_rr_8w_3
4.51775798687099,-0.3230652419302713,-0.6771316603462515,0.2576572394053485,1.6735255128343784
4.185711292131475,0.46216854072625824,0.3940070506980253,0.7765351010040468,1.8201417092854588
2.1879567420855204,0.1800003707018513,-0.18881947606593044,0.41155025172967674,0.8228729449975961
2.3333394893474275,0.08814890180198172,0.2089354633383882,-0.13246305228544192,0.9026351343087202
1.3920502157728127,0.49595222017350565,0.0908714286710013,0.06723040125652055,0.45297738337181415
1.1635721728678652,1.0308197488762743,0.8194589646196209,-0.18443382157762284,0.41966399294227075
0.7150498104408829,2.308545123660579,1.1860562520038511,-0.25861322227802963,0.16533457854704883
0.6153445375926406,0.8796130304355707,1.2049678847953456,-0.368657957777323,0.11857355799080313
1.189423996455385,-0.3000476599346285,1.0106892371360663,0.8738954309163299,0.4457766001455011
1.5786819610056606,0.8606870062429884,1.48025890180859,2.2433978668199606,0.6083813707501261
1.247999659322643,1.594628381385729,1.3218123152549124,1.656461627720762,0.20131699133581532
1.401331214346722,0.931056125097569,0.7187587491654113,0.6253063566149377,0.6364908149670577
1.1362322273492993,0.2323999777282388,0.9958924834986177,0.8867369315594906,0.4401698703962579
0.7958588951035399,-0.3362942537677062,0.6452906264878606,0.1662007088839868,0.44447206401572675
0.4551726497300564,-1.2740094996044498,-0.2179650439860388,-0.7014276683433651,0.1281167148362223
0.35955678372089017,-1.0696282176646126,-0.7818590038666261,2.450663093331815,0.16308938554932395
0.18856458262871748,0.19444497450664375,-0.6331665186137287,2.0997252276250142,0.06602207610916883
0.0256210204699966,0.3963914828798402,-0.6650140268252854,-0.4576239107553951,-0.467588713144308
0.0817850521410993,0.27595030936111126,-0.22344828397421634,-0.7156943604744648,-0.8435310452662177
-0.0841053584576398,0.7060428483779144,0.43616155454529487,-1.207258792912874,-0.8818130956866029
-0.16484313814976106,0.23132206945760767,0.46268399682034417,-0.2017624200448084,-1.3313229387014305
-0.15409268787626695,-0.5544957923962108,0.012820930570289286,0.6585771570085406,-1.191133344133527
-0.11045115303809085,-0.31769365680005157,0.0643057737459869,0.46141444309904295,-0.9273117289525494
-0.15219726469415296,0.18873513290166025,-0.04533340076465273,0.09928143446352553,-0.7613249857954484
-0.20192973629019634,0.0023941274108599695,-0.30347674715478645,0.4855635536591958,-0.7716481153984918
-0.33568955075860907,-1.0095925432911073,-0.6842912875223334,0.9899446597632812,-0.4731036342952201
-0.42692370406873587,-0.6549128584986152,-0.3201906962878187,0.22962769257112078,-0.317808322676328
-0.40846620839906717,0.5526389372580325,-0.2264693817316879,-0.4804020080129545,-0.3594424544776395
-0.6290224990935235,0.29281583034286246,-0.3108516716756241,-0.2975146304831843,-0.36672308983366386
-0.6309670991640766,0.23966185745361215,-0.11899148965697587,-0.18832555865015757,-0.3571472395193622
-0.3375350510178748,0.4107273615074203,0.4605022764547096,-0.22153548881899665,0.22520964528056278
-0.28387156830164356,-0.3323338952406641,0.058705630276451,-0.4818955702192967,0.10219679893530317
-0.2851492702710776,-1.586423984270908,-0.6819034948312973,-0.7344520227712883,0.38829267462998246
-0.2703216947331087,-2.0389152666108004,-1.1689892678897444,0.5968727449577311,0.7208639843751774
-0.6432311682628837,-1.0270805933999039,-1.331987805899842,0.6706940445912654,0.28537096573345805
-0.5515669591679232,0.5330186345040644,-1.125158995968684,-0.010850075980031845,0.23494028916181808
-0.7311993906852862,1.3735423881245892,-0.4262658335703476,0.07258103268567415,0.2769907622811428
-0.49728020719830973,1.2567953322981122,0.40173714634076085,0.5729965192987484,0.5622624956745244
-0.7216696038010681,0.8784510804729345,1.127230630951103,-0.9824232519915583,0.017463867926746767
-0.6765075137009743,0.18960473182853718,1.074524885237553,-1.8734002727729755,-0.6862084716911542
-0.8365318945069243,-0.25427555874534497,0.7534231088562471,-0.36980638703041124,-1.0017418136530427
-0.8726285333165703,-0.5041955650375259,0.08735950340771353,-0.3020851188882849,-1.4006523084853426
-1.1098448111539398,-0.25121524284151353,-0.0009024605765434159,-0.8903448050620415,-2.2875402711095596
-1.252853941342549,-0.6177882789308053,-0.572376579280429,-1.1911382511319828,-2.2336934606465304
-1.302450245919763,-2.0455791432854644,-1.0983801126694372,-1.0673356247452006,-2.44898106526015
-1.3116995616399587,-1.8644562034325256,-1.4116658267967426,-0.7021018942076738,-2.581068017254413
-1.431367258289394,-1.4562148043285523,-1.551606969356788,-0.34465397442105505,-2.880847644267791
-1.537655857145721,-1.3929198697419467,-1.931056995378393,-0.716156566318565,-2.33128884745073
-1.3962186120141422,-0.96689170419476,-1.7811519592432887,-0.3640896833419168,-2.191398164598322
-1.3962871716320149,0.4844860338387258,-0.6174615413572887,-0.026034270092284328,-2.0010447789190446
-1.0631123595438792,1.3109032895532633,-0.041981396950327474,0.6545599116279159,-1.3918819184901203
-1.0752661099848373,1.3050191273905836,0.832031052536021,1.015150551399452,-0.7210750999147107
-1.0969184838473447,1.3002603291496484,1.2420457367490938,0.9615595659069331,-0.6523467561873151
-1.084739802636251,0.7647621525668286,1.6270299629756322,1.2207879216865165,-0.4769745410109012
-0.9271947869202564,1.1659884515647974,1.5096528619305494,0.8698001174837561,-0.15102519330579703
-1.3177758135911843,1.379168453652882,1.5567701476727709,0.36723037517121343,-0.07164278200462962
