cyclostationary_mean_rr_8w_2,cyclostationary_mean_tg_1w_4,cyclostationary_mean_rr_8w_0,cyclostationary_mean_rr_24w_4,cyclostationary_mean_rr_12w_2
0.6583302610776184,1.0639594977563753,3.762896291498992,0.7625546328234137,1.9607963859767723
1.0630337864475616,1.3327064367836106,2.4684677657128895,2.4103681766601266,1.4233425449998327
1.067085587446563,0.5776444887723151,1.664635289844213,2.082720155843591,1.1220892949796868
0.8007986796837426,0.3882590619410419,1.8746565888269553,1.5869164386066223,0.6967024150942831
1.6572536024602065,0.6434439174011773,1.9476103043135744,2.846335531622084,1.1633734989461386
1.3501076272913402,1.1065956938911445,1.6225820759975198,2.259072371362079,0.915069626306158
0.9213020082935015,2.4435349501274577,1.1665491645909394,1.539765981489984,0.5154006529994981
0.5490051034017847,1.5125506066917538,1.101797802144073,0.9014492879215568,0.30211569871520044
0.31899085374994546,0.3018636945990689,1.612190340499581,0.4877141784525995,0.27207629942136025
0.11014497318134173,1.4400983282029949,1.2096434448356486,0.2027589713144963,0.1631333244954812
-0.20493388770333182,2.5191334016499223,1.0146161208783178,-0.02693503222611062,-0.007707380286707639
0.13341284639133377,1.8384368209430935,1.408094341648202,0.5180990155320256,0.28617998210445655
-0.20399688757034587,0.9661489448319369,1.0566766675368362,0.04463029385923797,0.027707806719988605
-0.30299965532051915,-0.16554041416518528,1.253466420232071,0.5771490162535783,0.10938323198850763
-0.39855124026811894,-0.7468959708950105,1.1220394521077364,0.3752534451839506,-0.1333921665894258
-0.43934214027466223,0.20478797049125985,1.0973397836164245,0.053264686454114585,-0.328688353993864
-0.05465607690185548,0.6935504892485758,1.3667447093447065,0.21084918838361877,-0.1814286103862194
-0.03186637735201146,0.40225881784406553,0.5262955242282573,0.08678797680270064,-0.5258396857457476
0.127023869551795,0.1729323350518674,0.5870679126050231,0.08717116321520788,-0.3760063306010274
0.6100255774973682,0.8265107378248833,0.6195729261496954,0.602236156033723,-0.15650678088292078
0.040745401282934426,0.7898867774625358,0.12256631643015285,0.4685819320681959,-0.17584336245537982
0.16059842779061936,-0.12184459026975952,0.044466759516854304,0.20797848373168581,-0.2770001176497471
-0.3621781489595167,-0.007001672862071409,-0.3169819517722787,0.13675691301754173,-0.2390016670672517
-0.2892312012661883,0.2841527076412757,-0.26217198833636535,0.06081755916541384,-0.20050195477967434
-0.2696932138997558,0.3856972966527239,-0.15891599657351102,-0.07825339693231459,-0.5978687673712844
-0.3170396796512137,-0.06402577115566861,-0.24343642908855034,0.0017001897937402894,0.06460561866807021
-0.22875406157386993,0.049831231726887144,-0.11942380980834998,-0.15661850180288522,0.012632516458713475
-0.3975813377362839,1.0296344689269303,-0.2808205101250774,-0.330166763188969,0.09018784582661046
0.028119890051605305,0.7138769139443023,-0.4320508624115879,0.2848310066103213,0.5184671910013467
0.05183987721410067,0.4073496381724372,-0.39058613132881126,-0.10223852742521747,0.29512491323061807
0.596317373242878,0.8950301848445776,-0.2292827908215516,0.0759191679165135,0.4465523461892654
0.970336376024899,0.33565038645532713,-0.23599740233757222,0.3615149681838373,0.49491927667411184
0.9167569498516838,-0.48361532898959786,-0.06458725383302881,0.2966519590848853,0.4322435925008712
1.3884408575580904,-0.856724084748461,0.2739320043411811,0.6189435812637303,0.7815581330514757
1.0223182917075702,-0.37073041940051343,-0.21540129403345415,0.5143647436780088,0.6767813951781718
0.7983678755493369,1.1178231410768842,-0.21270107498966967,0.37853063453580127,0.5720424293641752
0.6433379611657396,1.9279822773344102,-0.35070199898798327,-0.117444459091826,0.4915727011800722
-0.08929241783642161,1.8496368560193734,-0.06275931021853813,0.15526194554813752,0.7703077659212739
-0.39758075638532464,1.028614231676507,-0.5132369169221339,-0.4362395301387767,0.008904034847027965
-0.5903652535861121,-0.12118347468865473,-0.3155977805319086,-0.11157464042584497,-0.15219195707910868
-0.7898277634173545,-0.5458546386965147,-0.3524377732513879,0.16191844094254906,0.11407549600565414
-0.9011432367623597,-0.9381053395977796,-0.6892063623460384,-0.070102026648903,-0.3351412710770471
-1.5008609271745432,-1.1387460480396652,-1.5385235569411297,-0.19811822062736162,-0.5186755230654805
