cyclostationary_mean_rr_3,cyclostationary_mean_tg_3,cyclostationary_mean_rr_4w_2,cyclostationary_mean_tg_0,cyclostationary_mean_tg_12w_3,cyclostationary_mean_tg_8w_5,cyclostationary_mean_tg_12w_0,cyclostationary_mean_tg_12w_2,cyclostationary_mean_tg_12w_1,cyclostationary_mean_rr_4w_1
0.7521376920346277,-0.24641339461099881,1.833893654396688,0.4915878537603067,-1.9425552101018868,-1.9942521519263843,-0.3103817550600707,-2.26822273495352,-2.292841279082886,1.9949928849357226
0.47930443486783186,1.0114112942044218,0.9805211375628115,1.3841559368251435,-0.425494462893067,-0.8079416503832031,0.7938808514702693,-0.7134532540138199,-0.7726290486810724,1.144509086870071
-0.23692547590483432,-0.8608230156221011,0.49511395037700484,-0.3833204032666459,-1.3223027316653952,-1.446161417211058,-0.10257245998154779,-1.7407816269620142,-1.9718899014144595,0.7738123598338132
-0.13271007252353914,0.42651795474535015,0.17351949031114378,0.879140897635144,-0.8043078264319169,-1.1837280681133413,0.1865867080725488,-1.1587777188396196,-1.3877505749141033,0.3961762352248987
-0.2637847730944529,-0.7248205290617582,0.029539124549610624,0.2564621533677061,-1.467662990759952,-1.5338666509755843,-0.0442817648711993,-1.7440869470845377,-1.9555011876521629,0.20860863455214215
-0.3545767635945721,1.4649868756230167,-0.49844564386717205,1.5772043630657817,-0.6189752247787439,-1.0587586401636517,0.4372143062332196,-0.9887026975735872,-1.1118416332165957,-0.31667567529122864
-0.364304476862442,1.1977330810721245,-0.676648398482672,1.4240512965097876,-0.09930576537159679,-0.7296091314667917,0.7481780731958166,-0.5360246910470081,-0.5491500934728752,-0.528696534751013
-0.5072270333365306,-0.5879500387242416,-0.7125330627682589,-0.2866240507156583,-0.5582332633727125,-0.8997433849044286,0.48869799481604437,-0.8996050446343481,-0.9036369180695332,-0.6492505169218268
0.9381282440023626,-0.265953862417711,-0.2316980221269346,-0.13636303433136468,-0.24614941711984684,-0.9760488884478891,0.4028431935986818,-0.637447287244778,-0.6584104532835433,-0.3056701880608952
0.9876855388170108,0.73480091731097,0.5362604241332611,1.0460880894488298,-0.18244167110071763,-0.7802189968325645,0.5061415893459751,-0.6236340785468238,-0.5604809117430326,0.1265360437935159
-0.6558448749289876,1.1783462790058687,0.42861155253585304,1.3041178657388386,0.023244786654970418,-0.7500118528182259,0.6841904695980264,-0.38073174543185034,-0.23178417477892357,-0.021118991784052566
1.651493883646156,-0.2571533839304797,1.1285511391576297,0.13429970424088547,0.1266227279581403,-0.5848007201381406,0.6316466368005055,-0.2655726245896277,-0.15675762554151904,0.6809863744713825
0.1658558962364681,-0.012197734258278149,1.3744398715536124,0.2105718876625068,0.014949440772608211,-0.5855556506780807,0.593658085731097,-0.3438969648135756,-0.2038529862205126,0.9581622173399081
0.7862678313206157,-1.3285981420845108,1.341817449475806,-1.053630958064577,-0.14872836103856146,-0.5467184847082607,0.42994535061109446,-0.46498556247396233,-0.30716582831469724,1.1462452378284262
-0.9238142754618484,-1.6894925163671666,0.2937261166134112,-1.1746719814720397,-0.4698270463275112,-1.0114877920594987,0.07610880688784187,-0.7813358028526359,-0.6068976393327308,0.4095385144995528
-0.4653646091453128,0.10215449541016414,0.32037373611286474,0.5308173897334871,-0.22385579352900012,-1.1337394080502996,0.285896888935659,-0.4889307723177547,-0.25172989999092216,0.4238255900943537
0.30166558202622973,0.5114361347985467,-0.11541300017413023,0.5867320090130156,-0.1283444142461847,-0.8015508698244487,0.2931146213832056,-0.4041014419867783,-0.15439990891789937,0.11722889362755858
-0.3924483310605101,-0.4618153845780859,-0.3862764073476273,-0.23631448973946334,0.10999638714012513,-0.742576985958505,0.3220046434479478,-0.17054729534426935,0.12318122329543774,-0.2462119499842584
0.07452347722146731,0.1479925704755601,-0.668116380400784,0.32242276454196617,-0.07830051720329075,-0.6526925414185002,0.15667832682387675,-0.3001403302843201,-0.015221591438633046,-0.6668339776222177
-0.02383451248699517,0.45838490681355476,-0.26171030902122605,0.4074581027616604,-0.34766317151116294,-0.6620783207819827,0.01101295454113287,-0.48108023967857616,-0.21997996271770537,-0.23024791039559128
-0.4653646091453128,-0.8683817088013188,-0.21355340023970246,-0.5757914586995951,-0.24847929512739625,-0.7136963863748628,0.01093389932371203,-0.40151630655427784,-0.10860616649806792,-0.18429580879896468
-0.6531011609303576,-1.1816646223111473,-0.5684378954428987,-0.8179899130458578,-0.6754592843602876,-0.8900045018712307,-0.11420389555803377,-0.7585674553057588,-0.4298004739634471,-0.8036134084748602
0.0502041940517925,-0.1296814225295393,-0.3668139147202559,-0.033545457902586284,-0.7085444198284832,-0.5758781522625812,-0.21630367764698916,-0.7329556960059284,-0.45074307825547033,-0.5628539895907811
-0.5686404983391982,0.3928942294821952,-0.5452607826982427,0.18380252554459034,-0.8176274605341636,-0.14686204107304182,-0.3660002185734348,-0.8423034257644346,-0.6160076593764874,-0.7330691231328902
-0.5685033126392667,0.1574824682307858,-0.7794730437696729,-0.03450065995157259,-0.9329866428896969,-0.09738556375885248,-0.36622567972350717,-0.9469684961175875,-0.6574372143003253,-0.9730722641373826
1.241308640850975,-1.4825795202782779,0.042967066572845755,-1.3256511969551394,-1.0237194913713679,-0.49369772013624064,-0.5944454401625603,-1.046570638921473,-0.7997615082703372,-0.20684768635177056
0.40580615684392585,0.19993159074989436,0.4201990305055324,0.32443397749824476,-0.6814148967930037,-0.41684364131338114,-0.3787171708020196,-0.740154696232594,-0.49002815436761415,0.09433175878189799
-0.3713300475559036,0.44407738043860806,0.2166972546868358,0.6081952389955287,-0.39663441954765866,-0.4497794499299126,-0.105981624759996,-0.45794318859914873,-0.1967739284842523,-0.09781214510353152
-0.19490092315915183,-0.09012703031038234,0.2920531718914724,-0.22702113061340065,-0.39500736768402056,-0.5602639065407711,-0.206393342440716,-0.4651215504424578,-0.20011774976983507,0.0588393090764248
-0.6129015937080062,0.4713966572149216,0.3005715332817525,0.4772430845459256,-0.5498290056790488,-0.3308419211286845,-0.24120068582082185,-0.6109112090842195,-0.3174398352347463,0.0810508615834168
2.5957305848473955,-0.030910898943396655,0.5344543266681477,-0.017050139529962663,-0.32270684741488276,-0.05349590318744434,-0.18069890295458527,-0.41085179459823706,-0.14904716914301075,0.20106065249739744
1.2414333551236398,-1.0094343991561279,0.5981286512888789,-0.9891572069739127,-0.6481991753474563,-0.32015093053048616,-0.3992430889732281,-0.7240422273181903,-0.45366220492744397,0.45400272157221006
