,mean,median,year,week
2001-01-05,0.21428087,0.0,2001,1
2001-01-13,0.48473737,0.52,2001,2
2001-01-21,0.466071,0.47,2001,3
2001-01-29,0.41747004,0.44,2001,5
2001-02-06,0.49220216,0.53,2001,6
2001-02-14,0.35057956,0.37,2001,7
2001-02-22,0.3265776,0.34,2001,8
2001-03-02,0.5131512,0.53,2001,9
2001-03-10,0.47262025,0.51,2001,10
2001-03-18,0.4983609,0.53,2001,11
2001-03-26,0.49555364,0.53,2001,13
2001-04-03,0.6326741,0.68,2001,14
2001-04-11,0.7197146,0.77,2001,15
2001-04-19,0.7089922,0.75,2001,16
2001-04-27,0.5107901,0.53,2001,17
2001-05-05,0.4733088,0.49,2001,18
2001-05-13,0.41147447,0.43,2001,19
2001-05-21,0.4902937,0.5,2001,21
2001-05-29,0.25729153,0.25,2001,22
2001-06-06,0.46201456,0.47,2001,23
2001-06-14,0.47760043,0.49,2001,24
2001-06-22,0.0,0.0,2001,25
2001-06-30,0.5898551,0.62,2001,26
2001-07-08,0.5372752,0.56,2001,27
2001-07-16,0.6360899,0.67,2001,29
2001-07-24,0.59923977,0.63,2001,30
2001-08-01,0.5380354,0.56,2001,31
2001-08-09,0.6073445,0.63,2001,32
2001-08-17,0.44357392,0.45,2001,33
2001-08-25,0.32520923,0.33,2001,34
2001-09-02,0.5839552,0.6,2001,35
2001-09-10,0.5738096,0.59,2001,37
2001-09-18,0.67446595,0.71,2001,38
2001-09-26,0.631599,0.66,2001,39
2001-10-04,0.5508046,0.58,2001,40
2001-10-12,0.44548944,0.47,2001,41
2001-10-20,0.4314165,0.45,2001,42
2001-10-28,0.53160954,0.57,2001,43
2001-11-05,0.58486146,0.62,2001,45
2001-11-13,0.69595665,0.74,2001,46
2001-11-21,0.593421,0.63,2001,47
2001-11-29,0.43006632,0.44,2001,48
2001-12-07,0.41361237,0.43,2001,49
2001-12-15,0.5483134,0.59,2001,50
2001-12-23,0.3202677,0.38,2001,51
2001-12-31,0.17225398,0.12,2001,1
2002-01-08,0.26354054,0.3,2002,2
2002-01-16,0.22974157,0.25,2002,3
2002-01-24,0.27393165,0.27,2002,4
2002-02-01,0.21304014,0.21,2002,5
2002-02-09,0.18901306,0.18,2002,6
2002-02-17,0.18949872,0.18,2002,7
2002-02-25,0.3654051,0.37,2002,9
2002-03-05,0.32866958,0.34,2002,10
2002-03-13,0.27840403,0.29,2002,11
2002-03-21,0.44123712,0.46,2002,12
2002-03-29,0.39076957,0.42,2002,13
2002-04-06,0.37491894,0.39,2002,14
2002-04-14,0.58542687,0.6,2002,15
2002-04-22,0.56056833,0.59,2002,17
2002-04-30,0.46000022,0.47,2002,18
2002-05-08,0.5625988,0.59,2002,19
2002-05-16,0.4321207,0.45,2002,20
2002-05-24,0.4917717,0.52,2002,21
2002-06-01,0.49386352,0.52,2002,22
2002-06-09,0.49847046,0.52,2002,23
2002-06-17,0.4734172,0.49,2002,25
2002-06-25,0.37893525,0.39,2002,26
2002-07-03,0.62052965,0.65,2002,27
2002-07-11,0.42383766,0.43,2002,28
2002-07-19,0.6119672,0.65,2002,29
2002-07-27,0.77383006,0.83,2002,30
2002-08-04,0.67198616,0.72,2002,31
2002-08-12,0.8142091,0.87,2002,33
2002-08-20,0.6377641,0.68,2002,34
2002-08-28,0.76654035,0.82,2002,35
2002-09-05,0.8022652,0.86,2002,36
2002-09-13,0.8080185,0.87,2002,37
2002-09-21,0.61593014,0.65,2002,38
2002-09-29,0.7811741,0.84,2002,39
2002-10-07,0.60296464,0.62,2002,41
2002-10-15,0.55369705,0.58,2002,42
2002-10-23,0.48497316,0.51,2002,43
2002-10-31,0.49430782,0.52,2002,44
2002-11-08,0.58920085,0.62,2002,45
2002-11-16,0.53966075,0.57,2002,46
2002-11-24,0.3448515,0.35,2002,47
2002-12-02,0.3215444,0.34,2002,49
2002-12-10,0.56006074,0.61,2002,50
2002-12-18,0.38046092,0.42,2002,51
2002-12-26,0.32216385,0.38,2002,52
2003-01-03,0.24051216,0.28,2003,1
2003-01-11,0.31350955,0.2,2003,2
2003-01-19,0.46861827,0.52,2003,3
2003-01-27,0.39045635,0.41,2003,5
2003-02-04,0.36978203,0.39,2003,6
2003-02-12,0.43163297,0.44,2003,7
2003-02-20,0.34753266,0.35,2003,8
2003-02-28,0.27988815,0.28,2003,9
2003-03-08,0.21393168,0.22,2003,10
2003-03-16,0.33347082,0.34,2003,11
2003-03-24,0.27634075,0.28,2003,13
2003-04-01,0.450807,0.46,2003,14
2003-04-09,0.5497685,0.55,2003,15
2003-04-17,0.3505,0.35,2003,16
2003-04-25,0.2784631,0.26,2003,17
2003-05-03,0.20701858,0.2,2003,18
2003-05-11,0.29111606,0.28,2003,19
2003-05-19,0.2930726,0.29,2003,21
2003-05-27,0.31428462,0.31,2003,22
2003-06-04,0.24497932,0.24,2003,23
2003-06-12,0.2311044,0.21,2003,24
2003-06-20,0.20700674,0.17,2003,25
2003-06-28,0.38042715,0.37,2003,26
2003-07-06,0.31728464,0.3,2003,27
2003-07-14,0.32120702,0.32,2003,29
2003-07-22,0.24407086,0.23,2003,30
2003-07-30,0.25392532,0.25,2003,31
2003-08-07,0.11885031,0.1,2003,32
2003-08-15,0.13448472,0.11,2003,33
2003-08-23,0.18664548,0.17,2003,34
2003-08-31,0.27900195,0.26,2003,35
2003-09-08,0.30294144,0.29,2003,37
2003-09-16,0.16048618,0.14,2003,38
2003-09-24,0.22313985,0.2,2003,39
2003-10-02,0.58801776,0.6,2003,40
2003-10-10,0.4248492,0.42,2003,41
2003-10-18,0.59208566,0.62,2003,42
2003-10-26,0.68585676,0.72,2003,43
2003-11-03,0.43884626,0.45,2003,45
2003-11-11,0.47614664,0.49,2003,46
2003-11-19,0.31804442,0.32,2003,47
2003-11-27,0.32093787,0.32,2003,48
2003-12-05,0.3888961,0.4,2003,49
2003-12-13,0.24569246,0.24,2003,50
2003-12-21,0.42937326,0.45,2003,51
2003-12-29,0.011346249,0.0,2003,1
2004-01-06,0.29260314,0.32,2004,2
2004-01-14,0.3114403,0.32,2004,3
2004-01-22,0.4246192,0.44,2004,4
2004-01-30,0.4333804,0.45,2004,5
2004-02-07,0.18539633,0.18,2004,6
2004-02-15,0.30641022,0.31,2004,7
2004-02-23,0.5165642,0.54,2004,9
2004-03-02,0.52079415,0.55,2004,10
2004-03-10,0.52079594,0.54,2004,11
2004-03-18,0.32109994,0.31,2004,12
2004-03-26,0.39622164,0.4,2004,13
2004-04-03,0.42912516,0.43,2004,14
2004-04-11,0.6083391,0.64,2004,15
2004-04-19,0.4850514,0.5,2004,17
2004-04-27,0.39959696,0.41,2004,18
2004-05-05,0.597202,0.63,2004,19
2004-05-13,0.54329115,0.57,2004,20
2004-05-21,0.2819375,0.27,2004,21
2004-05-29,0.41969502,0.42,2004,22
2004-06-06,0.4123228,0.43,2004,23
2004-06-14,0.43048948,0.45,2004,25
2004-06-22,0.57947683,0.61,2004,26
2004-06-30,0.54459375,0.58,2004,27
2004-07-08,0.50665975,0.52,2004,28
2004-07-16,0.62588257,0.65,2004,29
