,mean,median,year,week
2010-01-06,0.27989382,0.27,2010,1
2010-01-14,0.29511422,0.33,2010,2
2010-01-22,0.48822045,0.52,2010,3
2010-01-30,0.5490967,0.57,2010,4
2010-02-07,0.61002296,0.63,2010,5
2010-02-15,0.51338834,0.53,2010,7
2010-02-23,0.5922658,0.62,2010,8
2010-03-03,0.39177212,0.4,2010,9
2010-03-11,0.425992,0.44,2010,10
2010-03-19,0.6979684,0.72,2010,11
2010-03-27,0.6233393,0.64,2010,12
2010-04-04,0.555339,0.57,2010,13
2010-04-12,0.6470648,0.66,2010,15
2010-04-20,0.47618705,0.48,2010,16
2010-04-28,0.429183,0.43,2010,17
2010-05-06,0.43853304,0.44,2010,18
2010-05-14,0.539166,0.55,2010,19
2010-05-22,0.65637714,0.68,2010,20
2010-05-30,0.41897753,0.42,2010,21
2010-06-07,0.35490146,0.35,2010,23
2010-06-15,0.3218078,0.31,2010,24
2010-06-23,0.52475727,0.53,2010,25
2010-07-01,0.67426336,0.69,2010,26
2010-07-09,0.5280636,0.54,2010,27
2010-07-17,0.39492834,0.4,2010,28
2010-07-25,0.39869732,0.41,2010,29
2010-08-02,0.54057026,0.56,2010,31
2010-08-10,0.66098785,0.68,2010,32
2010-08-18,0.64772093,0.67,2010,33
2010-08-26,0.7656976,0.8,2010,34
2010-09-03,0.4409997,0.45,2010,35
2010-09-11,0.6847087,0.7,2010,36
2010-09-19,0.66084784,0.68,2010,37
2010-09-27,0.63673115,0.66,2010,39
2010-10-05,0.625311,0.64,2010,40
2010-10-13,0.60004574,0.61,2010,41
2010-10-21,0.5552764,0.56,2010,42
2010-10-29,0.6517431,0.66,2010,43
2010-11-06,0.61041147,0.61,2010,44
2010-11-14,0.62608695,0.65,2010,45
2010-11-22,0.5217783,0.53,2010,47
2010-11-30,0.42293292,0.43,2010,48
2010-12-08,0.58672214,0.6,2010,49
2010-12-16,0.48327547,0.49,2010,50
2010-12-24,0.4838317,0.5,2010,51
2011-01-01,0.37456304,0.45,2011,52
2011-01-09,0.34896997,0.41,2011,1
2011-01-17,0.17503302,0.0,2011,3
2011-01-25,0.5408175,0.55,2011,4
2011-02-02,0.55949026,0.57,2011,5
2011-02-10,0.24731787,0.24,2011,6
2011-02-18,0.2430016,0.24,2011,7
2011-02-26,0.42864254,0.43,2011,8
2011-03-06,0.49936578,0.5,2011,9
2011-03-14,0.51053566,0.51,2011,11
2011-03-22,0.5892243,0.6,2011,12
2011-03-30,0.5080388,0.51,2011,13
2011-04-07,0.43296272,0.44,2011,14
2011-04-15,0.26763505,0.27,2011,15
2011-04-23,0.3480394,0.34,2011,16
2011-05-01,0.40176195,0.39,2011,17
2011-05-09,0.3969514,0.4,2011,19
2011-05-17,0.304598,0.3,2011,20
2011-05-25,0.2129004,0.21,2011,21
2011-06-02,0.3684008,0.37,2011,22
2011-06-10,0.66971916,0.7,2011,23
2011-06-18,0.7201295,0.74,2011,24
2011-06-26,0.7675202,0.79,2011,25
2011-07-04,0.6249646,0.65,2011,27
2011-07-12,0.5973739,0.61,2011,28
2011-07-20,0.76547724,0.79,2011,29
2011-07-28,0.786455,0.81,2011,30
2011-08-05,0.70097417,0.72,2011,31
2011-08-13,0.7479012,0.78,2011,32
2011-08-21,0.34533447,0.36,2011,33
2011-08-29,0.27177787,0.28,2011,35
2011-09-06,0.4292067,0.44,2011,36
2011-09-14,0.30750212,0.31,2011,37
2011-09-22,0.3706664,0.39,2011,38
2011-09-30,0.25462317,0.25,2011,39
2011-10-08,0.17886025,0.17,2011,40
2011-10-16,0.30089667,0.29,2011,41
2011-10-24,0.444748,0.44,2011,43
2011-11-01,0.4470732,0.44,2011,44
2011-11-09,0.44880682,0.44,2011,45
2011-11-17,0.45814496,0.46,2011,46
2011-11-25,0.35265362,0.35,2011,47
2011-12-03,0.27505633,0.27,2011,48
2011-12-11,0.24796487,0.24,2011,49
2011-12-19,0.3024073,0.29,2011,51
2011-12-27,0.39139202,0.39,2011,52
2012-01-04,0.3321389,0.33,2012,1
2012-01-12,0.29955426,0.31,2012,2
2012-01-20,0.32989106,0.33,2012,3
2012-01-28,0.47069898,0.48,2012,4
2012-02-05,0.46196097,0.46,2012,5
2012-02-13,0.6344702,0.64,2012,7
2012-02-21,0.6289618,0.64,2012,8
2012-02-29,0.37817922,0.37,2012,9
2012-03-08,0.21311606,0.21,2012,10
2012-03-16,0.4532777,0.46,2012,11
2012-03-24,0.37812504,0.38,2012,12
2012-04-01,0.21827243,0.21,2012,13
2012-04-09,0.207124,0.2,2012,15
2012-04-17,0.7657449,0.8,2012,16
2012-04-25,0.7213799,0.74,2012,17
2012-05-03,0.71898305,0.73,2012,18
2012-05-11,0.47828317,0.48,2012,19
2012-05-19,0.3724667,0.37,2012,20
2012-05-27,0.60959303,0.62,2012,21
2012-06-04,0.44760358,0.44,2012,23
2012-06-12,0.31762934,0.31,2012,24
2012-06-20,0.64979655,0.66,2012,25
2012-06-28,0.3313591,0.33,2012,26
2012-07-06,0.5614538,0.57,2012,27
2012-07-14,0.48191583,0.49,2012,28
2012-07-22,0.5774623,0.6,2012,29
2012-07-30,0.4680381,0.48,2012,31
2012-08-07,0.43542922,0.44,2012,32
2012-08-15,0.5178247,0.54,2012,33
2012-08-23,0.35412946,0.36,2012,34
2012-08-31,0.19959587,0.2,2012,35
2012-09-08,0.32786274,0.3,2012,36
2012-09-16,0.38253823,0.39,2012,37
2012-09-24,0.51107,0.54,2012,39
2012-10-02,0.5386414,0.54,2012,40
2012-10-10,0.470123,0.48,2012,41
2012-10-18,0.37463424,0.37,2012,42
2012-10-26,0.43442318,0.44,2012,43
2012-11-03,0.36782542,0.37,2012,44
2012-11-11,0.50724775,0.52,2012,45
2012-11-19,0.45099288,0.46,2012,47
2012-11-27,0.22680311,0.22,2012,48
2012-12-05,0.4101058,0.41,2012,49
2012-12-13,0.5888567,0.6,2012,50
2012-12-21,0.56010765,0.57,2012,51
2012-12-29,0.53876406,0.55,2012,52
2013-01-06,0.47718042,0.49,2013,1
2013-01-14,0.2723714,0.28,2013,3
2013-01-22,0.40769902,0.45,2013,4
2013-01-30,0.5327284,0.54,2013,5
2013-02-07,0.46608043,0.47,2013,6
2013-02-15,0.36871395,0.37,2013,7
2013-02-23,0.58904004,0.6,2013,8
2013-03-03,0.5199473,0.52,2013,9
2013-03-11,0.45543513,0.46,2013,11
2013-03-19,0.55108947,0.56,2013,12
2013-03-27,0.7181868,0.73,2013,13
2013-04-04,0.6883884,0.7,2013,14
2013-04-12,0.6634867,0.68,2013,15
2013-04-20,0.51772887,0.52,2013,16
2013-04-28,0.38308942,0.38,2013,17
2013-05-06,0.57150066,0.59,2013,19
2013-05-14,0.48992786,0.49,2013,20
2013-05-22,0.4461293,0.45,2013,21
2013-05-30,0.6654471,0.67,2013,22
2013-06-07,0.65140224,0.63,2013,23
2013-06-15,0.32609305,0.28,2013,24
2013-06-23,0.25968316,0.22,2013,25
2013-07-01,0.31554982,0.29,2013,27
2013-07-09,0.38442022,0.37,2013,28
2013-07-17,0.28590733,0.28,2013,29
2013-07-25,0.45791012,0.47,2013,30
2013-08-02,0.41521424,0.43,2013,31
2013-08-10,0.47384778,0.5,2013,32
2013-08-18,0.5859128,0.61,2013,33
2013-08-26,0.57037234,0.61,2013,35
2013-09-03,0.6949345,0.73,2013,36
2013-09-11,0.61924237,0.64,2013,37
2013-09-19,0.5937163,0.62,2013,38
2013-09-27,0.5973963,0.63,2013,39
2013-10-05,0.4837964,0.51,2013,40
2013-10-13,0.7906392,0.82,2013,41
2013-10-21,0.8817612,0.91,2013,43
2013-10-29,0.562945,0.59,2013,44
2013-11-06,0.5293371,0.54,2013,45
2013-11-14,0.45287082,0.46,2013,46
2013-11-22,0.45251164,0.46,2013,47
2013-11-30,0.5762887,0.58,2013,48
2013-12-08,0.6414276,0.66,2013,49
2013-12-16,0.4900677,0.5,2013,51
2013-12-24,0.47718522,0.48,2013,52
2014-01-01,0.45235237,0.48,2014,1
2014-01-09,0.41311383,0.44,2014,2
2014-01-17,0.3059262,0.34,2014,3
2014-01-25,0.35813245,0.4,2014,4
2014-02-02,0.5086559,0.53,2014,5
2014-02-10,0.3753678,0.41,2014,7
2014-02-18,0.4546635,0.48,2014,8
2014-02-26,0.43242833,0.45,2014,9
2014-03-06,0.5066866,0.53,2014,10
2014-03-14,0.4355755,0.45,2014,11
2014-03-22,0.4213521,0.43,2014,12
2014-03-30,0.64613795,0.67,2014,13
2014-04-07,0.54552233,0.56,2014,15
2014-04-15,0.49651027,0.5,2014,16
2014-04-23,0.46302655,0.47,2014,17
2014-05-01,0.4869666,0.5,2014,18
2014-05-09,0.54328233,0.56,2014,19
2014-05-17,0.44694555,0.44,2014,20
2014-05-25,0.4273436,0.43,2014,21
2014-06-02,0.59435517,0.6,2014,23
2014-06-10,0.418091,0.42,2014,24
2014-06-18,0.30874908,0.31,2014,25
2014-06-26,0.59797,0.61,2014,26
2014-07-04,0.8029242,0.83,2014,27
2014-07-12,0.77777225,0.81,2014,28
2014-07-20,0.61079055,0.63,2014,29
2014-07-28,0.8018293,0.83,2014,31
2014-08-05,0.8346248,0.87,2014,32
2014-08-13,0.7370737,0.76,2014,33
2014-08-21,0.7823036,0.81,2014,34
2014-08-29,0.77530897,0.8,2014,35
2014-09-06,0.6742941,0.69,2014,36
2014-09-14,0.6050372,0.63,2014,37
2014-09-22,0.6761476,0.7,2014,39
2014-09-30,0.5321597,0.55,2014,40
2014-10-08,0.6012599,0.61,2014,41
2014-10-16,0.49288282,0.5,2014,42
2014-10-24,0.5011821,0.52,2014,43
2014-11-01,0.52062243,0.53,2014,44
2014-11-09,0.4761816,0.49,2014,45
2014-11-17,0.57173383,0.58,2014,47
2014-11-25,0.5266517,0.54,2014,48
