cyclostationary_mean_tg_0,cyclostationary_mean_tg_12w_0,cyclostationary_mean_tg_12w_1,cyclostationary_mean_rr_12w_0,cyclostationary_mean_tg_24w_0,cyclostationary_mean_tg_16w_0,cyclostationary_mean_tg_8w_0,cyclostationary_mean_rr_8w_0
-0.6607208129342886,-1.6874753397603566,-0.8526806741108204,-0.273560510894475,-2.048114311754936,-1.8647722225760632,-1.4088623233668176,-0.22547815008954888
0.4144563867933962,-0.24426468539301904,0.4351830981476607,1.3393064183340329,-0.20606693017629507,-0.280341061373231,-0.1534966260049305,1.1677251055049238
-1.2249844962514975,-1.4439347690045834,-0.3185810418463457,0.33622295347353803,-1.642723356404695,-1.5440899765146865,-1.132374243680161,0.30256447748166126
0.1375607416718208,-0.93337854727913,-0.1283410877010306,0.5802129514365246,-1.0392072503180296,-0.9961794065662009,-0.7216934151520508,0.5130972991359911
-0.9503316051531977,-1.2920321145465359,-0.24337431513094754,0.4494117324852702,-1.4798713477990662,-1.3970188185225754,-1.0212487786094224,0.39892520625515204
1.6263930735089394,-0.3818419783385669,0.32034700687074524,0.21117932913745427,-0.3623815509627195,-0.4038963305887167,-0.25845938827521214,0.1937699374871004
1.7986226082847643,0.29581165624199657,0.8471637777235408,0.0628958458790413,0.4818532494381605,0.3331367589268176,0.31851263926593876,0.06551210767210122
-1.04718811287219,-0.14546429863397278,0.5868993148195342,-0.03576144804667405,-0.06208976697566098,-0.1476974851752136,-0.051761716327397726,-0.02051655032226496
0.20057653376386467,0.004201623332032093,0.5325924535530567,0.5737531032866633,0.1043538411134619,0.015072096971986212,0.06094917495005136,0.5053304549962321
0.9697032071580768,0.18799757158710076,0.8005730768149216,0.900976821837163,0.3593163894438746,0.22349816084823945,0.41787823245070527,0.8989000192978949
1.352199859938048,0.44236298211880337,1.0519071915951395,1.1429219105059294,0.6800046846105879,0.49733556292416725,0.5892742934142778,0.9564069270120121
0.2548358263968373,0.4432118515495577,1.0443105605051197,1.0352837546884677,0.6810681682663312,0.4982040882823487,0.9840729152599393,1.1012487112051583
0.11267028059780157,0.3732164014187475,1.0732920748114456,1.2280607805714843,0.605291742952894,0.4242502178053044,0.9036207748796037,1.3124166952185528
-0.9061731380906219,0.2848976330387406,1.09177951164771,1.1501112335936554,0.3268492750315418,0.17488791441863044,0.8997611164229269,1.1956439540352237
-1.3814843474986853,-0.0951751654833705,0.7908141879132101,0.9204844323726852,0.0027051126104787023,-0.10604191857607152,0.15955989090079664,1.28558867639633
-0.2882362732760391,0.1652664231921553,0.8579214758508055,1.4947441501378465,-0.037922660671131016,-0.1307937912815981,-0.31104659434191934,1.92265140003123
0.7298029804007836,0.23925153932577153,0.9542072132265026,1.1876304016462438,0.08638013405459474,-0.020940622210618907,0.13918707236919012,1.7366409439748887
-0.19570340142341597,0.42027595249301947,0.9433796826413287,1.2586597477378267,0.05169032899518824,0.06446701407198809,-0.009776110552094252,1.295840558085522
0.696497857299056,0.25864575373200593,0.7809805753355786,1.03323127150521,0.18093523231638478,0.11919426955270451,-0.021316571503240123,0.5537066376299913
0.3604117961037325,-0.01362650552082207,0.5461293639706695,1.0350894132691604,0.22433716627790481,0.4097661850650768,-0.236451384177906,0.13508480327146802
-0.9704772030058172,0.05496382612447594,0.4732883085248658,1.305663838172601,0.07074267593299104,0.21946191325529774,-0.5167388608491043,0.4170708245437856
-1.1424777618592945,-0.27013188092027973,0.30813803336120776,0.9973282739047402,-0.10294727106443746,0.2013884674113072,-0.7783040595164689,0.21675714564667434
0.03787082397757235,-0.3756539362927642,0.027385214330748697,0.7635263143529959,-0.07944126114041085,-0.03918445594705095,-0.49591096113160443,0.41788934463752214
0.0448549595653928,-0.5784167220061899,-0.2877654338858878,0.5679180611819528,-0.06319010986521185,-0.29829699182780334,-0.12829648848386419,0.518817033020304
-0.43325279829756247,-0.672546828223918,-0.45757237261508293,0.8384110489908294,-0.10423582338611101,-0.14381931824005492,-0.16144890042839005,0.28349151749264007
-1.3163012291308533,-0.8542345363135602,-0.8281771111549615,0.5939064772196665,-0.1716713251822315,-0.40597553963146826,-0.6024654577741206,0.5733311743672214
0.4347639050712854,-0.5428213753940531,-0.7255284833070476,0.5459130560521276,-0.1778569077261583,-0.4532226465061666,-0.4492271318436158,0.30825871975846364
0.24745854702315298,-0.20388536488417036,-0.513337991727747,0.45687442716716176,0.037011773519393304,-0.6011464113793591,-0.574223737175195,0.568910320684806
-0.2201214963203675,-0.19447653150059394,-0.5003221671271819,-0.024269340602502187,-0.013236021419962173,-0.6529921534406286,-0.6911885803735046,0.6024402108652853
-0.09042516504208513,-0.3194853919104732,-0.6388485978578927,0.16345364789609654,0.11305752134964848,-0.6309466438739715,-0.4701308934603537,0.3123460682628074
