cyclostationary_mean_rr_8w_4,cyclostationary_mean_tg_0,cyclostationary_mean_rr_1w_14,cyclostationary_mean_rr_8w_6,cyclostationary_mean_rr_1w_9
2.264639017193257,0.678216668052901,1.1329290589630263,-0.5957637287240362,1.951387238356233
1.584952077134835,1.735302017998226,1.0148841511550193,0.693407163490869,1.17102996724981
1.4331432203090475,-0.3485071122294408,0.4354668104171464,0.8540635495210842,0.2768813860103322
0.9044099835869359,1.2889973768164562,0.45731135143961926,0.5293663095180025,0.9873852767518642
1.875348492491084,0.042118266859839396,0.9972205670622207,0.7883886887566914,0.9661427167247351
1.6147734608770459,1.5903837880002858,0.5699766334734353,0.6329705862179138,-0.18877201172960092
1.1492813643458846,1.631523033965771,-0.35974927973676124,0.3259721274990915,-0.665655802843808
0.9147154916617745,0.07389209381550384,-0.15507417719784145,0.20643976495026348,-0.2973089926336553
0.7393858236080206,0.68144057225325,1.3443550644342646,0.2502219429608667,2.198977746379309
0.41161740444475164,1.9877477051810575,1.1127779972840868,0.23835464652829008,2.330207907978245
0.17753740249756503,2.0123127022542833,-0.2315339065167986,-0.1773494462297454,0.2006428985971861
0.47670568785020123,0.8689667656245159,0.6812131022445874,0.05471450025386248,0.5633941841827255
0.2939676920288259,0.19228668550890912,0.26929295116410373,-0.22383459443217157,0.778486663799492
0.13489719441043835,-1.0071626515996712,0.6081230707813355,-0.25230956741502064,0.6869189638204384
-0.08886946510659931,-0.8168004898765239,0.9333363123248574,-0.4770253798449222,0.35161382397283036
-0.06834785999401606,0.526560569609528,-0.8176599570436625,-0.5965919330664381,-0.6456961080842649
0.23865550680466033,0.3682200812495119,0.4663828772549218,-0.5837416888485369,0.154573881533434
0.1672808815380464,-0.00489112940859043,0.3653302989867837,-0.8280183801549076,0.1556693152683621
0.28877767101186996,-0.06609786939043832,0.037345735074739386,-0.46266039347446986,-0.25721748894057156
0.5356723441333053,0.7772505137292329,0.014235399752457072,-0.08322293297319744,-0.07426476895922725
-0.0028920782472892635,-0.2731809296953004,-0.9955232348684321,-0.6639140486781663,-0.4658939489803211
0.1337265323384874,-0.725100522858977,-0.8933007558080459,-0.34604704257915087,-0.4952798095148149
-0.3871340918753081,-0.02605924752256442,-0.5621996529002581,-0.5765384905547508,-0.24249958194859245
-0.29768168245291204,0.07104571697268934,-0.2240427057061069,-0.46311590586279106,-0.03717265511608921
-0.2893520216901369,0.17528748769087216,-0.49258288428087793,-0.28984683949183765,-0.2715803660527283
-0.27346275714366114,-0.6804755363672021,0.5328083099426606,0.8284120995002924,0.2800704202846871
-0.09790583642652352,0.32418022713855177,0.9626605469371143,1.3538968573288301,0.27487829331841923
-0.2664934280002064,1.0067212116694293,-0.0932228648207784,0.9178472710541549,-0.3075031193045052
-0.16230631844948476,-0.12884006383163316,-0.5597831365097123,1.2291104372650699,-0.5014766804893755
-0.13958306040780577,0.4826029529183038,-0.4947098022785883,1.2690603993604106,-0.4188161962053083
0.01426305189680779,0.7554800850191125,0.33695924583968634,1.2240006344209604,0.44825440933555405
0.2735080480542943,-0.6211354795514138,0.6070337205354387,1.6113060361750522,0.5753052320274228
0.3308703732917897,-0.9365792832505183,0.6784897266298453,1.5500494276288634,0.4465191708060421
0.7825669933016298,-0.8659856942373139,0.8906061653555248,1.9635631378497567,0.888422496365703
0.31304278137590563,0.06366379842162116,-0.39390654713010986,0.5912394399151307,-0.031190866506734527
0.07947201324661234,1.7066237993351563,-1.0186719275937395,0.20468596052453553,-0.6600320361149614
-0.04716494701574135,1.2967990615653773,-0.7371861254981876,0.1412193540752,-0.5293367870442447
-0.19728946347408105,1.1837223961063212,0.31260037704895544,-0.018233956173420458,-0.21644247257448124
-0.4428028963916826,0.1889611303705012,-0.6315670983999785,-0.21705748547770032,-1.2753617182240142
-0.30508888841143716,-0.2095658659076892,-0.6980615744131616,-0.20454833067976205,-1.3825417680717664
-0.34156354668115513,-0.6609817075491117,0.931744480099339,-0.3130539969599875,0.0585474851687626
-0.5289290398176634,-0.959884459769867,-0.19724047034271305,-0.3018198409523261,-0.48514344416492317
-1.1467027494584998,-0.8927867054922279,-2.104624666517641,-0.9431796490946338,-2.1203227167809837
-1.2218250605211722,-1.143816343328518,-2.2349707934756164,-0.8702213849843486,-2.6260281391394162
