cyclostationary_mean_tg_1w_2,cyclostationary_mean_rr_1w_0,cyclostationary_mean_tg_1w_4,cyclostationary_mean_tg_1w_3,cyclostationary_mean_tg_8w_0
-0.758642916534024,1.002579183001745,-1.712078618325441,0.7687019412660165,-1.2992841696325246
0.00855209469329296,1.976372331975964,-0.9059307521509721,1.2876338012100246,-0.05790058409711257
-0.2765078122987931,1.351690159574157,-1.2395895157159051,0.9442441216829913,-0.8314518035661094
-0.48074523672864383,0.4655196818573963,-1.234532441543352,0.7875058013143711,-0.45430385937454953
-0.35152004382108704,0.40568984887259,-1.133789625926631,1.068755868680459,-0.7598829677484339
0.3176871113674163,0.1847799534121377,-0.6752167613370725,1.3967380450347018,-0.20590656717805425
1.8809322246227012,0.18864132833198552,1.2190321548242107,2.092218117468284,0.22880589028119114
0.6484958612086534,-0.13624163141281584,-0.10341786283314577,1.1516306818921542,-0.016856371484384895
-0.5824764313574793,1.1531264047976437,-1.052799982320843,0.1748234942126305,-0.012166631923047937
0.16351774685568812,1.928603671420264,-0.10122551741648292,0.9075669164524769,0.26843025556634836
1.0852725569884942,0.9477671256419044,0.5797056970755213,1.900757816163614,0.39492473251476434
0.5160476696102466,0.9484750932261589,0.34825422538012996,1.323713313970377,0.6220887441283659
-0.2917231545921523,1.331060416796994,-0.576135243736864,0.5284492272968178,0.4985109174577389
-0.8910074977049599,0.29328806978937744,-1.2530076920031215,-0.14494874387060003,0.4328134573495948
-1.826390698321126,-0.010545636541944785,-2.019415474658332,-1.007834122539119,-0.19541908562367946
-1.025622894139918,-0.07455642472660304,-1.547180864118387,-0.29147037506195195,-0.5105163358668635
0.33557675245111906,-0.8100137331780948,-0.2124160516703828,0.8955605203915091,-0.1877243797872419
0.036266187957410934,-0.6483770687399671,-0.29768072514903765,0.5556512759635552,-0.2927622505726598
-0.0777887035948053,-0.5726898707487975,-0.3387673229317781,0.3294800501659422,-0.33992183746758947
0.41264809780564454,-0.7282010429516965,0.15523345912234318,0.6386518578030669,-0.5647076477708078
-0.33691937356671325,0.55687012182709,-0.6715533862237374,0.08345498313633665,-0.7202972275184333
-1.150057587161339,1.2275370208725074,-1.596038972517229,-0.5568286887991643,-0.904442709820264
-0.6465522243546356,0.6710758264533351,-1.1499023598777112,-0.24285899499305047,-0.6290937464865344
0.10132228564326595,0.01859244968466087,-0.2242410857571493,0.29584078700989686,-0.26003035367337896
0.059847838630447,-0.012162102479290515,-0.2935044338302098,0.327031279544214,-0.2972384309229658
-1.0399474613258197,1.1031418613923214,-1.4230280548212497,-0.43394899411668975,-0.7399559845821193
-0.8933114821239823,0.9078938847240793,-1.1626160409508248,-0.2001966337328615,-0.6169256908990798
0.14331987243058703,0.08380254571304029,-0.3107251366885553,0.9177580205136551,-0.6790658428953544
-0.1161326859715172,0.002049293815768241,-0.5016204026569707,0.6704393475859749,-0.7710467297723267
-0.06209698530897501,-0.15317501808087353,-0.3530691218983891,0.6459170782141276,-0.5544995506918916
0.21517766194007606,0.7123891422883918,-0.014116704837841585,0.7240908705542031,-0.27792084008658596
-0.5234761934471557,0.864011924982764,-0.720923100139301,-0.056732294431235696,-0.5033360237776983
-1.5304297951083825,-0.12445246124319823,-1.9195737575712777,-0.8390725414597556,-0.8735916232975317
-1.9129319662497077,0.4172561447880172,-2.2597542900097127,-1.1083219665736475,-1.1722182888749886
-1.1678232490574878,0.08697359415780367,-1.3508964828222445,-0.5382917228946356,-0.9195572105642149
0.32300115099604443,-0.45102566732039406,0.1283206497029686,0.8177000446416297,-0.780879614998424
1.2023505476475425,-0.2450806781715812,1.0917883045101564,1.519365375369674,-0.5605526730885808
1.0871357950872413,0.5922413525983404,0.8290303761888007,1.406171957286705,-0.40001324337460026
0.4509937409346615,-0.23039285118685396,0.287617612345872,0.8657369732376035,-0.3855897568185072
-0.2928507165320321,-1.432841238379957,-0.12079759592896898,-0.13552735602881075,-0.5416690233749795
-0.6336930099453029,-1.0585186697612057,-0.43562066962226587,-0.4469793018256006,-0.35697013996600985
-0.8303669223759254,-0.969342198012517,-0.7031350874914907,-0.6821113141423181,-0.21173475558169122
-0.4421974550980547,-1.3705067957792274,-0.3444225080799013,-0.8032345784793795,0.1716000782248576
-0.6642391977682883,-1.4925549810107104,-0.1364024379815097,-1.1268661133378164,-0.018689576210571296
-2.185606117658827,-0.8402439469667262,-1.6835725938895734,-1.881239519103986,-0.6325127849355345
-1.9081319403403931,-0.7461254790530646,-1.977586298871104,-1.5179179090809536,-1.1207467009126184
-1.1372096688967492,-0.7014731150097295,-0.8384564942495402,-1.2125613453016797,-1.428545270916464
-0.8524930625247575,-0.6657960245096846,-0.1465690138774325,-1.1204205810064323,-1.544028464350915
-0.5839369329810944,-0.365128987835074,-0.29015059971482293,-0.7279311837031841,-1.5240577926486552
0.5108246439415534,-0.35044030200224263,0.6913379334450541,0.18130621840173963,-1.1631780988469795
1.1881867663186756,0.6845075619891176,1.3649445821916717,0.9293875851887009,-0.8238912590819865
1.1074115452450881,1.3628374328039583,1.2087519859015177,1.1946628887819064,-0.5878421813556851
0.9418291189210511,0.3200798423903265,0.7392436080040544,1.2058546732595308,-0.3375365064555095
0.20337759007389847,0.22581204923371645,-0.258103167037312,0.695043235801102,0.1387846344428593
0.7076914917341618,0.35583567298914887,0.30830574234637426,0.9558533075335586,0.5761858697624134
1.2368307715293312,-0.18817186667686114,0.7243686011485115,1.325320860761009,0.9389265381030838
0.46202673683226253,-0.3012652853746088,-0.2985728673054397,0.7642075275733886,0.9211646364909689
0.09954618189075665,-0.4766666916955823,-0.4276997404863365,0.3988530506583715,1.063848699458639
-0.5740669500297371,0.30262235263380727,-0.5536438244363866,-0.45336946230921543,0.5188683011896877
-1.3472330251407847,0.43330336362935634,-1.0838633061798935,-1.1476032086430443,0.16792426964061216
-0.6368218364046118,-1.0050427364676036,-0.680636459402776,-0.2815503156537294,-0.1686856283791932
-0.9368750292951753,2.007190061028136,-1.2001642159496768,-0.36779590741863877,-0.4496336319447372
-1.1770207344605796,3.3910169312325924,-1.3884446578210965,-0.681922533095211,-0.5477952651908707
0.01962537442496457,0.6117660527723842,-0.06662682904734159,0.2115391463235734,-0.6229399267214463
-0.07560821305669871,0.7641527286697306,-0.11791408063403581,0.35095657816735226,-0.9177932950888676
-0.6457036310864981,1.6789872006687383,-0.8375127983348347,-0.025731594162548756,-0.8876761992715672
-0.3313633144449409,0.6291279182032877,-0.5026776915984464,0.06159188221081642,-0.9821871006786642
0.6841588290228188,-0.4031788282798529,0.3948208129120133,1.17523707226343,-0.4761459319473675
0.18909036050188055,0.16840071512590116,-0.11740684407988207,0.8667801839722348,-0.443901532898058
-1.0341614345254615,0.2673192505823626,-1.2645828214309933,-0.3473399894562024,-0.5305294687035508
-1.0990152020624229,1.478125434950334,-1.1060183153626284,-0.6198596008911719,-0.43933328204350447
-0.893920502042102,1.08836840992808,-0.6261445737723949,-0.7246387452986568,-0.4299886742671828
