cyclostationary_mean_tg_1w_0,cyclostationary_mean_rr_24w_0,cyclostationary_mean_tg_1w_1,cyclostationary_mean_tg_12w_2,cyclostationary_mean_rr_1w_0
-0.8402301521898059,-0.3949329220881676,-0.7456210829920924,-2.2982721520527836,-0.11462851995829702
-0.1620171738962806,1.6732248019871379,0.07107253460946894,-0.7026106871897286,0.6330072926727821
-0.5624719321622175,0.3826267234348519,-0.5895172693252716,-1.358833951246845,0.3103491678434548
-0.7417218334742905,0.6956680462998658,-0.7574267536987269,-0.8212613437231486,-0.07048784011979495
-0.5355127364193581,0.5301486538072973,-0.3872492309713211,-1.5433127658211263,0.2961785159076136
0.39128360470466084,0.22350952185750497,0.40264611159394353,-0.530968742746034,-0.23249097669338845
2.1329758832011256,0.03407694270688343,2.0995003009636757,0.11311237500116547,-0.40560100175258335
0.4494104483344594,-0.09011083828268117,0.12560418793378497,-0.4451833407828624,-0.35162494602521305
-0.5340215817718398,0.6928952747207582,-0.379724897764772,-0.13375185545793145,1.0991034362640968
0.7038021681121073,1.1170074440062128,0.9888154893236273,0.1075292977889152,2.1540030600753095
1.358080603180094,1.428057014199159,1.1777099055946878,0.2463180869489779,1.7158623262897124
0.956335733561587,1.290924412261254,0.8035816266757235,0.2728083764990678,0.794814565072424
0.1816926668193144,1.5424868728057552,-0.12300366170588004,0.1504279334042416,0.7834801373750547
-0.5581317837451079,1.3121795040276625,-0.9804689179570044,0.050780371074518396,0.5184677853450195
-1.4528905920409452,1.2189522365339416,-1.7207534741233783,-0.3074610179157359,-0.30092966161856016
-1.0535727551475302,1.6027237721685028,-0.9900790493247279,-0.11697984374469775,1.3462855044327715
0.2539894057691668,1.301748339553676,0.310120852101614,-0.019577037212388956,0.7385531993386812
0.3215952386955127,1.2881134763908504,0.24139029353320818,0.3096785928964336,-0.4064281677857764
0.33662774590437966,0.9524262571016547,0.45148929203144755,0.13714143277725993,-0.6928036987168594
0.6869250838478822,0.8515358465454664,0.7103044939371896,-0.1675194521331383,-1.0824977290590756
-0.36384787257189444,0.9806825202377848,-0.44171954056542917,-0.045891016660553244,0.46626088679137845
-1.3114176518288043,1.0196300936187634,-1.3866336806694342,-0.5097497374075322,0.9838008878104734
-0.6710160603163796,1.019036636715512,-0.635233346118637,-0.6779264262479638,0.5226299783682814
0.08511118223553783,1.0305661293106765,0.23850865310241404,-0.7734128239665164,0.4305315615299701
-0.2096711415682944,1.1618752201533593,-0.0683730503896923,-0.9085402620587439,1.0224196682086821
-1.0298482956197712,1.1959559524896917,-0.8312985761888673,-1.0271678202345957,0.8644575481812506
-0.5055218814919298,0.9463369407420942,-0.357627247566408,-0.6681947034019449,-0.3544119163720913
0.43648100698842646,0.9713818942418125,0.49304667058208934,-0.3223225039244241,-0.7076434150238881
0.030175221487595157,0.8802214598065761,0.12658804868330534,-0.3180439783284639,-0.3725213587344777
-0.19556632830522275,0.8714244793208558,0.019415645922270287,-0.49236424359520803,-0.15394440005275595
0.3298236428239826,0.8474126239860907,0.4353941226643648,-0.3347384604217438,-0.38897135444931263
-0.16219711766818842,0.9410198621732161,-0.43896271998906344,-0.8294365443051466,-0.10807285395978021
-1.5036037379586213,0.9461682494129228,-1.956247536204725,-1.264998565849238,0.08580029052475759
-1.963832440746448,0.8153830199907166,-2.115589417435425,-1.3635051019578894,0.5239464253377307
-1.015394568310739,0.5576921134248328,-0.9097789720985326,-1.067589697377671,0.41052261741681195
0.4855429372161877,0.34729034574471485,0.5066823198560417,-0.9378891725018361,-0.3765763903710118
1.4001961786290427,0.30774882021837874,1.3562523777029099,-0.6612208017924122,-0.3240793433796407
1.3264082898809866,0.20306130497424746,1.2046830846195022,-0.5304870153403327,0.14858864428708995
0.8980284332666018,-0.02234225540285736,1.0536415963148225,-0.13810213874928712,-0.9472290664069497
0.25261856688147405,-0.02589058442918397,0.4971803527137785,-0.33190025119033995,-1.3253961550317823
-0.01594030215458426,-0.4310337070991402,-0.25941954187853106,-0.3322213000644349,-0.5097237449607842
-0.03830074767675066,-0.30387200720814084,-0.32044391306782793,-0.5047463103089412,-0.5385348160449726
0.43747003352292074,-0.5574067908136828,0.5758224296307034,-0.22424788103016569,-0.9863344584501316
0.36027397665511496,-0.493457872737398,0.8091718559392673,-0.41923041578892184,-1.54393889409822
-1.2633206235094778,-0.6617442410582903,-0.6601263310818778,-0.3183122704433099,-1.5404519907584868
-1.4328316804699972,-0.7644262707980832,-1.2034440706973553,-0.19139799688201123,-0.7441998034120206
-0.730659234007415,-0.9392576612128988,-0.7944681147124463,0.10952237503878175,-0.25638561216254596
-0.2121444108288429,-1.103928288497526,-0.18143706566356177,0.12430725819137559,-0.9851622520490907
-0.10844931822321549,-1.2338051841155548,0.2246603863597014,0.044492202477019786,-0.8783166418002337
1.225110095032019,-1.4019172103931696,1.8275852823538126,0.1481576153055288,-0.30849939922864683
1.8182689355040362,-1.283842130616646,2.115108213303467,0.2554393588735388,0.6409423889431024
1.4493499626866608,-1.0363475053263096,1.6612349746140787,0.42953424254466166,1.265611325623758
1.0777422510751091,-0.8582341345613905,0.8251847479331049,0.43485858911945396,1.1593895546873096
0.37074709774762826,-0.7282310569871729,0.08826628024986896,0.45430217941061024,0.982818027782088
1.0038574061542234,-0.6295496376027631,1.0065691659187754,0.8602131162617808,0.8663525703186671
1.1581601310061636,-0.459218484614944,0.9656572644880159,0.7034303101291122,0.8214005545743309
0.3539189212472958,-0.5278445176889246,0.17773239078700057,0.6522344351125104,0.34934949816837463
-0.017113769209753108,-0.5486894470275,-0.058550760325931005,0.8725688307171819,-0.30791166870600056
-0.5980268935306553,-0.661224892936242,-0.17807344305334483,1.1424585861776229,-0.06060659343331886
-1.1190096639709415,-0.7108399607828587,-0.8995357656335025,0.950313148953921,-0.31437707011160315
-0.3707883178208294,-0.9227849200987223,-0.5617123729826657,0.8816160122737791,-1.5553713906602697
-0.7886881922682812,-0.3095064177870668,-0.6773678786526116,0.5665632518943667,1.4494438851722264
-1.1747367264121196,-0.028293538259022234,-0.7882679303984484,0.15869489543355858,4.151174588403305
-0.012159656366587652,0.398505585993043,0.19958598878476302,0.1496159139062077,2.2393824890380896
-0.008418411137111682,0.3101875122657246,0.015013311167491657,-0.28168766711016713,0.18921931704836192
-0.4402015512132086,0.7621115272566644,-0.1626368643156108,-0.15966108407664265,1.115942162705653
