cyclostationary_mean_tg_0,cyclostationary_mean_tg_12w_0,cyclostationary_mean_tg_12w_1,cyclostationary_mean_rr_12w_0,cyclostationary_mean_tg_24w_0
-0.6607208129342886,-1.6874753397603566,-0.8526806741108204,-0.273560510894475,-2.048114311754936
0.4144563867933962,-0.24426468539301904,0.4351830981476607,1.3393064183340329,-0.20606693017629507
-1.2249844962514975,-1.4439347690045834,-0.3185810418463457,0.33622295347353803,-1.642723356404695
0.1375607416718208,-0.93337854727913,-0.1283410877010306,0.5802129514365246,-1.0392072503180296
-0.9503316051531977,-1.2920321145465359,-0.24337431513094754,0.4494117324852702,-1.4798713477990662
1.6263930735089394,-0.3818419783385669,0.32034700687074524,0.21117932913745427,-0.3623815509627195
1.7986226082847643,0.29581165624199657,0.8471637777235408,0.0628958458790413,0.4818532494381605
-1.04718811287219,-0.14546429863397278,0.5868993148195342,-0.03576144804667405,-0.06208976697566098
0.20057653376386467,0.004201623332032093,0.5325924535530567,0.5737531032866633,0.1043538411134619
0.9697032071580768,0.18799757158710076,0.8005730768149216,0.900976821837163,0.3593163894438746
1.352199859938048,0.44236298211880337,1.0519071915951395,1.1429219105059294,0.6800046846105879
0.2548358263968373,0.4432118515495577,1.0443105605051197,1.0352837546884677,0.6810681682663312
0.11267028059780157,0.3732164014187475,1.0732920748114456,1.2280607805714843,0.605291742952894
-0.9061731380906219,0.2848976330387406,1.09177951164771,1.1501112335936554,0.3268492750315418
-1.3814843474986853,-0.0951751654833705,0.7908141879132101,0.9204844323726852,0.0027051126104787023
-0.2882362732760391,0.1652664231921553,0.8579214758508055,1.4947441501378465,-0.037922660671131016
0.7298029804007836,0.23925153932577153,0.9542072132265026,1.1876304016462438,0.08638013405459474
-0.19570340142341597,0.42027595249301947,0.9433796826413287,1.2586597477378267,0.05169032899518824
0.696497857299056,0.25864575373200593,0.7809805753355786,1.03323127150521,0.18093523231638478
0.3604117961037325,-0.01362650552082207,0.5461293639706695,1.0350894132691604,0.22433716627790481
-0.9704772030058172,0.05496382612447594,0.4732883085248658,1.305663838172601,0.07074267593299104
-1.1424777618592945,-0.27013188092027973,0.30813803336120776,0.9973282739047402,-0.10294727106443746
0.03787082397757235,-0.3756539362927642,0.027385214330748697,0.7635263143529959,-0.07944126114041085
0.0448549595653928,-0.5784167220061899,-0.2877654338858878,0.5679180611819528,-0.06319010986521185
-0.43325279829756247,-0.672546828223918,-0.45757237261508293,0.8384110489908294,-0.10423582338611101
