cyclostationary_mean_tg_0,cyclostationary_mean_rr_8w_0,cyclostationary_mean_tg_4w_0,cyclostationary_mean_rr_4w_5,cyclostationary_mean_rr_8w_3,cyclostationary_mean_rr_8w_1,cyclostationary_mean_tg_4w_2
0.20782750110655215,2.305628917246108,0.3299942366453679,1.2031536943857613,2.4242497461168773,3.2312480665800387,1.235352788247709
1.3828995953116083,1.877034967245167,1.2955043220258766,0.5999173250947448,2.778122195390889,3.9934531560104336,2.455134184649232
-0.5417356388335534,1.3307561536485684,0.6057480246567815,0.2604116058355481,1.765993002378358,2.4397204454266546,2.4385808684039327
0.9872757722294078,1.103247209812356,0.8784072708506119,-0.008010077059324145,2.311483890644007,2.893483384591543,2.7586583266484097
0.15568342620250145,0.9537082648216643,0.7713344270989659,-0.03179267296217209,1.9458657120074627,2.204987871167691,2.908265348746979
1.5062818129099775,0.7418546663097435,1.2099681537632385,-0.4632942052314836,1.7037019106889626,1.8011598763362686,3.5009320486996263
1.5314782280092818,0.43494445738732684,1.2727380349559898,-0.6596650939924185,1.2731303238027456,1.3577163156094467,3.6587833003404895
-0.027130488341874134,0.36071035209282043,1.458741908304244,-0.691177603881682,1.158022985657776,1.1972542475021033,3.921329017638741
0.3057700454127058,0.6441477490855335,1.2607774530664777,-0.4208077215240819,2.169670405735167,1.7084807166343852,3.928537453310687
1.5673514121213796,0.5948199881846713,1.7104716728765734,0.08581089074873999,2.383546969140027,1.6884316042273408,4.108505532763854
1.7362787320964344,0.26886631725465415,1.7688125293434536,-0.010346232857604372,2.090192033107098,1.1507829718123501,4.01883559465857
0.5578855442893564,0.6938108209665578,1.4511307429192302,0.5817671532051425,2.7360006737617732,1.742143823965746,3.799966797688021
0.39572794821550467,0.5732052104777994,1.5687916495631264,0.8081499220798896,2.3200270811303407,1.2815542898127148,3.650762274126073
-0.8135484492477159,0.866747263933745,1.1916754579051974,0.8634573368518728,2.4426383455499625,1.5112499463998028,3.1800538367911826
-0.7664883810813066,0.697550303719159,0.46329160354606297,-0.0006380681137176936,2.369418140327722,1.3638557455076437,2.693957278730503
