cyclostationary_mean_rr_8w_2,cyclostationary_mean_tg_1w_0,cyclostationary_mean_tg_8w_1,cyclostationary_mean_tg_1w_1,cyclostationary_mean_rr_16w_0
1.7457152143000514,0.24572076225181738,0.6362634659372614,0.467815158512442,2.882363500681402
1.03630547967666,0.944711804615019,1.464578388798853,1.4696966259127515,2.4303190985586594
0.4990088539771934,0.48463509539922084,0.45148429584689087,1.5584232280087658,1.5908658306789663
0.14352913279675145,0.24872518941913602,0.5969972752553371,1.5134368752444092,1.426582309848929
0.09732485333359034,0.6649609465438873,0.5021496471146147,2.0365339756228202,1.2392792922383098
-0.12449631410188293,0.9805754421356174,0.746977722562391,2.3420201801069997,0.9385027633862033
-0.2763682390397554,1.818533148102734,0.8810382448256298,3.022223276108452,0.5404142627541382
-0.3295444952238812,0.8926337287350374,0.5861640554272047,2.4673230310813405,0.429459822737278
-0.19300467634006097,0.15792451637962504,0.48775235090218805,2.0864031460814334,0.8188913537952859
-0.06556674922487613,1.1104841326952937,0.64399683795527,2.67947702888519,1.0424689359625252
-0.3099094502097504,1.9656191792726863,0.6731201349930754,2.8679519122143358,0.7918415617194607
0.05566462341701885,1.3613287125134856,0.8909204113192501,2.2953949091633685,1.1490102430508298
0.17033488513162004,0.552219284187444,0.7716466799861545,1.8545669247451215,1.0267280133591665
0.24847613472939706,-0.26688478521544357,0.48061627888833885,0.9889881281859091,1.1888813819667057
0.12118951592151031,-0.9566231385496132,-0.015628149979294514,0.4132572935983025,0.9489440637147287
0.11157864142372591,-0.24312248163655162,-0.09568327509540898,0.438142163003385,0.7782209376469124
0.24216212844691448,0.5080948435179637,0.14453466834673015,0.19656060106166676,0.8750386578767876
0.14551402775635788,0.18186510770672382,0.11265911552789147,-0.14661857223819194,0.5970426846897081
-0.09317366219786812,-0.034851787026467525,-0.09006959584418656,-0.2632204235538956,0.5569285302326074
0.021937297103380344,0.3534504832886805,-0.36526847724301925,0.07222793597265648,0.5065396110755928
-0.4607545154357478,0.04250865603748832,-0.5796105997704447,-0.27563984198722213,0.3725760787107709
-0.6776219318060138,-0.6101959071780506,-0.763990659562358,-0.877835730174599,0.225205695103109
-0.6862008381837014,-0.32276808216520253,-0.5415803111055326,-0.5275619355605351,0.35854272216272104
-0.48952911593120196,0.19625466786229423,-0.2696564580741164,-0.08341063540665555,0.40558948792246585
-0.4808628010388694,0.2163277371434732,-0.42357419953139663,-0.08825390775546277,0.3593588982367834
-0.038102614108583975,-0.5480420982546447,-0.7891361899101816,-0.7579240931006218,0.4094200893964189
0.1783805264588969,-0.4090205758279655,-0.7437679801100907,-0.6369590055804609,0.23958760119867206
-0.017410132000453854,0.5521859501647411,-0.7172709167760876,0.12806192042590117,0.27738668708178515
0.3117037776972911,0.23698302588399017,-0.8931182070991248,-0.1026622056193896,-0.05929666122451438
0.3316926452554295,0.20339303737396017,-0.6944946725902728,0.10185325270819127,-0.11537565810577724
1.0394109340194522,0.44105732566888733,-0.5856848194233212,0.23117664401376137,-0.0951731577425954
1.3228804638468639,-0.30468800919523553,-0.7952081868219342,-0.5726312848694467,0.24338041907726557
1.1808335906175005,-1.2034809025084723,-1.1537747751085228,-1.288328390184106,0.2931681086195152
1.680827726000512,-1.4770969355091588,-1.38586890964593,-1.324513046212373,0.3839142706948227
0.9042054322315213,-0.8690381081003814,-1.1826453292475319,-0.6812446790463902,0.3177028901946291
0.647502173398548,0.47206469797853196,-0.8554342108958204,0.4058284871672681,0.22666145659522036
0.615812846958369,1.192723122034582,-0.6797522850329043,1.0797818308410414,0.15626256097314947
0.5425933726366835,1.131426287101278,-0.20057477439606833,0.9367491983866857,0.3293856232217659
0.2436527462698586,0.6870291895370649,-0.15926984872453934,0.44662975215770523,0.06380860504579919
-0.024777409020289805,-0.2738942817067157,-0.1885648482518469,-0.28823247526218215,0.027746213998621018
-0.03621950277169826,-0.8104838804899918,-0.10347517247585582,-0.7796230206454671,0.0944569137326678
-0.059371113534135087,-1.0325331450846922,-0.0105866699070249,-0.7919686266039099,-0.0006595894060766345
-0.8320627607895486,-0.8420283286036462,0.13583744883916932,-0.3987357361853879,-0.6412826906394792
-0.7920559023798033,-1.266061076434964,-0.17057927835977843,-0.9224870409054988,-0.8088092675361968
-1.0432016359004481,-2.3406571746586464,-0.9830993099281049,-1.9649748112303833,-0.9480474171088237
-1.0176083891981247,-1.9364029903475626,-1.4047680765080126,-1.490145349499123,-1.0011348780433176
-1.4203655604901715,-1.5941245156962465,-2.0313838619362747,-1.3226897656229484,-1.0676614179073194
-1.024296062769126,-1.3703011366110793,-2.260665420641344,-1.2540394182138224,-1.3491413286100717
-1.443097662510135,-0.7388441102880936,-2.3274417294054532,-0.5084928061568789,-1.649562665143051
-1.7684438551220871,0.33399709323150417,-1.9840201823200196,0.8184343044940997,-1.6274935609435663
-1.6601932293677795,0.9674276059761037,-1.552013103791345,1.2926795094546903,-1.7621177729550193
-0.9767375771043361,1.0074355527801355,-1.1973594473520248,1.095361358617831,-1.465829655710372
-0.9094400083563784,0.9996377823625666,-0.6781560840028829,1.0076956597331648,-1.5158620945304673
-0.8989224671968982,0.7118132018714364,-0.0006098691743512893,0.71621712106508,-1.5797930120226535
-0.990533898018349,1.10120790799562,0.49217629132270196,1.0773726651422324,-1.7361209430928435
-0.8860468870003017,1.3074455730657184,1.026725994491684,1.166560134455473,-1.4682064738985778
-1.030114016599064,0.5715426002774183,1.2019770622617298,0.32696120785146493,-1.6734312450962379
-1.0776098290496003,-0.04563530145737238,1.455163247668982,-0.41861183338639,-1.8500289061232953
-0.5160471177607107,-0.8728870352492148,0.9999988975701306,-0.9734058530425388,-1.3566386006004079
-0.288166322912763,-1.4393770821867204,0.672268943213633,-1.3094660232219695,-0.9885123273620602
-0.8514658883924728,-0.6682071919949919,0.4103554791111247,-0.6539276726450928,-1.0355095692189085
-0.48644454316507046,-0.6394626952183724,0.09592269829471893,-0.6401085115298063,-0.7272004794608395
0.812514885184712,-0.7914499300327871,-0.16079355576178433,-0.6701155120558951,-0.2613834548026137
0.886628923864326,0.011267178377838721,-0.3387829986100121,-0.023925747843155837,-0.23881996599635869
1.214278291707388,0.07737288964551656,-0.6247037949119048,-0.031981792340777866,-0.23452894607064684
1.6778849917263394,-0.19148753345373137,-0.6345720593490236,-0.2599405105337678,-0.11528339356912544
1.68017107510654,-0.19294259978172487,-0.753170269964645,-0.3228548038557907,-0.16612818542645802
1.0537605264936518,0.7389946311687794,-0.1137174212428238,0.4002958667973542,-0.3213687171097094
0.9976501939690863,0.561673241114205,-0.15678051890803996,0.2288029284340792,-0.45303143019828274
1.204644471753653,-0.5708073082385405,-0.21052206583498545,-0.7348862614657475,-0.42691455435420395
1.80887815256366,-0.7367179468698243,-0.22193046525484253,-0.7970950679581272,0.29278575468666285
1.100378283116494,-0.8753717963834989,-0.2624536765217592,-0.8128059859274989,0.4175991716082895
1.1932866938176532,-0.7659328142448133,-0.4854249885522758,-0.8502054359051964,0.5567455262143579
1.8306762146127127,-1.0598561238466824,-0.694332343091384,-1.046571174409333,1.1586942789328751
1.4140077728383034,-0.8840408405802563,-0.7684124693409966,-0.9873704615262224,1.2562957755104258
1.9876191589411758,-0.6719031202016815,-0.8635736034481335,-0.9156534714036016,1.0783353463730179
2.2936913195272877,-0.7478893448382398,-1.312160999802239,-0.9370833143128472,1.193370522122095
2.2450815773270847,-0.7384249573912635,-1.2184152398458443,-0.8580422979819954,1.4490767300021459
2.00214887825238,-0.4669621269479239,-1.0706182451104072,-0.631465581447292,1.1199361301448483
1.7428783139858737,-0.9160558419153095,-1.2078286422877738,-0.9797702125198043,1.0000594947234092
1.3071274263838795,-1.3720783919090658,-1.2972804424183981,-1.1983422388389953,1.0131716593870925
1.641170633236051,-0.572070264298468,-1.1647406158085296,-0.534270227673883,1.3680402707807353
1.277129917454117,0.40459899047460246,-0.7413973711015716,0.31395413596755023,1.5586490264125386
1.0227226001502099,0.5432408447600564,-0.6581571274715772,0.40873463061570187,1.279594001511832
0.21855380335529812,-0.2236669281580794,-0.6133807359006768,-0.2745972943341581,0.9630181632919462
-0.26344881953198124,-0.4287466196123047,-0.5557613783624868,-0.2431872036957697,0.8803873851948965
0.016184260357422608,0.6907516317459593,-0.05770218090258347,0.6776334062700311,1.3465754997701738
0.3478147847045673,2.0645001052866006,0.5338170951230954,1.325488388654796,1.134005204996307
0.17268746327380055,1.7005634978551916,1.1461593854909058,0.7709798911248612,1.2761898960174152
0.5755943642233962,0.4002310999233026,1.3516312876437069,0.03924152453670163,1.3062562454875353
0.4779730304310267,0.5817077693467423,1.6199591087093,0.21878308697640747,0.9631257766691868
0.43463680224968293,1.7641538171328803,1.9236224060275893,1.1933236318917064,1.2951391460998762
1.1236690390038682,1.05845560788242,1.934743948908109,0.7710876577296423,1.23900914781706
1.5197385367249132,-0.5006863201456417,1.8981571661469538,-0.878273986395636,1.0597684971336079
1.6045979684798546,-0.2339079487714994,1.977426488173775,-0.5301182341616573,0.9792022331127176
1.1708940654299593,-0.14326218417036682,1.4534680546807803,-0.49495178959864233,1.0985289413372288
0.960653994192886,-0.7414070666851043,0.6482092502834309,-1.3009345611392507,0.6948613914044837
0.4677908798267613,-1.2702751986315775,0.12396517246474766,-1.8838052729359174,0.6989996277328998
0.013798396986690876,-1.3881484778210509,-0.06662752831798714,-1.9407300187604122,0.28256797635971187
-0.10500183435444455,-0.2255128023011779,-0.2669072178892077,-0.6090715197605695,0.07432287449414414
-0.7856681081230222,0.8818046238001318,-0.5225467781736829,0.3884492466275607,0.25898049425854214
