cyclostationary_mean_rr_4w_1,cyclostationary_mean_tg_0,cyclostationary_mean_rr_4w_0,cyclostationary_mean_rr_1w_1,cyclostationary_mean_rr_4w_3
1.4125383439947732,0.2482251519889459,1.143443117838345,0.6033006242856677,0.4276991387627461
1.0133788843349827,1.1140925582322248,2.0245940171154846,0.5685097320863316,1.0303189252665157
0.5560619467675598,-0.8048768396834293,1.2991224290425512,0.5145031604202854,0.9387640996082205
0.30904526124394305,0.5921083713752758,1.2349203166301363,0.2001165292754188,0.642884499793983
0.2869464027791258,-0.2680264573074095,0.8281818374593892,0.38416521540496007,0.7182996058089217
-0.17976653078203997,1.2974864488952638,0.6237723246964999,0.0994345620064217,0.5094349180716884
-0.48945078679999066,1.4031749404029081,-0.0763519395042044,-0.7016666082926679,-0.04380465381424413
-0.6318567675626932,-0.6070535318633171,-0.20587326348654997,-0.6126274798249391,-0.3081369558184076
-0.21585756029299458,-0.08694114752189747,0.2505118169472865,-0.13270972879492465,-0.1138109956524072
0.15618969481108957,0.8777245794337056,0.9009605689705643,-0.09766137503678314,-0.5164404098129932
0.04227827562061002,1.2182417430804828,0.8353212374999344,-0.5311381791262113,-0.7031593217988439
0.9491535268616256,0.23110482264019952,1.9259755770363187,1.031108023469052,0.45863213611216597
1.0753985270250102,-0.07336628337314796,2.1223601503814704,0.7907252812585268,0.17598363068149697
0.8545968194470805,-1.2063677740602947,1.4257802698545943,0.21181467119438324,0.3700699518421916
0.13580093633091322,-1.221099203813984,0.9636373105216858,0.48271940075641195,0.3198484434146117
0.2997762441393492,0.47036873434125553,0.7874014820080134,-0.9627259458972132,0.25914155086045776
-0.5523971290956053,0.6839868651392457,-0.16835006598869612,-0.7695733689418417,-0.715637646047706
-0.6646698778598112,-0.16969335974402577,-0.23024812244240575,-0.4617754598151193,-0.6692946236568305
-0.6812220401872531,0.2599035191308717,-0.29296280613703257,0.11192357265894923,-0.5814095928980965
-0.3381087113306005,0.33103651621391467,-0.5157457011714407,1.1081815565989317,0.07938388061376486
-0.44662705612473996,-0.707507455668135,-0.31269298663686895,0.2904817359285681,0.22595308062651404
-0.5254251773753162,-0.8238485349487872,-0.34549579404511804,-0.37617182755979667,0.38956081809815635
-0.3664908583416499,-0.02795744489162475,-0.40932186469807424,-0.23868643066551315,0.6588759335969173
-0.5996612341513585,0.13537275392979908,-0.6196345276615671,-0.4604790200493032,0.014812689734766894
-0.8709401769826562,-0.014757172518189123,-0.6877356558246465,-0.6458504057166994,-0.5967653023679823
0.0760600920376254,-1.2434530272784652,-0.029090470553978565,0.9558069396023138,0.6380113096116709
0.9729645321716154,0.2022417594106495,0.007409574416168634,2.0035673044296884,1.0290936238214503
0.8480473717034362,0.5810759919210114,-0.048972113073844865,0.276127554200051,0.9410091045151671
1.2833601790418179,-0.3123720030123519,0.27578452929927383,0.20583686668003714,1.5961347592188513
1.2651538314676958,0.33678762736803086,0.37082793299311206,0.10862792167235397,1.5050978325341102
1.2892013106332478,0.2744806992142106,0.41295440937880934,-0.38575428408049267,0.5517770829493157
1.1180461413436644,-1.055040051629819,0.5818208894170437,0.988989067903184,0.6059584275913235
