cyclostationary_mean_rr_4w_2,cyclostationary_mean_tg_1w_0,cyclostationary_mean_rr_4w_1
0.9074650288046853,0.6462891482048408,1.4125383439947732
0.8554896393375457,1.0883592058032374,1.0133788843349827
0.8184495434493986,0.4240713675135222,0.5560619467675598
0.5775442135746739,0.07380039622252658,0.30904526124394305
0.7224938113031246,0.4362819228318747,0.2869464027791258
0.34035392422636507,0.7481638564649394,-0.17976653078203997
-0.04325923460946013,1.5133167939527845,-0.48945078679999066
-0.3393865493536641,0.49728309330081816,-0.6318567675626932
-0.24452647735195307,-0.3918818110636614,-0.21585756029299458
-0.6305293564564833,0.5231881872786404,0.15618969481108957
-0.624901290645434,1.3490689124725668,0.04227827562061002
0.41384239021731617,0.8994751475033841,0.9491535268616256
0.22090107966561615,0.09828815869782961,1.0753985270250102
0.622086150824611,-0.8128329048483008,0.8545968194470805
0.570998300968762,-1.4912952700680515,0.13580093633091322
0.36170068150343504,-0.4893374537621003,0.2997762441393492
-0.5142093508554922,0.650250404552404,-0.5523971290956053
-0.3924801207641172,0.2471183313823802,-0.6646698778598112
-0.574170705649073,-0.09382835860740638,-0.6812220401872531
-0.016099783884908597,0.21740267168199484,-0.3381087113306005
0.18092892837918753,-0.30017998878444946,-0.44662705612473996
0.22039408841365693,-0.9986415933463185,-0.5254251773753162
0.3146529480656512,-0.6281608292821098,-0.3664908583416499
-0.12428859892231564,-0.09368253537011248,-0.5996612341513585
-0.7417570809878506,-0.08855061336243551,-0.8709401769826562
0.27632976595263387,-0.8785336772245426,0.0760600920376254
0.6916072602040154,-0.7302331580417356,0.9729645321716154
0.5858554292553411,0.3862478416844466,0.8480473717034362
1.0942618786059555,0.05652596167787954,1.2833601790418179
1.0419875832145358,-0.09266588536832156,1.2651538314676958
0.28636591584202853,0.2758928507950745,1.2892013106332478
0.4312019345583571,-0.587209157652504,1.1180461413436644
0.45852970244182567,-1.59329586776778,0.9393937558608499
0.5347837512633651,-1.7444831526674682,1.1763192877416828
0.40580501312349493,-1.092119288989553,1.1716749826136865
0.0814129706974269,0.513541970962241,0.428066527170828
-0.7273866050020433,1.4628467555365727,-0.32721384195869047
-0.23805345643924763,1.404081068309854,0.4754515369371329
-1.2441769695203289,0.7509194329235886,-0.6898132250632143
-0.7462202675404694,-0.33949570968594117,-0.18083730155779734
-0.6021392118040166,-0.9219568736502883,0.07167153691495474
-0.5671234617526715,-1.4358816308997666,0.05539613527650458
-1.3273244280550602,-1.4930993606177583,-0.9652531080598262
-1.1917035118305161,-1.5317989693820857,-0.6857407461250602
-1.6307992281534143,-2.3506950572454794,-1.367955018805587
-1.7184576968279448,-1.9845986664575277,-1.7895003502201994
-1.7533984317031575,-1.3791355908534046,-1.8652607600877982
-1.4006317636107557,-1.0578346936662284,-1.388805295595565
-1.2349714402569354,-0.7650198314956302,-1.310920952653026
-0.6970006401021952,-0.1573592550863051,-0.78448442448654
-0.5941693263466965,0.6693022754495197,-0.593863238801725
-0.2526732244178257,0.8919419846730864,0.016942518859480213
-0.23004960873647623,0.8302823845014332,-0.13476626394292252
-0.4297693118720391,0.5956390947874048,-0.2863709741972559
-0.9603222406836658,1.1818166076536512,-0.6501587981231449
-1.0850224278356038,1.3071890552050067,-0.8627535097603035
-1.4871299721796716,0.5337720005998944,-1.4404110600468574
-1.8354968136480245,0.286715155240092,-1.5758391703588706
-0.4556516271987925,-0.46379338908587503,0.0012989426038145554
0.022932997900961684,-1.0883654895710262,0.48871598203769845
-0.11152871946245904,-0.5690393144595961,0.28419929682760753
0.421926423503444,-0.5773914126746614,0.8569590550035481
1.5381203282142288,-0.4323896480614505,2.5174093046197132
0.3946832656591237,0.39528172022954167,1.0902327452649547
0.31078350920793074,0.26357253045067747,0.9633625868355198
0.908619610251484,-0.021735031271364474,1.959754621860762
0.3569310268058752,-0.008095959002449587,1.3288142851494107
-0.5205912915475026,0.8137813512228956,-0.08599288035672022
-0.3661966381400969,0.6129566287943162,0.561269657770173
-0.5304719823943095,-0.3952858778154293,0.27744484770743155
0.6128440029369511,-0.348243709319567,1.3215535790883306
1.3529357423709276,-0.5798475194948175,1.8511060952382627
1.399149582516886,-0.36587832905027207,1.8088172893268673
1.7854413776106355,-0.6239244580005971,2.3318545038632554
1.6177317343560826,-0.7691593011601094,2.2703663829840566
0.514258877290353,-0.49837205446781796,1.1951246712815833
0.09411248690663601,-0.34875671614663545,1.2863028115973087
0.23400842651239204,-0.19409354259743283,1.3528710552993057
-0.7438277261980527,0.0036115978275393355,-0.21737312286136823
0.38571600522924376,-0.715214231179528,0.904964193667013
-0.15205522038190347,-1.3423951358433164,0.13884020120641707
0.34676861281816884,-0.4405301842625439,0.4328445377395485
0.6059189510984643,0.6041565052788552,1.0680021543252818
0.7284330330476829,0.6076175534269923,1.1663348759753058
-0.5562933331758655,-0.19455378893978006,-0.257198973528873
-0.7772659142379532,-0.32952974292937565,-0.4036527842802431
-0.6689788804191443,0.9857876387455287,-0.42278035870065195
-0.8558548114321501,2.730058873846561,-0.9136568795945834
0.11288795570439752,2.474799832954555,0.00013799694951938988
0.5866923933942008,0.6359831850717808,0.7975063564099595
1.3122802355537453,0.4749319539148438,1.3850564090832411
1.0155915865239595,1.7522016560026428,1.4127368573221473
1.3344050304069413,1.0907765035486854,1.7551149869467781
0.7966807060942689,-0.3894489604475018,1.3097627907954736
0.6341161723297568,-0.1301812449507392,0.9413391607399255
0.10666018902862827,-0.1661199958547945,0.4783961085321004
-0.16065015815859457,-0.8738455774985173,-0.32436193650765827
-0.7529545805624172,-1.3223607484255286,-0.8943354197906416
-1.0311619646642685,-1.3402240061546526,-1.0870084797147306
-0.5615630253565049,-0.2251324887889447,-0.9366115898705305
-0.5871028902879892,0.8316274478739692,-1.0619433600998858
-0.9319266696604158,-0.22988486049935886,-1.124292603342002
-1.1554914645159864,-0.7270770684139901,-1.3109008672760876
-0.6805506792057869,-1.0880928920743933,-0.39121074759540414
-0.6416350395318771,-1.9251039932795935,-0.159923005646169
-0.6247822662246244,-0.7759075391011496,-0.05909874725593832
-0.6093843550704385,0.2285096130212998,-0.17154432972121106
