cyclostationary_mean_tg_1,cyclostationary_mean_rr_24w_0,cyclostationary_mean_rr_1w_5,cyclostationary_mean_rr_16w_2,cyclostationary_mean_rr_16w_1
-0.3654705274243509,3.1060187227579563,0.6000906401169778,5.5034563047702685,3.7625797446201403
0.8479523131101299,3.7867471791759724,0.923514651992135,5.2842434616859855,4.338551684762887
-1.1262818074102807,2.097703584639385,0.4217834034726128,3.1241729657679707,2.395102582412126
0.5520454395486102,1.9908765341051515,-0.1323912942296421,2.73413256498907,2.8095427146664296
-0.5160587140000796,1.2949203815207289,-0.14439396441431548,1.8742143981430193,1.9532995593205287
1.4230654656147264,0.9685392066854799,-0.4055626806498077,1.4585823031445608,1.7188442928712848
1.713492869305954,0.6516725434756314,-0.3709319305443532,1.1225237697160095,1.2350262000431145
-0.5144064085248388,0.5609836741829022,-0.2623923464884122,0.9770277159211177,1.0882994498124652
-0.3391638702825868,1.0910541954666593,1.0756756381162098,1.1049703410277922,1.497906606675358
1.0709651606357435,1.4535158380247863,2.07984806526754,1.3339548387671376,1.7871401314992623
1.233035317742417,1.290519028350973,1.0504848109104543,1.1334318067519713,1.5058706559414652
-0.03139710147735808,1.3530545933104607,0.43355140785466983,1.1051939787891496,1.6513559603834531
-0.11092656563526125,1.2172553179496797,0.34058861985387295,0.9319773792008399,1.4883951221348979
-1.148934515092835,0.877934874937157,-0.6914930087470187,0.6796297703232018,1.243195715813175
-1.412379121764229,0.6498752612126885,-1.0882411385735378,0.48564107988780647,0.9700447396252984
-0.18858511880329787,0.861182089321956,1.1394174156131658,0.44110971892520867,0.8216192738705197
0.37061286314511377,0.6193706386496407,0.879706160451783,0.2701469690733435,0.6945368833918673
-0.44711217105200746,0.46500768361397865,-0.8892847965399506,-0.1753023075620016,0.36839743911732875
-0.06372389437487584,0.41350380884922466,-0.6416889255004365,-0.4232679741196666,0.12089766463666551
0.596987985207158,0.26154663812041484,-0.8189760298658815,-0.4484596177391895,0.07481114464085846
-0.1731551398196995,0.20424603877959047,-0.3923465958324364,-0.5869476004405529,-0.23904729081723858
-0.6806289241180805,0.1730360633187142,0.299591406775814,-0.5405260571991753,-0.17596665167219971
0.09603347473018965,0.19648996516722647,0.4623897981133656,-0.5108404131169235,-0.18343498280182055
0.06355548918926342,0.19035144041005417,0.23460407134959488,-0.4577519461121567,-0.12951202763366673
-0.27933824277289193,0.1862096390292211,0.4744647445998428,-0.4960566837840516,-0.19771720451012995
-1.2731091986959084,0.1285984047074978,0.8306471460159213,-0.5730418199160286,-0.4152090248610318
0.3710584626639625,-0.0788603198011431,0.15190707385477994,-0.7850938930322261,-0.6866438007484402
0.4223544447233599,-0.07118304174068919,-0.4296450381419972,-0.7657030429093956,-0.6722875432452786
-0.09148331821380914,-0.1904119885025369,-0.3948603556021597,-0.8721754404602003,-0.9803210086450945
0.5239439939299748,-0.19663671407231947,-0.42664260674428356,-0.85719543891777,-1.0636000396114382
-0.06180081782047096,-0.08312517193644443,-0.09929425655662807,-0.5970976172647519,-0.6713516218917418
-1.1499756712931695,-0.10503020122017757,-0.2473738315914863,-0.5375279464368231,-0.5073771571657204
-3.535773424686958,-0.14604427389961708,-0.6332136160243687,-0.5622202566715984,-0.4077900768873204
-1.7216371400472545,-0.15924265016740358,0.6015036473021158,-0.15031959887523447,-0.0552268330893424
-0.11541624992079488,-0.46797904317026284,0.39411535459888114,-0.1633242155988827,-0.12531625849630001
1.0739690942044995,-0.39899159173513876,-0.09787311966361041,-0.19730674375275886,-0.16183990005069282
1.1529225123704143,-0.5448280188745855,0.14095194170563619,-0.2269375160344891,-0.08118002011085353
1.0057464752757086,-0.43310531031003746,0.3595140377007898,-0.2468175693635092,0.06964381466095376
0.6280713941610994,-0.6517769619420773,-1.1565358196728492,-0.547219572681279,-0.3462931811069977
-0.49665377674303923,-0.6022490509629783,-1.907561815708678,-0.5871113716605714,-0.4733486785052159
-0.37117169145021894,-0.8854498915915099,-0.5798491899396886,-0.7357865151741791,-0.6665040725662004
-0.5504630714520752,-0.8525251350681959,-0.7189065409661564,-0.7979887661548308,-0.7680779667954611
0.34977794813302343,-1.0431612569201956,-1.38039856476706,-1.205489620079361,-1.2774022757536057
-1.189260367541827,-1.1168458434392412,-1.4933596762555026,-1.2764388581539488,-1.4022859351245034
-1.530663145922802,-1.1864506103582286,-1.2157354631432888,-1.4706850320008475,-1.547546459705495
-0.25772216854588964,-1.221006501871366,-1.0558360147115065,-1.518182906713997,-1.5566954799950237
-1.0115606464276725,-1.2908429270735857,-0.6083159215814176,-1.5806270157077167,-1.588210416958229
-0.17417983562908126,-1.4054575450507105,-0.7029904832998491,-1.7949013967450447,-1.967690892731461
-0.08871361293397935,-1.352237754286189,-0.14977184223761572,-1.6998634382414208,-1.847890190566499
1.7957659008703022,-1.3975319346809405,0.018874946145874358,-1.6977867516370604,-1.9440655170109804
0.5624731188293994,-1.1639649029974646,1.081603933962301,-1.6125159736263033,-1.8829141972117895
1.610975013183301,-0.9874885406987395,2.1941343395850277,-1.418269799779405,-1.6657085462949643
0.7958450561311555,-0.9819781349407606,0.8301905942485751,-1.4940435353921713,-1.751234818851817
0.6028895855812105,-0.92155313707228,0.21241009580249468,-1.4331907086135804,-1.7583399685185446
1.4652314149196555,-0.8010543229607923,0.7188636640672106,-1.3880421911443073,-1.7955881860408551
