cyclostationary_mean_tg_0,cyclostationary_mean_rr_8w_0,cyclostationary_mean_tg_4w_0,cyclostationary_mean_rr_4w_5,cyclostationary_mean_rr_8w_3
0.20782750110655215,2.305628917246108,0.3299942366453679,1.2031536943857613,2.4242497461168773
1.3828995953116083,1.877034967245167,1.2955043220258766,0.5999173250947448,2.778122195390889
-0.5417356388335534,1.3307561536485684,0.6057480246567815,0.2604116058355481,1.765993002378358
0.9872757722294078,1.103247209812356,0.8784072708506119,-0.008010077059324145,2.311483890644007
0.15568342620250145,0.9537082648216643,0.7713344270989659,-0.03179267296217209,1.9458657120074627
1.5062818129099775,0.7418546663097435,1.2099681537632385,-0.4632942052314836,1.7037019106889626
1.5314782280092818,0.43494445738732684,1.2727380349559898,-0.6596650939924185,1.2731303238027456
-0.027130488341874134,0.36071035209282043,1.458741908304244,-0.691177603881682,1.158022985657776
0.3057700454127058,0.6441477490855335,1.2607774530664777,-0.4208077215240819,2.169670405735167
1.5673514121213796,0.5948199881846713,1.7104716728765734,0.08581089074873999,2.383546969140027
1.7362787320964344,0.26886631725465415,1.7688125293434536,-0.010346232857604372,2.090192033107098
0.5578855442893564,0.6938108209665578,1.4511307429192302,0.5817671532051425,2.7360006737617732
0.39572794821550467,0.5732052104777994,1.5687916495631264,0.8081499220798896,2.3200270811303407
-0.8135484492477159,0.866747263933745,1.1916754579051974,0.8634573368518728,2.4426383455499625
-0.7664883810813066,0.697550303719159,0.46329160354606297,-0.0006380681137176936,2.369418140327722
0.3573679422221146,0.7233029794411461,0.008551067852978165,0.04212561786359717,2.3609366119801747
0.48896414025327223,1.0042897911926203,-0.04682862377573399,-0.2511296053380695,2.468617917667263
-0.18746991637937968,0.4854970688932046,-0.25743056623366073,-0.41614963602182214,1.1953644990221917
0.12180752120278802,0.3949046333817623,0.010821024016241673,-0.4671735617560341,0.8785664393529423
0.46657793033328293,0.508240621042006,0.36600032321951864,-0.20527307888502525,0.6494661744988734
-0.4066931786692959,-0.056352697641116736,0.12908679108676221,-0.2051915324340592,-0.045823005944173864
-0.6225789948888475,-0.16392795755759235,-0.21297944205796618,-0.585090135516917,-0.20891423374574888
0.07920572287689641,-0.3228581630268157,-0.12574214661348235,-0.42266462897679424,-0.3971123445212773
0.24305496712134222,-0.22220791467556494,-0.08714911621007483,-0.6406490694737743,-0.41716223282487397
0.11087720301021697,-0.18359427472446874,-0.19722284391365166,-0.6980781937070899,-0.3168988057755698
-1.037933607231115,-0.08325264654812452,-0.395480558018906,0.3181051080280939,-0.1537807673104874
0.3483233768695186,0.13544322725330932,-0.08721119615465563,0.7949973196921853,-0.07867346738750167
0.5746791806099242,-0.06620726065700044,0.05840320891748909,0.5351803750611451,-0.31209592128229086
-0.18510968828461571,-0.10937747546268034,-0.06534491824841974,0.931706472939368,-0.26052596838964004
0.5175879636438561,-0.1057612662946471,0.06364785019493564,0.9139591216198836,-0.2322171924381208
0.20587133533873575,0.4461433348216158,0.45861947101686185,0.825929489419653,0.09524325091008261
-0.7340759917846332,0.5024038461017708,0.12057319355459789,1.0552564686736496,0.25684748692995346
-1.2941332021423944,0.5228082699986174,-0.4507108870451505,0.9663759815639857,0.4060490734552089
-1.1904286804982944,0.9821165178491763,-0.7648627188812231,1.1117345396146894,0.6513049768835328
-0.2735797776486839,0.3703584113557447,-1.0071525263555767,0.8826952008479838,0.13795899339716952
1.0580141752103192,0.311941943906986,-0.7500942964780293,0.09390425479294134,0.256161769961215
0.9266320521982554,0.2083424785799641,-0.22154593216404453,-0.5543880613693511,0.16857862060856363
0.9530237262806691,0.49785373487961043,0.4654170173464268,-0.19725129174686476,0.19950715536430638
0.1823906384580808,0.05551325664699027,0.8926092656137118,-1.2837325213649349,-0.36139078011392745
-0.6671381212610122,-0.236833899755185,0.7657907988414799,-0.5808652719581484,-0.3712645257565688
-0.7156301214986777,-0.5139125236589406,0.2220590648443713,-0.046210900363005195,-0.5815001595605948
-1.0392805827961897,-0.6588618872978866,-0.38533843734327633,-0.15142994384511219,-0.8497965454637498
-0.39746738019464495,-1.545472597425549,-0.7777760656670634,-0.8150232781208058,-1.6398240817198453
-1.7642931601440168,-1.5059730866498717,-1.377061056511171,-0.4925494297964172,-1.7455980703777816
-2.197834359427757,-1.7520427626491064,-1.8464513022682287,-1.1533378184369654,-2.1689493121873245
-1.0663750124348939,-1.686480616561239,-1.9514136337174801,-1.747542880163196,-2.1226085745289476
-1.6306604365229633,-2.0961350916214228,-2.1459727356866596,-1.7373525258053963,-2.2232951245513894
-0.6913364609481092,-1.6416253360278712,-2.252349260366699,-1.2778688523834463,-1.734806360438172
-0.5693422433666168,-1.8652438441061268,-1.8744541562758799,-1.2037803902955195,-2.103185300964285
1.0902532730404182,-1.858919667689134,-0.8285529229782447,-0.849365831903159,-2.146355802769185
0.500760397785653,-1.4118721601043724,-0.3425883086218913,-0.82752989607243,-1.9495087235317665
1.1713950655821743,-0.7031337279399363,0.5389807057748258,-0.09927648768908097,-1.507151722446163
0.498491230143974,-0.5652654039999485,0.9044777293369897,-0.2649191846803956,-1.2530465264539572
0.6971657071187619,-0.5659297595724978,1.2874257954008517,-0.40610650429319783,-1.214970298157268
1.144845560948471,-0.48230817526158987,1.2725996376657427,-0.6663411441440125,-1.3132775736042603
1.0444081918086976,-0.43826688907831646,1.438391864935355,-0.7191537185658431,-1.3072030543093665
-0.08900444574547736,-0.5515718484343937,1.0229908269722525,-1.4192580917572175,-1.3374072868458111
0.005102422726855485,-0.6570032384592357,0.8612240099955961,-1.4932451394891069,-1.4293780132045706
-1.4839010671742712,-0.10775411139724766,0.1795122568140572,-0.36420668193098366,-1.1488632500818754
-0.9410566461972099,-0.30078281526878925,-0.4728764272961754,0.04050118567312081,-1.1598310096018332
-0.18194534281246058,-0.8102056409429385,-0.8590282875528176,-0.16505067911435536,-1.1597207019276785
-0.8971505726444043,-0.6118168268956419,-1.1029498786046914,0.3431570067250468,-0.8874389062995043
-0.4317291219992884,0.21049734098148998,-1.227461325541434,2.0576287884501245,-0.4767294121961113
0.45019027078056295,0.07229318645087053,-0.6320474356906408,1.074433939360767,-0.4191662976735618
-0.3233514555081194,0.08156515860550452,-0.43754032063615556,1.2162634721307446,-0.28904138759065984
-0.004036721664502817,0.282716484166418,-0.38389744046016916,1.9499694667865128,-0.05132610208035056
-0.31876779842188246,0.41512662056928235,-0.20930249408488846,1.4680278601244758,0.20801295434624745
1.5669384655869467,-0.18222227299440316,0.40185324722660587,-0.004818605169874594,-0.028246796357043812
-0.630703900731926,-0.2516409041406245,0.07068328566743384,0.3245146394415726,-0.0615087954219455
-0.34097041498761976,0.020352789001187695,0.06143330098238906,-0.058353213714248765,0.0604265029843183
-0.9102201897398823,0.8053443330801351,-0.21497839132983085,0.5682586831111591,0.11610873573366912
-0.5788083786780956,0.32409569563213986,-0.28702678554598315,1.2170232266789331,0.1469128760398119
-0.7210724761891089,0.5365600357176931,-0.9968708961985742,1.2396799427714171,0.24847737984596283
-1.062766970988715,1.4547209366514902,-1.1284455013662877,2.2875980662272557,0.8015791251126656
-0.4215978285329719,1.3584623074331812,-1.1616368456787012,2.2167090784679164,0.6770583050965537
-0.7077196192725291,1.6409994515508226,-1.106047277690071,1.7679184741744751,0.7723561606646012
-0.554771026305258,1.8750007719276558,-1.108878072828316,1.7054515733055915,1.0226289465623375
