cyclostationary_mean_tg_0,cyclostationary_mean_rr_24w_0,cyclostationary_mean_rr_8w_1,cyclostationary_mean_rr_16w_1,cyclostationary_mean_tg_1w_0
-0.4512339969395466,3.1060187227579563,1.565205423331623,3.7625797446201403,-0.4801679530063795
0.8823242184313809,3.7867471791759724,2.140183657526102,4.338551684762887,0.335773586152191
-0.8300923992915978,2.097703584639385,1.1683026452448675,2.395102582412126,0.1305769515876227
0.865126201039864,1.9908765341051515,1.1164124045482111,2.8095427146664296,0.0996060869240062
-0.24412925117194378,1.2949203815207289,0.711380919937792,1.9532995593205287,0.47201737200721194
1.837420555323168,0.9685392066854799,0.5191466003944325,1.7188442928712848,1.0401386490379323
2.0334483467234428,0.6516725434756314,0.33230287270391234,1.2350262000431145,2.369152551697847
-0.7909639379901576,0.5609836741829022,0.2638761615795537,1.0882994498124652,0.830074613016274
0.28749200814413073,1.0910541954666593,0.6624170243111018,1.497906606675358,-0.2926941519651624
1.1998424695383008,1.4535158380247863,0.8553184920363255,1.7871401314992623,0.9023089008718657
1.339636772437988,1.290519028350973,0.5595181242100553,1.5058706559414652,1.5760984978014174
0.17499852080209705,1.3530545933104607,0.8031708103127424,1.6513559603834531,0.929170675891639
0.07825990055344771,1.2172553179496797,0.6909956435385045,1.4883951221348979,0.2088269331819037
-0.8208744053679798,0.877934874937157,0.5229373531927703,1.243195715813175,-0.37291693874425014
-1.4528619307184811,0.6498752612126885,0.3907130335216721,0.9700447396252984,-1.3320537826320926
-0.4048347363243608,0.861182089321956,0.8596322995686532,0.8216192738705197,-1.1297117298002846
0.6279833478327788,0.6193706386496407,0.6495997090194463,0.6945368833918673,0.15139656728330858
0.006503985930851436,0.46500768361397865,0.08364126425993557,0.36839743911732875,0.4347221416420481
0.5543594526272241,0.41350380884922466,-0.3782440040050272,0.12089766463666551,0.36874814279839163
0.5793728933863967,0.26154663812041484,-0.5859469773624765,0.07481114464085846,0.7273756396811574
-0.3055338135188562,0.20424603877959047,-0.7833288132316371,-0.23904729081723858,0.21903758724552902
-0.7657018066054423,0.1730360633187142,-0.7708400148789997,-0.17596665167219971,-0.5886741750751946
0.13990073515061904,0.19648996516722647,-0.43483090078129644,-0.18343498280182055,-0.34440404940635666
0.2133769843821053,0.19035144041005417,-0.25391985363793496,-0.12951202763366673,0.21479700524749806
-0.20990685540006543,0.1862096390292211,-0.5811700769298757,-0.19771720451012995,0.01494675526582091
-1.4924703238197494,0.1285984047074978,-0.2064846909259398,-0.4152090248610318,-1.034285794097603
0.36197243707413135,-0.0788603198011431,-0.13098879866462687,-0.6866438007484402,-0.6889944527694496
0.420174172750412,-0.07118304174068919,-0.12029819016989637,-0.6722875432452786,0.5251834386685951
-0.04258546236294896,-0.1904119885025369,-0.014116360860437877,-0.9803210086450945,0.2964103255733174
0.36656488428560646,-0.19663671407231947,-0.09754880624313635,-1.0636000396114382,0.23987247025777242
0.30178683522074395,-0.08312517193644443,0.06213636940702568,-0.6713516218917418,0.4252617427636827
-0.8651951919318501,-0.10503020122017757,-0.13128520624869022,-0.5073771571657204,-0.30607641616469994
-1.82020937187197,-0.14604427389961708,-0.21151684780450672,-0.4077900768873204,-1.52393542812614
-1.5473333472384299,-0.15924265016740358,0.10944855261893592,-0.0552268330893424,-1.9723320325913918
-0.12433878020995028,-0.46797904317026284,-0.24784999497285895,-0.12531625849630001,-1.0293232043384501
0.9147751674394983,-0.39899159173513876,-0.07661998128390714,-0.16183990005069282,0.4896199221015967
1.2870966810276905,-0.5448280188745855,-0.08906069957865569,-0.08118002011085353,1.3541244154103078
0.6755758233494374,-0.43310531031003746,0.23236784954684783,0.06964381466095376,1.2229545269225228
0.6915773254580504,-0.6517769619420773,-0.3346175971210157,-0.3462931811069977,0.8586641453160208
-0.2753966866084287,-0.6022490509629783,-0.5953725264004497,-0.4733486785052159,0.2562223835744991
-0.033261283327042326,-0.8854498915915099,-0.6884412935122549,-0.6665040725662004,-0.17254548994010133
-0.778117011025039,-0.8525251350681959,-0.7706165558352401,-0.7680779667954611,-0.47308175412429526
0.43870738640620477,-1.0431612569201956,-1.6389947071729607,-1.2774022757536057,-0.21664497042433362
-1.0443116038642288,-1.1168458434392412,-1.6000577545979873,-1.4022859351245034,-0.4660399064363689
-1.890296726179514,-1.1864506103582286,-2.0251496966063485,-1.547546459705495,-1.918595905264255
-1.0375986868101468,-1.221006501871366,-2.047762022230175,-1.5566954799950237,-1.8684314066934906
-1.1822170362324027,-1.2908429270735857,-2.432024735007485,-1.588210416958229,-1.4416028091091295
-0.7370050251065762,-1.4054575450507105,-1.8911517746288131,-1.967690892731461,-1.3172613128622124
-0.6212983401417072,-1.352237754286189,-1.6882285994479993,-1.847890190566499,-0.9553064690415477
1.6840534496057982,-1.3975319346809405,-1.5443646390610966,-1.9440655170109804,0.5267530338782638
0.7467715142702344,-1.1639649029974646,-0.8347699854404549,-1.8829141972117895,1.3748226987292298
1.4731716547435594,-0.9874885406987395,-0.033996665773396474,-1.6657085462949643,1.297053604659958
0.5024988409550376,-0.9819781349407606,0.09663353163413187,-1.751234818851817,1.230243555370306
0.5640581829137287,-0.92155313707228,0.4607566395777758,-1.7583399685185446,0.7011560675268792
1.3168356774104115,-0.8010543229607923,0.7112778967831129,-1.7955881860408551,1.1491380867432708
0.8913874626786723,-0.9420184961036486,0.7707813839485593,-1.4619997543013927,1.3559626034473211
0.2180693213516961,-0.9236635130347849,0.8136916826842607,-1.4637777837565418,0.7494597905561515
