cyclostationary_mean_tg_0,cyclostationary_mean_rr_24w_0,cyclostationary_mean_rr_8w_1,cyclostationary_mean_rr_16w_1,cyclostationary_mean_tg_1w_0,cyclostationary_mean_rr_12w_1,cyclostationary_mean_tg_8w_1,cyclostationary_mean_tg_4w_1
-0.4512339969395466,3.1060187227579563,1.565205423331623,3.7625797446201403,-0.4801679530063795,5.042427232231991,-2.8217343808835214,-0.5681054582982042
0.8823242184313809,3.7867471791759724,2.140183657526102,4.338551684762887,0.335773586152191,4.841743915380837,-1.2491360001240082,0.4232951413107955
-0.8300923992915978,2.097703584639385,1.1683026452448675,2.395102582412126,0.1305769515876227,2.8642589028513674,-1.653312145735699,-0.24688486370874496
0.865126201039864,1.9908765341051515,1.1164124045482111,2.8095427146664296,0.0996060869240062,2.5071876645381628,-0.938973939339561,0.020414780286021596
-0.24412925117194378,1.2949203815207289,0.711380919937792,1.9532995593205287,0.47201737200721194,1.7199562801211508,-1.1601001766430725,-0.09635424249190847
1.837420555323168,0.9685392066854799,0.5191466003944325,1.7188442928712848,1.0401386490379323,1.339456550997092,-0.36060019554624395,0.4581407437525967
2.0334483467234428,0.6516725434756314,0.33230287270391234,1.2350262000431145,2.369152551697847,1.0318042246293062,0.22279334423861752,0.7110988722441323
-0.7909639379901576,0.5609836741829022,0.2638761615795537,1.0882994498124652,0.830074613016274,0.8986065969105391,-0.18001504142990188,0.8743454206117447
0.28749200814413073,1.0910541954666593,0.6624170243111018,1.497906606675358,-0.2926941519651624,1.0157345443966235,-0.0037481884218628636,0.5655412276191951
1.1998424695383008,1.4535158380247863,0.8553184920363255,1.7871401314992623,0.9023089008718657,1.2253635418005722,0.46049596258505715,1.0279013451933083
1.339636772437988,1.290519028350973,0.5595181242100553,1.5058706559414652,1.5760984978014174,1.0417902319357777,0.723967342577108,0.961575196996677
0.17499852080209705,1.3530545933104607,0.8031708103127424,1.6513559603834531,0.929170675891639,1.0159392786042134,1.0114835321937001,0.4195604288802089
0.07825990055344771,1.2172553179496797,0.6909956435385045,1.4883951221348979,0.2088269331819037,0.8573642551248863,0.8344004687361736,0.5400335050232219
-0.8208744053679798,0.877934874937157,0.5229373531927703,1.243195715813175,-0.37291693874425014,0.28664849185064106,0.7909283440961944,0.337636721334039
-1.4528619307184811,0.6498752612126885,0.3907130335216721,0.9700447396252984,-1.3320537826320926,-0.22708867188152673,0.006264651550238236,-0.4766807033734387
-0.4048347363243608,0.861182089321956,0.8596322995686532,0.8216192738705197,-1.1297117298002846,-0.15884320612811825,-0.5579692490978376,-0.938520491507867
0.6279833478327788,0.6193706386496407,0.6495997090194463,0.6945368833918673,0.15139656728330858,-0.4425881426629144,-0.14991436242040343,-0.7834343941907707
0.006503985930851436,0.46500768361397865,0.08364126425993557,0.36839743911732875,0.4347221416420481,-0.4780608075073083,-0.24576864893800024,-0.9069456274088783
0.5543594526272241,0.41350380884922466,-0.3782440040050272,0.12089766463666551,0.36874814279839163,-0.37459886837782674,-0.28739187741111694,-0.5894841951478123
0.5793728933863967,0.26154663812041484,-0.5859469773624765,0.07481114464085846,0.7273756396811574,-0.4260342324021975,-0.5182277231215828,0.028118180572811444
-0.3055338135188562,0.20424603877959047,-0.7833288132316371,-0.23904729081723858,0.21903758724552902,-0.4787682395697322,-0.5703837883438606,0.00496879810149712
-0.7657018066054423,0.1730360633187142,-0.7708400148789997,-0.17596665167219971,-0.5886741750751946,-0.6833272735057357,-0.8259786227351746,-0.3969300779470589
0.13990073515061904,0.19648996516722647,-0.43483090078129644,-0.18343498280182055,-0.34440404940635666,-0.9304863503150529,-0.5484344977164085,-0.27992189904477255
0.2133769843821053,0.19035144041005417,-0.25391985363793496,-0.12951202763366673,0.21479700524749806,-0.8684824565866864,-0.14119932125664403,-0.2741405447972679
-0.20990685540006543,0.1862096390292211,-0.5811700769298757,-0.19771720451012995,0.01494675526582091,-0.9732127203423706,-0.07370403405965492,-0.5519077692491119
-1.4924703238197494,0.1285984047074978,-0.2064846909259398,-0.4152090248610318,-1.034285794097603,-0.8347379472090709,-0.49121098645578715,-0.8828274193191539
0.36197243707413135,-0.0788603198011431,-0.13098879866462687,-0.6866438007484402,-0.6889944527694496,-0.6663741694383652,-0.5144030747803701,-0.5468458633624087
0.420174172750412,-0.07118304174068919,-0.12029819016989637,-0.6722875432452786,0.5251834386685951,-0.547500317520365,-0.6374838800135856,-0.40682894533509467
-0.04258546236294896,-0.1904119885025369,-0.014116360860437877,-0.9803210086450945,0.2964103255733174,-0.6030337344206337,-0.721398380325769,-0.47032993119839006
0.36656488428560646,-0.19663671407231947,-0.09754880624313635,-1.0636000396114382,0.23987247025777242,-0.4922407778899775,-0.7034787082228747,-0.23274044553697662
0.30178683522074395,-0.08312517193644443,0.06213636940702568,-0.6713516218917418,0.4252617427636827,-0.21830640813515118,-0.347778044304897,0.15322656111328253
-0.8651951919318501,-0.10503020122017757,-0.13128520624869022,-0.5073771571657204,-0.30607641616469994,-0.3638757142373298,-0.6022035436515596,-0.28858771604379274
