cyclostationary_mean_tg_1,cyclostationary_mean_rr_8w_1,cyclostationary_mean_rr_4w_0,cyclostationary_mean_tg_5,cyclostationary_mean_rr_4w_1,cyclostationary_mean_rr_8w_0,cyclostationary_mean_tg_6
-0.4026034394687105,0.2456370270488141,0.6314908416077213,-0.7870217956218655,1.0934883557444024,0.995333868318801,-0.4171365220267612
0.7343833741241056,1.3098172765690175,1.0630085447312465,0.26202231579649027,1.4610172434260644,1.7857683962407782,0.7374601833903752
-0.8063967346700034,0.5440836928443818,0.6317800859410259,-1.3330741102890238,0.8776839732144738,1.02836868071519,-1.1406166728558025
0.40348881462150266,0.5878022779647731,0.6200986101093904,0.2616896374929248,0.8848399148857292,1.082140688243933,0.7637808380477907
-0.508437766188164,0.44565660275219754,0.37159347496369755,-1.3574859004081485,0.5539209356723716,0.7245956540916095,-0.8831615676912429
1.5550492568888723,0.26410287635122126,0.23449566995376941,1.6014994638445672,0.32569340735246705,0.6653406708755983,1.8919382930256976
1.8230690064693853,0.15353994704180424,-0.15379394195610815,1.6047972922000033,-0.15012410016760477,0.4780167608684594,1.7003049566201156
-0.6371236002420756,0.013349802030601888,-0.16994701896369377,-1.3841384533401087,-0.09029984719812488,0.37185888712166765,-1.3343472010368822
-0.044648516843171136,0.4570296406690982,0.06607900494081864,0.2798178033019822,0.14273019227277042,0.6249215433211508,1.0702000923705275
1.0748360373359802,0.8268352033713416,0.5280139042318819,0.6042477776423477,0.7151939407350991,0.804243056101143,0.701128175168633
1.3662677304889685,0.8538401892706647,0.4614164903999023,1.3618299109901373,0.6434734570057594,0.48885116810816004,1.3799514002738527
0.1446327520451216,0.9849804195005479,0.7187422742425674,0.13234438831303552,1.008164409879141,0.6897948855997489,0.06114492701915349
0.1637577982093148,1.2106007536543466,0.7139430900519013,-0.17789307780188174,0.9236573368640624,0.5435596069682439,-0.33709620916729216
-0.8079630820368846,0.9957613315940492,-0.026643964383951533,-1.231553908253109,0.13069742806738904,0.3592116084432171,-1.0417070370500017
-1.5393965928080129,1.0198072127173443,-0.7176982974381061,-1.7151775265770923,-0.6431405459487988,0.08958383444364071,-1.5602519449435588
-0.3538661962236146,2.1205306108722577,-0.2487947756097405,-0.3113076711954471,-0.48849751931225543,0.303611756819842,-0.34500038263926786
0.6724661567961244,2.0707013847312292,-0.8049402959663008,0.757738918722664,-1.1422666407752708,0.04410657284662511,0.31758830375381025
-0.47234367644442504,1.573656856863255,-0.8069188446316353,-0.20898659415211313,-1.1703204094355208,-0.2600890765246343,-0.22334926642288797
0.45502147156416994,0.8107395316383834,-0.8192303479331066,0.7258539745407278,-0.9705243527167453,-0.8095985059922524,0.7826355273468656
0.2090460694377668,0.3509197877595749,-0.7494734008272637,0.23135326646040105,-0.9105691666619511,-0.9562849780710293,0.2390961261060093
-1.1255519189838936,0.5146019079054479,-1.0309014754667623,-0.8742640483308066,-1.0432287376154596,-0.9777698636719688,-0.7603981608102001
-1.2010914925353822,0.37203469563419156,-0.4695680433580042,-1.252338387003468,-0.7468427248888552,-0.9067561946404064,-1.2368169265556197
