cyclostationary_mean_tg_1w_1,cyclostationary_mean_rr_4w_2,cyclostationary_mean_tg_1w_0,cyclostationary_mean_rr_24w_0,cyclostationary_mean_rr_1w_2
-0.5104016118482336,0.20246954635993605,-0.4104772998579072,0.9931560855194835,0.13594513646997644
0.17998436344601673,1.043227374971085,0.3691930440102464,2.1459369609614445,0.7026334501184439
-0.0730768914885182,0.4371993243722057,0.03139908485036086,1.1155390608522735,0.37426602119769337
-0.26712223531284235,0.47153721615428124,-0.21044555621192215,1.1407008186010241,-0.0658652040348591
-0.09619773581713076,0.35832534907513536,0.07886894918743001,0.742091696461406,0.163746036066244
0.6120251378585141,0.21709188858833503,0.7989988660323152,0.5595032459647762,-0.20013613845031503
2.051511191907323,-0.23979664582402577,2.19896653205297,0.3493457947308187,-0.3035559936139927
0.6823434175157445,-0.23676894125053027,0.6933729762903793,0.19938789093681922,-0.38984442706243777
-0.4281454388490453,0.2834339735139134,-0.2229254221615732,0.65989332463331,0.8142998540713011
0.6431820045380886,0.8673228231037438,0.9480991892156239,1.0011314239883615,2.02221551876849
1.494086716754502,1.3805787453789737,1.5519299060422995,0.9878566317129327,1.6496243099205836
0.9452745920396909,1.493313746535051,0.9759779552715503,1.007118601215644,0.7516655102729412
0.2033448811472567,2.0766505406442857,0.20358847182464648,1.0103425709902947,0.7843396518703405
-0.3906997077856847,1.1151237150491298,-0.36233387591828536,0.6894984168203608,0.18235180073122892
-1.420029360406972,0.4810665782532968,-1.253377423713116,0.48366262753827033,-0.6627215365321735
-1.148083569307069,1.557593794921417,-1.0692044499353923,0.8544973017023315,2.3920147465875887
0.20272883583282056,1.3024108590525658,0.1487235936406988,0.6066024829392478,2.1323732518677514
0.14761735824679798,0.7984589396942436,0.19195459444491905,0.5372503996075577,-0.49569587961504535
0.01564328586938042,0.6041525164560831,0.16357110356138138,0.29841916114174294,-0.9982231989844024
0.4268802981009843,0.43241528862683337,0.571707217934184,0.1552352103903071,-1.2814071164917826
-0.5295911971020824,-0.7925360516527595,-0.321272303522941,0.22058470622981982,0.042542530569942054
-1.389709172225406,-0.3369679639829489,-1.153645381905966,0.2762323142758629,0.8387028978019577
-0.8777197009015785,-0.21817913902528951,-0.6646708214228466,0.3016436249108373,0.469601403451885
-0.27548985531950704,0.2753460166750329,-0.06850627912027236,0.29143132576345415,0.03260455617861148
-0.46869553483038245,0.9543199259465062,-0.19476588202806747,0.4066921796616449,0.6942728056136174
-1.2974849736962382,0.8614577285542556,-1.0444488091127864,0.4320532320566801,1.028215822589005
-0.6428852125765668,0.4342376217692859,-0.5954048154390356,0.22333314584774275,-0.03794822399024456
0.4576596794096137,0.24448203560313125,0.47929952613430643,0.20495490275936215,-0.5687827644383567
0.022288484143993623,0.23853367445758036,0.06160440492132642,0.10732034616487757,-0.29746546655233547
-0.055645094351230884,-0.21573734201020595,-0.03181766695698005,0.09003266808564506,-0.08128082040593566
0.2525079179045591,-0.4848991475698767,0.297874236578882,0.15564306364991431,-0.1916411704013841
-0.25415043575876184,-0.3963152311134388,-0.2933866589780545,0.14383048252816677,-0.34208635432120316
-1.2120284540082098,-0.42009224137602413,-1.352419706888144,0.10330827674325517,-0.45682201588927074
-1.719705550233923,0.14184166941508877,-1.7670171538604964,0.11681980425320453,0.6097023046737723
-0.9599223393128148,-0.018840028874761994,-0.8841274849824735,-0.15543099722613196,0.5932108247787311
0.5704475303126136,0.16957007289270118,0.5610234214435512,-0.1513518533308458,-0.14560638430120018
1.4095753614975628,0.15970005445251034,1.3470138235686668,-0.24329180830437377,-0.04264428613953071
1.2903055981812648,0.7246453573775263,1.2468556997497344,-0.0833744549357143,0.4749513695796016
0.6889108122919957,-0.7688642092215932,0.9066396137581716,-0.2836780332040306,-0.9548553558373896
-0.0854744786574939,-0.6459797039813682,0.22953666645026574,-0.2427844697709753,-1.7136849855181138
-0.378928292100782,-0.9422559045746361,-0.26683720467048705,-0.6278117710955975,-0.4362160762364374
-0.6674424485941418,-0.8955062979467705,-0.42990810576488064,-0.5485954638982393,-0.461247376892803
-0.49336313218647515,-1.8399495112156534,-0.029591466667435416,-0.7635112465955197,-1.035378437678685
-0.6073459138951522,-1.1524366117082638,-0.23392540533296466,-0.6994146027145508,-1.3876245574828194
-2.057225410005562,-1.5687218415143633,-1.666470454326391,-0.7519502595752181,-1.259645300499311
-1.867050973399192,-1.3504407269321617,-1.669495682854988,-0.8421047981309843,-0.769492981062741
-1.0281872614042122,-1.4982406979152847,-1.1761707899634426,-0.9711751409355072,-0.3414820788953896
-0.6667010260825769,-1.2194384576030421,-0.8603432064340956,-1.0780621020945425,-0.8162552557893697
-0.641806066735552,-1.0037154979144127,-0.6719918316665715,-1.0652314326921808,-0.555981636239298
0.3580006382509429,-0.5396113786239722,0.7049261533705595,-1.207668242241857,-0.1132263828996334
1.2014277633325479,-0.16314909464310928,1.5779675464225256,-1.0274367586014066,0.6450949615433005
1.173397437451668,0.45908196483580194,1.482922577740996,-0.7271425066645425,1.3379502668405374
1.1747616039311792,0.9292756168398907,1.2610346426671613,-0.6709964952582188,1.028201231866323
0.5344285193730339,1.2943607046788153,0.592136524686835,-0.5644238223925825,0.8558001182060067
0.9451677975338445,1.5904129744775493,1.0723132870230372,-0.42810918427738476,1.0008291372293252
1.2945971802584315,1.3168719953816006,1.253531855414399,-0.5154903196632507,0.6858216774723497
0.6338375224278806,0.7815879533533319,0.6092481242469643,-0.5186712947823268,-0.020487869791428224
0.07045354667029524,0.5594057332489263,0.07503816381226538,-0.48971584594115136,-0.25001741145705875
-0.9797372475610886,0.46004169443479886,-0.7701528945360685,-0.569028831991189,0.3113885093215385
-1.3885150294521253,-0.15124492513605423,-1.273351379384709,-0.5926263770330145,-0.19646518082985373
-0.39615690995161684,-0.9346964111348226,-0.3305983088120532,-0.8989625360785712,-1.664907274790769
-0.9825448065606942,0.2463576543094487,-0.7417325314824039,-0.3261224973627477,0.6529798740538588
-1.5130236028900672,1.457669471302441,-1.2720113613390436,-0.1408131760248275,3.7832783313704605
-0.26962799138903587,1.7142999710132627,-0.19739149615244983,0.2980213977745847,2.78264042224109
-0.23459456015745553,1.6569502450458162,-0.23268127424939064,0.30878970548890544,0.13973015032860286
-0.7855178846433208,3.2100533139704712,-0.6348876885741155,0.7685861163965692,0.8546132892742738
-0.3960895150410111,1.7769653195515576,-0.3530731068852612,0.7103420981053806,0.8491704976796183
0.7989943515958863,0.5305305543079438,0.8106619596992576,0.9283532496154419,-0.7329378171943507
0.23786577445945487,0.14610088389856085,0.444543196590644,1.0293307094184545,0.03794734021160438
-1.0871449526025714,0.6534507684735106,-0.8738391236983402,1.2423663796907745,0.34525904999333895
-1.0935885512175465,0.2670973943280757,-1.025874548770276,1.523849668460199,1.0560560988392191
-0.8636190622589944,0.4906398133160653,-0.7728288130845397,1.5445198269746707,0.5735605632422452
-0.6094007845011273,0.9717544375655742,-0.5462509457325989,1.6882840860738302,0.4514973394443965
-1.401328353667478,1.8438149589254644,-1.3290799774286557,2.051138083416309,2.3174542088193446
-1.0817237747967179,1.491716354454727,-1.0726452739586696,1.946565235651991,1.2243019543958429
-0.461784601481568,1.6008154976223499,-0.5526898224929425,1.8846650514725993,0.6482949333525185
-0.7138776689835861,2.335010705643788,-0.7383100000920121,1.8239625700398645,1.9938749091348105
-0.8445711477237752,2.267724509541874,-0.8920555833466921,1.9276693183059543,1.573954828003116
-0.626444378886802,1.091311485726274,-0.5334763434332842,1.7554701196007136,0.2203471003543689
-0.9814267486749991,1.3868775284718622,-0.8291993262097331,1.7090559011627462,-0.260512384761097
-1.2947214838731003,0.6247242286789946,-1.2170054833528232,1.696380907775476,-0.13665740557979722
-0.34289403894190196,0.52107711266419,-0.4585210295987347,1.8990680594385065,0.535881780771992
0.32153237922727257,0.49623909950557477,-0.0011793852806083601,2.020792807072909,1.3575848218344615
0.31373669307722013,0.572001173346577,0.15645579682368987,1.7532983548085634,0.3071452895194871
-0.13332850194210477,0.02357268704896769,-0.19382336018582874,1.6258741133170356,-1.0524928787685874
-0.49663739829739934,1.4875891177397496,-0.43204508553551857,2.333367519730828,1.4105831172275467
0.21189736582810115,1.9622720980912685,0.19254407646033891,2.349129850322517,3.8078872573270615
1.4717801864178615,2.2677363213920283,1.34798395326322,2.4091866167267924,2.6787119572513736
1.2714319414007014,2.2437013854934773,1.4236841004454368,2.2424983864064636,0.7828633630227838
0.35695354715801225,2.521478970542307,0.6489410814595665,2.2134516664822916,-0.6308688476306087
0.8291384998952919,1.2423222913200669,1.1758773181470903,1.8819599978672479,-0.2818158133223678
1.813472051734452,0.82294552917472,2.0889163859038185,2.1620574517633013,0.942458816976697
1.0176047375804556,0.2041228926711852,0.8547446525485343,2.1476552398331887,0.925386377170443
-0.18250162946580847,0.1123113191407871,-0.34408280447018563,2.070143598595099,-0.41598566589125957
0.13401136691326512,0.4068459059114739,0.19036793070200875,2.027803178381269,-0.28918425237274537
-0.23153522611748348,0.7257050756652335,-0.3105889293294191,1.800980467886158,0.7536364004524488
-1.2035392643617595,0.09847866742455913,-1.1610759754190285,1.7871346995318087,0.42401773621999
-1.6652952828862357,-0.017382312174897364,-1.4804087765549998,1.6771685973570556,-0.3273575955700967
-1.3550758179656544,0.055879901293002604,-1.2807092986821023,1.2448484810746694,-0.4884840805562245
-0.09198428135364974,-0.16126788150131074,-0.11661967037249735,1.299167334204802,-0.5320224111788234
0.7194020170467007,-0.7393320014388994,0.7686702145746672,1.036895908147926,-0.5888854715905452
0.03891082876157225,-0.8896487355059146,0.19135167903377903,0.8039206282248716,-0.8062135692870329
0.000523320769325634,-0.9645482518433246,-0.03169030815879262,0.6354600431576939,-0.7074685919585483
-0.3761226582481199,-0.985285946988431,-0.398279148096528,0.6414215190294321,-0.6478298970959903
-1.4339037091343618,-0.8728581114701043,-1.2826965369044172,0.5545197765727244,-0.3751909161784614
-0.35549757697535384,-0.8651774464328676,-0.30712983584834436,0.4900233415006177,-0.38517534054436586
0.4654690721042085,-0.8335807664230692,0.4997699125101732,0.21112745960487908,-0.7385923998182156
1.4002696857619565,-1.2039333818690499,1.4020280570007297,-0.10502771885333852,-1.277156143461906
1.0155847735303234,-1.380155431679488,1.0212208459870604,-0.1144122742072164,-1.5692942696703516
-0.17619183671236216,-1.6174499489479581,-0.16324435671397872,0.03506495880379304,-1.0721775732176364
0.6557369091851711,-1.5870626465959916,0.5593088610016979,-0.46935916755486795,-0.7334801419808422
1.9940928394461832,-1.669819025021626,1.7647424175951287,-1.12668377759248,-0.8267530110226835
2.394304275628915,-1.118354038941917,2.240655251242733,-1.6214630578615916,-0.486637188456922
1.986701947314805,-0.8893383387583043,1.9486542608795625,-1.6040417927751753,-0.2544330120325268
0.6688409527114386,-0.6940140672880417,0.6079292618143021,-1.5318557089816507,-0.3588522365773807
0.44239321078287347,-0.923012468124289,0.3564642575744036,-1.6820963899105352,-0.7914347995134025
