cyclostationary_mean_tg_1,cyclostationary_mean_rr_4w_0,cyclostationary_mean_tg_0
-0.39701194095145614,1.9742221954220802,0.5612701544527162
0.7456642243361845,2.6903449924972636,1.4129244289636624
-1.1289099438696595,1.7770887715071908,-0.3223280142858559
0.3649925135038869,1.663700133256443,0.9571009246957809
-0.7534532857984876,1.1637020387176664,0.32404164301401905
1.306665812943298,0.8138149086963754,1.5813281987671866
1.2296115027116623,0.014542230220660026,1.3442811542324309
-0.7959451986661585,-0.10039438704947444,-0.2592514760474297
-0.09124169948841228,0.34303861565855603,-0.18061773775409223
0.5430782743101656,0.9088441368387729,1.0833585071675509
1.1608399489759698,0.7648446265123118,1.2672950886219607
-0.002060026900362935,1.6502235765843314,0.17331159739245336
-0.017783891520164002,1.8999919963055778,0.26960263957727576
-1.2574996912290295,1.1507494444211996,-0.9796713852326763
-1.3473707879280046,0.7691253196413247,-1.1732897793632564
0.3407611516729136,0.6827423389573081,0.5446347391522635
0.5651751573274267,-0.025870356013014597,0.5351664664823599
-0.285662276666584,-0.169257635020905,-0.3050820445251068
0.36055672497578917,-0.2452985759929919,0.2756495990038943
0.3412500471921241,-0.4197914990169318,0.3076600048625863
-0.649419988427834,-0.23458702915260926,-0.6643604659195285
-0.9248646902933711,-0.3626705675645833,-0.9692101036279815
0.11091633191753376,-0.3728980459595054,-0.16472581418971582
0.3159997903951411,-0.5077721591841023,0.027369055340655382
0.07859516628964884,-0.5787101835141603,-0.18024678014769224
-1.3300169680013985,-0.07750695617734332,-1.4477585791006915
0.16323591823008213,0.00974084807882142,0.21108222045428285
0.3789264929718811,-0.13065188315207113,0.4733879316306614
-0.17619228273290832,0.0633308529149745,-0.3722818430891359
0.31783935468645297,0.13307321349868267,0.3311116088275318
0.2090900189562017,0.30723141980478336,-0.2155687180171803
-1.018230805514623,0.41212545267797646,-1.1222876501921866
-1.4560359330309223,0.4481659721803487,-1.5649122745769173
-1.3726892223992635,1.0000321321498349,-1.409018273721707
-0.15778255002293953,0.8917508631381434,-0.5313777833079725
0.8652159399535552,0.2292322549061006,0.9832132597702059
1.019148612455417,-0.10104249334834108,0.7189730913021154
0.5798569104871507,0.39174048517714005,0.9176136107826376
0.12829310024447377,-0.7158856928424712,-0.25542007898470254
-0.5162617819499548,-0.5125023911156941,-0.7594657905031604
-0.3648741114992474,-0.8357743129258123,-0.8046858930468815
-1.2162102975376983,-0.8340419485106131,-1.366172480799818
-0.09919332840300062,-1.8343598673812658,-0.891005561789562
-1.5211507525082995,-1.458645098295498,-1.8840338877344194
-2.373675745851631,-1.6834539264496975,-2.310403711799209
-1.1571663592003856,-1.537768660444788,-1.0566082892201454
-1.1929675981862748,-1.6198573927483737,-1.7946222478213492
-0.4712670704324324,-1.0924623873776134,-1.194217376811119
-0.47682852324695696,-0.9755172956903022,-1.0658137954731077
1.2010250376911837,-0.7355763708366785,0.517175466281674
0.5518027635598094,-0.11336623735806671,0.4638179736948354
1.155300428103619,0.6098214096918217,1.0284370748382041
0.20976132954281998,0.5460955895578803,0.33339272587241514
0.2328765359581926,0.6541983838253327,0.3821742944444248
1.110083017918917,0.6647181675428018,1.1508393104636705
0.8176151333978169,0.003839473834367467,0.8951528946056309
-0.28678659929754374,-0.6501299060286246,0.11982205560655376
0.4052174314765019,-0.7415580499215054,0.4997705993876084
-1.170935201592112,0.005963974591558026,-1.394389683238245
-1.0296829956580031,0.08905281662861908,-0.8240357995698037
-0.26337814101517454,-0.18748834220036986,0.03361701161216432
-0.9704568668393824,1.1596662683031334,-0.8526454586546816
-0.32453654215640765,2.095174362513403,-0.42896792621732566
0.5688261444024701,1.1352391710235616,0.5252968647153208
-0.4111258742555142,1.3290488251792913,-0.2712569656118927
-0.11037134118724577,2.1776843832922834,-0.10878606918344431
-0.19487808719204966,0.8286698213203774,-0.2800392860604239
1.498056745725693,0.013226174068120216,1.6145596445510477
-0.8620985738780994,0.3921640003360488,-0.810786488377328
-0.27342923334710306,0.10602916925415429,-0.2317308372413565
-0.8539821201691795,1.1075985286792864,-0.8104709632462653
-0.4563705955808114,1.3100946681205876,-0.39307936669858057
-0.3147867002425005,1.4105200541196963,-0.33183931511416737
-1.2275425391071852,2.656429623836901,-1.0882151230245882
-0.10355312731212314,2.565277305274016,0.12102537944855978
-0.43743285422310724,1.3850062162104002,-0.2126112370445504
-0.2376938390304632,1.6955114851828912,0.07565448542898014
-0.34164450589671336,1.7154827608486873,0.00408230305472604
