,x,y,val
0,8.149860358383386,45.949860543803865,0
1,8.249860357983334,45.949860543803865,0
2,8.349860357583283,46.04986054348653,0
3,8.449860357183232,46.04986054348653,0
4,8.149860358383386,46.04986054348653,0
5,8.249860357983334,46.14986054316918,0
6,8.449860357183232,46.14986054316918,0
7,8.54986035678318,46.04986054348653,0
8,8.54986035678318,46.14986054316918,0
9,8.649860356383128,46.14986054316918,0
10,8.849860355583024,46.24986054285184,0
11,8.949860355182974,46.24986054285184,0
12,8.749860355983076,46.24986054285184,0
13,8.649860356383128,46.24986054285184,0
14,8.949860355182974,46.34986054253449,0
15,8.849860355583024,45.949860543803865,0
16,8.949860355182974,45.949860543803865,0
17,8.649860356383128,45.949860543803865,0
18,8.749860355983076,45.949860543803865,0
19,8.449860357183232,45.949860543803865,0
20,8.54986035678318,45.949860543803865,0
21,8.749860355983076,45.84986054412121,0
22,8.649860356383128,46.04986054348653,0
23,8.749860355983076,46.04986054348653,0
24,8.749860355983076,46.14986054316918,0
25,8.849860355583024,45.84986054412121,0
26,8.949860355182974,45.84986054412121,0
27,8.349860357583283,45.84986054412121,0
28,8.349860357583283,45.949860543803865,0
29,8.249860357983334,46.04986054348653,0
30,8.349860357583283,46.14986054316918,0
31,8.849860355583024,46.14986054316918,0
32,8.949860355182974,46.14986054316918,0
33,8.949860355182974,46.04986054348653,0
34,8.849860355583024,46.04986054348653,0
35,9.049860354782922,46.04986054348653,0
36,9.14986035438287,46.04986054348653,0
37,9.049860354782922,46.24986054285184,0
38,9.14986035438287,46.24986054285184,0
39,9.049860354782922,46.14986054316918,0
40,8.249860357983334,46.34986054253449,0
41,8.349860357583283,46.34986054253449,0
42,8.149860358383386,46.24986054285184,0
43,8.449860357183232,46.34986054253449,0
44,8.449860357183232,46.24986054285184,0
45,8.149860358383386,46.14986054316918,0
46,8.049860358783437,46.04986054348653,0
47,8.049860358783437,46.14986054316918,0
48,7.949860359183489,45.949860543803865,0
49,8.449860357183232,46.449860542217145,0
50,8.54986035678318,46.449860542217145,0
51,8.649860356383128,46.449860542217145,0
52,8.749860355983076,46.449860542217145,0
53,8.54986035678318,46.34986054253449,0
54,8.649860356383128,46.34986054253449,0
55,8.54986035678318,46.24986054285184,0
56,8.749860355983076,46.34986054253449,0
57,8.849860355583024,46.34986054253449,0
58,8.249860357983334,46.24986054285184,0
59,8.349860357583283,46.24986054285184,0
60,8.849860355583024,46.449860542217145,0
61,8.949860355182974,46.449860542217145,0
62,9.14986035438287,46.34986054253449,0
63,9.249860353982818,46.34986054253449,0
64,9.049860354782922,46.34986054253449,0
65,9.249860353982818,46.24986054285184,0
66,9.049860354782922,46.449860542217145,0
67,9.14986035438287,46.449860542217145,0
68,8.049860358783437,45.949860543803865,0
69,8.54986035678318,45.84986054412121,0
70,8.649860356383128,45.84986054412121,0
71,8.54986035678318,45.74986054443856,0
72,8.649860356383128,45.74986054443856,0
73,8.749860355983076,45.74986054443856,0
74,8.649860356383128,45.649860544755896,0
75,8.749860355983076,45.649860544755896,0
76,8.849860355583024,45.449860545390585,0
77,8.949860355182974,45.449860545390585,0
78,8.949860355182974,45.54986054507325,0
79,8.749860355983076,45.449860545390585,0
80,8.749860355983076,45.54986054507325,0
81,8.849860355583024,45.54986054507325,0
82,8.849860355583024,45.649860544755896,0
83,8.749860355983076,46.54986054189981,1
84,8.849860355583024,46.54986054189981,1
85,8.649860356383128,46.54986054189981,1
86,8.949860355182974,46.54986054189981,1
87,8.849860355583024,45.349860545707934,2
88,8.949860355182974,45.349860545707934,2
89,8.949860355182974,45.24986054602528,2
90,9.049860354782922,45.24986054602528,2
91,9.049860354782922,45.349860545707934,2
