cyclostationary_mean_tg_0,cyclostationary_mean_rr_4w_0,cyclostationary_mean_tg_2,cyclostat_level_Lugano,cyclostat_level_Lugano_16w
-0.41099816860682287,0.6116048021172569,-0.4470708802983353,0.0820416666666687,0.1461007703081269
0.8039301003663613,1.6913360150065186,0.6473745581924074,0.1623500000000035,0.1536045518207295
-0.9112675375488886,0.8322712871440743,-0.5409144914223982,0.0850535714286024,0.1541876663165286
0.5388836763157595,0.8590411521902709,0.45367697673459373,0.0626125000000001,0.1550236957282958
-0.6897090296233283,0.6472030185750082,0.012919717628763695,0.0738875000000121,0.1527825192577084
1.3923433979712379,0.765863996957508,1.2721454876843887,0.1002812499999663,0.1508018207282943
1.6922011762911304,0.08968197948461586,1.348271728704844,0.0721964285714307,0.1437810224089663
-0.7121626681216622,0.37599514640975246,-0.412267403347548,0.0475625000000263,0.1217560224089679
0.14276341300822737,0.6079078083641147,-0.8264023170557365,0.1007625000000302,0.1056811274509842
0.69993931729344,1.0665727172391914,0.8424921246029733,0.0902321428571326,0.1047572829131662
1.0333616846706897,0.9481384612663498,0.8958963488387296,0.0690374999999789,0.0947800770308116
-0.07358815745986826,1.4470651363679539,-0.16010015534531205,0.1193499999999971,0.0880139005602232
-0.36541678940452776,1.7087816049973603,-0.16135686155071535,0.0832968749999736,0.0727648196778699
-1.2203049910882995,1.1232950944599982,-1.1816715672196696,0.0627321428571576,0.0769608280812322
-1.689471929410917,0.7057489438374974,-1.8076302429911586,0.033762500000023,0.0767115633753539
-0.23905383705096914,0.4896616864439086,-0.3345389487631734,-0.039699999999982,0.072868916316532
0.5735833384383726,-0.5169240047586109,0.5166548301499969,-0.0758392857142666,0.0664482230392208
-0.47484121615773633,-1.028681284838454,-0.6720399461141151,-0.0224374999999668,0.0603023897058893
0.532505606521469,-1.2507612229412366,0.052750604823456816,-0.0077750000000378,0.0502950367647104
0.10849519346174184,-1.3650034697269255,-0.027627087319279257,-0.0094218749999868,0.0447376575630287
-1.0954743270779106,-0.5342116340002985,-1.0050389972144567,0.1275178571428341,0.0485556197479013
-1.2643142701523546,0.405805469240839,-1.069122191976414,0.0365625000000591,0.0463600315126099
-0.17743061611311836,0.6950640729889636,-0.42122789019141554,0.0440249999999764,0.04305084033614
-0.05723918824870291,1.0929701076686558,-0.23808691026197648,0.046089285714288,0.0415151260504257
-0.47346100131725405,1.697221401756942,-0.5997239484062058,0.012162499999988,0.039432773109247
-1.5426684602047094,1.3537546877147901,-1.6089609519390629,0.132925000000057,0.0413246848739544
0.3986117940670294,0.7365364240025238,-0.027358459676961704,-0.0042656250000163,0.0357659926470633
0.12390766582032867,0.672465334839867,0.11345453521728177,0.0915535714285624,0.03709046743698
-0.20324047145554866,0.478764356591149,-0.536634876800054,0.1076375000000098,0.0364014968487454
0.16246617655701298,-0.12363018737641208,-0.0764887368638846,0.0205625000000395,0.0327112394958081
