cyclostationary_mean_tg_3,cyclostationary_mean_rr_8w_0,cyclostationary_mean_rr_1w_0,cyclostat_level_Como_1w,cyclostat_level_Como_4w,cyclostat_level_Como
0.723001496938004,1.8149003960661168,1.002579183001745,0.5426562500000001,0.5518267857142858,0.601875
1.550126592436975,3.486900652145609,1.976372331975964,0.6934687500000001,0.5701392857142857,0.7850625
0.0897082374729638,2.1765530581584507,1.351690159574157,0.7739151785714286,0.6169678571428572,0.7627678571428571
1.3034096608867336,2.160371647440305,0.4655196818573963,0.7260089285714286,0.6644785714285715,0.68925
0.5818935411649636,1.58580357354462,0.40568984887259,0.6525937500000001,0.6909785714285714,0.6159375
1.8290814036694236,1.5353431752559368,0.1847799534121377,0.587109375,0.6822598214285716,0.5582812500000001
1.7277321830973316,1.2186572120054076,0.18864132833198552,0.4971763392857143,0.6124616071428572,0.4360714285714285
0.2475720803157292,1.0711938756695203,-0.13624163141281584,0.4466857142857142,0.5513680357142857,0.4573
0.1092247834828274,1.3952806252791945,1.1531264047976437,0.4255375,0.4922730357142858,0.393775
1.4903645220825703,1.5110755128754725,1.928603671420264,0.4685392857142857,0.47774625,0.5433035714285714
1.76495856100833,0.9708083704216833,0.9477671256419044,0.4878705357142857,0.4525774999999999,0.4324375
0.5275330354781791,1.3513013197055825,0.9484750932261589,0.38771875,0.4339632142857142,0.343
0.4485161939267634,1.2993308210572379,1.331060416796994,0.2798984375,0.3858625892857142,0.216796875
-0.6063926140082394,1.27993444132247,0.29328806978937744,0.0800948660714285,0.2957861607142857,-0.0566071428571428
-0.9963963070907781,1.2056195768017948,-0.010545636541944785,-0.1117723214285714,0.1537379464285714,-0.1669374999999999
0.6266234264930411,1.1692319717118231,-0.07455642472660304,-0.1972812499999999,0.0217254464285714,-0.227625
0.9802550424012629,0.9483818340020537,-0.8100137331780948,-0.1195267857142857,-0.0491602678571428,-0.0114285714285714
0.02542897916240401,0.453934129980232,-0.6483770687399671,0.0351919642857142,-0.0761571428571428,0.0818124999999999
0.5707146577353283,-0.04565022157831913,-0.5726898707487975,0.10303125,-0.0399857142857142,0.12425
0.5190466302877339,-0.19225588918884193,-0.7282010429516965,0.1988828125,0.0481049107142857,0.273515625
-0.3599653289235626,-0.21640610363990406,0.55687012182709,0.3261328125,0.1693799107142857,0.37875
-0.5741543295221002,-0.2570305976215358,1.2275370208725074,0.5106875,0.300190625,0.642625
0.14735315785087766,-0.053629839431225464,0.6710758264533351,0.5375624999999999,0.370328125,0.4325
0.33193563413128785,-0.23043589205710885,0.01859244968466087,0.4233928571428571,0.4283352678571428,0.4142857142857142
0.22389586769063927,-0.01954848706070592,-0.012162102479290515,0.3421428571428571,0.4276321428571428,0.27
-0.941011081607927,0.5405479297532518,1.1031418613923214,0.351,0.4382821428571428,0.432
0.6073249147351938,0.6139073768698137,0.9078938847240793,0.4034609375,0.3847415178571428,0.374921875
0.9611770058383037,0.79722737926535,0.08380254571304029,0.3989787946428571,0.3828486607142857,0.4230357142857143
0.20328663002287148,0.886845040901229,0.002049293815768241,0.4746428571428571,0.4052415178571428,0.52625
0.9111947957079825,0.5284243906403743,-0.15317501808087353,0.4391875,0.4216665178571429,0.352125
