date,y,x,year,week,cyclostationary_mean_HS,cyclostationary_mean_HS_1w,cyclostationary_mean_HS_4w,cyclostationary_mean_HS_8w,cyclostationary_mean_HS_12w,cyclostationary_mean_HS_16w,cyclostationary_mean_HS_24w,cyclostationary_mean_HS_46w
2000-01-11,46.0,10.75,2000,2,0.017478593,0.017478593,0.017478593,0.017478593,0.017478593,0.017478593,0.017478593,0.017478593
2000-01-19,46.0,10.75,2000,3,0.022886038,0.0201823155,0.0201823155,0.0201823155,0.0201823155,0.0201823155,0.0201823155,0.0201823155
2000-01-27,46.0,10.75,2000,4,0.019340888,0.021113463,0.019901839666666667,0.019901839666666667,0.019901839666666667,0.019901839666666667,0.019901839666666667,0.019901839666666667
2000-02-04,46.0,10.75,2000,5,0.009451263,0.014396075500000001,0.0172891955,0.0172891955,0.0172891955,0.0172891955,0.0172891955,0.0172891955
2000-02-12,46.0,10.75,2000,6,-0.0033489913,0.00305113585,0.013161558139999998,0.013161558139999998,0.013161558139999998,0.013161558139999998,0.013161558139999998,0.013161558139999998
2000-02-20,46.0,10.75,2000,7,-0.015771449,-0.00956022015,0.00651154974,0.008339390283333333,0.008339390283333333,0.008339390283333333,0.008339390283333333,0.008339390283333333
2000-02-28,46.0,10.75,2000,9,-0.012178026,-0.0139747375,-0.0005012630599999995,0.005408330814285713,0.005408330814285713,0.005408330814285713,0.005408330814285713,0.005408330814285713
2000-03-07,46.0,10.75,2000,10,-0.011981823,-0.0120799245,-0.00676580526,0.0032345615875000004,0.0032345615875000004,0.0032345615875000004,0.0032345615875000004,0.0032345615875000004
2000-03-15,46.0,10.75,2000,11,-0.05528015,-0.0336309865,-0.019712087859999998,-0.003267073033333333,-0.003267073033333333,-0.003267073033333333,-0.003267073033333333,-0.003267073033333333
2000-03-23,46.0,10.75,2000,12,-0.05712314,-0.056201645,-0.030466917599999997,-0.011556154477777778,-0.00865267973,-0.00865267973,-0.00865267973,-0.00865267973
2000-03-31,46.0,10.75,2000,13,-0.042913735,-0.0500184375,-0.035895374800000004,-0.018867240366666666,-0.011767321118181817,-0.011767321118181817,-0.011767321118181817,-0.011767321118181817
2000-04-08,46.0,10.75,2000,14,-0.0019544885,-0.02243411175,-0.0338506673,-0.021233393311111112,-0.010949585066666665,-0.010949585066666665,-0.010949585066666665,-0.010949585066666665
2000-04-16,46.0,10.75,2000,15,0.016773306,0.007409408750000001,-0.028099641499999994,-0.02041983297777778,-0.008817054984615384,-0.008817054984615384,-0.008817054984615384,-0.008817054984615384
2000-04-24,46.0,10.75,2000,17,0.05526487,0.036019088000000005,-0.0059906375,-0.013907181722222224,-0.005910418292307692,-0.0042397746285714275,-0.0042397746285714275,-0.0042397746285714275
2000-05-02,46.0,10.75,2000,18,0.033360146,0.044312508,0.012106019700000002,-0.008448115611111109,-0.005104717676923076,-0.001733113253333332,-0.001733113253333332,-0.001733113253333332
2000-05-10,46.0,10.75,2000,19,0.010755248,0.022057697,0.0228398163,-0.0058999740555555555,-0.005765151523076922,-0.0009525906750000009,-0.0009525906750000009,-0.0009525906750000009
2000-05-18,46.0,10.75,2000,20,-0.004469657,0.0031427955,0.0223367826,-0.005065288944444445,-0.006835991523076925,-0.0011594769294117656,-0.0011594769294117656,-0.0011594769294117656
2000-05-26,46.0,10.75,2000,21,-0.0020444293,-0.00325704315,0.01857323554,0.0008497911333333343,-0.0067356406,-0.0023078900058823536,-0.001208640950000001,-0.001208640950000001
2000-06-03,46.0,10.75,2000,22,-0.00045336375,-0.001248896525,0.007429588790000001,0.00714643293888889,-0.005557326349999999,-0.003680795991176471,-0.0011688895184210537,-0.0011688895184210537
2000-06-11,46.0,10.75,2000,23,-0.00018408298,-0.000318723365,0.0007207429940000001,0.011894172052222223,-0.0046347153484615385,-0.004829323695882353,-0.0011196491915000009,-0.0011196491915000009
2000-06-19,46.0,10.75,2000,25,-0.00011242429,-0.000148253635,-0.001452791464,0.012098845853333335,-0.003721684678461539,-0.0053918935364705885,-0.0010716861009523817,-0.0010716861009523817
2000-06-27,46.0,10.75,2000,26,2.4784695e-05,-4.38197975e-05,-0.000553903125,0.010237899041666668,0.0005325410673076929,-0.005193436124999999,-0.0010218465193181827,-0.0010218465193181827
2000-07-05,46.0,10.75,2000,27,-1.08215545e-05,6.98157025e-06,-0.0001471815759,0.004096155535611112,0.0049257963323461555,-0.004266340392911764,-0.0009778889121521746,-0.0009778889121521746
2000-07-13,46.0,10.75,2000,28,0.0003366947,0.00016293657275,1.0830114099999996e-05,0.00042688316894444445,0.008252752463115385,-0.003530180351735293,-0.000923114594979167,-0.000923114594979167
2000-07-21,46.0,10.75,2000,29,-2.0792088e-05,0.000157951306,4.34882925e-05,-0.0007704546186111112,0.00840149834096154,-0.002826590298088236,-0.0008870216947000002,-0.0008870216947000002
2000-07-29,46.0,10.75,2000,30,-5.616925e-05,-3.8480669e-05,5.47393005e-05,-0.0002800670908333333,0.00710692332173077,0.00042187915779411773,-0.0015884121846999999,-0.0008550658314423079
2000-08-06,46.0,10.75,2000,31,-0.00022826195,-0.0001422156,4.129971500000003e-06,-7.827071861111111e-05,0.0028382208640384612,0.003768636690147059,-0.0025129841827000003,-0.0008318508728703706
2000-08-14,46.0,10.75,2000,33,-3.6656857e-06,-0.00011596381785,5.561145260000004e-06,-2.830426702222222e-05,0.00027177381129230764,0.0062927584145176475,-0.0032867663301279996,-0.0008022728304714289
