date,y,x,year,week,cyclostationary_mean_HS,cyclostationary_mean_HS_1w,cyclostationary_mean_HS_4w,cyclostationary_mean_HS_8w,cyclostationary_mean_HS_12w,cyclostationary_mean_HS_16w,cyclostationary_mean_HS_24w,cyclostationary_mean_HS_46w
2000-01-11,46.0,10.25,2000,2,0.021648042,0.021648042,0.021648042,0.021648042,0.021648042,0.021648042,0.021648042,0.021648042
2000-01-11,46.0,10.5,2000,2,0.0225221,0.0225221,0.0225221,0.0225221,0.0225221,0.0225221,0.0225221,0.0225221
2000-01-19,46.0,10.25,2000,3,0.023021936,0.022334989,0.022334989,0.022334989,0.022334989,0.022334989,0.022334989,0.022334989
2000-01-19,46.0,10.5,2000,3,0.021617293,0.0220696965,0.0220696965,0.0220696965,0.0220696965,0.0220696965,0.0220696965,0.0220696965
2000-01-27,46.0,10.25,2000,4,0.035219513,0.0291207245,0.026629830333333337,0.026629830333333337,0.026629830333333337,0.026629830333333337,0.026629830333333337,0.026629830333333337
2000-01-27,46.0,10.5,2000,4,0.03292893,0.027273111500000002,0.025689440999999997,0.025689440999999997,0.025689440999999997,0.025689440999999997,0.025689440999999997,0.025689440999999997
2000-02-04,46.0,10.25,2000,5,0.014923416,0.0250714645,0.02370322675,0.02370322675,0.02370322675,0.02370322675,0.02370322675,0.02370322675
2000-02-04,46.0,10.5,2000,5,0.012601934,0.022765432000000002,0.022417564249999997,0.022417564249999997,0.022417564249999997,0.022417564249999997,0.022417564249999997,0.022417564249999997
2000-02-12,46.0,10.25,2000,6,0.0008655265,0.00789447125,0.0191356867,0.0191356867,0.0191356867,0.0191356867,0.0191356867,0.0191356867
2000-02-12,46.0,10.5,2000,6,-0.005062893,0.0037695205000000003,0.016921472799999997,0.016921472799999997,0.016921472799999997,0.016921472799999997,0.016921472799999997,0.016921472799999997
2000-02-20,46.0,10.25,2000,7,-0.0056446195,-0.0023895465,0.013677154399999999,0.015005635666666668,0.015005635666666668,0.015005635666666668,0.015005635666666668,0.015005635666666668
2000-02-20,46.0,10.5,2000,7,-0.011239693,-0.008151293,0.010169114199999999,0.012227945166666665,0.012227945166666665,0.012227945166666665,0.012227945166666665,0.012227945166666665
2000-02-28,46.0,10.25,2000,9,0.007087022,0.0007212012500000002,0.0104901716,0.013874405142857144,0.013874405142857144,0.013874405142857144,0.013874405142857144,0.013874405142857144
2000-02-28,46.0,10.5,2000,9,0.00078864396,-0.00522552452,0.006003384392000001,0.01059375928,0.01059375928,0.01059375928,0.01059375928,0.01059375928
2000-03-07,46.0,10.25,2000,10,0.017178193,0.0121326075,0.006881907600000001,0.014287378625,0.014287378625,0.014287378625,0.014287378625,0.014287378625
2000-03-07,46.0,10.5,2000,10,0.013605103,0.00719687348,0.002138618992,0.010970177245,0.010970177245,0.010970177245,0.010970177245,0.010970177245
2000-03-15,46.0,10.25,2000,11,-0.031827465,-0.007324635999999999,-0.0024682685999999994,0.009163507111111111,0.009163507111111111,0.009163507111111111,0.009163507111111111,0.009163507111111111
2000-03-15,46.0,10.5,2000,11,-0.034467578,-0.0104312375,-0.007275283408,0.005921537773333334,0.005921537773333334,0.005921537773333334,0.005921537773333334,0.005921537773333334
2000-03-23,46.0,10.25,2000,12,-0.014680803,-0.023254134,-0.005577534499999999,0.005126968777777779,0.006779076100000001,0.006779076100000001,0.006779076100000001,0.006779076100000001
2000-03-23,46.0,10.5,2000,12,-0.0035295635,-0.01899857075,-0.006968617508,0.0030269084955555567,0.004976427646,0.004976427646,0.004976427646,0.004976427646
2000-03-31,46.0,10.25,2000,13,-0.037058316,-0.0258695595,-0.0118602738,-0.0015486147777777773,0.002793858636363637,0.002793858636363637,0.002793858636363637,0.002793858636363637
2000-03-31,46.0,10.5,2000,13,-0.021383502,-0.012456532749999999,-0.008997379307999999,-0.0017509576155555545,0.002580070405454546,0.002580070405454546,0.002580070405454546,0.002580070405454546
2000-04-08,46.0,10.25,2000,14,0.03547273,-0.000792793,-0.006183132199999998,-0.0015204795555555542,0.005517097916666667,0.005517097916666667,0.005517097916666667,0.005517097916666667
2000-04-08,46.0,10.5,2000,14,0.054473788,0.016545143000000002,0.0017396495000000013,0.0006429154955555565,0.006904546871666667,0.006904546871666667,0.006904546871666667,0.006904546871666667
2000-04-16,46.0,10.25,2000,15,0.06479041,0.05013157,0.0033393112000000016,0.004020297555555556,0.010076583461538464,0.010076583461538464,0.010076583461538464,0.010076583461538464
2000-04-16,46.0,10.5,2000,15,0.098206505,0.0763401465,0.0186599299,0.010154534495555555,0.01392777442,0.01392777442,0.01392777442,0.01392777442
2000-04-24,46.0,10.25,2000,17,0.10053353,0.08266197,0.029811510200000002,0.015094520166666668,0.016144697923076927,0.01653779392857143,0.01653779392857143,0.01653779392857143
2000-04-24,46.0,10.5,2000,17,0.14871478,0.1234606425,0.055296401499999995,0.027240942606666665,0.023634903650769232,0.023555417675714285,0.023555417675714285,0.023555417675714285
2000-05-02,46.0,10.25,2000,18,0.026601616,0.063567573,0.038067994,0.018677435222222222,0.016420057923076922,0.0172087154,0.0172087154,0.0172087154
2000-05-02,46.0,10.5,2000,18,0.05269521,0.10070499499999999,0.06654135619999998,0.03434482071777778,0.026025512650769227,0.025498070497333332,0.025498070497333332,0.025498070497333332
2000-05-10,46.0,10.25,2000,19,0.010449953,0.0185257845,0.0475696478,0.019051094222222224,0.014514707153846156,0.01678629275,0.01678629275,0.01678629275
