cyclostationary_mean_tg_1,cyclostationary_mean_rr_8w_1,cyclostationary_mean_rr_8w_2,cyclostationary_mean_rr_1w_3,cyclostationary_mean_HS_1w_0
-0.4375505627553609,0.2456370270488141,0.8845424473412887,0.92497215172451,2.505641837216028
0.691441459730686,1.3098172765690175,1.2276047185824184,1.1536244582197968,2.062863453127549
-0.8542764960899144,0.5440836928443818,0.730234140630008,0.5701918273850266,1.8154466744893294
0.3905979803370865,0.5878022779647731,0.6570703616715821,0.2175713503386838,1.645852953510603
-0.5856239602081627,0.44565660275219754,0.3551358084654759,0.058460010321600496,1.4774511112157405
1.5592720029757536,0.26410287635122126,0.20560717411539994,-0.2964287842296396,1.6415082044689329
1.803226123353987,0.15353994704180424,0.09088110882900573,-0.2248880870543022,1.7839925664288887
-0.7050340414328059,0.013349802030601888,0.04609309252398064,-0.20008185850894378,1.9774099612117868
-0.015151578648157209,0.4570296406690982,0.2744467095559947,0.8246906948615367,2.326669218415261
1.032055286454741,0.8268352033713416,0.39492569922974546,1.5987816395603165,2.093940846414588
1.3658642923527111,0.8538401892706647,0.157083461247091,0.6235094959538586,1.898566801606848
0.1435156280694774,0.9849804195005479,0.3025646905023627,0.4659310596334999,2.1242429804695884
0.13269862766284238,1.2106007536543466,0.18035897713266177,0.44723772954721563,1.8322109211797213
-0.8464713389656321,0.9957613315940492,-0.0005495857670170002,-0.7620414849222448,1.3929908000626103
-1.5553766776961107,1.0198072127173443,-0.19054308506842493,-1.1426015799710023,0.7827670525665005
-0.34999723940287203,2.1205306108722577,0.16159394925985285,-0.7004365293522085,0.15575469509827283
0.6802182260621735,2.0707013847312292,-0.07002769009129853,-0.864254149141045,-0.0846036918181767
-0.44840212350876035,1.573656856863255,-0.404808158655762,-0.9638946116523972,0.17177405670167903
0.4796426081984025,0.8107395316383834,-0.8460193348106166,-0.3574342249300392,0.44238706418158935
0.21107399643982444,0.3509197877595749,-1.006755858342658,-0.5846298996031473,0.20450645741207257
-1.1027075671063404,0.5146019079054479,-1.1369556896200061,-0.7261838833845911,-0.03914980234820045
-1.2057503011233899,0.37203469563419156,-0.9764692065262346,-0.5041749051701476,-0.07153403845840331
-0.24566899631039443,0.6323091378358202,-0.6121671713059181,-0.13223701124785528,-0.06185775369086886
-0.1944515538377716,0.6601593994578172,-0.38570839798771517,0.031692256242312096,-0.030312515833835596
-0.5719267982732565,-0.07781390859312394,-0.504175496836561,-0.3597988105110337,-0.02420193826151408
-1.5615968489504453,0.20014365183145147,-0.12418144429324456,-0.050317264511908134,-0.014499653185490279
0.5112098246446096,0.11544888910042496,-0.1264312231434575,0.12973870876590965,-0.014597729836888932
0.23817995216475546,0.3792944360439571,-0.035737732643782875,-0.3514390648651059,-0.024859082688817865
-0.2054532906537359,0.5249827568734718,0.07902726581962968,-0.46609362457506015,-0.02859288324067858
0.11845717621989006,0.32787576085365655,-0.05562991247655795,-0.6111776140261903,-0.03348465413005873
0.3046459069954022,0.09509336573834472,0.06219861980298394,0.474543685292382,-0.03007594199822342
-0.7335271989517829,-0.011734220432696556,-0.15456842292029832,0.747817545848461,-0.027088447936364793
-1.290751957689617,-0.10959203733338106,-0.26558658820077985,-0.37542114223510326,-0.026655461357564126
-1.5493044199171069,-0.044782836102238856,-0.09534741616088134,0.6566782341866118,-0.004345678296316602
-0.02620814088214809,-0.2889596904620063,-0.46051962903544863,0.22512440236369702,-0.012484574724544222
0.9532625435749286,-0.08977704240147455,-0.2379609009604305,-0.5343761229889442,-0.05558687371260329
1.3544933754072588,-0.06960413760788836,-0.19090276158382477,-0.06990883191438543,-0.08978270352427029
0.7558906249128292,0.2312254576448929,0.2677807725708632,0.5783020336725505,-0.09723285482953437
0.3648254437900086,-0.4331770315467291,-0.21665788412172404,-0.6631898783324859,-0.20002062852167748
-0.50859794863473,-0.4014334948827719,-0.5071679845951667,-1.8687774429131871,-0.43095764987859375
-0.12690135434067634,-0.47065791214838437,-0.6296511369604443,-1.135822071725591,-0.634117379305216
-0.995333528263973,-0.40145147661628805,-0.639319943535241,-1.1706484488037,-0.6205240560776408
0.17049606263139297,-1.1559661669970878,-1.451884349500893,-1.7345952665985953,-0.8586366046632601
-1.1352870182435937,-1.2277217950191703,-1.3673665422878563,-1.6505215370283328,-1.3274411021943946
-2.207158848013768,-1.6213496241952634,-1.7514285957168485,-0.9948538358423072,-1.4904140426179888
-0.8469990763196634,-1.5301974379976055,-1.748976475916009,-0.8526395263651704,-1.659881028372467
-0.801140993002821,-1.9607602218194187,-2.219919648252686,-0.6221532814987745,-1.9547595612754964
-0.21806329363207233,-1.4737163097915882,-1.692213237027949,-0.681128911048567,-2.1738127168663968
-0.7814684952365097,-1.480318738839456,-1.5307093011806712,0.002447369804698554,-2.2083405457132983
1.4006928428626766,-1.3400927116199834,-1.3214641980656991,0.17671090085118038,-2.4148056306769954
0.5971264593909695,-1.0210136669682708,-0.5836220171354409,1.2386181236395686,-2.573239274160102
1.337812877641127,-0.35533433224086275,0.5458141879447328,1.970543781995076,-2.3367135912648216
0.5673059305261304,-0.014667534864164023,0.6381644442296315,0.3886785796015637,-1.6268909362333244
0.2810256102013659,0.5297176697683138,0.913978944744361,-0.37338446915368007,-1.24819229232502
1.2604017046011544,0.7219791632027011,1.196619766377194,0.08159508925591091,-1.322633315440603
0.8564236119337735,0.9565568484831829,1.163983616873951,-0.13972250793070123,-1.1132304262332153
0.15654794391291527,1.0547100973001018,1.1755308496504469,-0.5851796890842508,-1.2659803233294051
-0.06585862179174094,1.084807227150642,0.9811983523067519,-0.5558798561785592,-1.2540035587060858
-1.5210716741904677,1.230455468872764,1.2932403009009508,0.423445366733373,-0.8197434232800007
-0.7387043427800425,0.7336355512834541,0.4456386752899521,0.2288714542482628,-0.4683692622475439
0.07125964798925853,-0.016038689183201546,-0.7197070974062575,-1.454710777787599,-0.23776369125402544
-1.6978044742693614,0.5781046941187523,0.11485786472679779,1.2073669480553608,-0.1456272989327499
-0.7740458146855483,1.1991882705739927,0.7702674777740736,3.526172285873147,0.08604725769237578
0.3542331131656862,1.3216641699614657,0.6199477913255627,1.3061102694268498,0.26220228113776345
-0.7337757590154623,0.9733037201135283,0.6904960374390485,-0.25134346182513956,0.3600239544375171
-0.5443172829235757,1.6842212148009823,1.3263393304130329,0.3789489700452088,0.44574776668412147
-0.08401306913969238,1.430748223955478,1.2665314578477411,0.40203310658407304,0.5257841336505715
1.4099690413047086,1.2497379001821172,0.9438532496494986,-0.2301308783094741,0.34958909752895245
-1.0220252294593524,1.5291592031129613,1.197743963825843,-0.16424796707151068,0.029830688124248838
-0.7663301874559508,2.0858143987158417,1.8178491312095313,-0.052710818501821674,-0.02132118947590395
-1.0121211237376386,1.6944171553560232,1.6973587077043715,1.205303560260171,-0.021480510303143328
-0.3927003535365101,0.7489640293991404,0.9698289435106737,1.0269368613745802,-0.025581149608110254
-0.5878802474334823,0.7238333477003235,0.9559486751419758,-0.1673751184859274,-0.025593632064680776
-1.7033568501093688,1.655482941122586,1.7437005483469665,1.4851203120197178,-0.01583356805148644
-0.0744257929570879,0.8785390040305078,0.9852729722403302,1.1046376960352124,0.005464393943566594
-0.6675063472241356,1.5719111960212173,1.5791236248333715,0.16134104433515356,-0.003498944621696247
-0.4937982086541861,2.014123414846505,1.9443662515065876,1.0703911929184482,-0.02166556118460217
-0.8849714878248812,2.2117816013348808,2.152538110658438,0.574797406886961,-0.017679528308693633
-0.13195802762011025,1.9621302543513934,1.8087113380250037,-0.5182421855488915,-0.024270630192019426
-1.4978459754538205,1.665055030845708,1.2834959414765035,-0.35547939340221235,-0.01618645398145512
-0.6393731070210855,1.6670022009409378,1.2788970456277418,0.0366155277606702,-0.03043898088423723
0.09365593509233607,1.6980770985576723,1.6320491325367508,0.5471505863057149,-0.05905291256539545
0.4390115652577938,1.2669880813222492,1.0975619372705026,0.8882249377533834,-0.10906256479676482
0.08202532863014067,1.3182939795156732,0.9141638777315342,-0.9230712508794257,-0.18854573032740274
-0.29685697632328767,0.5620408946450383,-0.13447353934872258,-2.529835685722399,-0.26807848842048915
-0.5225804026432614,1.080299563055825,0.29624981576084664,-0.30193737189109393,-0.37039606056662067
0.844212621543415,1.4922943990392918,1.1113123029371714,4.426676926546934,-0.1761120387644846
