cyclostationary_mean_tg_0,cyclostationary_mean_HS_0,cyclostationary_mean_rr_4w_0,cyclostationary_mean_tg_2,cyclostationary_mean_rr_1w_0
-0.41099816860682287,2.5237157811112993,0.6116048021172569,-0.4470708802983353,0.4074403738341822
0.8039301003663613,2.134136073191227,1.6913360150065186,0.6473745581924074,1.143077859105864
-0.9112675375488886,1.9147113313692437,0.8322712871440743,-0.5409144914223982,0.6356914872584795
0.5388836763157595,1.959701566101289,0.8590411521902709,0.45367697673459373,0.01199131300898231
-0.6897090296233283,1.9001564214917712,0.6472030185750082,0.012919717628763695,0.24983213976847973
1.3923433979712379,1.7337020596954469,0.765863996957508,1.2721454876843887,0.34011985366901
1.6922011762911304,1.556707343270525,0.08968197948461586,1.348271728704844,0.20001381200766383
-0.7121626681216622,1.6434056436062847,0.37599514640975246,-0.412267403347548,-0.012207314496111291
0.14276341300822737,1.7552777794585608,0.6079078083641147,-0.8264023170557365,0.9003101801745833
0.69993931729344,1.4175971780477363,1.0665727172391914,0.8424921246029733,1.4190165280965115
1.0333616846706897,1.821743764099083,0.9481384612663498,0.8958963488387296,0.9231013230087206
-0.07358815745986826,1.7600851635517785,1.4470651363679539,-0.16010015534531205,0.8491605686281993
-0.36541678940452776,1.491067071375455,1.7087816049973603,-0.16135686155071535,1.280515022307353
-1.2203049910882995,1.5866038116269274,1.1232950944599982,-1.1816715672196696,0.37248754329921974
-1.689471929410917,1.4850206201794058,0.7057489438374974,-1.8076302429911586,-0.25863022925263257
-0.23905383705096914,1.256939455875328,0.4896616864439086,-0.3345389487631734,-0.15255958061553368
0.5735833384383726,0.6651655456938959,-0.5169240047586109,0.5166548301499969,-1.229643591957483
-0.47484121615773633,0.5503952082006375,-1.028681284838454,-0.6720399461141151,-1.304501744483181
0.532505606521469,0.3959117195386155,-1.2507612229412366,0.052750604823456816,-0.8984721898919141
0.10849519346174184,0.014276988527911377,-1.3650034697269255,-0.027627087319279257,-0.8535083690953633
-1.0954743270779106,0.05319462477431126,-0.5342116340002985,-1.0050389972144567,1.0628537396741875
-1.2643142701523546,0.03189493324787689,0.405805469240839,-1.069122191976414,1.7867433015771492
-0.17743061611311836,0.04679721872986006,0.6950640729889636,-0.42122789019141554,0.7831641373558685
-0.05723918824870291,0.0515296812526074,1.0929701076686558,-0.23808691026197648,0.2721271276613693
-0.47346100131725405,0.04843608173333908,1.697221401756942,-0.5997239484062058,0.8558606082267619
-1.5426684602047094,0.07170793467449789,1.3537546877147901,-1.6089609519390629,1.5110106729738877
0.3986117940670294,0.0511224632624871,0.7365364240025238,-0.027358459676961704,0.15467558003175813
0.12390766582032867,0.050402548529029347,0.672465334839867,0.11345453521728177,-0.3716647670157438
-0.20324047145554866,0.04759941813176299,0.478764356591149,-0.536634876800054,-0.16013358656680474
0.16246617655701298,0.04774376325782816,-0.12363018737641208,-0.0764887368638846,-0.4964627940266197
0.2966511191730457,0.04709631275079337,-0.37653001586973944,-0.39494074581883004,0.04669955831915301
-1.0456518090188627,0.0637221640892352,-0.10419758734925383,-1.2872243632660836,0.18580397310238986
-1.536732093420295,0.07741756730793088,-0.20630662890378543,-1.7645718475910583,-0.07229206532864015
-1.6142717190564995,0.10503430974981853,0.26570359742778143,-1.639936179536458,0.4593253003400984
-0.033731007520774396,0.05461860844350765,0.1256717616436958,-0.7359063731021181,0.05846097462716388
0.833091706769424,0.02310126351517555,-0.0024366143669733646,0.8059285144359988,-0.4041514394481869
1.3203088056378125,0.012680083620481482,-0.1279348414294604,0.19151837132197996,-0.25104033379398033
0.5166586094399197,-0.02128075833018447,0.37375177213600214,0.4898134467400901,0.5479015279001354
0.37659397386377924,-0.298666188548335,-0.5575620081283864,-0.6330596998573035,-0.26734821867827424
-0.6463428117009469,-0.5544535860202507,-0.5278735735398055,-1.033300273645749,-1.458284954371277
-0.3593228501329685,-0.8549088550822421,-0.955335021370324,-0.864040400262831,-1.0731871254980105
