cyclostationary_mean_tg_1,cyclostationary_mean_rr_8w_1,cyclostationary_mean_rr_8w_2,cyclostationary_mean_rr_1w_3,cyclostationary_mean_HS_1w_0,cyclostationary_mean_tg_0,cyclostationary_mean_rr_8w_0
-0.4375505627553609,0.2456370270488141,0.8845424473412887,0.92497215172451,2.505641837216028,-0.2942610986810882,0.8672225805061445
0.691441459730686,1.3098172765690175,1.2276047185824184,1.1536244582197968,2.062863453127549,0.954091853212675,1.7073156464610941
-0.8542764960899144,0.5440836928443818,0.730234140630008,0.5701918273850266,1.8154466744893294,-0.774831174234547,0.9529116709949217
0.3905979803370865,0.5878022779647731,0.6570703616715821,0.2175713503386838,1.645852953510603,0.41668065631332885,1.011879481441839
-0.5856239602081627,0.44565660275219754,0.3551358084654759,0.058460010321600496,1.4774511112157405,-0.20130618489576713,0.6816967093623472
1.5592720029757536,0.26410287635122126,0.20560717411539994,-0.2964287842296396,1.6415082044689329,1.599752096973624,0.6291960649786333
1.803226123353987,0.15353994704180424,0.09088110882900573,-0.2248880870543022,1.7839925664288887,1.950043855533584,0.4492609141507795
-0.7050340414328059,0.013349802030601888,0.04609309252398064,-0.20008185850894378,1.9774099612117868,-0.5388661573148464,0.3417932626812277
-0.015151578648157209,0.4570296406690982,0.2744467095559947,0.8246906948615367,2.326669218415261,0.07294300826995376,0.5942571360805936
1.032055286454741,0.8268352033713416,0.39492569922974546,1.5987816395603165,2.093940846414588,1.3970808626229045,0.7857890479951541
1.3658642923527111,0.8538401892706647,0.157083461247091,0.6235094959538586,1.898566801606848,1.4679025955996687,0.4854352744460629
0.1435156280694774,0.9849804195005479,0.3025646905023627,0.4659310596334999,2.1242429804695884,0.3615694376456503,0.676735462563441
0.13269862766284238,1.2106007536543466,0.18035897713266177,0.44723772954721563,1.8322109211797213,0.40640409839392927,0.5586194710075596
-0.8464713389656321,0.9957613315940492,-0.0005495857670170002,-0.7620414849222448,1.3929908000626103,-0.4468205116478613,0.371243542878237
-1.5553766776961107,1.0198072127173443,-0.19054308506842493,-1.1426015799710023,0.7827670525665005,-1.2341318660852711,0.11334584128586839
-0.34999723940287203,2.1205306108722577,0.16159394925985285,-0.7004365293522085,0.15575469509827283,-0.46639375255643,0.350205648652998
0.6802182260621735,2.0707013847312292,-0.07002769009129853,-0.864254149141045,-0.0846036918181767,0.7864303363720455,0.09448625754183475
-0.44840212350876035,1.573656856863255,-0.404808158655762,-0.9638946116523972,0.17177405670167903,-0.3922247909926962,-0.19369436044763289
0.4796426081984025,0.8107395316383834,-0.8460193348106166,-0.3574342249300392,0.44238706418158935,0.5085887005026117,-0.7663688166632466
0.21107399643982444,0.3509197877595749,-1.006755858342658,-0.5846298996031473,0.20450645741207257,0.4200015542324726,-0.9214271245914404
-1.1027075671063404,0.5146019079054479,-1.1369556896200061,-0.7261838833845911,-0.03914980234820045,-0.9236344262042973,-0.8957522608660782
-1.2057503011233899,0.37203469563419156,-0.9764692065262346,-0.5041749051701476,-0.07153403845840331,-0.9419535446194963,-0.8249063489777068
-0.24566899631039443,0.6323091378358202,-0.6121671713059181,-0.13223701124785528,-0.06185775369086886,-0.21077634818314522,-0.49133288431006716
-0.1944515538377716,0.6601593994578172,-0.38570839798771517,0.031692256242312096,-0.030312515833835596,-0.14443687399302316,-0.22527443043525253
-0.5719267982732565,-0.07781390859312394,-0.504175496836561,-0.3597988105110337,-0.02420193826151408,-0.4150266661991084,-0.16159871143510107
-1.5615968489504453,0.20014365183145147,-0.12418144429324456,-0.050317264511908134,-0.014499653185490279,-1.513552324838767,0.26452610851126374
0.5112098246446096,0.11544888910042496,-0.1264312231434575,0.12973870876590965,-0.014597729836888932,0.4549053436530018,0.09558301678754162
0.23817995216475546,0.3792944360439571,-0.035737732643782875,-0.3514390648651059,-0.024859082688817865,0.3881883973936303,0.3028857974999178
-0.2054532906537359,0.5249827568734718,0.07902726581962968,-0.46609362457506015,-0.02859288324067858,-0.2876662554498266,0.352751303103814
0.11845717621989006,0.32787576085365655,-0.05562991247655795,-0.6111776140261903,-0.03348465413005873,0.15433379953367365,0.08419050638816235
0.3046459069954022,0.09509336573834472,0.06219861980298394,0.474543685292382,-0.03007594199822342,0.2801700879514849,0.1464532236688535
-0.7335271989517829,-0.011734220432696556,-0.15456842292029832,0.747817545848461,-0.027088447936364793,-0.5428389364551739,0.00630137748946846
-1.290751957689617,-0.10959203733338106,-0.26558658820077985,-0.37542114223510326,-0.026655461357564126,-1.1985844711997828,-0.19161655956881424
-1.5493044199171069,-0.044782836102238856,-0.09534741616088134,0.6566782341866118,-0.004345678296316602,-1.516708367091163,-0.08816320616166103
-0.02620814088214809,-0.2889596904620063,-0.46051962903544863,0.22512440236369702,-0.012484574724544222,-0.07501026749026539,-0.43444676228245865
0.9532625435749286,-0.08977704240147455,-0.2379609009604305,-0.5343761229889442,-0.05558687371260329,1.0373803072259338,-0.22059717779883556
1.3544933754072588,-0.06960413760788836,-0.19090276158382477,-0.06990883191438543,-0.08978270352427029,1.2608005665386954,-0.2107816481681043
0.7558906249128292,0.2312254576448929,0.2677807725708632,0.5783020336725505,-0.09723285482953437,0.9426493112201954,0.37731267933970924
0.3648254437900086,-0.4331770315467291,-0.21665788412172404,-0.6631898783324859,-0.20002062852167748,0.5581582698933961,-0.08051047887968696
-0.50859794863473,-0.4014334948827719,-0.5071679845951667,-1.8687774429131871,-0.43095764987859375,-0.3634298002309908,-0.384070152270237
-0.12690135434067634,-0.47065791214838437,-0.6296511369604443,-1.135822071725591,-0.634117379305216,-0.017424153924059275,-0.6096120396579768
-0.995333528263973,-0.40145147661628805,-0.639319943535241,-1.1706484488037,-0.6205240560776408,-0.5208939667076845,-0.5664087291670308
0.17049606263139297,-1.1559661669970878,-1.451884349500893,-1.7345952665985953,-0.8586366046632601,0.3767549055554082,-1.3581660842698497
-1.1352870182435937,-1.2277217950191703,-1.3673665422878563,-1.6505215370283328,-1.3274411021943946,-1.3436547312234004,-1.3026291242217611
-2.207158848013768,-1.6213496241952634,-1.7514285957168485,-0.9948538358423072,-1.4904140426179888,-2.106079585643689,-1.607163277522724
-0.8469990763196634,-1.5301974379976055,-1.748976475916009,-0.8526395263651704,-1.659881028372467,-0.9327749976718661,-1.6161901461782295
-0.801140993002821,-1.9607602218194187,-2.219919648252686,-0.6221532814987745,-1.9547595612754964,-1.2444325030785808,-2.196252552068214
-0.21806329363207233,-1.4737163097915882,-1.692213237027949,-0.681128911048567,-2.1738127168663968,-0.6834110059784657,-1.7282974645410676
-0.7814684952365097,-1.480318738839456,-1.5307093011806712,0.002447369804698554,-2.2083405457132983,-0.8863276951066429,-1.5160817503657695
1.4006928428626766,-1.3400927116199834,-1.3214641980656991,0.17671090085118038,-2.4148056306769954,1.5111114063148094,-1.258890359546422
0.5971264593909695,-1.0210136669682708,-0.5836220171354409,1.2386181236395686,-2.573239274160102,0.5746976305660566,-0.659649863164945
1.337812877641127,-0.35533433224086275,0.5458141879447328,1.970543781995076,-2.3367135912648216,1.5152605386964608,0.13579880821802348
0.5673059305261304,-0.014667534864164023,0.6381644442296315,0.3886785796015637,-1.6268909362333244,0.7087029799651752,0.24200815105164597
0.2810256102013659,0.5297176697683138,0.913978944744361,-0.37338446915368007,-1.24819229232502,0.4788397632848443,0.5984599261046346
1.2604017046011544,0.7219791632027011,1.196619766377194,0.08159508925591091,-1.322633315440603,1.2609757755018502,0.7688149287073026
0.8564236119337735,0.9565568484831829,1.163983616873951,-0.13972250793070123,-1.1132304262332153,0.9164298153704564,0.7725215005150416
0.15654794391291527,1.0547100973001018,1.1755308496504469,-0.5851796890842508,-1.2659803233294051,0.4109072103168228,0.7833919801800567
-0.06585862179174094,1.084807227150642,0.9811983523067519,-0.5558798561785592,-1.2540035587060858,-0.035465916322357426,0.6207955830825646
-1.5210716741904677,1.230455468872764,1.2932403009009508,0.423445366733373,-0.8197434232800007,-1.6552704933978428,0.8495918490656705
-0.7387043427800425,0.7336355512834541,0.4456386752899521,0.2288714542482628,-0.4683692622475439,-0.7665415632224472,0.11088971721039745
