cyclostationary_mean_tg_1,cyclostationary_mean_rr_12w_2,cyclostationary_mean_HS_8w_0,cyclostationary_mean_rr_12w_3,cyclostationary_mean_rr_24w_0
-0.3777900537331441,2.5386475108487123,1.2668106720491463,5.042427232231991,3.106018722757957
0.8897142529122541,2.640898992577809,1.544253951736376,4.841743915380837,3.786747179175974
-1.0996732607621988,1.3032087668413312,1.7309492068754662,2.8642589028513674,2.0977035846393854
0.647493070235899,1.4090809198173353,1.8457134880526234,2.5071876645381628,1.9908765341051513
-0.393058285433523,0.8027191461061908,1.9272497285823398,1.7199562801211508,1.294920381520729
1.5514967675891624,0.7101713195727654,1.9110792642461767,1.339456550997092,0.9685392066854792
1.7908612226448708,0.37779342825163686,1.9147908722786102,1.0318042246293062,0.6516725434756314
-0.5783731511215368,0.3097356775504903,1.9916680698885625,0.8986065969105391,0.5609836741829023
-0.1701827755846327,0.7007364352423523,1.9923146766360553,1.0157345443966235,1.0910541954666595
1.1230166183527759,1.0036299500719135,1.8971199290402005,1.2253635418005722,1.4535158380247863
1.2134964369185874,0.7483020914263738,1.8538477683493608,1.0417902319357777,1.2905190283509738
0.06196274837881201,0.9167391558681492,1.7932327361023581,1.0159392786042134,1.3530545933104614
-0.03484199534235067,0.7660648803568622,1.5706944152452385,0.8573642551248863,1.2172553179496801
-1.0238596243973235,0.4407141628049411,1.259250668999333,0.28664849185064106,0.8779348749371568
-1.4185591277892258,-0.015065667675403608,0.9787809723392863,-0.22708867188152673,0.6498752612126883
-0.17758963990795096,-0.01009958020540361,0.7204943370624101,-0.15884320612811825,0.8611820893219558
0.5002854811414357,-0.2649419347094511,0.48422697922591734,-0.4425881426629144,0.6193706386496411
-0.27921638789181064,-0.2955915499845861,0.33871469665560966,-0.4780608075073083,0.46500768361397865
0.09979297515248757,-0.3184705598269721,0.24226745772383215,-0.37459886837782674,0.41350380884922466
0.5888873307156719,-0.3833308715252546,0.03960180072554443,-0.4260342324021975,0.26154663812041484
-0.20981124059350895,-0.48450553758812526,-0.11146812029774804,-0.4787682395697322,0.20424603877959047
-0.6558747892918394,-0.7428084479163456,-0.1170824853936785,-0.6833272735057357,0.17303606331871418
0.09483285397299833,-0.9346632834710489,-0.05980822054051119,-0.9304863503150529,0.19648996516722644
0.15214137254844493,-0.8870539574177925,0.022079386555316338,-0.8684824565866864,0.19035144041005417
-0.2446457697618825,-1.192245033820394,0.10342274129029612,-0.9732127203423706,0.18620963902922105
-1.3745039175277527,-1.0053915269867695,0.13593196867081428,-0.8347379472090709,0.12859840470749775
0.3052510914659791,-0.9026642128531469,0.11149106248292251,-0.6663741694383652,-0.07886031980114304
0.35181049057051816,-0.7223810280795385,0.10173121005209947,-0.547500317520365,-0.07118304174068923
-0.1458821752570441,-0.802198976219897,0.10289383183941007,-0.6030337344206337,-0.190411988502537
0.37979902353003325,-0.8132217872407338,0.1111930575452154,-0.4922407778899775,-0.19663671407231964
-0.021624287382936563,-0.171028512775803,0.11151805156918114,-0.21830640813515118,-0.0831251719364444
-1.0480168407322774,-0.1805424528447318,0.11167967810216754,-0.3638757142373298,-0.10503020122017763
-2.860859339033764,0.10333850783498721,0.11164631519458519,-0.2950324683911731,-0.14604427389961727
-1.600965939832509,0.4569469858768585,0.1123013435285432,0.08012380739833128,-0.15924265016740347
-0.1942908834163989,0.19926430070619613,0.11011747242184493,-0.02649125749509631,-0.4679790431702627
1.0405202069704083,0.058279536924570406,0.10933606693491711,0.000749929994380377,-0.3989915917351391
1.068398682894731,0.10028011828126075,0.10604993722582574,-0.1497132900539229,-0.5448280188745855
0.8682946760569952,0.2975538073557473,0.09862950966154148,-0.18039007082369918,-0.43310531031003746
0.4519397111785594,-0.35529288244081975,0.04383738789649736,-0.6524140083036631,-0.6517769619420771
-0.5179493588195069,-0.40681126498887865,-0.0008465749284485707,-0.6934703333550448,-0.6022490509629783
-0.37618766998737246,-0.6069626264226393,-0.041600407143487644,-0.8326676978092493,-0.8854498915915101
-0.7711280628764995,-0.6340836059291832,-0.06215728865418237,-0.8843996779912222,-0.8525251350681953
0.11741535844652506,-1.0350377032701628,-0.15458134820712566,-1.2517005102542287,-1.0431612569201953
-1.379380173296683,-1.6839081906242723,-0.3268719741982785,-1.4796517959515074,-1.1168458434392423
-1.8516449750648039,-1.9211044157754469,-0.5342140687822805,-1.6646351741030125,-1.1864506103582284
-0.6632186610640772,-2.1375534394614024,-0.7800837771231431,-1.7474704155266798,-1.2210065018713658
-1.248849605698638,-2.570638844993446,-1.03794596835431,-2.204542271058701,-1.2908429270735857
-0.5687086880483033,-2.454723571141399,-1.3355734082246273,-2.1715592617654225,-1.4054575450507114
-0.3547610848697296,-2.3066912627465332,-1.5841080286395064,-2.1626708832096844,-1.3522377542861892
