cyclostationary_mean_tg_3,cyclostationary_mean_HS_24w_0,cyclostationary_mean_HS_1w_0,cyclostationary_mean_rr_4w_0,cyclostationary_mean_HS_4w_0,cyclostationary_mean_HS_0,cyclostationary_mean_tg_0
0.723001496938004,0.9157949608186055,2.7020044115728994,1.447307133279932,2.6443527823352446,2.8708792480914704,0.2854358811553868
1.550126592436975,1.0550080730925087,2.7156598911959633,2.8417459382702996,2.598304795717275,2.501196251363331,1.3229507897376862
0.0897082374729638,1.1959784017890354,2.540322628099208,1.7728908625992141,2.617691146209708,2.5239949196331666,-0.1786106603379175
1.3034096608867336,1.3311851618856714,2.5062295215599457,1.7526300894736269,2.666534995802017,2.4337333054817,0.9349897701161578
0.5818935411649636,1.4690274000113999,2.4778144818142005,1.2939155079931022,2.6668623195783625,2.46766225932679,-0.003431045563711438
1.8290814036694236,1.6097463595503556,2.518176585777741,1.2166179693847108,2.592584856791594,2.5129014130142777,1.536911604410843
1.7277321830973316,1.7723423789613904,2.741796094262114,0.2631514572422154,2.678694820573736,2.909572980755292,1.4257231016634713
0.2475720803157292,1.9215799844763282,2.8233402947256105,0.35813509889356904,2.710133881632868,2.6744191849117085,-0.171170152727082
0.1092247834828274,2.0772480673923255,2.7557561214243473,0.6616225324940938,2.7826635528820387,2.7755449011127014,-0.1588833341589733
1.4903645220825703,2.209272827289541,2.5970050283491846,1.2402534123283027,2.7599466651555042,2.360757858453129,1.143099083390104
1.76495856100833,2.364583836318036,2.6081964655591667,1.0968334501758312,2.818740108519418,2.7991119490587573,1.393856560904867
0.5275330354781791,2.4871343129224073,2.543490267544446,1.6773444462695706,2.6750456429585534,2.2348977655981335,0.11419985027260371
0.4485161939267634,2.597354037113763,2.1422540150816274,1.9462014391467648,2.533455996374271,2.0072676611506597,0.09218845871372126
-0.6063926140082394,2.7230550321542792,2.168311300641938,1.1752338335018053,2.428364463949699,2.2861589166165124,-1.0158737760353926
-0.9963963070907781,2.8347535993560475,2.176684419551469,0.8199895345224594,2.3565924441982844,2.023160221654934,-1.4444410377518482
0.6266234264930411,2.908817228910899,1.7152249509876032,0.5880790626411215,2.0576655085209574,1.3736359826022024,0.37615686415768135
0.9802550424012629,2.9264960116973304,0.8383683693938393,-0.19688631642370247,1.6518906410517542,0.2899310190807246,0.6544739674681103
0.02542897916240401,2.9272190040698436,0.14231818698657803,-0.5609306087558765,1.2324394689765577,-0.0025493708867161124,-0.39564157857812
0.5707146577353283,2.883375134200745,-0.009985932161761977,-0.6936413499197304,0.7528331468355068,-0.011270094509428586,0.4052045270934627
0.5190466302877339,2.7885563082078613,-0.016663621504963012,-0.9696221177561882,0.3266238529996873,-0.015823044687120563,0.4155130439688162
-0.3599653289235626,2.644055548876337,-0.014972688479253394,-0.3280968313345459,0.038106926003320614,-0.007929054754243044,-0.5647803342448096
