cyclostationary_mean_tg_1w_1,cyclostationary_mean_rr_1w_0,cyclostationary_mean_HS_1w_0,cyclostationary_mean_tg_8w_0,cyclostationary_mean_rr_8w_0
-0.8504744556029868,1.3459750116093037,1.9603416220667955,-0.380083454855364,2.4533620301272294
-0.11226311184553801,1.7875743820379326,2.2238148542530087,0.6366151804151745,3.3344099197462835
-0.4531567875580981,1.100281221385116,2.352038015022478,-0.18003682096354454,2.198280915103158
-0.6871513675785488,0.4448392922982238,2.500968322036859,0.09490383232462096,2.057737263554414
-0.5865818830745855,0.1766919732180327,2.747296982942186,-0.1297407455304601,1.4351605867491375
0.07978756084572801,-0.22502789922777405,3.011570169187536,0.32026917192072446,1.2391201259512439
1.3930769632204667,-0.14397428156967873,3.3985409962586797,0.6109086578148342,0.9550709968134374
0.10452403000054418,-0.4215407929873589,3.5620813785279997,0.3705076204627332,0.7363229969399381
-0.7798005327323725,0.9963706897152601,3.450628811353279,0.3107020686203687,1.1446087491590293
0.018107413505019446,1.9000067353175316,3.2706443040571127,0.48859791651246626,1.1470775604055814
0.8283579815247594,0.502489930526691,3.3606368773805775,0.551288322631065,0.6074824996059188
0.36601653337028356,1.1100117380389753,3.3966064989487528,0.7627001174334976,1.145822355159403
-0.24265321983886282,1.5045026456354331,3.0555273853616702,0.6676274889691716,1.049773706114592
-0.8943150147797093,0.15836340712276933,2.959597412766594,0.5302103924802307,1.1382253791540982
-1.8367488861279868,-0.05637606338909941,2.799369425723703,-0.02859775328075532,1.1180874946284975
-0.8353481683494646,-0.3116584370482487,2.1619692853341816,-0.21112355485323606,1.0717910573873104
0.37957730350130997,-0.21869129362779163,0.9341659101343864,0.0528107492173353,1.1994735590278842
-0.027288197648547664,0.05252957396864338,0.09357003305726495,0.010471492592607573,0.6949980481428266
-0.15728598908882258,-0.22397360963968588,-0.04383879386788094,-0.05274783858952091,0.3385835132182877
0.30475220744471343,-0.44576403185850966,-0.047445142136389985,-0.2317315771876164,0.29996364445499984
-0.29583791879558174,-0.3056536253963115,-0.042702246725253856,-0.37949289977023826,-0.23441411950532548
-1.187389394385472,-0.16991233931145108,-0.041962379144084405,-0.58390104841943,-0.37086305295062005
-0.6620786144334798,-0.17565045971699758,-0.0434401006169088,-0.3222024545483054,-0.3636144667208766
0.23499949082904834,-0.472179028779625,-0.04292098876712503,0.0036741811553940057,-0.5477169029177427
0.25596774243315606,-0.8089953444456703,-0.04275226964148976,-0.0716567035422286,-0.5769933309310057
-0.8902574415169027,0.4427031106147481,-0.04289664954491763,-0.4717394181615079,-0.2708385323030732
-0.9520654251024053,0.8364756505551789,-0.044323230148888886,-0.37478871543791736,-0.24585966893527975
0.11226577146774062,-0.26950888950888857,-0.044570526173488834,-0.36474913591343905,-0.28245575926284716
-0.04278132885756207,-0.3774732190316146,-0.043026177656808905,-0.4769723775249951,-0.21460076271334055
-0.020531303265084573,-0.36988992226926665,-0.04256006103535705,-0.2740943571344267,-0.32213799610332144
0.1437121384363853,0.9211181933740658,-0.043573325815547646,-0.04986606504551737,0.19850397328441605
-0.6862788150483883,1.4045578882082597,-0.04370601051087941,-0.2786278976942559,0.30436254501026505
-1.6429124042213148,-0.030237229049749254,-0.04277844981907669,-0.64311681562069,0.38551149250161226
-1.902452183181659,0.6181075668304872,-0.04266946103904958,-0.9356713043638494,0.8872465923463654
-1.1367471654196277,0.40351697843258616,-0.05030332165876255,-0.7019204391265014,0.35487037798366255
0.21991534885908487,-0.4408001039622041,-0.056611905176187576,-0.5521556560926552,0.3509962368897158
0.8908633523683629,-0.3368350242860069,-0.05305279217847848,-0.4324095169769101,0.32358945682075907
0.733742912649314,0.27426449632286237,-0.059531552461091014,-0.2532236785761539,0.615284497079198
0.17360004249685143,-0.4110871698402789,-0.11416725259212043,-0.30531208502713414,0.3004904413728778
-0.552259367149468,-1.149227070387406,-0.19358200546979268,-0.4483051568105491,-0.21418693788362364
-0.8362441089462213,-0.624793661555137,-0.32870025615814646,-0.3204497400599941,-0.5140776644345764
-1.2204985901794319,-0.872009799058422,-0.315466185744703,-0.26917416443864356,-0.5638074820680513
-1.0757362811251177,-1.4381936255450676,-0.41575144112524587,-0.03335541142890487,-1.3512413839313444
-1.25172414099868,-1.4839856018171924,-0.7819706950759603,-0.3161948100816449,-1.3304877986670145
-2.6407005911541916,-0.89174010631858,-1.0052786136956302,-0.9922768762585947,-1.5388640542416312
-2.3950154259170953,-0.772795917352007,-0.9743533681530929,-1.4360833069845358,-1.509138008525904
-1.6377007881761345,-0.766887018930471,-1.0433125655380937,-1.844685878384028,-1.9594129247952499
-1.1326043007450306,-0.6752051208319948,-1.1696669102179222,-1.9877414787497891,-1.6124053260038653
-0.6250369952811947,-0.39451457281942737,-0.9854410815069912,-1.9950801265163352,-1.6527830482642212
0.4436837298473398,-0.2838084856969037,-0.7963791184798972,-1.6812244958479916,-1.471938550324871
1.0019437661299484,0.6897050994888432,-0.6781569482399098,-1.3075881657930084,-1.012041403507842
0.9038529397492243,1.5146403062201093,-0.47603004957343154,-1.0171568599633285,-0.2658034357668081
0.8433955165135634,0.42726078885510105,0.01828689814343893,-0.6412493244648372,-0.22439825849224512
0.2599755046217058,-0.3782830999155843,0.17816934663928452,-0.09704522970719255,-0.03563128290558533
0.797707647108364,-0.12402741257023858,-0.05302345828012733,0.3762789838886181,0.0520702966009389
1.1997646611314883,-0.41384309824680804,0.09633271866784471,0.8214767925432792,0.11011537903494913
0.40235872043701604,-0.7327304989165057,-0.26973446148402525,0.9053093735771048,0.036348744096686855
0.20487904378076463,-0.8382637951487913,-1.1140732434543816,1.1143552772001406,-0.06609588648759457
-0.38150055578845427,0.8148764916455346,-1.1694068183093191,0.638321340045706,0.4786608116476682
-1.3778004592427253,1.3572840310260819,-0.7160059901700816,0.3168730127467501,0.19318737111477222
-0.7676081442108406,-0.731784668998647,-0.4113536423677596,0.03478149654757266,-0.4430421587457321
-0.7341849000089392,1.0855136278986628,-0.21471568076175657,-0.20935726972510188,0.4578428767330804
-0.9392059066089498,3.0934153082525255,-0.05641142348507232,-0.3360728332879959,0.9356324693887067
0.02312645312321681,0.8090734994314369,-0.037447330444142446,-0.45217654713033395,0.8068505154748601
