cyclostationary_mean_tg_0,cyclostationary_mean_rr_24w_0,cyclostationary_mean_rr_8w_1,cyclostationary_mean_HS_1w_0,cyclostationary_mean_tg_8w_0
-0.46002713437558107,3.106018722757957,1.1353166872322686,1.6638176745097926,-0.6552271204754867
0.8816863764069642,3.786747179175974,1.9352837104990719,1.9775362962478995,0.6106646104847692
-0.7856591908109803,2.0977035846393854,1.0120875988420281,1.9857938028326287,-0.06862335652281244
0.8912199715783843,1.9908765341051513,0.8529235986564107,1.9154097763126714,0.3672659215943984
-0.2230688524704999,1.294920381520729,0.5392633379684684,2.125958134247483,0.25221937951723367
1.8716206287492296,0.9685392066854792,0.344676270600123,2.004239719371955,0.7820986828889237
2.0642268111856352,0.6516725434756314,0.1981634536825823,1.684626674736581,1.2296132728982652
-0.8154101332916533,0.5609836741829023,0.1392688246562295,1.706505669118016,0.922900679732822
0.33863633146576017,1.0910541954666595,0.7075965183647177,1.675907969861689,0.8522440814357138
1.2099002314440712,1.4535158380247863,1.0484082621679285,1.2686302338700084,1.1957144158524222
1.3575925679334238,1.2905190283509738,0.8726361865079312,1.4002255137888635,1.2666762528713564
0.1854995367961125,1.3530545933104614,1.1002303743522623,1.5520790960963076,1.4653211714825256
0.09129899831793152,1.2172553179496801,1.1630640793968716,0.7346130482882415,1.30816473228301
-0.796874561223267,0.8779348749371568,0.9363015052563286,-0.09898937191335262,1.1673310442476572
-1.4604721552271773,0.6498752612126883,0.8988758522896447,-0.46210433734843165,0.4844050492282709
-0.4415437645154693,0.8611820893219558,1.770142526303459,-0.5608339346244807,-0.032914482908153124
0.6424767864383337,0.6193706386496411,1.5691802738294867,-0.35375550068553085,0.24445043049711315
0.036966455893828215,0.46500768361397865,0.8960090303154216,0.08721455465141055,0.2101989788953707
0.6089562134021808,0.41350380884922466,0.2813360837349851,0.2622979629457214,0.04835326699013174
0.5759735481203023,0.26154663812041484,-0.04431966770392058,0.15420493642036093,-0.09503671009601589
-0.32165019717209037,0.20424603877959047,-0.14153678324312763,0.0783918824327614,-0.19525043107580659
-0.7856975250200775,0.17303606331871418,-0.16700247149503328,0.08187855067752513,-0.3673749930546417
0.13953043023393086,0.19648996516722644,0.20400013000501144,0.11547600286189301,-0.17761474930060317
0.21351156179760464,0.19035144041005417,0.3192120876329485,0.11685257378622234,0.16848047865651938
-0.20920093343114185,0.18620963902922105,-0.31284023090853996,0.1177119918580868,0.20846665162927316
-1.5065882274327955,0.12859840470749775,0.05665977967897601,0.11762300977566194,-0.24861830755503753
0.37104126409151555,-0.07886031980114304,0.04810386850384106,0.11770776278933208,-0.16746564176032633
0.43222487202412113,-0.07118304174068923,0.11463944136115116,0.11779674487175691,-0.1690705471861794
-0.02838579751322663,-0.190411988502537,0.2436898853391157,0.11779674487175691,-0.31101818519189817
0.36774831448844925,-0.19663671407231964,0.12078522284361978,0.11773680529963015,-0.16233577502977564
0.3439143537482175,-0.0831251719364444,0.029100937324330202,0.11771199073436715,0.03544579565384806
-0.8423204762435048,-0.10503020122017763,-0.18808022073201944,0.11750477462944471,-0.1629069504382583
-1.7031220243634835,-0.14604427389961727,-0.30642118384529954,0.11738903221887642,-0.5961040074956393
-1.5455193121345139,-0.15924265016740347,-0.10775730851772454,0.12032206199456712,-0.8818983364661748
-0.11071224150282889,-0.4679790431702627,-0.39811986432117885,0.11127454046482005,-0.598875337782305
0.8982451021856298,-0.3989915917351391,-0.16410867884245756,0.10534377815816302,-0.46848488644861264
1.316504376441179,-0.5448280188745855,-0.16798156965552552,0.10081442424434205,-0.3133566290822013
0.6541214987944601,-0.43310531031003746,0.1288291830701329,0.07310014452827647,-0.1381532595781047
0.7295374553020614,-0.6517769619420771,-0.5311203635033889,-0.1417616181934793,-0.0895349611165537
-0.2426622077299822,-0.6022490509629783,-0.5997236817346929,-0.2974776090904169,-0.20323202181362063
0.012529548474120033,-0.8854498915915101,-0.5957453965510612,-0.23957633151219115,-0.05008649844195604
-0.7733282206701984,-0.8525251350681953,-0.5908056634134652,-0.13907861346208808,0.18711705873663753
0.48837550954406495,-1.0431612569201953,-1.3688044484574664,-0.3509990102543193,0.5888845996117791
-0.9941930424113133,-1.1168458434392423,-1.3891506266541476,-0.9916970662528829,0.3631592040153507
-1.8892045660105417,-1.1864506103582284,-1.872254274521379,-1.4763917322869666,-0.2741101797832695
-1.076331576258052,-1.2210065018713658,-1.8926030499447166,-1.7872119392185464,-0.7513278837453168
-1.166945173643169,-1.2908429270735857,-2.2675137997855748,-2.0246083110758692,-1.201351395208364
-0.7474094151848698,-1.4054575450507114,-1.6863452943705055,-2.454729149087178,-1.517275768356666
-0.652314622509882,-1.3522377542861892,-1.5216868939242496,-2.570583925621198,-1.601824073831418
1.713984590124891,-1.3975319346809405,-1.4582356928602143,-2.4930194954573763,-1.252320428475031
0.7716694154922988,-1.1639649029974648,-0.9338928214266803,-2.668225576443876,-0.9578916035382732
1.479226936154402,-0.9874885406987393,-0.2843087711007861,-2.583931550697941,-0.7172004773187187
0.48542584117885135,-0.9819781349407607,-0.09004535237881148,-2.070247562639571,-0.3265411231830069
0.5638042209041942,-0.921553137072281,0.4290311937111304,-1.5072765431497543,0.2265877030777001
1.312127156078598,-0.8010543229607926,0.6734517252524677,-1.3168265435298343,0.723122164583475
0.8793565536762855,-0.942018496103649,0.7804911601771243,-1.102091948945196,1.2044250242966215
0.20117822595599857,-0.923663513034785,0.8363097135002704,-1.2715874074939177,1.4604806786007853
0.043752771075876155,-0.9526676774852532,0.6457772569421951,-1.5142160102183888,1.6235633731689862
-1.129708495957727,-1.0310690088995278,0.8798243456300362,-1.4565613920723675,1.021031054389779
-0.9687003501670797,-1.029831219046824,0.21154916895319548,-0.8473072868800648,0.6753949003683256
0.3427246379741935,-1.2976959202694633,-0.4740994622749004,-0.45176677233736356,0.446116836349011
-1.4041208420175455,-0.8355622873866481,0.19764746531564664,-0.5349081034377484,0.02311523935897086
-0.5957807336631503,-0.6098073502609345,0.7455921304763866,-0.2054068925553728,-0.2343448239159438
0.22965766445923824,-0.2188502787373263,0.8101728925958828,0.04895545063500987,-0.45835930791664675
-0.6085901190460614,-0.24388706093415624,0.6229832646451513,0.1105453359501416,-0.780600871277124
-0.4807039185077789,0.04887560533431965,1.1922370291029591,0.09662055502293639,-0.9667345926057952
-0.3212738787374294,0.07507144207690136,1.0814959073696837,0.1133702212104329,-1.0579510856618572
1.5165511954802156,0.32382278136594167,0.8502056351898559,0.11677678822243058,-0.4669607633172498
-0.4904494311586073,0.41395650643452514,1.1339880262253146,0.11685257378622234,-0.37056439800113
-0.6211286817975404,0.5904163807868551,1.6389063553451995,0.11768376850578943,-0.5798666104617201
-1.0299804921182747,0.9160799784594382,1.3253503512629112,0.1175990154921193,-0.5147519852585318
-0.28683065193300705,0.9696807638837288,0.5357017257332191,0.11762300977566194,-0.44671120270673126
-0.6767925318098109,1.1180991513685983,0.6945475378289087,0.11770776278933208,-0.6464535875042785
