cyclostationary_mean_HS_1w_0,cyclostationary_mean_HS_24w_0,cyclostationary_mean_HS_16w_0,cyclostationary_mean_HS_12w_0,cyclostationary_mean_HS_4w_0
-0.07837045444298726,1.0434770582301296,0.4683071016731271,0.039307604065807,-0.08597222470811637
-0.07498971466904174,0.9438106773137546,0.312898568552671,-0.07247175822636895,-0.08946944973855914
-0.05957425574377335,0.8273777281693615,0.19685307327867305,-0.116377896318671,-0.08428048911893075
-0.04754741713946009,0.724435915727506,0.08430037145435064,-0.1114989387804594,-0.07921432893464803
-0.030486499119885133,0.6504882536179925,0.006555281721328588,-0.10859845856739085,-0.06530085247751163
-0.04232540897225204,0.5754461645762603,-0.08309641898091362,-0.10591971917762567,-0.06433131338493016
-0.09056288151113451,0.47703750169629006,-0.12262992108191594,-0.1084217492593975,-0.07172555743939552
-0.12210122084598729,0.3879611935767287,-0.12474604709595283,-0.11396691111205981,-0.09012750428768006
-0.15930574265842742,0.2974475606549533,-0.13432574412477818,-0.12345283372136594,-0.1178807908290271
-0.28669619044811157,0.16426562291236782,-0.15417754983093676,-0.15231252459109043,-0.19580079060621827
-0.4615387700431493,0.05190954132099813,-0.18544953253704222,-0.19202548108901715,-0.29053257367992363
-0.5456149421282581,-0.05897836642515183,-0.21899082642233847,-0.23370534590160127,-0.3829847327833646
-0.39740526363315504,-0.12882880004725455,-0.23000214330473592,-0.24696629986361196,-0.40350637073321716
-0.4473117978806758,-0.2262578042320057,-0.27136238801131757,-0.29674056683485844,-0.5009726624378734
-0.817316375245146,-0.3007178610944608,-0.33369156646767023,-0.37436277000976853,-0.6213461201844789
-1.0859141627478512,-0.35710814753811543,-0.4110829180029682,-0.473229275770946,-0.7576095713282217
-1.180171991871182,-0.41505388933094256,-0.48595567150003444,-0.5692937490039424,-0.8824220390559024
-1.1436631232776344,-0.46755051909215556,-0.5577826659638659,-0.6645477825866432,-1.0645749611329436
-1.2414961719356137,-0.5336890470795719,-0.6464310622216254,-0.7751449928803273,-1.2090240894372613
-1.0483783662825188,-0.5677156861445709,-0.6935984531106151,-0.828611820689828,-1.1592275088930528
-0.8999959016654201,-0.6185178111045704,-0.7631349238840315,-0.907861050203221,-1.131587203221485
-1.089813028859785,-0.672885151103504,-0.8387338444770277,-0.987365345555193,-1.120842031966412
-0.9193454087050298,-0.7060076195396828,-0.8828903293157331,-1.0151027413872573,-1.0382067619393236
-0.34434538920036206,-0.6999005259841061,-0.8723731371224064,-0.9655756220102404,-0.7508177600811418
0.13052411896247956,-0.6835102401256411,-0.8467174621206538,-0.8973690545532448,-0.5525023995874588
0.3161565889789923,-0.6579728276627802,-0.8053762584317791,-0.8416323440637701,-0.2501272875096113
0.6634788736313005,-0.605859874559573,-0.7140365363693063,-0.7050896705254183,0.16911392267623127
0.8770368026564793,-0.5595224634198551,-0.6187910542747288,-0.5484180717631778,0.48940987338209174
0.8120180243327827,-0.5152927517314981,-0.5248107327856407,-0.3764904857658284,0.6454502485637758
0.8948931221237686,-0.46218709106382133,-0.4388351196283204,-0.18926673502585345,0.8044973733596916
1.212288729056713,-0.3836155952064369,-0.29405069491133395,0.030992067015473187,1.0150054409414786
1.238029483697683,-0.3226877127274901,-0.15323740821414553,0.23940558980906926,1.0417874669959624
1.0258226865302633,-0.26265785970973243,-0.00033071451395259394,0.38992290201721413,1.0769351665557072
1.4016223039700089,-0.15842420256668968,0.2060367701350662,0.6377570445529374,1.285547916331381
1.4509617333539555,-0.0800652675308413,0.36045617618192655,0.8292748670906565,1.3069674440734032
0.9752326800757114,-0.007588165726003263,0.5138398458614936,0.9650003058060607,1.1883641934397329
0.668711253831385,0.04683286350629536,0.5982118305799558,1.0037300515213812,1.071970754492103
0.38614918412732474,0.0734422981239352,0.690518437621356,1.007785968975755,0.9228870567591322
0.1363563712432436,0.10663371712238955,0.7659828261439321,0.971021743805576,0.547936743729443
-0.04168801210372564,0.1533898385645223,0.8102260348088071,0.8847566077807597,0.30544297069878246
-0.07130005274071813,0.2115366257204824,0.802288660039399,0.805830171953414,0.11474593288683695
-0.07267271477933436,0.26799161502768193,0.7808924901559514,0.7303467392769926,-0.0012254744472852813
-0.07412940187067202,0.32200262778687766,0.7471297714148246,0.6369543674959953,-0.07491631386801301
-0.0728187158300637,0.3885684424439639,0.6778626114652734,0.5067963842868081,-0.08703762338789672
-0.06241401833252857,0.4235242765276015,0.6157028530681861,0.4106255374606244,-0.08336156602798299
-0.04800981493027664,0.47593069367163804,0.5572379250791935,0.31925994529815876,-0.07745467404468787
-0.05796557581115074,0.5293900951027027,0.48230035205549376,0.15604698912068035,-0.07731063323116252
-0.07205137324292356,0.5625431745792795,0.37784192808032085,0.05377215307380199,-0.07659932903014129
-0.07058237849339657,0.5565729441354375,0.2994176652735406,-0.02662165121233685,-0.0764020451621474
-0.07479457909549418,0.5401997723041925,0.22348498959637808,-0.07583987991932402,-0.08170978639902717
-0.04298048558612227,0.5183433346197269,0.09706062294928856,-0.10065513552550727,-0.07428415723515952
-0.042391054765045705,0.46597704220954284,0.01442512224575572,-0.10621180182609717,-0.07522699954686896
-0.08270553418672437,0.4174745479402941,-0.05132920057580365,-0.10761184637901211,-0.07865417958178654
-0.12554151612322442,0.36730991975240085,-0.09661179604884886,-0.11549839353732279,-0.09778828645521169
-0.1392057415116621,0.3089840281470032,-0.12381597970337875,-0.11882697134472248,-0.10493987814113499
-0.18293306095145204,0.22128102723475562,-0.14009228644155106,-0.13390735740234674,-0.1551400493867848
-0.19674288324503306,0.1589559438000889,-0.14459967788632955,-0.13957504021928666,-0.16799821569873505
0.2055166023962267,0.13500866877838488,-0.10101100947092417,-0.08682922834566331,-0.03565789088551756
0.8013255370341618,0.09508121581890235,-0.022956920321068358,0.007738525568985385,0.21440241408418467
1.053439627849697,0.09215619901799275,0.05565251604316801,0.10562725978813992,0.4559725785007613
1.0463960571159403,0.10126625087357272,0.13250221026767203,0.20134395618911508,0.7209864749712311
1.3676044544484984,0.16436858378417304,0.25428181816609774,0.3545740319377619,1.1004267640328662
1.8155107232033263,0.25042480756206903,0.39123428846312386,0.5283949367858469,1.3841013700046576
1.9306943890667982,0.35153125943030944,0.5300485531578193,0.6956432464512209,1.5653497401055418
1.869896000678222,0.4492450187393851,0.6602035755964227,0.8584923165104885,1.7198749314282218
1.9277837571720273,0.559330140117842,0.8068026029882541,1.0426937026557286,1.9278851994608035
1.9783805469204632,0.66239995148316,0.9444855649840215,1.2215427175190157,1.970747031947594
1.5486844391855341,0.7275421854914043,1.026622492188557,1.3331631397708221,1.8166329489641335
1.3516805166523451,0.809714236815488,1.1365815099742766,1.4850623094880724,1.7308292787277935
1.354769093078873,0.8740765588101523,1.2247458019804236,1.5993010426072953,1.6033475995550919
1.061180439275086,0.9241719238086429,1.2998423953547753,1.630810816007041,1.372745766926803
0.922821725816012,0.9752831072170148,1.37068309073285,1.6185931515678698,1.1676322418787872
0.9456377986052674,1.029253793113328,1.454951537599541,1.6106734326326402,1.1240290704975513
0.7692182110890746,1.0618295024667266,1.502962399392538,1.5691991669443315,0.9277071140835079
0.3564555524514203,1.0734897378095967,1.4744031483220947,1.4346631093281488,0.7130530636383137
0.4186459531412283,1.1093379422109997,1.4488398899079415,1.3267525638567237,0.6635586299563192
0.39955451856100543,1.1187907036034381,1.3826523417648147,1.1691935878565212,0.49777772072721854
-0.1332196829375013,1.103138664390267,1.2839331755619297,0.97972932920285,0.21903326244658713
-0.7992946909349766,1.0475697641959265,1.0806773500220244,0.6970015280184771,-0.1485657333770047
-1.0090805805820284,1.011558407205664,0.8910226544504679,0.46287315247286376,-0.3437468498509771
-0.5763116165257028,1.0057075637478943,0.7323472931001648,0.3299316641059263,-0.5586424562065124
-0.24893795458170695,1.005221076145725,0.5970813935152102,0.18705647630331043,-0.6106595293549927
-0.12200206782598468,0.9709431219502845,0.44837727531668364,0.07593032424828806,-0.5530644818410173
-0.10934227337588026,0.9101285040805402,0.30810079557252323,-0.013789343898571504,-0.32512352239437453
-0.09859474103129096,0.8508258470217339,0.22087950245560042,-0.09933079224256973,-0.1768865425426799
-0.07557940685476361,0.7931327181202265,0.11136881117874346,-0.1891184943534855,-0.11803124333883032
-0.07276624207221168,0.7006091552604307,0.02411882573645228,-0.24366428175846996,-0.1038181907209607
-0.07426008229627294,0.5961553085922343,-0.04485764377758466,-0.2626787299568841,-0.09825058054072294
-0.0728187158300637,0.4920582403971718,-0.11286273120276054,-0.3279147692209669,-0.08883876957854463
-0.0722969099833565,0.3942454910951292,-0.18498200392603392,-0.3433714673787392,-0.08746415106657664
-0.07637425069243342,0.28373707621102356,-0.2290578710138135,-0.31691114384103314,-0.08917592524571517
-0.07837045444298726,0.1805105557014771,-0.2444827310558011,-0.21748795479127347,-0.08976468857772264
-0.07525901855030238,0.11541404972455575,-0.2969239513276762,-0.15449182222818167,-0.08958071859697309
-0.07343812103069737,0.03312859485481389,-0.309300412354885,-0.12979989747596052,-0.09002365084002288
-0.0730808585643918,-0.03223352508279186,-0.2875201760922282,-0.12360948433994136,-0.08991116310345433
-0.08507313447193376,-0.08517287672011581,-0.2090998527643305,-0.1233146055123907,-0.09361799891335981
-0.10296960373836954,-0.13809703055638664,-0.16092814311653245,-0.12258315489908221,-0.10004652427760051
-0.05125326790846671,-0.18798260780708786,-0.135464061669519,-0.11506020155489453,-0.08360449207374547
0.021895923694930725,-0.21474735093539657,-0.12262142381857628,-0.10541221592906717,-0.060438595417919766
0.014071945387260788,-0.22266475356006454,-0.11615327203398705,-0.0996694762088715,-0.047330738968664694
0.11939306497290532,-0.2450568126287235,-0.09061889527645928,-0.07153927192218097,0.024192212808354315
0.4554637887924448,-0.21585844712349878,-0.039017678193024805,-0.00796994199415788,0.18314499875740145
0.6883620686541604,-0.15841135138262866,0.015509728854701083,0.06014618106785074,0.3290540685098771
0.9574892394066493,-0.0318776807591984,0.1039276146076663,0.17079303635642218,0.5684569317665549
1.4192162034816242,0.09502163948659088,0.22240105818470002,0.3187295123118656,0.9075410752280629
1.7415811139847994,0.2095324945797972,0.3549336952097457,0.484125250759293,1.2359629393544982
1.7662725981184855,0.3046716755118367,0.4767192988411814,0.6359752057546386,1.4466679095210928
1.7592458925897538,0.40498443243263366,0.6088939136095103,0.8001561497559636,1.6764280219513263
1.847635062096044,0.5077848638582106,0.7431292021347802,0.9692702161710747,1.8127029411248383
1.795644694212512,0.6014549284806264,0.8675086853586612,1.1273641629299542,1.830889579520904
1.900757718212418,0.7125447084145807,1.0157130974477255,1.3051749118791114,1.877640749690262
1.8542344189104947,0.8008778078477995,1.133330198965784,1.4420797116808037,1.8662259684990268
1.5374746339677758,0.8790679072806923,1.2391818819956468,1.5663543747295512,1.7851944793961536
1.430588517500939,0.9561737977995127,1.3445076597223033,1.6666404990511683,1.693464775234819
1.446343458101634,1.0361082105734234,1.4454431393847111,1.7357552776106033,1.6406730854133276
1.3116537695380164,1.0998860725740667,1.522072060490862,1.7730160221885851,1.450788632334192
1.1044585679410865,1.1587101289020965,1.5956273343318346,1.7602907306510422,1.332440247439192
1.4224581864442218,1.2551446813699014,1.701580678447355,1.7728735542638887,1.4041125542214237
1.6294468628145589,1.335277684189417,1.757167936546164,1.740558079981522,1.4149445879621112
1.4942246709788447,1.4176269860304647,1.8122616481684064,1.7255845502166574,1.4242756726298724
1.5566777828080556,1.5056241739211016,1.8394497402805987,1.7053670165538477,1.5162302661008693
1.8569176540118661,1.6211674689285829,1.8725451493319267,1.7272114433315604,1.7344574202243728
2.0210676853617935,1.7208786714719417,1.8782988280817703,1.7446572505041225,1.7632637847467605
1.8330371304615836,1.8093283578759636,1.8822453539473136,1.7165992542167052,1.8191435980941801
2.2151649775687554,1.9497643210453062,1.9421285748174062,1.8086880454199292,2.0614015813758204
2.6019146661967203,2.067885691714704,1.9880123376998238,1.90286811484997,2.2513424682970657
1.9086634639977031,2.1012512942630845,1.9592409929238708,1.8936667275444072,2.0842005514745297
0.7096294634001695,2.070107477627195,1.8242581124584551,1.7772727263686072,1.71182565994191
0.03165435984494125,2.0047750728864346,1.7079421515444857,1.6735705128865683,1.3421455124442125
-0.06503953255114307,1.9157230067960136,1.603536416579792,1.5758929246802997,0.7721151296925601
-0.07377178715970782,1.8162901675971972,1.5008103517294415,1.4159256539816976,0.23893636821986564
-0.07215135090398146,1.7248544949815754,1.3942538627674457,1.2828229817780026,-0.044881577830181464
-0.0723914531853989,1.626082813670551,1.3098660707357446,1.1461515532312119,-0.08362316626895648
-0.07268478699342813,1.5254848622629193,1.2316957903157755,1.0020591385402016,-0.08789716110496121
-0.07278986621598747,1.432247195400213,1.1033426350778248,0.8133608682725674,-0.08678732462468634
-0.07548121510608755,1.320726286965666,0.9961681613031054,0.6403011285274831,-0.08860874072800669
-0.07837045444298726,1.2322496015106819,0.8861418052447779,0.4832550896987213,-0.08934209664409014
-0.07525901855030238,1.154105230109112,0.7706029933305424,0.2444321998949672,-0.08978401326100699
-0.07223856608181198,1.077013255871728,0.6192487702055093,0.02050946847388983,-0.08915833058461912
-0.07265761156608973,0.9970263329038814,0.4807689975729427,-0.09870194339058747,-0.08973069965533548
-0.07658584654360807,0.933276369495518,0.35463383494144934,-0.11564864559651027,-0.08961662624692039
-0.08810157103143729,0.8734035528987536,0.1613493968488918,-0.11940103234725487,-0.09375130417643031
-0.10343671352758159,0.7750925338516662,-0.02101269648720525,-0.12223208741104906,-0.10122499122979044
-0.1226998140195769,0.6917258147194829,-0.1209458302771494,-0.1278511051290617,-0.11454024950221475
-0.08828584513941175,0.6110638170679935,-0.13186675439146547,-0.12498741849227585,-0.10764799989623529
-0.04377435795662956,0.5257902220131631,-0.13127885807119458,-0.12277547886794139,-0.10091087872820621
0.012855514650227119,0.4195976267795795,-0.1209916892140136,-0.1101602561511638,-0.06597879880945405
-0.05739852819464589,0.3095949331928956,-0.12923237245859567,-0.12034176349287624,-0.08209452303509565
-0.2486755792567136,0.2026614482373131,-0.14585972767783015,-0.14051336964641106,-0.11821630488122893
-0.3841520669393261,0.03862708820017472,-0.17283303664603153,-0.1735938859300773,-0.20433688157240823
-0.3732345350784536,-0.10788827570446878,-0.18797746622195569,-0.1924917392431855,-0.2544674205284799
-0.38498482561781516,-0.2011684697039533,-0.21669126058933888,-0.22825982921303956,-0.3688645498542364
-0.2549232953759411,-0.20889208829987108,-0.2133094390644891,-0.2244743026719611,-0.3361114993396519
0.32564482650688975,-0.1707204351324806,-0.16085937873382194,-0.1589311827239875,-0.13198002722571756
0.4977646323907583,-0.15032741694698765,-0.1339072416560008,-0.12326121914599665,0.027653309381886548
0.1891307531284158,-0.1434212356499396,-0.12466145884029585,-0.10841314980704923,0.10020281827177607
0.39530348936958887,-0.10160448718513988,-0.06891770875304047,-0.03362126298388837,0.34994666348629516
0.6212806721121749,-0.07091869502740018,-0.027526059094506908,0.01460888605751024,0.46216110940083704
0.39586211636602237,-0.052331239295361064,-0.0012000924567113884,0.04292069682247616,0.37972137329674904
0.2905332898885309,-0.032442226954060495,0.027884305077372707,0.06345339367082882,0.3776599653998673
0.5022984005689101,0.008598468271592621,0.08639609625887588,0.14094389052333325,0.5098081590314176
0.545241490480473,0.03323293274527495,0.11662329089800082,0.2021223256405206,0.44029463469896607
0.26534991399717406,0.044647193375983836,0.12986867540001049,0.25441676119975815,0.3635158718301741
0.3007379842841953,0.0724614178057274,0.15699746823164867,0.3196362206759179,0.40096914700044567
0.31269153819621437,0.08513257390337807,0.1818517448586475,0.3761187792340636,0.3722641751352384
0.12486100122962918,0.0937218420792682,0.20954540019918433,0.38617030535576563,0.24480725960142588
0.12575896527705313,0.1076770146072424,0.25328249376886336,0.34216927646332523,0.1987926470541598
0.8902238611236933,0.1976237968298782,0.38575238602331313,0.45467711974040054,0.5020881420106318
1.5309417729911605,0.2804895153892177,0.5203236045578279,0.574989975432858,0.7059995319518054
0.9111682662896042,0.30231703878949656,0.5486974619487405,0.5445917355129908,0.749022796142238
0.43481627994385047,0.33089006280487776,0.5364514105022479,0.5432401610751213,0.8341205164488751
0.5072750785669146,0.3544883989612113,0.550928140513807,0.564120438123343,0.9067249645311394
0.2836877887294708,0.3668212383299249,0.5498842701067822,0.5414767680835433,0.5838761112508872
-0.058520717961052106,0.3744911818614054,0.4877385844684235,0.4659565485485997,0.2507215137645542
-0.1181534407325814,0.3948070279867517,0.4469414293007148,0.425733839475094,0.15879277480612727
-0.09140573142077475,0.404281926248845,0.4196299606898848,0.40354437390342585,0.03306399012298306
-0.09294633069705305,0.42576056848766936,0.3930325177964604,0.3572007100787355,-0.08944643181520413
-0.07213380680410429,0.42371891872171,0.3390419609643738,0.3365397451427112,-0.11390828056814217
-0.07194853081472238,0.3845402267336809,0.3065229105775498,0.32276725146808904,-0.09484205897462673
-0.07381539948317958,0.36427490982565675,0.2912816089765277,0.3016372733105735,-0.09558600801278606
-0.0728187158300637,0.35733325656225845,0.25423319369195346,0.15569142552229295,-0.08723675641767818
-0.07229089329424379,0.31553930164903404,0.23744936431093774,0.023667813664346084,-0.0871269590955099
-0.07591658769694887,0.2844670494137513,0.22603491475801007,-0.01579088109503107,-0.08880495051105937
-0.07654937678404485,0.2658666281645028,0.2090477203779758,-0.06560375809879426,-0.08901538873251275
-0.07329546986155988,0.24593899316590062,0.09186287151500856,-0.11708952647244264,-0.08858545126990502
-0.07302765979884963,0.2051897088581908,-0.014169961815869811,-0.1275726859407921,-0.08910336503154632
-0.07608996186294466,0.1804928058446841,-0.045838308155700995,-0.11995572205393733,-0.0901540620723252
-0.08809458504290492,0.16779772660699901,-0.08748876568296822,-0.12233104325315956,-0.09412874266410354
-0.06224887826288053,0.1422725032581305,-0.12570966627476873,-0.11502731246504692,-0.08430126624748928
-0.017470939202333145,0.13293893828164227,-0.12966203968522724,-0.10950184469901099,-0.07125543161267732
-0.054601790806704166,0.12316468354040504,-0.12516512463605245,-0.1121863928513291,-0.0768639771179949
-0.15587688990729984,0.10333296128709778,-0.1348609392468695,-0.1240185317751577,-0.10415983759832835
-0.31047734878870953,-0.0021833965007616884,-0.15547606109910786,-0.15294419168334913,-0.16840118231791998
-0.5334433599450049,-0.11209476945858297,-0.19582935694100403,-0.2034445804111679,-0.2981789214125974
-0.8223558878443847,-0.18317643142214046,-0.25936006180487536,-0.2824135049349181,-0.4998752848032317
-0.846924094464645,-0.24608827256205923,-0.30316275366679973,-0.3365737983937443,-0.6244919567264174
-0.8381090267451935,-0.32381903233542103,-0.3651943516021561,-0.4138928129568907,-0.7809452052568714
-1.0931100388477473,-0.38944363294033973,-0.4444348268725753,-0.5126147752725955,-0.9470036912164389
-1.408691715895323,-0.464029451150264,-0.5502928834182931,-0.6445084336671058,-1.1416359032219374
-1.6992514497725335,-0.5539376620858613,-0.669487795510885,-0.7931012746297236,-1.3085224457644897
-1.9668097040509493,-0.6593561875591202,-0.8124718352775493,-0.969280249124759,-1.60334813751321
-2.2436276805282542,-0.777925322764299,-0.9705060230961541,-1.170144742314436,-1.8879350093084621
-2.0284532777827957,-0.863003826033261,-1.0836125594849526,-1.3166839183610215,-1.988988745459082
-1.787931410732486,-0.9566847675925966,-1.2080527538191046,-1.4697491588812603,-2.044647831679804
-2.014072479631181,-1.0653634030754826,-1.3511463379901631,-1.6383541892006892,-2.119271619377232
-2.04950993108497,-1.1627097681525955,-1.4838861994920942,-1.770791316275976,-2.0789587411014128
-1.8756028199235815,-1.2533147016612636,-1.6089485684698113,-1.8708218565557584,-1.9678295694272228
-1.8022820108394104,-1.3428015934914441,-1.7265232708069902,-1.9408245385044456,-1.986204411763749
-1.7554256216244826,-1.4281148376741697,-1.8307726768872745,-2.027999935820462,-1.9541761971710996
-1.5605342059674578,-1.4973934814326075,-1.8997302627407209,-2.0655312681436704,-1.7984356659476
-1.6592936273962078,-1.592991832150564,-1.9867742477666501,-2.1257481107905476,-1.792694836881781
-2.042920392956455,-1.70153503341275,-2.0684245286325798,-2.1745712287021766,-1.866276144588375
-1.829459222707528,-1.7734092376946033,-2.122133479609598,-2.1471700451323046,-1.8023348965179398
-1.7795520719447904,-1.8795498749812616,-2.198264087172282,-2.141184277010461,-1.8753091283472718
-2.2581582933879436,-2.006523893625499,-2.283869833667236,-2.1495744305430207,-2.090098456986864
-2.384804385157919,-2.1225848049846245,-2.3345456474531763,-2.2035710006745894,-2.175396801926952
-1.935499945583242,-2.1924230427038003,-2.317454186469135,-2.175735931845773,-2.047467471982967
-1.335582742251762,-2.2297793192289994,-2.247396016695927,-2.086273065493313,-1.9734539875561428
-0.855347485493445,-2.2261140448456254,-2.124928640093526,-1.969072473253661,-1.6676082452179033
-0.3438837414333591,-2.1800372907175958,-2.01372972844179,-1.8211454815590604,-1.1845310873761952
-0.10969504999598421,-2.1494072604162686,-1.891947278339776,-1.675935573540712,-0.7291294378010592
-0.09859474103129096,-2.103143507535744,-1.7475906865029014,-1.5346975132386296,-0.426597036391475
-0.07562740923257705,-2.0436729696767215,-1.6179197431369265,-1.4195809375423796,-0.2093430871961924
-0.07246553599476376,-1.9642433098616223,-1.4972784588049393,-1.260768469862083,-0.10382817082904496
-0.07373705461948228,-1.874519413415908,-1.3777785787050598,-1.0800491599053228,-0.09805515158722893
-0.07232595999216258,-1.7669911370140559,-1.2638581440913714,-0.9582096064910902,-0.08851376638189706
-0.06785389140046078,-1.647977177584264,-1.1710645187083537,-0.7851670566810921,-0.08544313792229558
-0.06754915375480122,-1.5628699083347695,-1.0434187304196287,-0.5796274861986538,-0.08518742660560841
-0.07153785804838286,-1.469160794787136,-0.8984040169835606,-0.3845580008813548,-0.08504779684236075
-0.06969909015230392,-1.360078948356322,-0.8004092201401405,-0.2562943993302644,-0.08352016864637192
-0.0666563545377106,-1.2624952971041155,-0.6617345325683757,-0.16474917507696388,-0.08270790011032651
-0.06971574783474353,-1.171864232447976,-0.4969757256184862,-0.12045079800957147,-0.084286801624489
-0.07502333862558437,-1.0823198810393875,-0.3407427678299821,-0.11837451812039242,-0.08580577642936982
-0.07966428712489193,-0.9973968774530148,-0.23886669884630984,-0.11536727456704177,-0.08765399806102535
-0.09509759379642563,-0.9299876984728613,-0.1682759724389653,-0.11781885758290805,-0.09626325284228175
-0.11805299234164257,-0.8371941528369242,-0.13657006428387616,-0.12270063024205315,-0.10883088650498747
-0.14868159895387087,-0.7334018043566362,-0.1412947244401656,-0.1309966924159651,-0.12881865321928113
-0.1949990015333741,-0.6678601891925576,-0.14844641758821842,-0.14361003784911805,-0.15823991465290357
-0.324233413638805,-0.5825028676614769,-0.1725034336003416,-0.17438503040947048,-0.2294952608680029
-0.5320253001625378,-0.4880343898233466,-0.21157332615427768,-0.2236471167363597,-0.33819236656285884
-0.5937534180474703,-0.39526295184152715,-0.24457222720480265,-0.2651094902130934,-0.4253791261959643
-0.8972545791320172,-0.3790281490108433,-0.32544935430151695,-0.3660264245409494,-0.6463979862402681
-1.2138418241120108,-0.38199823207350486,-0.4025976243578795,-0.4625677985557984,-0.8450592669849574
-1.3543235359654913,-0.4308820964455642,-0.5037658169305032,-0.5885044244717784,-1.0710004821454782
-1.4573456366218895,-0.49808069707044195,-0.595441276519567,-0.7025255249991313,-1.2266996212864536
-1.5031160442523903,-0.5761495366097483,-0.7024489365207852,-0.8354949951920966,-1.446138595616979
-1.8470993695826234,-0.6800315141579635,-0.8417598528247239,-1.0078182107164155,-1.618272336937289
-1.8819859329913282,-0.7638733292351342,-0.9537721454656166,-1.14388234781943,-1.7212773594588267
-1.8280616267436816,-0.8625423949396599,-1.085274065844942,-1.3030240864637863,-1.8131901110900717
-2.121209670135804,-0.9768922224422183,-1.2373414395119229,-1.4846011468796496,-1.9944970085029865
-2.298645466296734,-1.0941822229000309,-1.3928127394023997,-1.6664654849193685,-2.140657835027318
-2.1669132987752797,-1.1952148995849876,-1.524418042991238,-1.8029609914881435,-2.126216047044136
-2.1961330127026026,-1.3155459972501382,-1.680705861500084,-1.9539398179832814,-2.2702815661670486
-2.310233539316192,-1.4278094414188127,-1.8235854591977125,-2.0992142270254863,-2.3246698026132075
-1.9667661693480485,-1.5124337635719207,-1.925722218611485,-2.138330607038856,-2.2061046298559854
-1.7828195901030781,-1.6058363931341157,-2.0252540866212283,-2.197038728384462,-2.1115967176518295
-1.674431360411696,-1.6789597725828935,-2.083708885666046,-2.193070817148955,-2.0028395441556963
-1.3864524335150676,-1.7419291429380153,-2.134906661372606,-2.184118877717942,-1.7777502573034474
-1.2650049004284776,-1.8018588091328835,-2.1344507930015757,-2.151109151197048,-1.572131624258157
-2.0164378895566406,-1.9419898237178475,-2.2465192613912293,-2.2136241206586313,-1.799068408648678
-2.7769370330252094,-2.0792343814957754,-2.332488648537346,-2.307031752725617,-1.983326934139323
-2.2270441444465785,-2.1588454741864433,-2.353745943837763,-2.2836257275264935,-2.0280888383870286
-1.3905189343958975,-2.203960569464272,-2.3170100844656853,-2.181277710198907,-1.9858502305515486
-0.8008219468553816,-2.2086183353002156,-2.2088720322993933,-2.0250196161789193,-1.8374852921443796
