cyclostationary_mean_tg_0,cyclostationary_mean_rr_24w_0,cyclostationary_mean_rr_8w_1,cyclostationary_mean_HS_1w_0,cyclostationary_mean_tg_8w_0,cyclostationary_mean_rr_16w_0,cyclostationary_mean_tg_8w_3,cyclostationary_mean_HS_0,cyclostationary_mean_rr_8w_2,cyclostationary_mean_tg_4w_1,cyclostationary_mean_rr_12w_3
-0.46002713437558107,3.106018722757957,1.1353166872322686,1.6638176745097926,-0.6552271204754867,2.56770224523456,-0.8622993942232721,1.7652713968425549,2.6902179994141924,-0.5298967562804436,5.042427232231991
0.8816863764069642,3.786747179175974,1.9352837104990719,1.9775362962478995,0.6106646104847692,3.1676887199734525,0.30285592219602886,2.1202894019149583,3.0341911318514616,0.4680405549724405,4.841743915380837
-0.7856591908109803,2.0977035846393854,1.0120875988420281,1.9857938028326287,-0.06862335652281244,1.7599529071190203,-0.8494055043788549,1.7815365480556966,1.7421773252272146,-0.2025972451414107,2.8642589028513674
0.8912199715783843,1.9908765341051513,0.8529235986564107,1.9154097763126714,0.3672659215943984,1.6115546817073632,-0.27248056933566817,1.9822096328177317,1.9131927347897242,0.06328931283440373,2.5071876645381628
-0.2230688524704999,1.294920381520729,0.5392633379684684,2.125958134247483,0.25221937951723367,1.0388534529662825,-0.46766183802014843,2.1949766252750202,1.299182526910535,-0.048270576499864215,1.7199562801211508
1.8716206287492296,0.9685392066854792,0.344676270600123,2.004239719371955,0.7820986828889237,0.7505762483682106,0.14940543734691458,1.7432035952820935,1.130963778552104,0.5058782429467279,1.339456550997092
2.0642268111856352,0.6516725434756314,0.1981634536825823,1.684626674736581,1.2296132728982652,0.4996542957121679,0.6291313136422263,1.5680591140482536,0.8170688598703479,0.7557561383505084,1.0318042246293062
-0.8154101332916533,0.5609836741829023,0.1392688246562295,1.706505669118016,0.922900679732822,0.4289034602170247,0.35404601747612985,1.7864586577828616,0.7327378796930281,0.91368422750402,0.8986065969105391
0.33863633146576017,1.0910541954666595,0.7075965183647177,1.675907969861689,0.8522440814357138,0.8978457220324256,0.4064851862728832,1.5069991210194436,1.0218217779019128,0.6045204580958488,1.0157345443966235
1.2099002314440712,1.4535158380247863,1.0484082621679285,1.2686302338700084,1.1957144158524222,1.2159922992591452,0.7260032565032142,0.9858955446378114,1.0732933911197118,1.0613336060820955,1.2253635418005722
1.3575925679334238,1.2905190283509738,0.8726361865079312,1.4002255137888635,1.2666762528713564,1.0913833176961898,0.8190611497115788,1.7655493865944745,0.6084297745822863,0.9857311263248902,1.0417902319357777
0.1854995367961125,1.3530545933104614,1.1002303743522623,1.5520790960963076,1.4653211714825256,1.1356410670981796,1.226400321510342,1.2838825831286258,0.9505114991472423,0.44492009314995984,1.0159392786042134
0.09129899831793152,1.2172553179496801,1.1630640793968716,0.7346130482882415,1.30816473228301,1.0239800532577703,1.0682857139183635,0.15989358319624702,0.6238567541305472,0.5679608523419546,0.8573642551248863
-0.796874561223267,0.8779348749371568,0.9363015052563286,-0.09898937191335262,1.1673310442476572,0.7236942937660565,1.007748091965455,-0.35300649721905986,0.5598501423673148,0.3738744051948914,0.28664849185064106
-1.4604721552271773,0.6498752612126883,0.8988758522896447,-0.46210433734843165,0.4844050492282709,0.5348386930319856,0.39943662985163997,-0.5533152587714881,0.2898705955720918,-0.44624852600115084,-0.22708867188152673
-0.4415437645154693,0.8611820893219558,1.770142526303459,-0.5608339346244807,-0.032914482908153124,0.7590887879111958,0.04915971549742209,-0.5464548652468428,0.31460390105727065,-0.9088127751753815,-0.15884320612811825
0.6424767864383337,0.6193706386496411,1.5691802738294867,-0.35375550068553085,0.24445043049711315,0.5398282529833,0.32635659246068194,-0.1455962156871492,0.12200259548925409,-0.7508062960028334,-0.4425881426629144
0.036966455893828215,0.46500768361397865,0.8960090303154216,0.08721455465141055,0.2101989788953707,0.27925506759149793,0.2529347799985421,0.319768494099832,-0.4083814141033431,-0.8714706388887231,-0.4780608075073083
0.6089562134021808,0.41350380884922466,0.2813360837349851,0.2622979629457214,0.04835326699013174,0.02394663675688427,0.11843943939035861,0.1976036257557686,-0.7260534189414941,-0.5629600685062927,-0.37459886837782674
