cyclostationary_mean_tg_1,cyclostat_release_Lugano_24w,cyclostationary_mean_tg_0,cyclostationary_mean_tg_4,cyclostat_level_Maggiore_16w
0.8313139537843756,23.666847874283512,-0.44690391475077873,0.04006928291478518,0.5423941033496732
1.9123133309737246,25.53363632914462,0.7714279737688945,1.2491319415398967,0.5931477798202615
0.2705129449425621,26.23111695414462,-0.9488944913926057,-0.46524738290813994,0.674726233076564
1.5183215715343776,26.533225414214066,0.5175210132926757,0.7393691820394248,0.7494321154295053
0.758465158326866,26.540066296158507,-0.716053103812859,0.008500715544668292,0.8038432919000933
1.8530341290214418,26.413606382096013,1.3885668160125813,1.3844501789696417,0.7901576301353874
2.3987530490530684,25.83273554876267,1.627701043726225,2.091864502167937,0.7539811595471523
0.40579044337199405,26.09608517029045,-0.7781185387436902,0.015519445388123854,0.6742193948412699
-0.206029216141168,26.87288303140156,0.15094907575804728,-0.5064441387986365,0.5630429242530346
0.5818959257257547,28.395592813147594,0.7171665517962206,0.6936383176889556,0.5299489116479926
0.9006927870037855,29.282680113494816,1.0256294669197221,0.8808888691900989,0.4958180292950513
-0.24837908468004213,30.919108377383708,-0.08026913302638715,-0.158866578118437,0.461256264589169
-0.1865525222141423,31.261189020612875,-0.3652243887126643,-0.17083389419829,0.4242737278244631
-0.8365540132719438,30.6622009569968,-1.2628135434316161,-0.7272849033356189,0.4138866469421101
-1.5992802893657891,28.810814696580135,-1.6959624276424237,-1.611586486459416,0.400455764589169
-0.30935652697473637,24.97034483894125,-0.21924879629494398,-0.437909362809628,0.3969263528244631
0.6797357974529072,20.909606044298396,0.5456734560803662,0.8513500304759269,0.3660366469421102
-0.6319732043306365,19.823527193603944,-0.466770965605753,-0.6332976892450711,0.3353825619747899
0.38134966229022793,16.577895085965057,0.5208277691663439,0.39921899126394483,0.2977950619747899
0.2559452270053187,12.922788977458112,0.07493025623336261,0.3693298896401177,0.2398622888655462
-1.0829580729536363,10.229074400325176,-1.0935599939566514,-1.182918571644143,0.2197793056722689
-1.077793952681642,9.645853494075174,-1.268973489647362,-1.1681087373359424,0.2003256292016806
-0.4720691797819885,9.096949775325175,-0.170615030505734,-0.4655217555207028,0.1867403350840336
-0.3101631911373816,8.564957711833113,-0.05416011040404214,-0.25051286842946335,0.1722025199579831
-0.592546268688797,8.239254802978946,-0.4710668609152029,-0.7088736478281543,0.1539378140756302
-1.7629971900678316,9.401147291790672,-1.5211120094951078,-1.7910917371070778,0.1675334023109243
0.3327375324887141,7.895521982762895,0.3862177923430654,0.32589728884299624,0.174669694327731
0.08139796181189045,7.594331734747023,0.13744893547562914,0.14831399364830855,0.1959585598739495
-0.30097554759259715,7.921985842385911,-0.21057704037882605,-0.2993803820413865,0.2180467951680672
0.16296656825831649,8.064782113219245,0.14603615945115847,0.25275071787687425,0.2255762069327731
-0.03380641741641462,7.141016911706348,0.27482378526466766,0.09355038772387315,0.2291581407563025
-0.8699717907790987,6.746227515873016,-1.0879790738110382,-0.7591094320627905,0.2187463760504202
-1.3619471192053398,6.364601172123016,-1.5707184224343758,-1.395995175017124,0.1974734348739495
-1.8403201956582311,5.828549136532738,-1.5869077190729008,-1.9050439370479146,0.1789789495798319
-0.2276287104962081,4.5080618696676575,-0.055330760164544454,-0.1822758159136605,0.1526594117647058
0.7567260948993006,3.849464071056548,0.8368524203678619,0.7678213076236439,0.1318461764705882
0.9692592408286288,2.2725296995287687,1.2851748924931032,0.9857926106315364,0.1275564705882353
0.5510728635109958,1.4588330136408725,0.5052262516908949,0.5494117269236716,0.1089409243697479
-0.030106212978046304,0.60938181423611,0.3338923297338571,-0.006066629056848034,0.0880475420168067
-0.7149706187574576,0.1050062309027765,-0.6448150819406447,-0.9745121403998855,0.0703673949579831
-0.6073977070678622,-1.031136038194446,-0.3693730774501914,-0.757057250656227,0.0330274527310924
-1.1319363858289828,-0.7172488606150802,-1.0972539912454424,-1.3965555956725704,0.0108572846638655
0.02557273305602039,-2.134379430059525,0.3041260632340534,0.07606253900685876,-0.0778890388655462
-1.5185567207820523,-2.8374830550595243,-1.0237892674697324,-1.5241913999505659,-0.1558055829831932
-2.2768328270042644,-3.4002105829613107,-2.0300947914894008,-2.3613911038761057,-0.2598812132352941
-0.7057527661296596,-4.646759895681769,-1.0686793103318353,-0.9559033006869742,-0.3510094812091503
-1.463629259707197,-5.540255718598436,-0.8473331807534396,-1.4588089901484464,-0.4314616870915032
-0.7855271979835639,-5.807769546971452,-0.3381293647809818,-0.817787001475107,-0.4825436198646124
-1.0861953436063572,-6.051307173459548,-0.5608132874889935,-1.0743954468029455,-0.5226594286881419
0.7162214298093931,-6.169852857487325,1.497253679501592,1.0867716112647967,-0.550599722805789
0.09238345402686052,-7.830974485959547,0.7024910810519233,0.2987519133447942,-0.5657522963352006
0.9026563773996984,-8.325551660438714,1.4844802593199014,1.060165101781448,-0.58464672910831
0.3946988111356225,-8.70744373335538,0.16623540776214318,0.38411278064757576,-0.5797055526377218
0.008214417056116773,-9.36815894863316,0.27574474477998384,0.08497478415250499,-0.580732023225957
1.198940940138643,-9.467428612323635,1.1876028483873873,1.2593712939321213,-0.5766753005368814
0.9210716711127174,-9.703753849178794,0.8427535203859443,0.9539186858530022,-0.5689789770074697
0.2351948528214838,-9.885024106123238,-0.28015990825632947,0.29396498691285317,-0.5666730946545284
0.34589889514239913,-10.243365814456572,0.20497151436191102,0.505115144282736,-0.5592438667133521
-1.8812371739081963,-10.81090509397046,-1.0312608477272622,-1.8397782815490138,-0.5706251692343605
-0.4907008358463235,-11.408065958553792,-0.8022413631896653,-0.2283982562349226,-0.549540610410831
0.1804266017787295,-12.29594862522046,-0.028337450216233708,0.3718401071593073,-0.5378464927637722
-1.6740253171287072,-8.845685993772046,-1.5481193216901845,-1.6909165449459722,-0.4370670809990663
-0.827691321484986,-6.770939186356372,-0.4459088510078153,-0.7370338876543275,-0.3390481880252101
0.36802500729592713,-5.654763821773038,0.5753774534426778,0.5482558593218131,-0.2742459821428571
-0.7605046879383527,-2.560496092606372,-0.8021432635532254,-0.7662808406104544,-0.217174343487395
-0.08089013090975852,-0.0337060188216486,-0.30215395702507575,-0.6587501273466113,-0.1480144170168067
0.5999613655990027,0.6323762936783507,-0.07218311727965968,0.00381258121545082,-0.0821151523109244
2.1502261889433614,2.18573746381724,1.4313703405717595,1.614397779157633,-0.0392997111344538
-0.3446056280819042,3.537600263916446,-0.8678022628195392,-0.8881664954549613,0.0117690913865545
-0.2581439666489049,4.5846978916446215,-0.7532503850835585,-0.9337648885767783,0.0330043855042016
-0.43843095761500084,5.129982870039682,-0.8024520733913171,-0.9689438582464087,0.0548573266806722
0.191465164004401,5.138298738095237,-0.34391490330202656,-0.18828866252939142,0.0673520745798319
-0.12260315932022904,5.27718824702381,-0.45481310818275755,-0.6116397659981183,0.0784458245798319
-1.0826437351979497,6.088289486607144,-1.5595508438801524,-1.4950612012976572,0.1085928834033613
0.5710218805332541,6.8918909345238095,-0.08097515199355844,0.16284990439895913,0.144651706932773
-0.21477515390458432,7.210161996031746,-0.4223732739445696,-0.5652941453357045,0.1791002363445378
-0.010519296721104588,8.318061453497025,-0.47466171924396466,-0.3916162815836637,0.2306714679621848
-0.2430026843652461,9.988761630580358,-0.603869384070943,-0.6781986999326669,0.2982964679621848
0.37652029131649717,10.086457311135916,0.02700726965060025,0.026364123937032646,0.2903617620798319
-0.8379869035608524,9.932418286458336,-1.6302766255660979,-1.1164853731130593,0.2686898870798319
-0.07748140329939145,9.665411086805555,-0.5676061436372991,-0.38547769956446704,0.2619207694327731
0.5051619972541289,9.49736773611111,-0.05032331254757256,0.21392991205686535,0.2334722400210084
1.0356020612051278,9.46205913095238,0.1571319985849452,0.634817499727691,0.1818325341386554
0.7077302280973383,9.805983328000991,-0.18874775635455227,0.2928558210322819,0.1484590047268907
