cyclostationary_mean_tg_1,cyclostationary_mean_HS_4w_1,cyclostationary_mean_tg_24w_2,cyclostationary_mean_HS_0,cyclostationary_mean_tg_2,cyclostationary_mean_tg_16w_5,cyclostationary_mean_tg_3
0.8313139537843756,2.4510788774172063,0.3836042546696135,2.6892639348650023,0.167673541488296,0.33797632323648574,0.21485537183460243
1.9123133309737246,2.1689881923678724,1.8762178558204543,2.4142814888831126,1.3784096915637998,1.643161471008585,1.420299806849196
0.2705129449425621,1.887145291392176,1.1281011599603703,2.200405963242898,-0.13721264564984895,0.9889862715570544,-0.13926481811442004
1.5183215715343776,1.7085899134260083,1.4676999963512285,2.2183733756849175,1.020555917027333,1.2859414628512293,0.9664546067756121
0.758465158326866,1.5117464107447844,1.2949651450741742,2.1657253458107832,0.25707117939533747,1.1348970383493986,0.2788469568624541
1.8530341290214418,1.2532284105601685,1.6929960253903407,2.0480546525767522,1.5058898844750586,1.4829469240952906,1.533141732846363
2.3987530490530684,1.1898112439453765,2.238221636953657,1.8404657996077565,2.24664376248352,1.9597082036714142,2.2106567053632333
0.40579044337199405,1.2141235932108658,2.05674638533086,1.8679566056995687,0.33104573943808924,1.8010209165371849,0.2512246578869197
-0.206029216141168,1.1445189757566425,1.6905060749082255,2.027826260648986,-0.49058449249685443,1.480769638302478,-0.5258758542015308
0.5818959257257547,1.0170053760090307,1.655063758940086,1.7076266836550007,0.5539759125851994,1.4497778368284764,0.552795640859272
0.9006927870037855,1.040188428635992,1.7337286027856758,2.0856302118580934,1.034297045121639,1.5185646854542107,0.9159199249428107
-0.24837908468004213,1.0286872258361024,1.5476243267784409,1.9877176347087913,-0.19050145422440035,1.3558296435155333,-0.24655153841182945
-0.1865525222141423,0.8197283279505294,1.3907344870677614,1.7894239564286245,-0.18742754602408393,1.2186405622497312,-0.2312008657274092
-0.8365540132719438,0.8108804312460944,1.1500374449113315,1.696212110502803,-0.7905515342334478,1.0081680030468494,-0.7986544114503284
-1.5992802893657891,0.9316776119628666,0.7956546366616212,1.4398913157669895,-1.6774164333745372,0.6982852727831936,-1.6672796889779589
-0.30935652697473637,1.0265623001272217,0.6686414491671496,1.0999775609740376,-0.4894245271382448,0.5872212132294283,-0.46765915213420417
0.6797357974529072,1.0154480002037884,0.7051175325432726,0.5684055759305973,0.5347726860734081,0.619116971270696,0.6924693841674695
-0.6319732043306365,1.256125221360307,0.5748650733230212,0.4241429041718157,-0.6528190321141644,0.5150582841501319,-0.6724179652530564
0.38134966229022793,1.3221868470461984,0.5909484437145481,0.26305100607839743,0.3691818313050124,0.3870633095180903,0.3876339881882649
0.2559452270053187,1.0188178666004308,0.6046298145175593,0.030878479904297044,0.36274402356472424,0.45047014132793606,0.38004554244615546
-1.0829580729536363,0.739349847664356,0.4414967557779773,0.03109116277206322,-1.1321033340762159,0.17745987567219282,-1.1584394229330814
-1.077793952681642,0.5621696634445147,0.286743873116857,0.0135486171907384,-1.1896554614841812,-0.006020730631512079,-1.1654129505821715
-0.4720691797819885,0.2826888268437033,0.2392342892883858,0.03149031049811361,-0.3147917423994825,-0.2369280488114475,-0.3982045991205467
-0.3101631911373816,0.02940254457683958,0.2120987094969681,0.03675061442019438,-0.15501231407772154,-0.5415172508133832,-0.240388098511367
-0.592546268688797,0.07941393985779704,0.14754844216387092,0.03606694303986137,-0.5563857581666307,-0.6540654438393515,-0.656684082742552
-1.7629971900678316,0.08408412938955821,-0.05837833394266673,0.051019708511591114,-1.920299795251833,-0.8353885930637904,-1.8798631120340665
0.3327375324887141,0.08780715888979561,-0.18508405740886166,0.03653298779536143,0.09369005863509408,-0.8937641874362293,0.20898691438166256
0.08139796181189045,0.08791357623767845,-0.17411177991561727,0.03601900933162443,-0.02596036810554692,-1.0282309674898928,0.027964830838979698
-0.30097554759259715,0.0860373580925012,-0.30296429732683805,0.03277327219036194,-0.28593091199621457,-1.0403337754955306,-0.31911632931626266
0.16296656825831649,0.08943697999354476,-0.32137154838160836,0.032037483456264004,0.07043275319495895,-1.0076307321523863,0.15766353325564025
-0.03380641741641462,0.06906440873082385,-0.4607650044657602,0.03426736749560255,0.09252429344969107,-0.8956349454590923,0.09407699210210303
-0.8699717907790987,0.08079131862819686,-0.767648736899943,0.043658234491569164,-0.8649722347987411,-0.7925969907201164,-0.80784699134814
-1.3619471192053398,0.1172160445142912,-0.9352729073671022,0.044608375578135094,-1.3685622724288997,-0.9040933314748136,-1.433882625251629
-1.8403201956582311,0.15883015300403758,-1.069185944795078,0.07552238938194257,-1.848381943018001,-1.2063360937946839,-1.9121284882047125
