cyclostationary_mean_HS_0,cyclostationary_mean_HS_1,cyclostationary_mean_rr_1w_0,cyclostationary_mean_tg_1,cyclostationary_mean_rr_4w_3,cyclostationary_mean_tg_12w_2
2.19972650674146,2.1536177650361754,1.3487632641006515,-1.074932728431824,1.560019276613138,-2.26822273495352
2.221238892424164,2.213419177523874,1.871919541396364,0.23777961071193313,1.2762729868896219,-0.7134532540138199
2.451147013414856,2.4084623466796975,1.1856434111032501,-1.6985146125607726,0.6851053399044831,-1.7407816269620142
2.534216326745021,2.4884455596277766,0.463139645613045,0.0010147695406343407,0.44371346930753164,-1.1587777188396196
2.935315780877647,2.896874982991722,0.19082757739731165,-1.5389224388863865,0.24435132872609422,-1.7440869470845377
3.059573701255151,3.0065145783048797,-0.19306406369314177,1.0919082092247732,-0.21604140173372227,-0.9887026975735872
3.7258384330774343,3.6342043981506196,-0.10477390978903128,1.0343180788990851,-0.56698234077741,-0.5360246910470081
3.4199403348130413,3.2918194132398115,-0.4041753253177391,-1.2164861643677336,-0.6794276706821044,-0.8996050446343481
3.6369181855438537,3.2829541504619564,1.0198031359472386,-0.03757442932045348,-0.23395939842929045,-0.637447287244778
3.1951140702615306,2.8058911036038565,1.906021816361576,0.14241911249322434,0.28665170505787657,-0.6236340785468238
3.773403239583174,3.5018251841151957,0.5239206983513397,1.016503353637419,0.16132430224658176,-0.38073174543185034
3.179338424530956,2.963766583710983,1.1644724964025324,-0.058426627960497315,0.9998955403202241,-0.2655726245896277
3.0519607511694455,2.8766299305139196,1.5322725591851358,-0.18179593855843312,1.2798977452212417,-0.3438969648135756
2.92197344908153,2.8424346974396735,0.12686055721132375,-1.3847675472590586,1.216723879832852,-0.46498556247396233
2.587262598817116,2.708838400528041,-0.031759933523131605,-1.456219308776196,0.4215407914643648,-0.7813358028526359
1.4921235974584435,1.7557977010616148,-0.2552441782431865,0.20167127683381791,0.5007804988855533,-0.4889307723177547
0.17952025238764452,0.2688297689239747,-0.2138954804446916,0.5282225414749984,-0.06074748538697661,-0.4041014419867783
-0.03543785466751004,-0.03568853576319254,0.07593018613883475,-0.35440604126815506,-0.2930018002421842,-0.17054729534426935
-0.04748619833806694,-0.04673633597321556,-0.2243928070518796,0.38209368843389657,-0.5890871408703309,-0.3001403302843201
-0.0429586932928506,-0.04240626708246353,-0.47901419134753076,0.21025408799572282,-0.21469595231482913,-0.48108023967857616
-0.03783086156887957,-0.03766557192727525,-0.2578967100564251,-0.7582319205672902,-0.21469595231482913,-0.40151630655427784
-0.04140373932305238,-0.041040089998541626,-0.08189421575087455,-1.0912232422026986,-0.6118785006281625,-0.7585674553057588
-0.040866012178194806,-0.04046479882392494,-0.14760854422880637,0.16708617670495043,-0.4277352433997001,-0.7329556960059284
-0.04038365346036722,-0.04001056219881383,-0.47856882749233304,0.3365419078069589,-0.6952911764912395,-0.8423034257644346
-0.0405247411441281,-0.040139923799082045,-0.818910311426007,0.0862025130416317,-0.9218731596061265,-0.9469684961175875
-0.040681223592632605,-0.04028303551951864,0.4618495682412857,-1.3773015136521976,-0.21189783257219522,-1.046570638921473
-0.04346053613240734,-0.042836585333069506,0.8840138850262838,-0.02502642817349544,0.22860714940783816,-0.740154696232594
-0.0411897883982562,-0.04075085057704756,-0.25298584599061935,0.1222228861119121,0.053249088899140914,-0.45794318859914873
-0.04028239459048942,-0.03991729651197052,-0.3801031794910339,-0.20641379119885475,0.208724589036354,-0.4651215504424578
-0.040230523433864906,-0.039869783803823194,-0.35741451711875694,0.09843178454759832,0.19025492349165088,-0.6109112090842195
-0.04223714524196914,-0.04196326161777291,0.8760889891128207,0.31434103505330563,0.7536938609876731,-0.41085179459823706
-0.04051321420376766,-0.04011095263826471,1.3469234971325754,-1.1181187414952825,1.1013144107199537,-0.7240422273181903
-0.0404587104762681,-0.04007935942209567,-0.008701135449366343,-1.6291638058600695,0.9284293485004816,-1.0563474799796253
-0.04051931496442789,-0.03967432502484388,0.6323710297857751,-1.4421737978094862,1.4541749498342984,-1.12680680214734
-0.05550097917392828,-0.055177888003218725,0.3975610200526709,-0.0876194868494928,1.3763879127368512,-0.8417877627090186
-0.052166793300293,-0.05293577896558511,-0.4149041177932135,0.6534643711114687,0.15841723222966755,-0.6635622751717377
-0.04881253555829607,-0.047813570971971205,-0.3107735159059637,1.0516850035282255,-0.6266991966691835,-0.4225974069560612
-0.06490901053312335,-0.06577369487018213,0.2740892756296194,0.20157371667076096,0.053172996644087756,-0.3409405163977562
-0.1597209965505416,-0.15262039330172666,-0.4208445698085988,0.25023303575999467,-1.0200563797966664,-0.0024817043769213604
-0.22756214563492044,-0.21666833626315934,-1.153283966769262,-0.41086509755210576,-0.47891939050892973,0.004063865654853417
-0.41402351424811185,-0.4318168590763407,-0.6649806940973154,-0.11260068750799165,-0.19848484324965615,0.10012723738148957
-0.18233911370656747,-0.20965710936154164,-0.8978361574442785,-1.2481277572832834,-0.1722935431864981,-0.08914862180071798
-0.6199351354528554,-0.621854097666479,-1.4408831393489316,0.1867380663203027,-1.048806570164223,0.07976087938339016
