cyclostationary_mean_rr_24w_9,cyclostationary_mean_tg_1w_0,cyclostationary_mean_tg_4w_0,cyclostationary_mean_HS_12w_0,cyclostationary_mean_rr_1w_1
4.51775798687099,-0.3230652419302713,-0.6771316603462515,0.9511802586864806,0.2576572394053485
4.185711292131475,0.46216854072625824,0.3940070506980253,1.127299888030914,0.7765351010040468
2.1879567420855204,0.1800003707018513,-0.18881947606593044,1.2754552612675178,0.41155025172967674
2.3333394893474275,0.08814890180198172,0.2089354633383882,1.4346559176831752,-0.13246305228544192
1.3920502157728127,0.49595222017350565,0.0908714286710013,1.616125718464061,0.06723040125652055
1.1635721728678652,1.0308197488762743,0.8194589646196209,1.7874859892969202,-0.18443382157762284
0.7150498104408829,2.308545123660579,1.1860562520038511,1.9260689031965663,-0.25861322227802963
0.6153445375926406,0.8796130304355707,1.2049678847953456,2.0080159661626515,-0.368657957777323
1.189423996455385,-0.3000476599346285,1.0106892371360663,2.009446142388221,0.8738954309163299
1.5786819610056606,0.8606870062429884,1.48025890180859,1.9314852488887393,2.2433978668199606
1.247999659322643,1.594628381385729,1.3218123152549124,1.9457606215363419,1.656461627720762
1.401331214346722,0.931056125097569,0.7187587491654113,1.938936976924504,0.6253063566149377
1.1362322273492993,0.2323999777282388,0.9958924834986177,1.8008040091541968,0.8867369315594906
0.7958588951035399,-0.3362942537677062,0.6452906264878606,1.6117736642987013,0.1662007088839868
0.4551726497300564,-1.2740094996044498,-0.2179650439860388,1.3660011615659138,-0.7014276683433651
0.35955678372089017,-1.0696282176646126,-0.7818590038666261,1.1690157917072326,2.450663093331815
0.18856458262871748,0.19444497450664375,-0.6331665186137287,0.9954960032179101,2.0997252276250142
0.0256210204699966,0.3963914828798402,-0.6650140268252854,0.8435878768196046,-0.4576239107553951
0.0817850521410993,0.27595030936111126,-0.22344828397421634,0.7074909008762784,-0.7156943604744648
-0.0841053584576398,0.7060428483779144,0.43616155454529487,0.5597816411795822,-1.207258792912874
-0.16484313814976106,0.23132206945760767,0.46268399682034417,0.3952308249028793,-0.2017624200448084
-0.15409268787626695,-0.5544957923962108,0.012820930570289286,0.270959231661173,0.6585771570085406
-0.11045115303809085,-0.31769365680005157,0.0643057737459869,0.1958571174673091,0.46141444309904295
-0.15219726469415296,0.18873513290166025,-0.04533340076465273,0.04883690272318514,0.09928143446352553
-0.20192973629019634,0.0023941274108599695,-0.30347674715478645,-0.04601664543551891,0.4855635536591958
-0.33568955075860907,-1.0095925432911073,-0.6842912875223334,-0.043429670273976886,0.9899446597632812
-0.42692370406873587,-0.6549128584986152,-0.3201906962878187,0.0017443058979614845,0.22962769257112078
-0.40846620839906717,0.5526389372580325,-0.2264693817316879,0.071761021540754,-0.4804020080129545
-0.6290224990935235,0.29281583034286246,-0.3108516716756241,0.12115085685723656,-0.2975146304831843
-0.6309670991640766,0.23966185745361215,-0.11899148965697587,0.1270843636688371,-0.18832555865015757
-0.3375350510178748,0.4107273615074203,0.4605022764547096,0.098071078468634,-0.22153548881899665
-0.28387156830164356,-0.3323338952406641,0.058705630276451,0.08624284349315947,-0.4818955702192967
-0.2851492702710776,-1.586423984270908,-0.6819034948312973,0.08719680161995014,-0.7344520227712883
-0.2703216947331087,-2.0389152666108004,-1.1689892678897444,0.09209921749207291,0.5968727449577311
-0.6432311682628837,-1.0270805933999039,-1.331987805899842,0.0906602245054362,0.6706940445912654
-0.5515669591679232,0.5330186345040644,-1.125158995968684,0.09016067114136717,-0.010850075980031845
-0.7311993906852862,1.3735423881245892,-0.4262658335703476,0.08744099808973313,0.07258103268567415
-0.49728020719830973,1.2567953322981122,0.40173714634076085,0.08142928256029168,0.5729965192987484
-0.7216696038010681,0.8784510804729345,1.127230630951103,0.03945384165540918,-0.9824232519915583
-0.6765075137009743,0.18960473182853718,1.074524885237553,0.001101110876913322,-1.8734002727729755
-0.8365318945069243,-0.25427555874534497,0.7534231088562471,-0.03618531819675706,-0.36980638703041124
-0.8726285333165703,-0.5041955650375259,0.08735950340771353,-0.05510505263733934,-0.3020851188882849
-1.1098448111539398,-0.25121524284151353,-0.0009024605765434159,-0.11910761342179901,-0.8903448050620415
-1.252853941342549,-0.6177882789308053,-0.572376579280429,-0.23703712936969468,-1.1911382511319828
-1.302450245919763,-2.0455791432854644,-1.0983801126694372,-0.3807765554085991,-1.0673356247452006
-1.3116995616399587,-1.8644562034325256,-1.4116658267967426,-0.5454494786627767,-0.7021018942076738
-1.431367258289394,-1.4562148043285523,-1.551606969356788,-0.7207717755932364,-0.34465397442105505
-1.537655857145721,-1.3929198697419467,-1.931056995378393,-0.956714129462388,-0.716156566318565
-1.3962186120141422,-0.96689170419476,-1.7811519592432887,-1.142848366222717,-0.3640896833419168
-1.3962871716320149,0.4844860338387258,-0.6174615413572887,-1.3586983016748366,-0.026034270092284328
-1.0631123595438792,1.3109032895532633,-0.041981396950327474,-1.5740023978067976,0.6545599116279159
-1.0752661099848373,1.3050191273905836,0.832031052536021,-1.7404060575525908,1.015150551399452
-1.0969184838473447,1.3002603291496484,1.2420457367490938,-1.8332913581409327,0.9615595659069331
-1.084739802636251,0.7647621525668286,1.6270299629756322,-1.896487674735043,1.2207879216865165
-0.9271947869202564,1.1659884515647974,1.5096528619305494,-1.9666321285868316,0.8698001174837561
-1.3177758135911843,1.379168453652882,1.5567701476727709,-1.947930843995536,0.36723037517121343
-1.3845528813985828,0.8296607037063147,1.1498519788498358,-1.9387305207899475,-0.16777191202100675
-1.4801623848674546,0.322887758574387,1.0085491238869435,-1.8953063674561899,-0.23744503774174786
-1.4622558592177763,-0.7434242481519002,0.441548791247174,-1.8350333283590008,0.21140506547690624
-1.4099448707813849,-1.372438185975424,-0.2973848214183288,-1.6597765926247203,-0.39492457988823537
-1.6378245752030853,-0.3101141814283404,-0.48041055893700674,-1.475847079488187,-1.6763472320417683
-1.2272708853075156,-0.5757691046630978,-1.0062892074411567,-1.3251013040731148,0.855577278651803
-1.19972238430801,-1.2013314668333417,-1.2223214925253743,-1.1086640398376155,3.9262402479035403
-0.8722130897331214,-0.20121115798359412,-0.7534532876590225,-0.8824516157834058,2.9165074305491254
-0.8410184636013286,-0.15985232060863575,-0.6334771440706661,-0.6772978869777442,0.15314066606119225
-0.6426692564048897,-0.6529714204241015,-0.8980254464099102,-0.5469182600186675,0.5275145742725301
-0.562420223685629,-0.5228301231270769,-0.5512560701664366,-0.4462715924111267,0.6076241129065953
-0.24115608702963273,0.7101639227569874,0.12981879138765545,-0.35741723485621124,-0.8977011927675871
-0.18635077504120506,0.6185357245415299,-0.12028218999379589,-0.31210783300710865,0.005702404430092973
0.010062834862784762,-0.6458322810239007,-0.12162666363551948,-0.20340154382037312,0.5037404115294432
0.5079427798497728,-0.9838747015152028,-0.30033433058912806,-0.1030404572273837,1.0603784287623057
0.5772191573632347,-0.811109820110799,-0.2937711135298191,0.0013726766973262573,0.5933225160825734
0.6357840294880657,-0.5782573395644265,-1.0016448130183042,0.000858776352064711,0.8740972318724474
0.9656118856855371,-1.2366072852849264,-1.2995092475289987,0.054481119776538564,2.385524909765514
0.9246319322756398,-1.0543139859261859,-1.2351227217427647,0.09057083956737878,1.0301000607829234
0.5651645067335643,-0.6863663344107939,-1.1487379405011602,0.09269674590802804,0.8972087699556495
0.48478770381736036,-0.8203568901779449,-1.2516207252721139,0.08782205509656923,1.8320712595974555
0.5277745842231497,-0.8941396406195526,-1.3420235865366517,0.09100255127578823,1.3936901251100966
0.43897118100121474,-0.49947629163793844,-0.849188972394641,0.0918248461124328,0.4183115981507072
0.33652316728423076,-0.7688067893607867,-1.2039612805393411,0.09408656525359857,-0.18189792385317843
0.35924756426255583,-1.3104240428737242,-1.1956294250144248,0.09374128352367232,-0.05283217826901345
0.675151585339463,-0.6490933408671733,-1.0947255360235224,0.09630880406386191,0.6198483516563816
0.7064272364741955,0.07497743896807864,-0.6991359726998934,0.09079198340581275,1.5317769922149371
