cyclostationary_mean_HS_1,cyclostationary_mean_HS_24w_1,cyclostationary_mean_tg_24w_1,cyclostationary_mean_HS_8w_0,cyclostationary_mean_tg_16w_1,cyclostationary_mean_HS_16w_0,cyclostationary_mean_HS_4w_3,cyclostationary_mean_HS_16w_1,cyclostationary_mean_tg_16w_3,cyclostationary_mean_tg_24w_2
2.5193338183561758,0.5206088825794808,-1.8522265786803807,1.7430047675230675,-0.746806881939619,1.0246769067156891,2.4138802971098934,0.7644532517158107,-0.5236337240299933,-1.4091603735809501
2.0277952070842566,0.6071405610467726,-0.35119560673177513,1.9305767469825927,0.7306847534063713,1.1575641944516646,2.37473982768944,0.879425527250981,0.8094060963550156,0.3846723895127074
2.028239234958598,0.687791032375575,-2.234919084553574,2.0619775699469436,-0.0733582938165156,1.2878051991573607,2.340040188518905,0.9864621165021826,-0.04674669032717753,-1.5407530744232725
2.092912315488632,0.7875647396687259,-1.5903468932459675,2.1633409025218766,0.12631447464606785,1.429725069899975,2.320101910342458,1.1198709940850013,0.06729466616805148,-0.7561797816252398
1.9397517132467812,0.8802944454910763,-1.6655472720709794,2.1638682382380385,0.005382377846823438,1.559873705063925,2.1796823973485764,1.2449549137106806,-0.0312895480670285,-1.0463021210161005
2.0066003215801786,0.9762870940007935,-0.6013921798644071,2.136553846844858,0.5435149938579403,1.6930065761803115,2.073524363827896,1.3732380348005682,0.502465040631797,0.012101131224158646
2.322859006213307,1.0938505130778178,0.23929560734720182,2.154268363358427,1.0978217150175773,1.8388986936428904,2.1346153455477146,1.5188447507662977,1.0457911189735536,0.7516153372193671
2.0964674245724417,1.1985644789735992,-0.2021321668033591,2.1458756792024145,0.8096147945008298,1.9537681118803576,2.1487415348558536,1.6332554342793602,0.75899948822967,0.13046887952199696
1.8703506354551105,1.2618903763028364,-0.015351716433319174,2.037693847780928,0.7540813238393408,2.020648104847088,2.1026616308940893,1.7007688467513347,0.6931602842077969,0.38153678739523655
1.5793550552035354,1.336657183081479,0.18821715333309322,1.9249847714135235,1.0582900839569591,2.0968537787177706,2.028043918679335,1.7965520997322562,1.0171079911713166,0.5557096203353449
2.0819229479809596,1.4257661536055246,0.535458692579715,1.9212753071128634,1.3144096443309143,2.173565042778223,2.04363896356834,1.8831793012169191,1.299741952653493,0.8858142046346535
1.803096224576064,1.5092044611574655,0.4937075043031921,1.895038680957859,1.3126394816072995,2.205727656318376,1.9360255637362775,1.9388743197107492,1.3181254685006145,0.8180397850934651
1.7133910496026972,1.6047785135555537,0.407402497461748,1.8396615670897785,1.3399518815530207,2.184401205312662,1.8567121681599654,1.9641226443636954,1.3594904702158643,0.678618248598344
2.3155209712272944,1.7345173532184883,0.15095716583773333,1.8754507290886182,1.2221315484105333,2.1870155384916785,1.948881702088356,2.001107580753554,1.2569864645156343,0.3576044843216934
1.6279824015744047,1.8325656671649075,-0.19363213698492415,1.8399842588252049,0.9903282936757312,2.153611857509716,1.958949668192618,2.023591165723441,1.0417323124965987,-0.010325077651860108
1.4043251130034735,1.9220827850244204,-0.20520720850848614,1.756086643060091,0.8553418341875957,2.118444693041421,1.8186575785761165,2.034761043830069,0.9065733074396327,-0.015920892896885874
0.9186140068211578,1.9775095053254756,-0.08317465520552071,1.6550607707675276,0.9204262805825709,2.0295082565455527,1.635531464305701,1.9731968692509723,0.9734248477484723,0.09147576731706898
1.0590153627822452,2.029117462278019,-0.1265162394246506,1.632003665043684,0.9104998018288307,1.9572171616867073,1.5000473648009782,1.9032778710591618,0.9465622405442712,0.04947153864892106
0.2519616339537294,2.019841914340705,0.012158668806919655,1.529312742466933,0.8473084157715467,1.8649525874847104,1.0728012365966724,1.8077285508021665,0.883746326746642,0.2048402605608991
-0.09119813035243991,1.973609709624402,0.06439954040630355,1.3015850463813763,1.0118810093923722,1.7332724281646261,0.716856431578163,1.6940027324299598,1.049430155259323,0.2450962833930577
-0.08360897000142173,1.8976420979016893,-0.06742063334188782,1.1061996898001065,0.8364596138127735,1.593213649623492,0.40878965370348846,1.563210119915573,0.883534198018743,0.09159182438769131
-0.07971300566165829,1.7961049437507606,-0.22225729390636562,0.9127823565438339,0.743106551861282,1.459327585902323,0.20209273781610684,1.4358219602456554,0.7807470026587648,-0.0904343700066015
-0.0798213664857029,1.7071344308899057,-0.1720020355726734,0.649317056172071,0.5190541313896924,1.3248656158004788,-0.03369577305823917,1.308663900510394,0.5485184728614694,-0.052574279869591234
-0.07821358797576054,1.6080968442096621,-0.14176105639378975,0.4541092669400847,0.2236120887971963,1.1678195681930545,-0.10205633950783431,1.1527477980813199,0.25084621407454816,-0.03458101469029595
-0.07821358797576054,1.4936228937982323,-0.14181183620844645,0.2671114003030705,0.2140121837104744,1.0288949479411384,-0.09936797704752792,1.0140384816978811,0.2367938491778382,-0.05266669533497282
-0.07349373347671237,1.3878195304200638,-0.19717398147169798,0.13063460056595771,-0.022527349949429794,0.9234876108982348,-0.097273685130164,0.9314566812271072,0.011050167183995862,-0.13564286485932323
-0.07821358797576054,1.3013152223665523,-0.1590476951141521,-0.02995530215622218,-0.19558121014529328,0.8233983770238009,-0.09696324074928796,0.832556089538791,-0.17730804459369448,-0.14027581262085334
-0.0793278826503951,1.220546271824255,0.11419662912214718,-0.10008106184699708,-0.38106701237208873,0.6926596388594168,-0.09686106822913876,0.7143057258583527,-0.3810943247731272,0.11080662856534305
-0.08073539120246845,1.119754574505608,0.08209581265504029,-0.09856497756077355,-0.5127949542411477,0.5770912732358698,-0.09738319068292176,0.6033943517254331,-0.529719690408567,0.039958666642627115
-0.07901847541841134,1.024162821129366,0.182815721786501,-0.1022892125170914,-0.6079318011465793,0.4669765278921658,-0.09754983723255146,0.4749599705779336,-0.6482698060990592,0.15246768728240503
-0.07895495990522458,0.9282497831258628,0.07156384445533752,-0.09810365463157411,-0.5588099261368885,0.3146802008607125,-0.09868054755654519,0.3039904070124632,-0.6073910677440073,0.01382970926717858
-0.07635487132816607,0.8140028054618927,-0.2536969090694153,-0.09483975133673521,-0.4806499618305382,0.20261218030457626,-0.0982957127341248,0.16805753814915686,-0.5306865854350598,-0.34134153066559886
-0.0765934983002177,0.7131207973990206,-0.300829630433781,-0.09306995376057874,-0.5481028868381165,0.09516711204837618,-0.09772957678371434,0.02996666848422283,-0.5838558848384974,-0.3779172803012338
-0.07076237285749533,0.6559105671875116,-0.5422691167260222,-0.08707071290125976,-0.8743711332563429,0.018245464222697138,-0.09566473018713915,-0.051895630785514166,-0.920238006887997,-0.6614601933037236
-0.09150338124772021,0.5810386147824653,-0.626434162576999,-0.08892066074520891,-0.832306218305763,-0.07494646233068913,-0.098249646249507,-0.12384620223203611,-0.8739227175959972,-0.7459637499747122
-0.08597359282575998,0.48953064177561884,-0.7110191515772767,-0.09314227275112438,-0.757327873209908,-0.11790127492462017,-0.09970280714797089,-0.1462731518683947,-0.7932325232425237,-0.8294169019609099
-0.09384983214993788,0.40171467042066283,-0.5407627700180065,-0.09999920477850335,-0.6487229550936415,-0.12055020351026768,-0.10332502151281865,-0.14572526502437858,-0.6803203535901085,-0.6435564917618263
-0.1458594016581615,0.29780924161324024,-0.4272649941984915,-0.11182735125921954,-0.3822344513806053,-0.12968544753183653,-0.1176660624956067,-0.15752722708948652,-0.39337067772596185,-0.529649449297521
-0.30916721675650816,0.15513827933440613,-0.1283349917567557,-0.15041055620984073,-0.18866471387364406,-0.14999451959657348,-0.16702618733484798,-0.17509270100275312,-0.20390603377376904,-0.2010782234356718
-0.43296201618581803,0.03455586565349954,0.05447358688284481,-0.20943900632396134,-0.20448065182690492,-0.1836330667835661,-0.23772290881220556,-0.19453186130442257,-0.215085137076737,-0.039642820666091726
