cyclostationary_mean_tg_1w_2,cyclostationary_mean_rr_1w_3,cyclostationary_mean_rr_24w_0,cyclostationary_mean_HS_8w_0,cyclostationary_mean_HS_1
-0.8340837245852281,0.604898456949176,1.0311227342620486,1.7311274723690753,2.2822262364617827
-0.2088302197305314,1.0454234429794205,2.154304421261881,1.8826660228577083,1.2798773108389354
-0.45418145589658665,0.6425155960935293,1.1371408057349142,2.003053725824817,1.687531789404784
-0.565488019845607,0.33251580783226375,1.1620242241081962,2.035541964401346,0.7492265874181255
-0.3522396762823386,0.21914831053982106,0.7549357673562077,2.0045319540827933,1.2125181543498493
0.5552426769566791,0.08365779897223183,0.5705705896803673,1.957911033695736,1.3964677555024352
2.0925159843989953,0.1309260224566397,0.35849146555883576,1.9574219221833629,1.5538904238781301
0.590086579823061,-0.23848159507225,0.20835547599137205,1.9778150112629633,2.141918243122674
-0.5028799880633382,0.7155233025646699,0.6681364726383635,1.932316954772412,3.0019022731807685
0.5576399334650961,1.476977631756979,1.0051800201623573,1.8167431760305972,1.5150234557672706
1.4161373765911753,0.5318086468640426,0.9841825991579259,1.826270597912622,1.9833025913792848
0.8853991170524423,0.22082947977872067,1.0075451098409456,1.79877608523247,1.9737579773185112
0.16405992334135971,0.3202530466280583,1.001239796719345,1.759970176323036,1.550327993411132
-0.5299067501414039,-0.6949972373515619,0.6777814211559552,1.715750909153265,0.9566786333215853
-1.6029721804375485,-1.1801904990897767,0.4672005946198566,1.5921556508443144,0.04907642849809761
-1.1238465929536732,-0.21602039210137133,0.8345965176497024,1.4263576214086073,-0.46941901387050167
0.18633226030407007,-0.45004110500413885,0.588182231977814,1.2593552831740982,-0.3978482965308657
0.16943019884317898,-0.914376139092286,0.5187408524090616,1.1284286598780038,-0.06718116625161008
0.11044987159533382,-0.7257860925988501,0.28285929000620047,1.028697175983572,-0.07389227256162306
0.47492155535673053,-0.9384540013196413,0.13998659791042425,0.8180988286012812,-0.061557960160879256
-0.5153147540032141,-0.027651243426534983,0.20305799514325412,0.6241721197108523,-0.06081642275167989
-1.4045646285510216,0.566270661413531,0.25848433230610524,0.47247512876506287,-0.04138242612265734
-0.7651550834867145,0.5004509308626619,0.2855171885417237,0.3138487391016702,-0.040931560650892394
-0.09948520691073275,0.27301023616702913,0.2746716315264729,0.22885826255082564,-0.04087938200229943
-0.33826879206768135,0.5578706797628898,0.3897614463950316,0.15756351736134716,-0.04087938200229943
-1.264590204057157,0.9845299292681176,0.41172345818422684,0.0987438378959034,-0.04087938200229943
-0.722729556253202,0.0778128035951276,0.20416482557313326,-0.004670865066730406,-0.04087938200229943
0.36176844244585493,-0.3354029565427603,0.18376209527895543,-0.05985935458015902,-0.04087938200229943
-0.06511008194226577,-0.19807488790009478,0.08502573130906553,-0.058924374543325594,-0.04087938200229943
-0.19288776241128242,-0.5917226200363731,0.068198222076166,-0.057299775789238006,-0.04087938200229943
0.20159848483525325,0.26896956544981354,0.1376299539055428,-0.053537586851195806,-0.041457745286547075
-0.22928381871303755,0.30118545970221394,0.12411482525514278,-0.05286161340768273,-0.056196664183878156
-1.295427822269527,-0.683620022269707,0.08345193785046177,-0.052603985073926496,-0.04087938200229943
-1.8310046915167202,0.471460535731406,0.09809741355098386,-0.04813454537568078,-0.04184324756402421
-1.0302037605936363,0.35659367005961906,-0.17408240523586102,-0.052857636707604155,-0.09156863680852817
0.4489596281616889,-0.3245535504080018,-0.16528937328388338,-0.05717774832444125,-0.04116966322128581
1.325521681891537,0.019538786139784506,-0.25887088748604997,-0.06568994790685984,-0.07561596625624918
1.2881745401272036,1.1045751871653051,-0.09267684445708925,-0.07589286239540256,-0.07087290811318922
0.7685526556684711,-0.08494979175372641,-0.29304114314976215,-0.11562684915101776,-0.1467709964235199
0.04151621950913482,-1.7241660387509086,-0.24960227680604444,-0.18019730466481215,-0.25118271709395346
-0.176018272370343,-1.1407416674142037,-0.6325753867426875,-0.253370825036392,-0.4341780643735788
-0.34602154166424787,-1.0541086707161682,-0.555098834578236,-0.30021054344436915,-0.34331279394811665
-0.18407644166629886,-1.4224280895516617,-0.7709000456910229,-0.4221865613174609,-0.9881444693429355
-0.2931125270953282,-1.4569643883233339,-0.7074114452633319,-0.5710194428771078,-1.1747861070713308
-1.8491469724296046,-0.9109232259927013,-0.7581715656580602,-0.7362202952077772,-1.045058865932458
-1.7741149483309815,-0.786008441846561,-0.8472105491105019,-0.9100999219131647,-1.5596982101726888
-0.7154460856533188,-0.5116324994343802,-0.9745522893442009,-1.1108696231905908,-2.13574954229567
-0.1191844016972896,-0.4980208931431507,-1.0809566363003178,-1.301383654059542,-2.121379783273013
-0.2559192226529191,-0.00856606286912097,-1.0639202322708838,-1.4386357402786962,-2.3349011434739384
0.7215748966726864,0.12791555661023815,-1.206527853260061,-1.6183678424680197,-2.804587270603526
1.5008135475879987,1.1192775986138672,-1.0206180144167725,-1.8175806971432795,-2.4178111216511557
1.32233218823015,2.0013245431299826,-0.7150325519967364,-1.9055092860784577,-2.193169306928185
1.281675539649379,0.5638075529937479,-0.6638504856145264,-1.8083143150775427,-1.2135015428017444
0.5866665807281729,-0.10912930607459621,-0.5605335307817706,-1.716125815707124,-2.0918401005431813
1.0750043679718182,0.18269235107907988,-0.4236959737725528,-1.6022667286197225,-1.5925226440594538
1.4441036988601446,-0.3761400330188388,-0.5189571296627057,-1.4348043177025032,-1.4115436387331561
0.6117014752015238,-0.6810787199318357,-0.5222372393829914,-1.28351955444579,-2.1016070240785
-0.030737211918256128,-0.5003921237091798,-0.4937913670427898,-1.1229336666637608,-1.4189894288787246
-0.9129466487688941,0.2643443951948877,-0.5726907320785852,-0.8778157586297013,-1.0915542201262305
-1.3007094032893254,-0.06786246580346932,-0.596062630316789,-0.5804282170452736,-0.6703195713346188
-0.3897193586709351,-1.7283494133686355,-0.9052581631259777,-0.35177425077489877,-0.571881683125347
-0.9472834396815731,2.186051810069854,-0.3363523628770257,-0.2649118858273147,-0.34332160995491157
-1.4222398854116802,4.769285636516122,-0.15323082055411458,-0.08149469161939832,-0.18486941959551295
-0.16119577079865127,1.7031906819386244,0.2829018114695759,0.06141902825910833,-0.067794717157645
-0.14823234565802718,0.5824763509373414,0.2951853288144121,0.1738467683100502,-0.07389227256162306
-0.6991804196283999,1.6389348297495223,0.7543061685392143,0.2894417545578285,-0.061557960160879256
-0.27798435527486326,0.8732599838283946,0.6974190210535146,0.3696351798478346,-0.04138242612265734
0.8697021981297492,-0.6624490189472863,0.9155099474648672,0.38378893012060245,-0.040931560650892394
0.22655470680195233,-0.16587267758335997,1.015971485526682,0.3321963332856592,-0.04087938200229943
-1.0219403913519869,0.3916890553456229,1.2281437130732045,0.309271457912377,-0.04087938200229943
-1.000142845472413,1.477542582815167,1.5148353967384864,0.27736724458305584,-0.04087938200229943
-0.8217491783990488,0.9425984406932396,1.5355696703773816,0.17109657698090233,-0.04087938200229943
-0.5349878916538098,-0.045186229557847624,1.6767369971790989,0.09679559560721254,-0.04087938200229943
-1.3965971581321603,1.6476730000958955,2.037523046562033,0.030353618089820365,-0.04087938200229943
-1.106157806426265,0.8814703452276715,1.9346879220969893,-0.0024665267385645777,-0.04087938200229943
-0.47197847975798607,-0.1699133483005754,1.8712603296506172,-0.04142329807765048,-0.041457745286547075
-0.7794526840984212,0.9543588059737276,1.8055572872484347,-0.04732230863706238,-0.04087938200229943
-0.8910862149938762,0.8856341713658762,1.9151295079818242,-0.04719141289539373,-0.056196664183878156
-0.6003537205084184,-0.19162388965780586,1.7455871310833813,-0.048132865910474804,-0.04087938200229943
