cyclostationary_mean_tg_1w_2,cyclostationary_mean_tg_4w_1,cyclostationary_mean_tg_4w_2,cyclostationary_mean_rr_4w_0,cyclostationary_mean_tg_8w_0
-0.20664414466461253,-1.0521003146210075,-1.1944343209102595,1.3725933205701264,-1.3286619253034058
0.569539088203526,0.0666693379659093,-0.13091871880652917,3.072107994078198,-0.08215348791738722
0.15457170103472434,-0.8474824399080377,-0.8825437305415023,1.9138916811287932,-0.866516628629429
-0.17403615749310025,-0.4532466426509152,-0.5267708498284296,1.900137006091639,-0.4842739475528726
0.059448653815961684,-0.8532283195269482,-0.7605457311061969,1.4402202799254773,-0.7937372091759384
0.8003541730180125,-0.061346089972358415,-0.008215738741908,1.4318750319224909,-0.2396482694616212
2.232089773544477,0.22405615242944787,0.43092247830303115,0.38914433546548305,0.19893843135926173
0.9260739745699393,0.21577960265764073,0.6555477574679032,0.5278411979126257,-0.051192133393179066
-0.4095093812981693,0.4194198249549155,0.3886685279825999,0.7550957936686559,-0.03914245021454587
0.42248936622452643,1.144519846533705,0.9251159648262348,1.301985649204248,0.24205701397705937
1.4798673930160064,0.950013514896817,0.811707713746247,1.1869860037466917,0.3694092626855528
0.713991855224083,0.4375537595349784,0.020657486465971615,1.7405552578258643,0.6044055617046848
-0.0016287246637848218,0.809279511416845,0.29120068754230793,1.9846283381486978,0.47858672233771815
-0.5399098886236597,-0.1258269081511868,-0.06475669981984351,1.25096676819094,0.4179464684174825
-1.5864203612734848,-0.8704930165174581,-0.8210892472453776,0.9472991860257352,-0.2076168540932909
-0.5763438329683748,-1.2676585434339724,-1.1626427237417658,0.6359075650381381,-0.5253162552741408
0.7184451182523119,-1.0104495155763704,-0.8552209119520003,-0.16686107732489883,-0.19486876347894147
0.3163304014495016,-1.0042085402458885,-1.00215705038323,-0.5326912024534759,-0.305373680963746
0.24700651192567957,-0.2584204484978145,-0.3457319619117014,-0.7052646239621102,-0.3476215224368931
0.7862790929806053,0.1654055112015106,0.36851255348604295,-1.0333171058648822,-0.5737376272935159
0.19153279528752393,-0.22967864919740266,0.03625463212346369,-0.24311630853175528,-0.7336963404600455
-0.6170603948924769,-0.9526300499694161,-0.4743723384053691,0.41517395675424507,-0.9163748904278632
-0.11520303290294269,-0.8083622975786212,-0.31252558428105526,0.6821518071936696,-0.641194150947661
0.5639389761929658,-0.9465820109785761,-0.3446433726821368,0.849725908776607,-0.2718196391039884
0.5327435682123812,-1.0048938985397735,-0.482852621995002,1.153568073105395,-0.30826430428347934
-0.532308179030407,-1.0627594149737092,-0.7807248377796527,1.0436234524255337,-0.7496581104976433
-0.3760851865489155,-0.6754608778777018,-0.439332460372386,0.7204565117031091,-0.6233033972873054
0.7821917161079157,-0.6318519408747785,-0.46818709722382834,0.5779028711244227,-0.6883909441301681
0.5178611551748095,-0.7747379052265982,-0.6794005329905578,0.7209445362777279,-0.776016594929984
0.5484835190032673,-0.7719264117555488,-0.6232265198378423,0.5475946976935081,-0.5580870447111751
0.6826278302695313,-0.1808056508989666,0.006749678179783507,0.39441426329525886,-0.27654946120913754
-0.07570735929410094,-0.6363865334166777,-0.3555897115590831,0.41540409481830126,-0.5031441166138645
-0.9179542154435645,-1.3599360017816766,-0.8638931375332867,0.2756998692419338,-0.875822248078148
-1.3670763018759013,-1.8482260209621781,-1.3547441621860532,0.5425069873483089,-1.1738255638810076
-0.736499531113354,-1.850101372742249,-1.5078240966485454,0.3198637950860254,-0.9229758593389833
0.8387151684937718,-1.8616947176377066,-1.3120187560697674,-0.005546690055856123,-0.787337488211907
1.7457172816303255,-0.8831833095721625,-0.4973847236744168,-0.16582362973955186,-0.5648509704020611
1.5229002196877526,-0.08412360699571042,0.22512142116464953,0.3474298553892719,-0.40876579088279474
0.6641377746671568,0.6828404367034748,0.9346968168084696,-0.5399897870765611,-0.39047870154577985
-0.34188763575365033,0.662623861261825,0.7895644374092781,-0.5023756715276845,-0.5476880441386652
-0.6171415338874681,0.6980602246368708,0.4474023643539885,-0.9695565300501551,-0.3595980798211167
-0.8005197195176931,0.013318985517282902,-0.2765536722871663,-0.9567763434528566,-0.20901001315156117
-0.528898693104934,0.14930299736988734,-0.38862851859873754,-2.03735163790328,0.1803709056906562
-0.7236687936319461,-0.28159293069868524,-0.9594259989142483,-1.6362244688029421,-0.0040900419308619275
-1.976809648102179,-0.67854662255135,-1.4100241289408535,-1.6722387111461476,-0.6137850612927417
-1.4541299915229868,-1.4442523597483905,-1.5415856312257192,-1.4043110694250915,-1.1066736649165896
-0.9787197159113133,-1.3970875552784563,-1.4982374463230268,-1.5180440500087267,-1.4068168171333806
-0.8867864454331488,-1.630806351894987,-1.6495936205319257,-1.0104717426022944,-1.5220330820867858
-0.47063214690323946,-1.2912165284317279,-1.3630520406821154,-0.8875083916125182,-1.5012642260770506
0.3523883172643027,-0.0514152126233805,-0.24085796950077878,-0.771666103318436,-1.1365869033445088
0.9097219314855866,0.8982105233589514,0.13106337375255533,-0.17323613535315055,-0.7966471483423855
1.0327742885771722,1.7249379323306895,0.8267787400708064,0.24450629355529738,-0.5604045278573175
1.1253665598302829,1.5088636005397251,0.9848521955299316,0.33516613253339406,-0.31797056443740895
0.5252473393126166,1.5356725161941573,1.1655337739284812,0.7142378389356113,0.15758767820680558
0.9964691523870068,1.1881507805495362,1.114156795960283,0.8364067327872472,0.598734550461222
1.4677371132647978,0.9524237976666464,1.2963240659585036,0.31286984897888676,0.9556652175300085
0.7546678476506896,-0.039102892565312374,0.749147567470942,0.1120496242241035,0.9309365280634228
0.3702566453175567,0.08508607508011873,0.7407924454813183,-0.030987518483867355,1.0727235767907322
-0.620569656425853,-0.3018770076269832,0.2548101932997628,-0.03191312763380406,0.5285400126956119
-1.5082657599416502,-1.1186775304411138,-0.5042789385396189,-0.16592187057948302,0.17741224907019454
-0.7188416573283588,-1.435414649715043,-0.9013881932227794,-0.5060808521554265,-0.1636923737286417
-0.8903661964684239,-1.5177893780437737,-1.2743828419459406,1.2790801890709846,-0.44204070953926317
-1.1241707461296242,-1.4818032489121682,-1.6177566004578663,1.7189206289404886,-0.5376473237049164
-0.10948526934964511,-1.079885977985141,-0.9648894610999151,1.458675995289387,-0.6095221821794395
-0.13806394474175818,-0.8973376363543117,-0.8093902864700253,2.141658200958774,-0.903402892455976
-0.6187567070065146,-0.7416557869358211,-0.9124937035074379,3.1605277688360855,-0.8660802642085115
-0.5223585097695915,-0.5287365615709056,-0.5221113684815462,1.2371886774335699,-0.9589139923490514
0.5780688250519924,-0.11842880906183667,0.12078139650382158,0.9289608421007222,-0.4589542485169974
0.18829585650608685,-0.49805555241126637,-0.461583411485161,1.121201211204061,-0.42744148947406374
-1.0117448082289535,-0.38796047947151857,-0.5007304901415538,0.5855104435190671,-0.5132897020399774
-1.1575449896850853,-0.45559338569924956,-0.7616077458706327,0.7160085201234453,-0.4164978553831917
-1.1838822003405631,-0.3001217242066749,-0.8437627736611545,0.6093535918950452,-0.4069162658088401
-0.8597800916283523,-0.7059598652379059,-1.5209696446292864,0.8846471157723883,-0.628299698648915
-1.2894186768883882,-0.8392616401113924,-1.6752793021387353,1.5730929059511147,-0.7922267890366617
-0.8166673937584118,-0.7493364217347417,-1.4496510778754386,1.284520543166305,-0.7640991589917843
-0.34277636130816547,-0.7054428028572417,-1.3337200425981224,0.6571084710563214,-0.8432525759229406
-0.48665861977018876,-0.781465547068009,-1.4151108824017882,1.1967579329411482,-1.2037707838030205
-0.5253023339316213,-0.9071735464143952,-1.3986168141233277,0.924933592223972,-1.1286232748571339
-0.30553990159111394,-0.48178111250774097,-0.8490183216377849,-0.34161454669869507,-0.9584235948234398
-0.959162682524802,-1.0031125784881734,-1.4623225539212703,0.15020010315433344,-1.1239227732371417
-1.2630206119866683,-0.9740288526879747,-1.3125915528310859,-0.22972445585463339,-1.158429071593185
-0.16295586704895176,-0.8194503481836608,-1.0992426591385647,-0.3446287748020975,-1.0270434331062732
0.4380312871557622,-0.7020555311055817,-0.7086088993804207,0.13118864559785637,-0.6817417768494703
0.5550489314948657,-0.9257612765545696,-0.5877129829445376,0.03599622902746761,-0.6992348935889494
-0.10063351211480606,-0.5787372062003285,-0.07109849627004217,-0.5765323973521366,-0.7307479156657941
-0.5413120718808545,-0.6399632600478963,-0.1271127872489285,1.1940628856822537,-0.7496078626322807
0.3328439618457588,-0.6657637795809823,0.1322030465394395,3.0318806865786985,-0.5156798666197155
1.7357783886422822,-0.35943316589664714,0.4093972992404756,5.0034920645658225,-0.2506307104601074
1.3401928253426825,-0.06118471849350957,0.2193182739765367,5.363652588992489,0.13753975075239763
0.09647930785300864,0.19303599435093158,0.22109877843920486,5.651723970042999,0.21259325207170968
0.46358838018231197,0.4077514545767826,0.6157897567956719,4.105167240986813,0.2918885276617012
1.4597994375204089,0.8176741697154748,0.864046206961651,2.418934943614095,0.5535602103020562
0.4981088810816001,0.14873876874091588,0.2971653621931879,-0.11271580039672988,0.45890771587911616
-0.5680699375134899,-0.025075283777318463,0.2107052710518492,-0.1552092441095587,0.5194338694646037
0.05765877829832411,0.1629581380799118,0.43228383445186785,0.0005765711386463889,0.6583718178212118
-0.24041318014257973,-0.47920019681862697,-0.13361967584259457,-0.015271534922282545,0.25857999415868993
-1.1398642955577498,-1.152675510791876,-1.045872871668787,-0.5168504287678186,-0.2668813956707678
-1.683518382342209,-1.049586870238943,-1.5500772208198021,-0.4832089251737679,-0.6401537737387075
-1.4151689055634373,-0.8658572456688258,-1.6020948774731967,-0.4996706582561013,-0.707329758695602
-0.11327344617830423,-0.7189916361079538,-1.5389715728436142,-0.7787587922636414,-0.696891865708963
0.9718130402840071,0.05418316341350881,-0.7833756750991033,-0.8758770713227045,-0.8119314388162286
0.1999251029632238,0.35209438711926316,-0.5762325386259675,-0.8743729524578401,-0.755386807859562
-0.0837058892847334,1.016157360250436,0.36424604376339187,-0.9649077971489012,-0.513070225018527
-0.4991020453301922,0.284284256358517,0.002350020748431217,-0.8959914210095935,-0.8854948965510091
-1.5214407042533717,-0.2636368444602953,-0.5863418506971305,-0.8176309296360404,-0.8316045056376931
-0.17159463442193837,-0.4333474601895813,-0.8744488455419971,-0.921423586258048,-0.54197885096795
0.9026603033277445,-0.29257823823738377,-0.47960048576769637,-0.814032601310897,-0.10960632198856823
2.042623374136947,-0.046445270793582905,0.045788393602724374,-1.002043650549293,0.41964086820239793
1.6455849157082838,0.28424676879820826,0.410592461713612,-1.0464751926986775,0.17893994539695393
0.3017575843896938,0.47572157516600627,0.8252257173133746,-0.9389182142928011,-0.03173063116403091
0.98098986061753,0.8317702608147185,1.0531299825537395,-0.6675848574386697,0.2797629047692633
2.3043440485842845,1.262124525323879,1.6143992090511559,-1.0441873056534783,0.5444974856657147
2.673442801206391,1.0898640904042025,1.3095315751273684,-0.7505152170679934,1.2049906565442765
1.878316148601363,1.7653431044955157,1.9894193001683083,-0.7147442543092202,1.7066360930472528
0.34783540540785013,1.6075265744133997,1.7048771390134771,-0.22975461046350978,1.5116404125463674
0.22780547587969274,1.4353780709256663,1.7139482569547497,-0.7956032344919389,1.606862582100711
1.1892685895731663,1.1613370491269208,1.2457585041716643,-0.36448405378520815,1.3713316560113264
0.7584585600729422,0.8033990108970367,0.8129444590611914,0.1171953081191687,1.5564624863640424
0.8510837940427681,0.8035030268235838,0.6568931413993573,-0.23953298330304898,1.831547922242934
2.26445662576525,1.7656827683190723,1.8887516462817926,-1.0662031583272356,2.1536478142408155
2.2860142424970165,1.7486156883961794,1.9492574349419824,-0.5035871862025405,1.9398998919274857
1.2421040210773058,1.73925164232222,2.055679493215287,-0.18221090871205126,1.8432344058521322
0.12444225660083844,1.373911780545772,1.706532328885548,-0.8647518554118445,1.3958365138386224
-0.4864722536410682,0.9566643684882759,1.3965060818216608,-0.5884464543370723,1.5346823628206987
0.6217292111381254,0.683634321243847,0.8505233688919441,-0.34303794848063524,1.5865870595424902
0.4197996085405624,0.4610691567910461,0.3930377555860069,-0.6280644477439316,1.3434239543301978
-0.40315518375290826,-0.15447383045662214,-0.09026116407521603,-0.3950888589110384,1.1540016610719361
-0.455928493214008,0.1199856638280608,0.0832700932138881,-0.2479830955300099,0.8587801885411771
-1.3520749694987957,-0.41854024880030777,-0.6075639707039979,0.08298375714688733,-0.05110555894611097
-2.2035856168420387,-1.571791739051754,-1.6761824208785168,0.6452481038610398,-0.6521613869245283
-1.2759191765967008,-1.4088346194553367,-1.7014033782753422,0.92001801816639,-0.8859322660600598
-0.35970271634144096,-0.9469085603380242,-1.6921009385650756,0.2642289762068654,-0.7120851379237839
0.14402692795751912,-0.3499886967984485,-1.3657983135303342,0.5231034321809424,-0.4341169648296358
0.8826637247918037,0.4310510122694649,-0.48294308532966257,0.4565431283291743,-0.4866273851908679
0.6132001081880567,1.4623592870485933,0.30998112366252417,-0.14485879245104819,-0.30649140659507573
0.49677853964288743,1.317288917609518,0.656823484784659,-0.3307167498349389,-0.09129880562826583
0.02233601558605914,1.168130918812152,0.5599161865595906,0.08989860346600485,-0.08798590451084182
-0.6237442196048901,0.5393357800297226,0.1031411992356648,0.2307540895155226,0.26314353147262537
-0.07567287522122947,0.48079439689336106,0.07287784034935328,0.1961572810688685,0.7641114185897132
0.4318540740433261,-0.14615355378065445,-0.04796437639015599,0.5158693849349896,0.7954137877376446
-0.43914539921876383,-0.6211355402725326,-0.7232602419240909,0.47423940649165136,0.5577536121795551
-0.32417144331600545,-0.040007055704815664,-0.1957887781750763,0.041383759797182826,0.4919083806021767
0.9026045202686881,0.3016980488294985,0.4694072607041489,-0.4516866335987236,0.5333353144496352
0.0742184864979827,0.3349034903587183,0.19843804203658152,0.033422786898711726,0.36361265458415865
-1.9987408422900528,-0.15485276937468312,-0.5167703140653054,-0.1664345448074956,-0.18060226217245867
-2.6870814778243877,-0.2115948223780654,-0.6573424877101405,-0.022567011656804647,-0.4617661371247898
-1.826029391788879,-0.8694316809675411,-1.3054978229401264,0.29051869650612544,-0.6230592459703272
-0.6637837780395333,-1.0645195416800952,-1.6498684681231939,0.5617753185283072,-0.6637871922423031
-0.4811044020036711,-1.4143883364479635,-1.8242093516037778,-0.15542225297967252,-0.8136458360983984
-0.8167307835982482,-0.9488152831460887,-1.3278630580221074,-0.07878962918717199,-0.7275811086222902
-1.2196442123830056,-0.7788799987316776,-1.2213846839133746,-0.07115044414858807,-1.2010311471004311
-1.26345166289756,-0.9168186046895553,-1.0274034807129506,-0.44871141358196004,-1.5301405366741472
-0.9469302183517763,-1.2515427498335294,-1.4179221303527136,-0.4317555795645015,-1.6789117848169186
-2.0360843040567485,-1.5996222224980388,-1.8961716262564636,0.31070122195216715,-1.645144414957239
-1.5119829401496918,-1.3467015613131592,-1.6195782593886958,-0.16619524323778684,-1.2929348023647262
-0.8578048642190312,-1.4231418949836865,-1.5288588184842222,-0.24763442643392194,-1.3401795901878764
-1.1379854207049807,-1.4542774285342723,-1.5510367930865403,-0.16253790588852465,-1.4975506329806942
-0.26637005175903494,-1.2598869822468899,-1.1821164367113182,-0.42035631468443635,-1.3391028680474453
-1.0024604787270672,-1.2920513193768277,-0.9952414933310078,-0.8777074917074895,-1.5291821515626893
-1.3592377678410172,-1.3542458792766852,-1.1694349091838574,-0.6762431934904662,-1.327952616323809
-0.43123840415685594,-1.0272067160747358,-0.8419562607985331,-0.7728679754275303,-1.2652408816193355
-1.152106141427071,-1.2534085225528722,-1.19616358882502,-0.48555659687227043,-1.373225054644668
-0.494598831108172,-1.034625494124452,-0.9808043988067155,-0.5368271466825398,-0.8154604429472571
0.0644615223502718,-0.5067311676072198,-0.5750673929061882,-0.6575996932821603,-0.9023807730787503
-0.356837495580808,-0.23421948297912829,-0.3834257064777762,-0.19034596064662326,-0.5721253036512863
0.07095264194958036,-0.11187912838742141,-0.2863724552317948,-0.16020218279952791,-0.4460991524672021
-0.12921091971012325,0.2689891837983573,0.1747223284365686,-0.23314468376484485,-0.5359922398359728
-0.2527881446755585,-0.019383284534847205,-0.19295949263383003,-0.14427289780632718,-0.2614667077374303
0.4903119307816492,0.3841933873356666,0.32227945566432425,-0.47964035143297457,0.019800155655504085
