cyclostationary_mean_tg_1,cyclostationary_mean_HS_4w_1,cyclostationary_mean_tg_24w_2,cyclostationary_mean_HS_0,cyclostationary_mean_tg_2
0.8313139537843756,2.4510788774172063,0.3836042546696135,2.6892639348650023,0.167673541488296
1.9123133309737246,2.1689881923678724,1.8762178558204543,2.4142814888831126,1.3784096915637998
0.2705129449425621,1.887145291392176,1.1281011599603703,2.200405963242898,-0.13721264564984895
1.5183215715343776,1.7085899134260083,1.4676999963512285,2.2183733756849175,1.020555917027333
0.758465158326866,1.5117464107447844,1.2949651450741742,2.1657253458107832,0.25707117939533747
1.8530341290214418,1.2532284105601685,1.6929960253903407,2.0480546525767522,1.5058898844750586
2.3987530490530684,1.1898112439453765,2.238221636953657,1.8404657996077565,2.24664376248352
0.40579044337199405,1.2141235932108658,2.05674638533086,1.8679566056995687,0.33104573943808924
-0.206029216141168,1.1445189757566425,1.6905060749082255,2.027826260648986,-0.49058449249685443
0.5818959257257547,1.0170053760090307,1.655063758940086,1.7076266836550007,0.5539759125851994
0.9006927870037855,1.040188428635992,1.7337286027856758,2.0856302118580934,1.034297045121639
-0.24837908468004213,1.0286872258361024,1.5476243267784409,1.9877176347087913,-0.19050145422440035
-0.1865525222141423,0.8197283279505294,1.3907344870677614,1.7894239564286245,-0.18742754602408393
-0.8365540132719438,0.8108804312460944,1.1500374449113315,1.696212110502803,-0.7905515342334478
-1.5992802893657891,0.9316776119628666,0.7956546366616212,1.4398913157669895,-1.6774164333745372
-0.30935652697473637,1.0265623001272217,0.6686414491671496,1.0999775609740376,-0.4894245271382448
0.6797357974529072,1.0154480002037884,0.7051175325432726,0.5684055759305973,0.5347726860734081
-0.6319732043306365,1.256125221360307,0.5748650733230212,0.4241429041718157,-0.6528190321141644
0.38134966229022793,1.3221868470461984,0.5909484437145481,0.26305100607839743,0.3691818313050124
0.2559452270053187,1.0188178666004308,0.6046298145175593,0.030878479904297044,0.36274402356472424
-1.0829580729536363,0.739349847664356,0.4414967557779773,0.03109116277206322,-1.1321033340762159
-1.077793952681642,0.5621696634445147,0.286743873116857,0.0135486171907384,-1.1896554614841812
-0.4720691797819885,0.2826888268437033,0.2392342892883858,0.03149031049811361,-0.3147917423994825
-0.3101631911373816,0.02940254457683958,0.2120987094969681,0.03675061442019438,-0.15501231407772154
-0.592546268688797,0.07941393985779704,0.14754844216387092,0.03606694303986137,-0.5563857581666307
-1.7629971900678316,0.08408412938955821,-0.05837833394266673,0.051019708511591114,-1.920299795251833
0.3327375324887141,0.08780715888979561,-0.18508405740886166,0.03653298779536143,0.09369005863509408
0.08139796181189045,0.08791357623767845,-0.17411177991561727,0.03601900933162443,-0.02596036810554692
-0.30097554759259715,0.0860373580925012,-0.30296429732683805,0.03277327219036194,-0.28593091199621457
0.16296656825831649,0.08943697999354476,-0.32137154838160836,0.032037483456264004,0.07043275319495895
-0.03380641741641462,0.06906440873082385,-0.4607650044657602,0.03426736749560255,0.09252429344969107
-0.8699717907790987,0.08079131862819686,-0.767648736899943,0.043658234491569164,-0.8649722347987411
-1.3619471192053398,0.1172160445142912,-0.9352729073671022,0.044608375578135094,-1.3685622724288997
-1.8403201956582311,0.15883015300403758,-1.069185944795078,0.07552238938194257,-1.848381943018001
-0.2276287104962081,0.17046967092403445,-1.1465284317316096,0.03716005209917292,-0.23023026775679944
0.7567260948993006,0.16000233034220518,-1.1654144103560025,0.010686613546533962,0.842804610035999
0.9692592408286288,0.13092129043059964,-1.045372592259232,0.0004409167326225698,1.0266501965652621
0.5510728635109958,0.06947270092665464,-0.9581194766162071,-0.02127881877725272,0.6972664333343147
-0.030106212978046304,-0.09891422623050881,-0.8432666605677442,-0.2631476415737086,0.37398676473279324
-0.7149706187574576,-0.30290682583971945,-0.7379355950768477,-0.5126551115617062,-0.609422943486468
-0.6073977070678622,-0.5800265251499314,-0.7130131610042453,-0.7695574311862967,-0.2367260737650166
-1.1319363858289828,-0.7591437284745651,-0.8427059157012672,-0.44984946984191465,-0.78023364236861
0.02557273305602039,-1.0715054190209206,-0.7366912994020905,-1.1226463249606315,0.4221052507916011
-1.5185567207820523,-1.397535196858087,-0.8909163780033071,-1.6222314038984753,-1.1945674686373733
-2.2768328270042644,-1.7564383831378545,-1.1435657817751874,-1.846073002863464,-2.198968584153945
-0.7057527661296596,-2.058114612955396,-1.0960397502953423,-1.9756947509095966,-0.6502180328677426
-1.463629259707197,-2.347247862607212,-1.0984747487974484,-2.0853574020591195,-1.2143448780016768
-0.7855271979835639,-2.574573684751491,-1.1295989049314494,-2.4869054797008814,-0.6303719178629674
