SUBID,LONGITUDE,LATITUDE
8100383,5.6568,60.5864
8200035,44.5245,66.0255
8206747,30.2067,70.4487
8100373,5.3103,59.5329
8100374,5.5806,59.6482
8100395,5.1651,61.3835
8100393,6.6917,60.8901
8121539,6.5716,61.9892
8100175,6.3909,61.9494
8100399,6.0527,61.9139
8116174,7.1273,61.5312
8118124,7.3608,61.7206
8100396,7.2757,61.4694
8100386,7.1863,61.0339
8200022,45.6472,66.9751
8100384,6.0878,61.0705
8206760,27.7902,70.5127
8100391,6.5911,61.3511
8206773,36.7489,64.8649
8000698,22.0321,69.4826
8207072,21.7118,69.2751
8207374,22.3117,69.2309
8209689,21.0119,69.6243
8209939,21.3385,69.4091
8210245,21.7236,69.4918
8210046,22.0319,69.2703
8209559,21.862,69.3909
8210429,21.4776,69.4912
8210561,21.2721,69.659
8000637,-17.0289,65.1118
8000638,-16.7554,65.2877
8801167,-17.331,65.6068
8000635,-16.8945,65.6222
8800898,-17.1729,65.7903
8300844,23.4003,62.5696
8300867,23.6963,62.8057
8300897,23.6529,62.5233
8300921,23.8404,62.613
8301725,22.7711,63.0674
8301825,23.4147,63.0268
8301841,23.1386,63.1492
8301832,22.9446,62.877
8301649,23.4902,62.6579
8301538,23.4817,62.8126
8301851,23.3124,62.859
8301835,22.8869,63.1056
8000906,22.8605,63.3031
8000905,22.533,63.4753
8100412,6.2382,62.1986
8000904,22.4677,63.3702
8102030,9.9463,60.0276
8102043,10.2738,60.1049
8102094,10.1009,59.9901
8102266,10.3305,60.3814
8102514,10.4348,60.5474
8102531,10.2959,60.5627
8102544,10.3153,60.6186
8102623,10.2512,60.4197
8103267,10.0686,59.5509
8105032,7.8441,60.4996
8115301,9.9175,60.1354
8115323,9.5658,59.9918
8115345,10.287,59.93
8115379,9.665,59.8887
8115426,10.3264,60.3236
8115553,10.0228,59.9288
8115557,9.5932,60.1911
8115568,10.0398,60.1105
8115599,9.4295,60.1835
8115842,9.8828,60.321
8115868,10.1185,60.115
8115928,9.8069,61.0559
8115968,10.4863,60.6557
8115986,8.5748,60.7335
8116010,7.7264,60.6784
8116033,8.9036,61.0168
8116041,8.3691,61.1101
8116117,8.2134,60.856
8116124,7.9015,60.831
8116126,8.907,60.5273
8116150,8.1359,61.3012
8116166,8.9852,61.2042
8116205,8.332,60.7107
8116207,9.3014,60.9701
8116217,10.5314,60.4387
8116246,10.1948,60.64
8116248,9.6327,60.5758
8116255,9.1725,61.2189
8116259,9.9873,60.4753
8116262,8.3332,61.0159
8116278,9.5109,61.1016
8116292,9.5988,61.2641
8116349,9.2811,61.0323
8116441,9.332,60.7268
8116483,8.6176,61.0099
8102620,10.2299,60.4934
8103824,8.2166,61.2838
8100345,8.2808,61.2332
8115275,10.3723,60.4495
8102698,8.0541,60.731
8104278,7.865,60.689
8104668,8.815,60.9395
8116374,9.2524,60.849
8116479,9.821,60.561
8115817,10.0354,60.2575
8116258,9.7917,60.8634
8103957,8.6185,61.1986
8100113,9.6512,60.0344
8116056,9.2182,61.0461
8116322,8.7909,61.1468
8116470,8.0123,60.6192
8116135,8.7266,60.8101
8116423,10.0015,61.1012
8116297,10.1235,60.9408
8116219,8.0915,60.5226
8116309,8.4399,60.6042
8104001,9.1155,60.9777
8116346,10.3169,60.7857
8116414,8.7211,60.6647
8116202,9.4057,60.917
8116160,9.6999,60.7536
8102257,10.4401,60.4139
8115420,10.4396,60.2517
8116393,9.0673,60.6733
8115969,9.2474,60.4915
8101889,10.0318,60.6108
8115821,10.111,60.3503
8101593,9.635,60.3345
8115729,9.8292,60.0852
8102018,10.2251,60.0329
8100107,9.8773,59.9131
8115684,9.8868,59.8292
8115812,10.0043,59.7545
8206781,27.6616,70.7674
8100402,7.2005,62.5285
8100403,5.5246,62.1429
8117817,6.4648,61.6958
8100016,6.3987,61.7015
8100400,6.2505,61.7656
8104705,12.3577,65.4535
8203876,42.5828,65.6261
8203917,41.6611,64.9462
8203936,41.3579,65.4188
8203960,41.152,65.5565
8203961,42.1625,65.3396
8204074,41.6811,65.1213
8204127,42.0716,65.1489
8204152,41.5666,65.5282
8204180,42.0051,65.0162
8204194,41.3325,65.1976
8204246,41.5927,65.2268
8204272,41.6801,65.8175
8204273,42.2115,65.6489
8204123,41.2777,65.3321
8203953,42.3512,65.4486
8203949,41.9241,65.2795
8204113,41.7514,65.3723
8204139,41.8666,65.5721
8204226,41.8934,65.7322
8204124,41.9126,65.942
8203889,41.6711,66.0841
8000930,18.0747,68.9368
8100428,17.821,68.998
8212590,50.78,68.2748
8100425,17.1586,68.5504
8101524,11.5722,63.8537
8106424,11.2976,63.892
8103775,11.3576,63.9079
8100424,11.4914,63.9255
8300465,23.5585,60.3761
8001025,23.3819,60.2435
8001022,23.1187,60.214
8000665,-17.7559,64.8658
8000666,-17.3619,64.832
8000634,-17.3264,65.2114
8000632,-17.5972,65.2222
8801014,-17.5308,65.7456
8001023,22.8054,60.3561
8100421,11.3836,63.6591
8001012,6.6055,58.7506
8122260,7.001,59.244
8123567,6.5189,58.3482
8001004,6.8733,58.9779
8001011,6.7184,58.78
8104012,6.6636,58.5246
8001003,6.5618,58.5034
8001009,6.6243,58.2947
8103918,10.2181,63.6302
8100423,10.3332,63.6798
8001010,6.8258,58.3992
8210686,25.1759,70.8192
8100427,17.6718,69.3584
8100419,17.6127,69.1814
8104818,13.2169,66.074
8100418,9.7438,63.5024
8100236,7.02,60.0375
8121801,6.9975,59.6999
8121900,6.8678,59.8617
8104146,6.7396,59.6988
8122284,6.4074,59.45
8001002,6.3645,58.5697
8001005,5.9722,58.7336
8210663,33.8186,66.1343
8100440,18.2641,69.3673
8301855,23.0651,63.7995
8212605,51.754,68.403
8001006,6.348,58.7763
8100436,19.334,69.5294
8219347,39.277,66.3941
8219344,40.665,65.8109
8219527,39.6373,66.6521
8219345,39.8711,66.411
8001008,6.4691,58.704
8122034,6.1668,58.7041
8103776,6.1391,58.5946
8000999,5.9907,58.5523
8210642,22.5669,70.6214
8800983,-18.8486,66.0502
8212345,55.0163,67.8018
8212444,54.4848,67.6837
8212544,54.5511,67.929
8124468,17.9382,68.0201
8102992,17.8641,68.0127
8124510,17.6886,68.0927
8000978,21.715,63.1546
8000979,21.5813,63.0178
8000081,6.7346,59.1643
8122257,6.5504,59.06
8206832,36.9639,65.0618
8000980,21.7651,62.8423
8000975,21.5247,62.8746
8000983,22.0838,62.9012
8000974,21.8289,62.9988
8000958,22.0382,62.0786
8000968,21.8173,62.4989
8001014,21.51,62.2009
8001015,21.7057,62.1302
8300062,21.9375,62.2309
8305009,21.8932,62.3563
8001016,21.6158,62.2391
8000962,21.5606,62.3235
8000963,21.4433,62.2342
8000961,21.4878,62.131
8000063,9.5284,62.2086
8000073,8.4449,62.2218
8000143,11.2369,59.3328
8000747,12.5303,60.7387
8000816,12.3198,60.3982
8000817,12.1853,60.1848
8000856,10.117,61.8622
8000857,9.809,61.9577
8000860,10.0188,62.0158
8115884,8.2946,61.4056
8116195,9.1394,61.4969
8118273,8.4313,61.6414
8301221,8.5519,61.8764
8301364,8.0369,61.861
8301424,7.6383,62.0297
8301495,11.8877,62.5289
8301502,7.8216,62.1017
8301574,8.1136,61.7978
8301659,7.5742,61.9017
8301662,7.6693,61.8055
8301737,8.7112,61.4927
8301910,8.3546,61.9387
8302062,10.6922,61.0225
8302112,10.6472,60.5514
8302649,10.8266,60.7983
8302656,10.4807,61.1412
8302658,10.4305,61.0983
8302665,10.6766,60.9761
8302692,11.0064,60.7352
8302712,11.1587,60.6597
8307640,10.7516,60.3426
8307645,10.9725,59.9595
8307678,11.1569,60.4704
8307717,11.0516,60.287
8307730,11.1006,59.8616
8307777,11.2692,60.116
8307781,11.1262,60.5745
8307801,11.2335,60.6374
8307858,11.2862,59.8097
8307878,11.1625,59.4389
8307896,11.4558,59.356
8307993,10.5848,62.4263
8307995,9.7908,62.3734
8308029,8.7475,61.9832
8308033,9.1324,61.9006
8308045,10.4117,62.2742
8308051,10.4833,62.01
8308062,8.7945,61.733
8308141,11.3181,59.672
8308143,8.9846,62.2372
8308180,9.2966,62.1441
8308194,9.1987,62.2373
8308216,9.6072,61.8629
8308240,10.6232,61.6956
8308363,10.3034,61.3576
8308383,10.1229,61.3124
8308390,10.4029,61.4962
8308395,10.1409,61.6208
8308401,8.6557,61.5482
8308406,9.7326,61.7694
8308437,10.9995,60.6239
8308458,11.2402,60.7982
8308462,10.2478,61.0978
8308463,10.7364,60.6104
8308479,10.2657,61.0147
8308508,10.9696,60.9762
8308547,10.6417,61.1601
8308551,11.0935,60.886
8308588,10.5378,61.076
8308591,10.6704,60.8725
8308607,10.7171,60.7438
8308628,10.2991,60.8946
8324762,11.8278,62.7939
8324838,11.5433,62.7384
8325539,10.7084,61.5001
8325571,12.0176,61.287
8325573,11.2422,61.5895
8325600,11.5229,61.7826
8325617,11.1528,61.5476
8325624,11.72,61.4962
8325644,11.6111,61.4073
8325873,10.9072,62.0856
8325922,11.1006,62.5814
8325994,12.0064,62.6226
8325999,11.138,62.1526
8326025,11.4776,62.4538
8326228,11.6013,60.318
8326359,12.1512,60.5018
8326548,10.7877,61.2618
8326636,12.116,60.9914
8326643,12.0413,60.8478
8326645,11.7267,60.8838
8326656,12.2745,60.9471
8308613,10.8126,61.0541
8308367,8.4876,61.4841
8308531,10.5455,60.7313
8301600,7.721,62.0267
8325895,11.7452,62.5096
8300163,11.6619,60.44
8000982,11.3782,59.6085
8301454,10.4838,62.2557
8308162,10.563,62.2232
8000815,12.2268,60.3041
8325577,11.2921,61.8783
8301515,11.8834,62.7467
8307987,8.5117,62.0777
8301714,8.9478,61.8024
8308244,9.9527,61.3098
8300942,11.0714,60.4343
8308024,9.5976,62.0531
8118424,8.2449,61.6461
8307788,11.0716,60.113
8101484,8.9632,61.3565
8325963,10.7256,62.4347
8325925,11.4966,62.5602
8100816,9.3247,61.3824
8326583,12.3837,60.7893
8308001,9.0641,62.0959
8300228,11.9849,62.7454
8308398,10.433,61.8384
8307604,11.1721,60.2731
8308369,8.562,61.6392
8325549,11.1505,61.9262
8326312,11.3342,60.3027
8301338,7.9239,62.0097
8308621,10.3462,61.1509
8325898,11.3882,62.6606
8300234,11.9013,61.1786
8308116,10.1126,62.1167
8325575,11.1166,61.7285
8308237,9.4313,61.5229
8326678,11.6173,61.2457
8326696,12.2743,60.638
8308093,8.7686,62.1181
8301826,8.0853,61.8812
8326653,11.9168,60.7307
8301619,8.1005,61.9464
8308054,9.3724,61.9862
8300148,11.3641,61.57
8325901,11.2087,62.5805
8308215,10.3579,62.2298
8307991,10.271,62.0287
8325950,10.8929,62.3724
8308035,8.4388,61.8358
8301171,8.5208,61.8598
8308198,10.655,62.2186
8308047,9.2342,61.8509
8326577,11.4433,61.3071
8326753,11.7254,61.0754
8308378,9.4799,61.8522
8325628,10.816,61.9592
8308267,10.7564,61.8563
8308391,9.1842,61.7084
8325622,10.9978,61.6133
8325667,11.1997,61.3682
8308375,9.7538,61.5762
8326609,11.324,61.198
8308313,9.9346,61.6674
8308320,10.0626,61.486
8308304,10.2315,61.3252
8308482,10.4607,61.2373
8326599,11.4156,60.9991
8326660,11.6038,60.8044
8326690,11.7468,60.6691
8302639,11.2019,60.5654
8326364,11.4706,60.4753
8326352,12.019,60.443
8326329,11.9569,60.3187
8326331,11.8552,60.2309
8326210,11.6213,60.2393
8326353,11.5888,60.1632
8307700,11.3648,60.0365
8300268,11.1614,59.9837
8307999,11.2098,59.6859
8000981,11.0722,59.608
8000881,11.1941,59.5316
8000967,10.9297,59.2492
8117713,9.4253,63.1315
8118246,9.1423,62.9054
8118469,9.3752,62.9285
8117939,9.0617,63.0343
8000966,21.4636,62.4474
8000972,21.7171,62.7214
8000976,22.1276,62.714
8000970,21.9852,62.7013
8000977,21.5694,62.59
8000965,21.3483,62.4468
8210638,24.832,70.6687
8216655,40.6272,67.6415
8216651,40.0919,67.8465
8300077,28.8266,60.606
8800720,-15.9702,64.4523
8300072,23.3894,59.8849
8308823,18.6203,59.6308
8302253,23.8094,64.1402
8121367,5.9119,62.3577
8125304,16.5451,67.9357
8300700,24.0715,63.6425
8301755,24.4119,63.4501
8301862,24.2643,63.3923
8000893,24.0812,63.3061
8302418,23.744,63.4942
8302342,24.0228,63.5901
8000890,23.4236,63.6775
8302225,23.2725,63.7535
8100268,8.0721,58.4623
8116973,7.9193,58.6106
8117021,7.7884,59.0632
8117394,8.0316,58.7266
8117322,8.4016,58.6111
8117437,8.2427,58.5449
8117130,8.2452,58.3934
8117525,8.1549,58.3467
8000613,-16.2955,64.5795
8000615,-15.8931,64.7587
8000614,-15.6756,65.032
8800750,-14.7674,65.4615
8122522,5.5891,61.2362
8123387,5.4916,61.342
8000355,37.4171,66.6287
8201697,34.9582,66.9935
8208639,35.3004,67.5121
8208711,35.4922,67.3205
8208753,34.8662,67.2719
8208906,35.5318,67.4267
8210301,35.9609,67.0158
8210476,36.2315,66.6852
8210754,35.7254,67.2358
8210818,35.7779,66.8118
8210896,35.853,66.5881
8219208,36.5629,66.5938
8219331,36.1362,66.4788
8219542,36.7014,66.4
8219566,37.0249,66.5855
8211014,35.0477,67.0863
8210675,35.2292,67.1154
8219551,37.6007,66.4058
8208818,35.0067,67.3902
8219495,36.8763,66.4215
8208454,35.2516,67.3595
8210405,35.5901,67.1844
8210863,35.5892,67.0488
8210986,35.6909,66.9069
8210586,35.9738,66.8414
8210280,36.0385,66.7207
8219403,36.3449,66.5436
8219574,36.4908,66.4269
8204876,36.6614,66.3373
8123385,5.8657,60.2767
8121392,5.3363,61.7919
8115608,10.2553,59.3734
8123270,6.0813,59.9486
8300058,23.3012,60.4485
8300592,23.4878,60.535
8300784,23.2233,60.5107
8001024,23.0639,60.4481
8103964,15.2521,67.3532
8211347,59.0267,70.2661
8001026,16.5585,67.7597
8001027,15.9183,67.7101
8302436,23.9266,63.7139
8302327,23.4612,63.9367
8001031,16.3705,67.6876
8001032,16.3136,67.5825
8105238,16.2672,67.6051
8001030,16.0991,67.6437
8211340,58.8347,70.0619
8800654,-14.5697,64.7855
8121412,5.845,61.6858
8100961,5.7878,61.6579
8121424,5.5022,61.6323
8802590,-21.5002,65.7281
8000062,23.2925,60.7383
8000227,25.2368,61.1226
8000228,24.9939,61.6332
8000234,23.8563,60.6701
8000437,24.5408,61.3858
8000724,24.4277,62.439
8000731,24.8827,61.6083
8000732,24.9208,61.518
8000736,24.5773,61.3837
8000737,24.8598,61.0879
8000739,24.129,61.0502
8000741,23.8726,60.8201
8000964,23.4257,62.076
8001018,23.2895,62.1733
8300042,23.6213,61.07
8300053,24.017,61.3229
8300066,23.9762,60.8608
8300067,22.941,61.0561
8300071,24.3722,60.9693
8300081,23.4447,61.3195
8300117,24.2288,61.2147
8300135,23.1766,61.478
8300141,23.0591,61.3921
8300179,23.7629,61.2886
8300203,23.5919,61.4413
8300207,22.176,61.5022
8300263,24.1718,61.6032
8300275,23.867,61.2417
8300300,24.3594,61.4824
8300338,23.4712,60.901
8300366,24.2237,62.1804
8300388,23.7794,61.4708
8300391,24.256,61.917
8300434,23.9206,61.1679
8300437,23.8557,62.0587
8300452,24.2847,61.6935
8300462,24.4878,61.7991
8300463,24.8273,61.7644
8300473,24.6191,61.6206
8300484,23.85,62.2107
8300488,24.5412,61.5901
8300496,23.4331,61.6933
8300498,24.0807,61.6346
8300500,23.9108,61.7242
8300553,22.6149,61.8831
8300573,23.1618,61.8533
8300577,24.0076,62.0144
8300590,24.1477,61.8478
8300603,24.3152,62.1051
8300605,24.033,61.8099
8300607,22.8364,61.6085
8300614,23.7116,61.9565
8300626,24.4773,61.5128
8300629,23.5944,61.8204
8300632,22.857,62.0835
8300633,24.0311,61.5339
8300642,23.5386,62.1432
8300646,24.8174,61.9498
8300680,24.1293,61.3748
8300683,23.6977,61.76
8300695,23.3417,61.4219
8300696,23.4788,61.4786
8300707,23.5977,61.3786
8300714,22.8158,61.9577
8300715,23.5483,61.6656
8300724,23.9456,61.5401
8300756,24.1762,62.7395
8300814,23.4682,62.2839
8300852,23.6357,62.3948
8301040,24.3725,62.648
8301945,24.6426,61.562
8301964,23.4361,61.0642
8302733,23.8547,61.8038
8302847,24.0567,62.0711
8302859,24.1459,61.945
8302876,23.9532,62.1006
8302878,23.658,62.0906
8302890,24.4819,61.969
8302891,23.8707,61.9222
8302898,24.0153,61.857
8302899,23.9927,61.8977
8306362,22.4537,61.4669
8306675,24.3367,62.2459
8306688,24.5962,62.2622
8306705,24.6998,61.5812
8306708,24.6974,62.072
8306862,24.8616,62.3699
8307016,24.7972,62.0904
8307824,24.7359,60.8579
8307912,24.5771,61.1204
8307933,24.8373,61.2063
8300210,23.2983,61.1118
8000733,24.813,61.5387
8301002,24.8756,61.4715
8302070,24.1689,61.0534
8000435,23.5865,61.2435
8000721,24.7743,61.4236
8000730,24.6849,61.5147
8000439,22.3318,61.3983
8306677,24.9584,61.5304
8301517,23.1935,62.1629
8306366,22.0767,61.5497
8300028,24.334,61.3767
8300769,22.3263,61.3434
8300256,24.1291,61.5128
8301368,25.0718,61.4907
8000729,25.0851,61.4003
8000436,24.2805,61.3473
8301234,24.5102,61.1806
8301045,23.3755,62.0635
8301255,23.7478,60.7836
8301741,25.1371,61.0707
8301532,24.2794,62.5988
8307796,24.4468,60.8317
8001021,23.1443,61.9694
8307977,25.1672,60.9075
8000038,24.173,62.5581
8001020,23.0706,62.1413
8301036,24.7103,61.9603
8301466,24.4803,62.1325
8304958,22.0067,61.4589
8300532,24.5612,62.0102
8301596,24.9946,61.3879
8301724,22.7562,61.8037
8000728,24.9517,61.3125
8300514,22.8693,61.7666
8000740,23.6034,60.7308
8301397,24.3144,62.3824
8000723,24.21,62.3397
8300112,24.0593,62.7046
8000726,24.1299,62.3684
8000434,23.721,61.1576
8000441,22.6548,61.4786
8300311,23.4186,60.7617
8000725,24.9251,61.2103
8000727,23.9359,62.2776
8000440,22.5786,61.3334
8000722,23.9031,62.1918
8000037,24.0185,62.5515
8300147,24.7194,61.3212
8000735,24.7648,61.2781
8300088,24.7099,62.4265
8300061,23.0521,60.7819
8001017,22.9737,61.8712
8300945,23.8772,62.4145
8300430,24.1969,61.5071
8300681,24.5101,62.0393
8300166,23.0445,60.9447
8302825,23.7612,62.22
8000734,24.6028,61.2052
8300153,24.4407,61.2698
8301669,24.3415,61.2775
8300048,23.306,61.7968
8300321,24.6129,60.979
8300353,22.6654,61.1068
8300492,23.2318,61.5865
8000738,24.3085,61.0705
8300186,22.8277,61.1985
8300659,24.056,61.3984
8300144,23.916,61.268
8000719,23.8969,62.1278
8000717,23.7473,61.6144
8300729,23.5704,61.5108
8300403,23.8861,61.1501
8300684,23.84,61.3685
8300120,23.2707,61.3694
8300137,23.148,61.3537
8300132,23.3955,61.5089
8300004,22.7409,61.3628
8306392,22.356,61.286
8306376,21.9692,61.3847
8304957,21.8526,61.4371
8304915,21.7194,61.5865
8101464,8.0538,59.8565
8115300,7.9361,59.7621
8115316,7.3695,59.9378
8115348,9.5679,59.3428
8115371,7.7152,60.0925
8115400,7.6947,59.4391
8115455,9.0757,59.8573
8115507,7.1665,59.8413
8115535,7.9775,59.8994
8115547,7.8733,59.8951
8115558,8.8666,59.88
8115622,8.7306,60.0371
8115629,7.4031,60.057
8115640,8.5656,59.4572
8115672,8.7105,59.764
8115701,8.6737,59.3917
8115735,8.1347,60.152
8102812,7.8751,59.693
8102980,8.2237,60.1449
8100836,8.374,59.6459
8115758,8.0476,60.0621
8103647,7.57,59.8543
8115279,8.1048,59.7361
8103969,9.2393,59.6926
8115429,9.2318,59.7573
8115254,7.6441,59.8967
8115364,8.6121,59.6579
8102727,8.3358,60.0496
8115546,8.5587,59.9844
8115771,7.5865,60.075
8115745,8.914,59.4455
8115232,9.1573,59.4311
8115594,7.6612,59.6576
8101428,8.1459,59.8042
8115308,8.3142,59.8871
8115664,8.4446,59.9052
8115606,7.9234,59.5336
8115490,7.9655,59.4356
8105282,8.2141,59.5714
8100152,8.8211,60.0492
8115250,8.3168,59.4848
8105266,8.577,59.3552
8115658,8.9888,59.7261
8102839,8.8037,59.3149
8115621,9.1385,59.2734
8115742,9.1637,59.5869
8101970,9.2898,59.5849
8115722,9.3647,59.5069
8105197,9.4072,59.3274
8105200,9.5082,59.1994
8115649,9.6627,59.1911
8304921,21.5597,61.9668
8125305,17.3081,68.2015
8103972,17.0254,68.3091
8302406,24.8504,64.1669
8302415,24.9096,64.4002
8307104,25.8784,63.7134
8307172,26.2008,64.0484
8307249,26.1398,63.6609
8301037,26.2551,64.0182
8301887,25.7861,63.788
8307101,26.1608,64.0214
8300673,26.0084,63.5898
8307162,26.0618,63.8783
8307085,25.9068,63.8328
8307092,25.7221,63.9828
8307057,25.1137,64.14
8302373,24.9861,64.2252
8302492,24.5592,64.2906
8302538,24.3633,64.3686
8302282,24.2033,64.3318
8200748,36.1816,68.8529
8209023,36.3087,68.743
8209263,35.9857,68.7009
8200967,36.1066,68.7019
8202023,36.008,68.5377
8209207,36.6869,68.7951
8216902,40.3684,67.4905
8216952,40.7653,67.3314
8216625,40.3061,67.3626
8000235,24.0518,60.671
8000900,23.6924,60.3149
8300065,24.1843,60.672
8300723,24.173,60.3134
8300824,24.037,60.5029
8300534,24.1989,60.4904
8000232,23.8211,60.4844
8300667,24.4546,60.4743
8300694,24.1015,60.3168
8300271,23.9428,60.2407
8300206,23.6727,60.0514
8216775,38.4198,68.2296
8800599,-15.264,64.3935
8115502,10.1924,59.1598
8800600,-14.67,65.6903
8300375,21.3431,62.6916
8305134,21.2826,62.733
8109826,20.1063,69.1961
8121491,5.772,62.0301
8115319,10.8209,59.4531
8115500,10.9695,59.4751
8100346,10.7764,59.4293
8100332,6.8481,60.7899
8122678,6.0982,60.705
8122880,6.4221,60.7983
8123440,6.1661,60.5691
8122920,6.6513,60.6989
8122588,6.4537,60.5645
8122923,6.1213,60.6265
8123229,5.9903,60.6716
8100350,6.6992,58.1421
8115506,10.167,59.8794
8124430,19.2564,68.4849
8124635,19.0506,69.0886
8124636,19.9696,68.4462
8124680,18.5505,68.6422
8124772,19.7901,69.105
8124923,19.8639,68.8336
8124968,19.9488,68.9822
8124972,18.856,69.1386
8125488,19.8066,68.6342
8125621,19.327,68.7658
8125781,18.9509,68.9124
8125866,20.0518,68.7068
8100740,19.3618,69.0845
8105110,19.5257,68.49
8100487,19.6758,68.4738
8102802,19.618,68.9985
8125594,19.7065,68.7755
8100741,19.8417,68.4467
8124856,18.8892,68.6587
8125315,19.482,68.9099
8124995,18.7169,68.7024
8125847,18.4764,68.8862
8125198,19.0605,68.9994
8125353,18.3054,69.0749
8125604,18.7099,68.9787
8124966,18.55,69.1529
8125388,18.3133,69.2159
8300475,17.3847,58.9973
8302124,17.1392,59.1047
8300969,17.1967,59.0861
8300458,17.3378,59.0642
8302000,17.313,59.0091
8302064,17.4888,58.9508
8302123,17.586,59.0089
8201247,35.8273,67.4957
8208503,36.5503,67.2925
8208531,36.6181,67.6529
8208624,36.0131,67.7076
8208782,36.3112,67.7236
8216536,38.8043,67.1724
8216541,39.7678,67.4214
8216589,38.3676,67.4417
8216622,39.2387,67.4327
8216631,37.8593,67.4815
8216636,37.5881,67.4025
8216647,37.3152,67.5086
8216666,38.9884,67.2977
8216696,36.9336,67.5725
8216722,40.392,67.2002
8216769,39.8164,67.2674
8216772,39.7726,66.9217
8216814,37.1619,67.1994
8216856,40.2361,66.9315
8216894,39.1792,67.2222
8216896,37.5928,67.0853
8216908,40.8569,66.9834
8216951,37.3431,67.1842
8219209,37.2772,67.0753
8205147,37.2509,67.2483
8204144,37.7638,67.1733
8216744,37.8097,67.2149
8216818,38.5166,67.2867
8208666,36.1099,67.335
8208585,36.2896,67.5033
8216672,37.1676,67.4022
8216859,39.6055,67.3086
8216780,40.0759,67.008
8216547,37.9493,67.3187
8208707,36.3851,67.4033
8216707,38.6554,67.123
8208522,36.617,67.4487
8216795,36.7409,67.3064
8216773,37.0299,67.3027
8216749,37.4199,67.4054
8205246,37.4661,67.2422
8216741,38.0735,67.208
8216594,38.2596,67.1406
8216731,38.8,66.9829
8216784,39.0904,67.0146
8216742,39.4699,67.092
8216616,39.7421,67.079
8216610,40.0292,67.14
8216776,40.3698,67.0346
8216943,40.5735,67.0623
8216813,40.7092,67.1339
8216794,41.2129,67.0107
8206474,39.7006,64.0912
8206658,39.115,64.2409
8206856,39.2687,64.2916
8206267,39.3752,64.21
8206762,39.6215,64.4183
8206916,39.5268,64.4608
8115465,10.6222,60.0152
8307014,16.8866,62.5433
8106414,10.6645,63.7617
8103836,10.665,63.8065
8106081,10.9191,64.0169
8000330,39.3745,67.6702
8216612,39.5478,67.6884
8216849,40.0339,67.5875
8216691,39.7831,67.608
8216800,40.3318,67.6895
8206912,29.0796,70.5878
8216802,41.0309,67.3128
8209380,33.1784,69.2485
8106088,11.4911,64.6293
8206930,37.6876,64.839
8105959,10.9195,64.2069
8100306,11.2663,64.2214
8106496,12.0239,63.6965
8106526,12.3292,63.8268
8100305,11.8891,63.8024
8209399,36.1374,69.039
8800618,-14.8071,64.7184
8206937,38.0796,64.2043
8800617,-15.5822,64.4982
8121536,5.7342,61.7737
8202021,34.8856,67.8037
8202794,34.7958,68.7023
8202825,35.4617,68.5896
8202826,35.1969,68.3651
8202831,35.7865,68.5506
8202835,35.3675,68.6951
8202842,35.1245,68.196
8202846,35.2228,68.4529
8202853,35.4777,68.7536
8202861,35.2209,68.2786
8202923,35.1304,68.0878
8202933,35.3606,68.0803
8202940,34.7288,68.0197
8202954,34.9943,67.6021
8202971,35.1768,67.8767
8208443,34.2036,68.1754
8208469,35.5822,67.6535
8208504,35.4153,68.0768
8208524,34.3024,68.2756
8208549,35.1763,67.9006
8208586,35.2535,68.172
8208601,35.2989,68.0857
8208619,34.5683,68.358
8208651,35.973,68.0065
8208662,35.7488,67.8689
8208664,35.3101,68.3564
8208678,35.7286,68.2334
8208689,34.7507,68.5371
8208743,35.2935,68.5647
8208785,34.9581,68.416
8208786,35.7636,68.051
8208802,35.4478,68.3969
8208852,35.3701,68.3065
8208859,34.8544,68.1572
8208878,34.9665,67.8788
8208886,34.5022,68.2766
8208915,35.55,68.4981
8209095,35.6801,68.7775
8209103,35.8845,68.8646
8209117,35.8384,68.7209
8209177,35.2792,68.8654
8209273,35.1392,68.7635
8209285,35.6261,68.7222
8209416,35.4758,68.6657
8209437,35.4601,69.0238
8208776,34.8948,68.7071
8208597,34.938,67.7461
8201526,36.1521,67.9205
8208641,35.1388,68.5737
8208769,35.3496,67.8355
8208914,35.4002,68.2242
8201598,34.4858,68.1809
8208738,35.6701,67.9646
8208760,35.5795,68.024
8208484,34.7546,68.2866
8202922,35.1052,67.7758
8202822,35.5651,68.7481
8209446,35.5216,68.8299
8209294,35.6789,69.0147
8102193,-1.3781,60.5359
8206666,38.6263,64.1803
8201972,38.9246,64.2509
8206272,38.5166,64.3048
8206535,38.5656,64.4901
8206890,38.8769,64.6341
8800540,-14.1057,65.2204
8800513,-14.5843,64.4917
8306996,17.5724,62.6605
8206904,35.7171,65.0889
8206905,35.1922,64.2979
8800523,-14.9666,64.6633
8123175,5.4691,61.1316
8115525,10.3861,59.9497
8106491,12.1474,64.0171
8106043,11.7032,63.9839
8302511,25.111,64.8217
8800456,-16.1134,64.3513
8000327,38.809,67.5924
8000329,39.2567,67.8106
8200129,38.9448,67.9945
8200262,37.1952,67.9911
8200849,36.7365,68.0032
8208425,36.7095,67.91
8208615,36.571,67.8488
8216519,38.0108,67.9569
8216520,38.4206,68.1003
8216539,38.5088,67.5981
8216559,39.7091,67.8653
8216574,37.6165,67.6927
8216577,38.1212,67.6171
8208442,36.5076,68.0332
8204859,38.2445,68.0502
8200710,37.0229,68.0123
