cyclostat_inflow_Como_24w,cyclostat_level_Como_24w
105.79817261904762,0.4408354464285713
114.74567261904762,0.4711879464285715
119.28124404761904,0.5062022321428571
121.66778154761906,0.5403222321428571
127.18108154761904,0.569234732142857
124.89046904761904,0.5864609821428571
122.65373690476191,0.5871319642857142
122.4097369047619,0.5841989642857143
125.99073690476187,0.5826149642857142
131.4803083333333,0.5963828214285715
135.66503333333333,0.6106428214285714
142.61528333333334,0.6315703214285714
143.3387083333333,0.6447621964285715
140.46364583333337,0.6348916607142857
138.39604583333332,0.6152066607142856
116.00974583333333,0.5644416607142857
111.65881726190474,0.5178045178571429
109.43685476190475,0.4866301428571428
104.75355476190474,0.4518051428571428
88.67367976190475,0.4177257678571429
88.47140297619048,0.3755538928571428
93.43315297619048,0.3735188928571428
94.75585297619048,0.3696738928571428
97.63285297619046,0.3681774642857143
99.79272797619048,0.3596399642857142
101.99494464285712,0.3528449642857143
97.87591964285711,0.3364393392857143
99.94099107142858,0.3228500535714286
102.52569107142855,0.3163300535714286
102.47734107142855,0.3057775535714286
101.76690357142856,0.2936105892857143
101.27701071428572,0.2927102321428572
99.82741071428572,0.2856482321428572
98.00152321428573,0.2807534821428571
94.39452321428573,0.263710625
93.86732321428572,0.254470625
88.47047321428572,0.246860625
87.08295535714288,0.2424937499999999
82.79615535714285,0.2446530357142857
77.83985535714285,0.2415755357142857
71.82556785714286,0.2284524107142857
69.992925,0.2200345535714286
59.667975000000006,0.1905270535714285
50.682775,0.1601020535714285
42.864578571428574,0.1192042857142857
30.35962619047619,0.0841542857142857
21.7541261904762,0.0404767857142857
12.905226190476192,0.0090875
6.509547619047623,-0.0163683035714285
0.4438976190476225,-0.0399733035714285
-4.614352380952378,-0.0685658035714285
-9.066789880952378,-0.0958064285714285
-14.277311309523808,-0.1206358571428571
-19.12241130952381,-0.1497098571428571
-21.358289880952384,-0.1663877142857142
-23.97866488095238,-0.1838301249999999
-26.248314880952385,-0.2108751249999999
-27.88326488095238,-0.233335125
-30.610452380952385,-0.2544195
-33.66572380952381,-0.2742612857142857
-40.50277380952381,-0.3022737857142857
-31.675495238095245,-0.3078409285714285
-31.329039880952383,-0.3131178035714286
-27.397639880952383,-0.3201153035714286
-19.583739880952383,-0.3075153035714285
-12.137177380952387,-0.2844715535714285
-12.436563095238098,-0.2758165535714286
-7.005313095238099,-0.2470065535714285
-4.143584523809525,-0.216680125
-3.3862005952381,-0.1824229821428571
-2.5405339285714312,-0.1614229821428571
-4.387383928571434,-0.1416954821428571
-4.600508928571433,-0.1301343214285714
-3.3612089285714344,-0.1226749464285714
-3.466608928571433,-0.1086099464285714
-3.966408928571434,-0.1018581607142857
-0.7049714285714321,-0.0909769107142857
0.5112285714285667,-0.0774764107142857
-1.138271428571432,-0.0679724107142857
-1.7867803571428602,-0.0666483035714285
-3.5615053571428605,-0.0680626785714285
-5.240955357142859,-0.0664751785714285
-2.9350982142857167,-0.0626401785714285
-3.990910714285716,-0.0518151785714285
-6.540010714285716,-0.0476176785714285
8.347639285714283,-0.0352176785714285
13.675773214285714,0.0093613392857142
40.93661071428571,0.0862982142857142
45.16271071428572,0.1371207142857143
43.65873928571428,0.1486935714285714
40.85073928571428,0.1641654464285714
43.75717261904762,0.1847854464285714
43.45617261904762,0.1992879464285714
43.60174404761905,0.2068022321428571
46.20228154761904,0.2088472321428571
46.82808154761905,0.2137847321428571
49.41396904761905,0.2181609821428571
50.8112369047619,0.2240569642857142
50.1282369047619,0.2318739642857142
51.05223690476191,0.2304649642857143
51.31430833333334,0.2308328214285714
48.72403333333333,0.2244928214285714
48.09978333333333,0.2117203214285714
47.82220833333333,0.2039371964285714
46.876645833333335,0.1919416607142857
46.923045833333326,0.1861816607142856
49.45274583333332,0.1790666607142857
46.645317261904765,0.1779295178571428
47.40035476190476,0.1693301428571428
49.38105476190475,0.1660301428571428
37.32567976190475,0.1592757678571428
21.039402976190463,0.1045038928571428
-9.304347023809523,0.0229938928571428
-15.473147023809524,-0.0281011071428571
-18.548147023809527,-0.0524975357142857
-23.79277202380953,-0.0875100357142857
-28.34555535714286,-0.1320300357142857
-28.365580357142857,-0.1651356607142857
-30.79450892857143,-0.1883249464285714
-33.91880892857142,-0.2119949464285714
-36.44215892857144,-0.2332724464285714
-35.70209642857142,-0.2541144107142857
-37.65698928571429,-0.2613397678571429
-40.09358928571428,-0.2773517678571428
-41.41047678571429,-0.2839215178571428
-42.66697678571429,-0.288414375
-43.55167678571429,-0.286004375
-46.98502678571429,-0.286439375
-48.46354464285714,-0.29438125
-47.38584464285714,-0.2903469642857142
-50.42564464285714,-0.2798744642857143
-53.91493214285714,-0.2804475892857143
-50.137075,-0.2746404464285714
-50.968025,-0.2759479464285714
-50.180725,-0.2691729464285714
-51.576921428571424,-0.2679457142857143
-48.57237380952382,-0.2638707142857143
-47.38337380952381,-0.2582982142857142
-45.90577380952381,-0.2492874999999999
-44.43445238095238,-0.2377933035714285
-40.57810238095238,-0.2254483035714286
-38.57685238095238,-0.2092658035714285
-40.28478988095237,-0.2059314285714285
-36.61581130952381,-0.2035558571428571
-34.64391130952381,-0.1888898571428571
-32.773289880952376,-0.1756427142857143
-31.54966488095238,-0.162485125
-29.035814880952383,-0.161105125
-27.28976488095238,-0.158090125
-26.56845238095238,-0.1608994999999999
-25.95972380952381,-0.1679912857142857
-26.695773809523807,-0.1772287857142856
-23.52949523809524,-0.1848459285714285
-20.24053988095238,-0.1740228035714285
-21.700639880952384,-0.1731953035714285
-20.00873988095238,-0.1763703035714285
-18.558677380952386,-0.1670765535714286
-21.513563095238094,-0.1708965535714285
-20.287313095238098,-0.1645365535714285
-19.524084523809524,-0.1618101249999999
-18.277200595238096,-0.1546779821428571
-19.748033928571427,-0.1518529821428571
-21.26088392857143,-0.1559504821428571
-22.953008928571435,-0.1630643214285714
-24.046708928571423,-0.1753549464285714
-25.48960892857143,-0.1838149464285714
-24.310408928571427,-0.1838881607142857
-23.384471428571427,-0.1736069107142857
-26.603271428571425,-0.1740864107142857
-26.980771428571437,-0.1806224107142857
-28.26428035714285,-0.1816983035714286
-31.449505357142858,-0.1901626785714285
-34.21445535714285,-0.1979251785714285
-35.72759821428571,-0.2038401785714285
-32.36141071428572,-0.1985401785714285
-22.25801071428571,-0.1623676785714286
-22.69786071428572,-0.1278176785714285
-25.73922678571428,-0.1054886607142857
-30.589389285714283,-0.1046017857142857
-28.943789285714285,-0.0987542857142857
-27.52576071428571,-0.1034064285714285
-25.68526071428571,-0.1078595535714285
-24.519160714285714,-0.1013145535714285
-23.871227380952377,-0.1088645535714285
-23.03975595238095,-0.1158084821428571
-21.974818452380944,-0.1157678571428571
-21.815468452380955,-0.1253478571428571
-20.452218452380947,-0.1345403571428571
-19.872655952380956,-0.1447809821428571
-19.2645630952381,-0.152963125
-18.08196309523809,-0.151131125
-19.899513095238092,-0.1545944107142857
-19.722763095238093,-0.1606850357142857
-18.09941309523809,-0.1619300357142856
-18.36586309523809,-0.1587400357142857
-16.869050595238093,-0.1581494107142857
