cyclostationary_mean_tg_1w_1,cyclostationary_mean_rr_24w_2,cyclostationary_mean_HS_2,cyclostationary_mean_tg_4w_0,cyclostationary_mean_HS_4w_0
0.26080599682052513,3.5914597538821664,1.9758874037398955,-0.7328429364443452,2.7759276408880265
0.9934972712966826,3.6037371547426393,1.4173316143706118,0.2828308579047311,2.6414807956022033
0.778256513817598,1.8807403595404426,1.1280042674820434,-0.3403782854976766,2.5215595999065616
0.5024010629997634,1.840501702895494,1.1008592502219825,-0.03642569378101958,2.447462887726256
0.7565370815360183,0.9928282358060632,0.9038651260175006,-0.2694179764991831,2.3519166322901857
1.1009799281488382,0.8529881153300309,0.6611257947165425,0.3409574567096167,2.2067200370943265
2.2751693852160697,0.47335296681209915,0.27937727106820315,0.625059061751597,2.0919380034004713
1.4959966351975995,0.36424852862970397,0.5542774804179212,0.6807637867465017,2.0336017541007005
-0.16731813110163246,1.1479893982704137,0.7763264415723002,0.5599632403505895,1.9962791211304187
0.015982252923422393,1.6334031997269662,0.47727641983325203,1.0368228273760614,1.8956269132259602
0.8923322166965955,1.2954426997236896,0.9951295541605004,0.9124576113806817,1.9082250779285361
0.40647431523141975,1.7016319692951642,1.1082551457566818,0.340246692944108,1.942534176108835
-0.2907667766685032,1.5443181853571313,1.0993982974365069,0.4778563509850008,1.9126498850781788
-0.6263450463409902,1.1608604316999636,1.4204998676142393,0.0011839819079075312,1.8560086549906236
-1.499220139287873,0.8310593132375755,1.7161808796608973,-0.7998220026621643,1.8330121721235046
-1.2980351395073053,0.7108450640109719,1.6233867242376923,-1.2121733228559057,1.664441636703259
0.13626370133965898,0.4400518727565507,0.690157490450671,-1.0025609952513603,1.3945723183985415
0.011807532820816449,0.3262701292407462,0.07955251347409,-1.0332260673509295,1.1515384982537946
-0.17347702140481536,0.2582821119738716,0.10977351278051195,-0.4356758924932696,0.8682797972488574
0.46622963482645846,0.12537241307375793,0.036977443770400215,0.15290011794390068,0.5604108904240037
-0.47350218948984474,0.05627661765419488,0.08415081330528629,-0.14028055343984236,0.31507094663905855
-1.412860255291707,-0.012447493048176004,0.07465573640300735,-0.7468797927842061,0.18461058275010692
-0.9507755620610148,0.01817835088148022,0.07535667247887716,-0.649122447877787,0.08440130548326498
-0.3885284620711494,-0.045828465303212114,0.07617599420679314,-0.8430052080970446,0.023442407086088857
-0.5456370410979823,-0.12105941959507084,0.07377062733972231,-1.0251643380229087,0.026033327913834683
-1.5421400753628671,-0.09830530333366189,0.08955418373669209,-1.166875244280035,0.030174671638172834
-1.0159693388806765,-0.19955293576302482,0.07616506816258173,-0.6126012367025343,0.034680599309756394
0.14364353612335062,-0.21214954904586972,0.07529905024319113,-0.5110155562318066,0.03559849897631019
-0.1773473179058035,-0.40336849342197745,0.07485763218751354,-0.5620339042147808,0.034818805881336685
-0.09851406370407294,-0.40484178152523403,0.07533242984443368,-0.35649794893047587,0.034243825216864435
0.15263242839565933,-0.12373022648994896,0.07313034378435854,0.24445788734162469,0.030466255753285893
-0.43422260717760847,-0.09073235063880211,0.08484408537821209,-0.2481282020585184,0.032259183410458324
-1.362944534848588,-0.10993546480518228,0.09839806391475403,-0.8188284746336885,0.03477946012446961
-2.034147116909109,-0.2160940575787343,0.15029937377535754,-1.279317696639642,0.043321881271405474
-1.301832309342425,-0.6224023616552108,0.08707710209047766,-1.3430389583279696,0.04354187519045007
0.3386940211560248,-0.5280048892956907,0.06383366916120391,-1.1593318062785245,0.038701807906775104
1.0700933912018316,-0.8498364905182095,0.0507205006914363,-0.3643742717851099,0.029468242993038296
0.9468871469903406,-0.6274354663977038,-0.027207923772213503,0.32690820165785484,0.013538251573833086
0.4562586785154795,-0.8372216185366491,-0.28038760721895967,0.9712462224385858,-0.06239890604200834
-0.3691314785296664,-0.7699036852032276,-0.5193446844832018,0.7725810112520977,-0.18331324456715212
-0.7423943566799392,-0.8881759801591126,-0.859880877015091,0.37438853955358853,-0.35837339508951704
-0.8819633694783592,-0.8327148680054051,-0.6373985895164467,-0.42212379561503166,-0.4631044477997974
-0.44789927985145334,-1.0919385456177697,-1.4039969458202455,-0.4784445007815068,-0.7061035702045138
-0.6882016290818309,-1.1501334256964093,-2.093941634718076,-0.9289265481046096,-1.0038408912943222
-2.230367628595687,-1.2168952032643563,-2.263855436206606,-1.3882903259783494,-1.2995530512772637
-1.8623157024873331,-1.2227883556773833,-2.5570987730833865,-1.6263069576375204,-1.5673547433329718
-1.2857661100115192,-1.2810210123740546,-2.5622753534222347,-1.5404489889251922,-1.9186251684861289
-1.2322203277067652,-1.3713090183019696,-3.1016291920138763,-1.7595380850174904,-2.211822218445992
-1.0855390695538345,-1.2550011074837601,-2.6953142815787268,-1.6056737139817914,-2.2816100095820797
-0.1396410422677613,-1.216286370103737,-3.111261942719057,-0.42698510422232366,-2.3970873124973227
0.6980547076061052,-0.963617460395213,-3.0431552380379943,0.16941446384107434,-2.476266906826314
0.8531076148035113,-0.792879739095576,-2.7271684007233463,0.9428958415117168,-2.482358132451275
0.9095180665338051,-0.8074804019650299,-2.35266236138232,1.1037419651657814,-2.2935837597636577
0.28543614124319133,-0.673744878027955,-1.7227596747721068,1.37847133777898,-2.1151343111353964
0.8145958624828978,-0.5019349303865034,-1.7040507498031077,1.2701341594184112,-1.8713226800622347
1.3518168506963921,-0.8766821293176584,-1.5501547581904118,1.312469444063057,-1.5446323467864804
0.7282153946844878,-0.9352736638856362,-1.5922725587218578,0.7220863963414931,-1.2661767814558607
0.3836235863448974,-1.0071373835889355,-1.3111741290616836,0.742266070711148,-1.0218793314634422
-0.7923209107031883,-0.917021261273067,-1.3683511925655203,0.309348057129105,-0.8511856840764721
-1.2476508667236172,-0.8437220300845436,-0.8552815906238724,-0.3538110617283662,-0.5572598085798373
-0.06951798648952857,-1.1064269279836279,-1.4816488284346012,-0.6431370598378885,-0.3855265694644986
-0.8660699657505071,-0.5748563953947045,-0.9516875954172179,-1.0635846518897067,-0.19907480734156247
-1.4936728045829573,-0.44661485094011566,-0.6814196425269736,-1.2806747461506025,-0.039471875063051685
-0.11953662594387175,-0.12207592542528782,-0.227135100328626,-0.7483924059059898,0.06754350315184127
-0.09834072642201305,-0.019846100927086795,0.1732892384090655,-0.7504048266406582,0.13118957455930064
-0.7096146516054366,0.22079095593817363,0.11013264757411446,-0.8377303093955046,0.1977156475342171
-0.1899765639408695,0.26190891583534687,0.09897262137213844,-0.3408023393285707,0.24847794354197555
1.0779044024746458,0.5420041749105149,0.07536273312477791,0.28566782899156007,0.2128278763881789
0.5785608604652281,0.578099733440304,0.07624114630274766,-0.19144752803529436,0.19236894394782783
-0.9065252623462141,0.7250738632966713,0.07588673236789678,-0.17043108705224508,0.12386161040236712
-0.9581613553137769,1.346171832570461,0.07298122629192133,-0.3347426650456926,0.0860554991557243
-0.5324476989702616,1.412060550521663,0.07376767744645271,-0.42531174695527063,0.03948011368437422
-0.311857048784107,1.4631427230351357,0.07616506816258173,-1.0524760160615665,0.03213624463749928
-1.1370427220043233,1.9198683311477174,0.07797129658154593,-1.2833649656117518,0.033987533235840944
-0.7135472411921656,1.8608297732663581,0.07838094218064194,-1.0584570204919357,0.037491544785044705
-0.07238915606314528,1.5129291575501027,0.07302125200562364,-0.9336174752125295,0.03722541598116699
-0.419023094257001,1.3975215894616615,0.07509066460452092,-0.9780239209618347,0.03805801473373952
-0.5288049076519765,1.5012687747841567,0.07496217857079378,-1.028846050698892,0.03905302333668423
-0.2796650654315886,1.3116238561593916,0.07149479199054766,-0.4996146021685602,0.03547885685615726
-0.5554338476083929,1.3206190985231647,0.09275036875441281,-1.0185313453138365,0.04236699338732924
-0.7985610528573358,1.3453061184072224,0.09002026916111189,-1.064856062791359,0.0404361835181066
0.0023059413689148606,1.6084265591046611,0.06372516281089761,-0.9248241657914156,0.03751016334335036
0.6385959572670903,1.627022728941323,-0.02032756368026636,-0.6731992084616045,0.020646059721913315
0.6492995344342752,1.0574331783544697,-0.0016551803250810552,-0.7444373157328027,0.002204298764495052
0.24896489373982456,0.7876073879563116,-0.17298815641313664,-0.367238295261317,-0.059196815809329034
0.11383223200411918,1.1469259864728065,-0.22608295605331216,-0.2999281951547515,-0.11749195169133597
0.9435246745578866,1.2288980995512275,0.6078580738047356,-0.10407953056895941,-0.03775706160448491
1.9564973687336367,1.7307914259490869,1.5618039368597758,0.24204057148833327,0.14399476360863825
1.5542682057141743,1.7622215721518961,1.5763096229806681,0.38693425359968153,0.31577185466525
0.6770971468470782,1.690303286222551,1.8434557654296766,0.5939833442483842,0.5392986865512044
0.968252050362208,1.6194299435219965,2.1799650085686246,1.0285025153441125,0.8956889229689884
1.932957985270265,1.7952045472259306,2.259911196125441,1.3738132109584746,1.215269596384357
1.1499666690959205,1.7546072750473014,2.01459761934489,0.7651911169869078,1.4556140899524896
0.008303140488675986,1.7527165553147885,1.6933941647927806,0.509070342081399,1.666596797901408
0.3680077931078439,1.799477712335675,1.677766047396786,0.561044038378213,1.9266648518088192
0.02066615129207883,1.1413838418023288,1.6052184245012426,-0.13468327519146803,2.0634989885529844
-0.8289384115382933,1.0765591652590338,0.8956520964472866,-1.0253694960318587,1.990233297989878
-1.4719628516839904,1.0159088050083,0.4507833685142664,-1.38207215125309,1.8416584796210091
-1.3289731359599242,0.413787290192697,0.43134151409810634,-1.3434743170043693,1.7314202846197577
-4.319593536808623e-06,0.4108407139861839,0.12016902487086524,-1.2593373044943077,1.47717083920836
1.1019728257676364,0.22591031729184002,0.0988942126014884,-0.6164883404090713,1.1605239378175547
0.2699403299060635,0.029415238597232267,-0.0980302868007981,-0.4098324955241351,0.9069058679404082
0.03931345108865397,-0.09157067675396756,-0.7889740043551152,0.4124418779530467,0.5574360675707966
0.0012577924914601616,0.02621052216749862,-1.4926462654268136,0.08711078769974683,0.12680787769410282
-1.1058230524683572,0.005011543348416104,-1.5784968151683887,-0.39316829442637824,-0.14645160599373014
-0.13127481001334965,-0.11965129615791975,-1.724828883373473,-0.5360258809747589,-0.3726239878386423
0.7434257411852236,-0.4799520867432524,-1.980236588452753,-0.24597259116378298,-0.587055502203966
1.8647857864337127,-0.5958261960643915,-1.4316737547749083,0.1415180846715553,-0.6553586286983464
1.581149116688418,-0.4927778781754925,-0.3244268865509507,0.40761863138905013,-0.5440265076713591
0.19058543882113366,-0.21096430765510849,0.03150462469915283,0.6786023257427913,-0.4635734643800661
1.0026408129253304,-0.35788387128542937,0.043991141986882705,0.9161198910057202,-0.35452101867074853
2.3599881924389248,-0.976419326636033,0.06275365157837899,1.4647883198581326,-0.2157047604446331
2.8970195930001665,-1.90675616644635,0.06421170264196469,1.3379994371124377,-0.06109640893601472
2.485741682178183,-1.9434246703496278,0.07527333835624953,2.031779069528772,0.0047713747785303445
0.8973091634077344,-1.8125748602900142,0.07688812182870773,1.8549566802566892,0.0191295033867608
0.694886427097459,-1.8974356254272993,0.07297971099063476,1.815295553680993,0.020085391259400218
1.6782634956783733,-2.0646538251469346,0.07376767744645271,1.482837454316084,0.025362265758824866
1.0595739848968346,-1.952520230621286,0.07616506816258173,1.0404301917158383,0.03087443572030528
1.1045360508260946,-1.897591139171532,0.07536723263667576,0.9354854123938927,0.031797468553767576
2.5360799122463233,-2.050995688897385,0.07485763218751354,2.0198725604181478,0.031000463655702526
2.3949264883540757,-2.0434655497029612,0.07533242984443368,1.9548843449795972,0.030637606719464805
1.3869590887574672,-1.9739345361631528,0.07302125200562364,1.9343819063963275,0.030462156878037057
0.5239588040979213,-2.01926647780182,0.07516824098898361,1.634334440610061,0.03027625879845983
0.008099198342752007,-1.8827102997183394,0.07232055696459361,1.2544335870649106,0.029252310808611
0.906238200149832,-1.8808277649197331,0.05723338179170483,0.7623740481375629,0.024791370847276503
0.5262260015793615,-1.8360643613824508,0.05502681358176469,0.4097915588661031,0.017000750666603007
-0.22986309757981901,-1.7191583207787313,0.11097803367891144,-0.12449817858526507,0.0206620500159604
-0.250213977851637,-1.7051620837977923,0.08060561838076806,0.024547950760106865,0.019097385877035366
-1.1065800488798527,-1.535881280733598,0.14935123646555337,-0.5960540076050898,0.02049471217656835
-1.9279631354748845,-1.4341488483728213,0.6292296686036946,-1.6208352907118375,0.10255632518072032
-1.3455160128164936,-1.157951401733228,1.5829757538897158,-1.5787035652638142,0.33265145094703985
