cyclostationary_mean_tg_3,cyclostationary_mean_HS_24w_0,cyclostationary_mean_HS_1w_0,cyclostationary_mean_rr_4w_0,cyclostationary_mean_HS_4w_0,cyclostat_level_Como_1w,cyclostationary_mean_HS_0,cyclostationary_mean_HS_8w_0
0.723001496938004,0.9157949608186055,2.7020044115728994,1.447307133279932,2.6443527823352446,0.5426562500000001,2.8708792480914704,2.141250269073917
1.550126592436975,1.0550080730925087,2.7156598911959633,2.8417459382702996,2.598304795717275,0.6934687500000001,2.501196251363331,2.449444354543637
0.0897082374729638,1.1959784017890354,2.540322628099208,1.7728908625992141,2.617691146209708,0.7739151785714286,2.5239949196331666,2.6629966330348744
1.3034096608867336,1.3311851618856714,2.5062295215599457,1.7526300894736269,2.666534995802017,0.7260089285714286,2.4337333054817,2.753836446440854
0.5818935411649636,1.4690274000113999,2.4778144818142005,1.2939155079931022,2.6668623195783625,0.6525937500000001,2.46766225932679,2.7388452266694863
1.8290814036694236,1.6097463595503556,2.518176585777741,1.2166179693847108,2.592584856791594,0.587109375,2.5129014130142777,2.7140500680622313
1.7277321830973316,1.7723423789613904,2.741796094262114,0.2631514572422154,2.678694820573736,0.4971763392857143,2.909572980755292,2.773470582169987
0.2475720803157292,1.9215799844763282,2.8233402947256105,0.35813509889356904,2.710133881632868,0.4466857142857142,2.6744191849117085,2.8327231947850335
0.1092247834828274,2.0772480673923255,2.7557561214243473,0.6616225324940938,2.7826635528820387,0.4255375,2.7755449011127014,2.8723384312200473
1.4903645220825703,2.209272827289541,2.5970050283491846,1.2402534123283027,2.7599466651555042,0.4685392857142857,2.360757858453129,2.8102682172009
1.76495856100833,2.364583836318036,2.6081964655591667,1.0968334501758312,2.818740108519418,0.4878705357142857,2.7991119490587573,2.8462169974498077
0.5275330354781791,2.4871343129224073,2.543490267544446,1.6773444462695706,2.6750456429585534,0.38771875,2.2348977655981335,2.808275457929585
0.4485161939267634,2.597354037113763,2.1422540150816274,1.9462014391467648,2.533455996374271,0.2798984375,2.0072676611506597,2.754166241405364
-0.6063926140082394,2.7230550321542792,2.168311300641938,1.1752338335018053,2.428364463949699,0.0800948660714285,2.2861589166165124,2.729427258265735
-0.9963963070907781,2.8347535993560475,2.176684419551469,0.8199895345224594,2.3565924441982844,-0.1117723214285714,2.023160221654934,2.667697662367378
0.6266234264930411,2.908817228910899,1.7152249509876032,0.5880790626411215,2.0576655085209574,-0.1972812499999999,1.3736359826022024,2.4780208744355554
0.9802550424012629,2.9264960116973304,0.8383683693938393,-0.19688631642370247,1.6518906410517542,-0.1195267857142857,0.2899310190807246,2.1855121493856626
0.02542897916240401,2.9272190040698436,0.14231818698657803,-0.5609306087558765,1.2324394689765577,0.0351919642857142,-0.0025493708867161124,1.8442098446213107
0.5707146577353283,2.883375134200745,-0.009985932161761977,-0.6936413499197304,0.7528331468355068,0.10303125,-0.011270094509428586,1.5535837284904483
0.5190466302877339,2.7885563082078613,-0.016663621504963012,-0.9696221177561882,0.3266238529996873,0.1988828125,-0.015823044687120563,1.2096170169447722
-0.3599653289235626,2.644055548876337,-0.014972688479253394,-0.3280968313345459,0.038106926003320614,0.3261328125,-0.007929054754243044,0.9372390993973994
