cyclostationary_mean_tg_3,cyclostationary_mean_HS_24w_0,cyclostationary_mean_HS_1w_0,cyclostationary_mean_rr_4w_0,cyclostationary_mean_HS_4w_0
0.723001496938004,0.9157949608186055,2.7020044115728994,1.447307133279932,2.6443527823352446
1.550126592436975,1.0550080730925087,2.7156598911959633,2.8417459382702996,2.598304795717275
0.0897082374729638,1.1959784017890354,2.540322628099208,1.7728908625992141,2.617691146209708
1.3034096608867336,1.3311851618856714,2.5062295215599457,1.7526300894736269,2.666534995802017
0.5818935411649636,1.4690274000113999,2.4778144818142005,1.2939155079931022,2.6668623195783625
1.8290814036694236,1.6097463595503556,2.518176585777741,1.2166179693847108,2.592584856791594
1.7277321830973316,1.7723423789613904,2.741796094262114,0.2631514572422154,2.678694820573736
0.2475720803157292,1.9215799844763282,2.8233402947256105,0.35813509889356904,2.710133881632868
0.1092247834828274,2.0772480673923255,2.7557561214243473,0.6616225324940938,2.7826635528820387
1.4903645220825703,2.209272827289541,2.5970050283491846,1.2402534123283027,2.7599466651555042
1.76495856100833,2.364583836318036,2.6081964655591667,1.0968334501758312,2.818740108519418
0.5275330354781791,2.4871343129224073,2.543490267544446,1.6773444462695706,2.6750456429585534
0.4485161939267634,2.597354037113763,2.1422540150816274,1.9462014391467648,2.533455996374271
-0.6063926140082394,2.7230550321542792,2.168311300641938,1.1752338335018053,2.428364463949699
-0.9963963070907781,2.8347535993560475,2.176684419551469,0.8199895345224594,2.3565924441982844
0.6266234264930411,2.908817228910899,1.7152249509876032,0.5880790626411215,2.0576655085209574
0.9802550424012629,2.9264960116973304,0.8383683693938393,-0.19688631642370247,1.6518906410517542
0.02542897916240401,2.9272190040698436,0.14231818698657803,-0.5609306087558765,1.2324394689765577
0.5707146577353283,2.883375134200745,-0.009985932161761977,-0.6936413499197304,0.7528331468355068
0.5190466302877339,2.7885563082078613,-0.016663621504963012,-0.9696221177561882,0.3266238529996873
-0.3599653289235626,2.644055548876337,-0.014972688479253394,-0.3280968313345459,0.038106926003320614
-0.5741543295221002,2.4925621380944416,-0.01302514953161542,0.2064209049734155,-0.024876750959165313
0.14735315785087766,2.357673889963037,-0.015967338243700422,0.43742210307048346,-0.02715093006264117
0.33193563413128785,2.2363402892723134,-0.016797775663108576,0.5492422794399745,-0.027629710544596068
0.22389586769063927,2.1001019067620503,-0.01703585202575861,0.8562029111776033,-0.027299088144718143
-0.941011081607927,1.940548840891139,-0.016588335909424625,0.8740462407922588,-0.02829390789430118
0.6073249147351938,1.801278603257282,-0.01655442287450561,0.6776529149096056,-0.02875023765829218
0.9611770058383037,1.660289334656081,-0.017182572686340634,0.5373592666972984,-0.028793939961820263
0.20328663002287148,1.5246164924695969,-0.016773854349647656,0.6653919568145044,-0.02873990745871718
0.9111947957079825,1.3865608860443337,-0.016378633600400424,0.4458096181527313,-0.02852457197423378
0.320666067900773,1.245729424772841,-0.01759639520067748,0.43341805343789586,-0.029158399812138386
-0.42729368941540186,1.0832295259481257,-0.017071691459226178,0.4174115298583935,-0.02874110734380404
-1.0212112935408737,0.933862152224416,-0.016847856678161934,0.30857972114453874,-0.02902336185772176
-0.8566422603396286,0.778146774564064,-0.017804499894487187,0.6615886449314717,-0.029168214912612962
-0.03981283715581614,0.6457299080800318,-0.02175301960369963,0.45264047535785873,-0.0312386252540413
1.4309640560496584,0.4900570372561055,-0.024917622680203227,-0.013135578677235426,-0.03218302160073989
1.1234760304402338,0.36728894039372983,-0.022135040070146054,-0.18747844579992853,-0.03332090506072284
1.2454260094370413,0.2557149795102968,-0.030218491810181578,0.4094265472865438,-0.03771576336474426
0.24808747372157702,0.12302828828286565,-0.09316113494219479,-0.5618024174363273,-0.06450852450407847
-0.46521973550021195,-0.0019164100621537259,-0.2023728553770992,-0.4741804524564575,-0.11242827464470904
-0.2768966562176129,-0.10391341704191155,-0.37751001981339183,-0.914339362266966,-0.21041401566012202
-0.842204102244104,-0.1294323715628272,-0.3407641864535464,-0.8953128619156737,-0.24423800181369337
-0.46935837582356305,-0.167996565073221,-0.4463485858693765,-2.0576986548230467,-0.3827837781688488
-1.368660378149199,-0.2255458954699774,-0.8828885408287425,-1.6301335615704295,-0.571780953053097
-1.7550455328629055,-0.2906061959297224,-1.1280958845301627,-1.7131226582962689,-0.7669430150840238
-0.8946940716969614,-0.3452807060756968,-1.100995170844144,-1.4496623744874626,-0.8721377316477936
-1.2251903917417797,-0.41613629988217704,-1.147947096025011,-1.5561354384307577,-1.1023007832786813
-0.5952090217105649,-0.48381231928263035,-1.2759556760911575,-1.0369302436135635,-1.2160164103344344
-0.5472222100937555,-0.5357889776548195,-1.1176532794714236,-0.8995090294509293,-1.1983121582628449
0.9511197780295035,-0.5846285273975335,-0.9567053117445744,-0.7500666888431848,-1.1426854916089344
0.7463300293474627,-0.6243601133146602,-0.8576030317935354,-0.06580868657125767,-1.0940875966331025
1.3796833426532056,-0.6540905524395711,-0.6927692079875051,0.45141792881804105,-0.9496222956379314
0.7044026319466261,-0.6613462952069122,-0.4072991651697988,0.506027300589951,-0.7295281130403107
0.4734740737753569,-0.6964128269762542,-0.44419218815465633,0.7888104752709447,-0.6679896581720601
1.0810425630702687,-0.7354448312178636,-0.7140781505752397,0.911553736161288,-0.6288744540795471
1.0300241400481687,-0.7600649423665844,-0.5988770853716646,0.2788559447976334,-0.5635295629519819
0.14633946835250022,-0.8244003164016476,-0.8103771589140498,-0.06255607056042091,-0.6826583798256715
0.4977295328908821,-0.9010852309769539,-1.285608857682813,-0.18723149386398633,-0.9332072615494115
-1.250408120971417,-0.9612699944932662,-1.26141489974281,-0.011624980560353293,-1.0250379410278057
-0.7099966965652219,-1.0024542175110946,-0.9513743913905165,-0.13873449131917154,-1.0329418207461578
0.20333497132657588,-1.0373145844436948,-0.7254414522092564,-0.4872090096668703,-1.077042398147619
-0.8050428524804463,-1.0547467757918545,-0.506941664498629,1.202443424673186,-0.905262823559858
-0.2914176642789376,-1.057955123728955,-0.2215467460773469,1.7627565084046792,-0.634705473467846
0.7031906990892479,-1.0534927954016202,-0.082308309490052,1.3821827284646273,-0.41642291110725516
-0.06373517678155888,-1.0408036385177548,-0.04564899272105828,1.947891342276116,-0.2599118787160617
0.06376907388595844,-1.0147442678190786,-0.02244764233832849,2.9321256992676523,-0.12581013720191733
0.07181298557759551,-1.005775293571369,-0.018896540035740043,1.1443104102812032,-0.05836493217227758
1.950537788797128,-0.9677526191876824,-0.017428738501653555,0.7275384566734596,-0.041485364605791476
-0.4559488631514137,-0.910320815628707,-0.016797775663108576,0.880568711016492,-0.031299197852460256
-0.09591627252770202,-0.8451924551366528,-0.01717367512814624,0.44092989423246565,-0.029768662525676583
-0.9318241702737627,-0.7908506231439603,-0.01748484759314988,0.7775608769295309,-0.029265549460667718
-0.28658272502207804,-0.7200909925452537,-0.017110504608270422,0.7173277454329532,-0.029035575978624883
-0.35122404382688605,-0.6524359251534196,-0.017076591573351403,0.9679725581545447,-0.029119421582282024
-1.33441752243976,-0.6004357553161824,-0.01677545311468215,1.82422733794484,-0.029026446435297993
-0.06341015804056531,-0.5515338897600711,-0.016204744431145,1.5486404258186783,-0.028721507012200363
-0.44370948500162477,-0.5119681684658884,-0.017517533000970965,0.7639025052033672,-0.029043716367407355
0.03955601482398122,-0.482210745653662,-0.01783274547129945,1.290471693838453,-0.029021923469895565
-0.053267351933894334,-0.4749390383789117,-0.01677305233372036,1.0617015316231047,-0.02891856269621843
0.3208214469637627,-0.44002341976014153,-0.018039783012777002,-0.3194918431892882,-0.029542467079654546
