cyclostationary_mean_tg_0,cyclostationary_mean_HS_0,cyclostationary_mean_rr_4w_0,cyclostat_level_Maggiore_16w,cyclostat_level_Lugano
-0.41099816860682287,2.5237157811112993,0.6116048021172569,0.5423941033496732,0.0820416666666687
0.8039301003663613,2.134136073191227,1.6913360150065186,0.5931477798202615,0.1623500000000035
-0.9112675375488886,1.9147113313692437,0.8322712871440743,0.674726233076564,0.0850535714286024
0.5388836763157595,1.959701566101289,0.8590411521902709,0.7494321154295053,0.0626125000000001
-0.6897090296233283,1.9001564214917712,0.6472030185750082,0.8038432919000933,0.0738875000000121
1.3923433979712379,1.7337020596954469,0.765863996957508,0.7901576301353874,0.1002812499999663
1.6922011762911304,1.556707343270525,0.08968197948461586,0.7539811595471523,0.0721964285714307
-0.7121626681216622,1.6434056436062847,0.37599514640975246,0.6742193948412699,0.0475625000000263
0.14276341300822737,1.7552777794585608,0.6079078083641147,0.5630429242530346,0.1007625000000302
0.69993931729344,1.4175971780477363,1.0665727172391914,0.5299489116479926,0.0902321428571326
1.0333616846706897,1.821743764099083,0.9481384612663498,0.4958180292950513,0.0690374999999789
-0.07358815745986826,1.7600851635517785,1.4470651363679539,0.461256264589169,0.1193499999999971
-0.36541678940452776,1.491067071375455,1.7087816049973603,0.4242737278244631,0.0832968749999736
-1.2203049910882995,1.5866038116269274,1.1232950944599982,0.4138866469421101,0.0627321428571576
-1.689471929410917,1.4850206201794058,0.7057489438374974,0.400455764589169,0.033762500000023
-0.23905383705096914,1.256939455875328,0.4896616864439086,0.3969263528244631,-0.039699999999982
0.5735833384383726,0.6651655456938959,-0.5169240047586109,0.3660366469421102,-0.0758392857142666
-0.47484121615773633,0.5503952082006375,-1.028681284838454,0.3353825619747899,-0.0224374999999668
0.532505606521469,0.3959117195386155,-1.2507612229412366,0.2977950619747899,-0.0077750000000378
0.10849519346174184,0.014276988527911377,-1.3650034697269255,0.2398622888655462,-0.0094218749999868
-1.0954743270779106,0.05319462477431126,-0.5342116340002985,0.2197793056722689,0.1275178571428341
-1.2643142701523546,0.03189493324787689,0.405805469240839,0.2003256292016806,0.0365625000000591
-0.17743061611311836,0.04679721872986006,0.6950640729889636,0.1867403350840336,0.0440249999999764
-0.05723918824870291,0.0515296812526074,1.0929701076686558,0.1722025199579831,0.046089285714288
-0.47346100131725405,0.04843608173333908,1.697221401756942,0.1539378140756302,0.012162499999988
-1.5426684602047094,0.07170793467449789,1.3537546877147901,0.1675334023109243,0.132925000000057
0.3986117940670294,0.0511224632624871,0.7365364240025238,0.174669694327731,-0.0042656250000163
