cyclostationary_mean_tg_1,cyclostationary_mean_HS_4w_0,cyclostationary_mean_rr_4w_0,cyclostationary_mean_HS_24w_0,cyclostationary_mean_HS_8w_0
-0.39701194095145614,1.9836816326145927,1.9742221954220802,0.6607299977568785,1.5598299638877156
0.7456642243361845,1.9753846094129484,2.6903449924972636,0.7909846168953671,1.8435066350111433
-1.1289099438696595,2.0918355714551415,1.7770887715071908,0.9335216438133878,2.090440351846569
0.3649925135038869,2.313979246221611,1.663700133256443,1.0804910259343918,2.2660686187238808
-0.7534532857984876,2.5708056575329996,1.1637020387176664,1.251099412983578,2.4084110493933792
1.306665812943298,2.7512451001059572,0.8138149086963754,1.4284832588299432,2.504941137377142
1.2296115027116623,3.0594415129673216,0.014542230220660026,1.643334914969651,2.729116592656464
-0.7959451986661585,3.254571846338504,-0.10039438704947444,1.8393018409372999,2.965222869399233
-0.09124169948841228,3.4544615235782197,0.34303861565855603,2.04125212049756,3.184398103092517
0.5430782743101656,3.4722655224447596,0.9088441368387729,2.2168044725261176,3.286823970463285
1.1608399489759698,3.5996614761498256,0.7648446265123118,2.4290251364102717,3.463419144881259
-0.002060026900362935,3.47146282816174,1.6502235765843314,2.6085888899391936,3.5432105789761748
-0.017783891520164002,3.3889578817658492,1.8999919963055778,2.781918558488149,3.599529414593847
-1.2574996912290295,3.267213667483986,1.1507494444211996,2.9507482314358398,3.5953135928479862
-1.3473707879280046,3.192923365204023,0.7691253196413247,3.104375708838111,3.547448345941566
0.3407611516729136,2.768613699184881,0.6827423389573081,3.1971402387576155,3.29180118024886
0.5651751573274267,2.1686496055994597,-0.025870356013014597,3.2135126782063645,2.902397583396133
-0.285662276666584,1.5365646178152006,-0.169257635020905,3.2151560474095886,2.467763251238816
0.36055672497578917,0.9193484064903426,-0.2452985759929919,3.186822455115223,2.0888226929823035
0.3412500471921241,0.35241296110398646,-0.4197914990169318,3.1209558715407617,1.6312065378713245
-0.649419988427834,0.002302495913016076,-0.23458702915260926,3.016567390708846,1.244588719757954
-0.9248646902933711,-0.05361221250436264,-0.3626705675645833,2.8839550480795535,0.8708743015730737
0.11091633191753376,-0.05468729281171947,-0.3728980459595054,2.773279823406867,0.507432989656962
0.3159997903951411,-0.053230446812357515,-0.5077721591841023,2.686875959863942,0.1731579005830275
0.07859516628964884,-0.052735257427177065,-0.5787101835141603,2.58660679055325,-0.03379901757325241
