cyclostationary_mean_tg_1w_0,cyclostationary_mean_rr_1w_1,cyclostat_level_Maggiore_16w,cyclostationary_mean_HS_12w_0,cyclostat_release_Maggiore
-0.5544842170465856,0.3671633566813879,0.5423941033496732,1.8945627859214886,49.44305555555556
0.19795866410371055,1.1097458222413747,0.5931477798202615,2.0866551639492505,180.325
-0.1293263431935643,0.7459524067141556,0.674726233076564,2.2503433136593105,123.55
-0.2867230553645149,0.2658676550277689,0.7494321154295053,2.4075274558010387,75.6525
-0.15099839171034735,0.4897413405173379,0.8038432919000933,2.5647282513175154,74.15125
0.37107140751392764,0.2566123714322094,0.7901576301353874,2.7076767683635006,184.6609375
1.8759840942539,0.01850744342473706,0.7539811595471523,2.707260511823066,68.56785714285715
0.5627264875897605,-0.3725817535781988,0.6742193948412699,2.6050491954058095,106.77249999999998
-0.36218930417268014,0.5762595028862604,0.5630429242530346,2.487392582000755,115.225
0.5204576731055206,1.3099720569885034,0.5299489116479926,2.3539418093918005,211.50357142857143
1.0338534030209303,0.9019645996495986,0.4958180292950513,2.282738355612078,116.26125
0.566068213172913,0.6355898726752276,0.461256264589169,2.2224318359885413,214.04625
-0.31155441234406395,0.6345523323041857,0.4242737278244631,2.134144647591007,136.3109375
-1.0313226427086837,-0.31979424041478133,0.4138866469421101,2.0476411163469384,2.9946428571428783
-1.8183875087892338,-0.9296985842411251,0.400455764589169,1.9889675236398574,-25.99124999999998
-1.19029151620764,-0.018293478307320473,0.3969263528244631,1.9299575933974937,13.636250000000018
0.19312142678179756,-0.8502039349553576,0.3660366469421102,1.8113352424278233,60.66666666679623
0.05530926631873681,-1.3486679732144868,0.3353825619747899,1.6871913816154398,135.80593749999997
0.04361508577247351,-0.9256119456368171,0.2977950619747899,1.5642601748180487,82.6871875
0.38382325081244106,-0.508076056318956,0.2398622888655462,1.4222171257821743,39.43730468749999
-0.6406877101213072,1.1520520602279405,0.2197793056722689,1.2755403493630495,140.30892857142857
-1.50213786967119,1.6743371784344605,0.2003256292016806,1.1165928925757849,168.38671875
-0.9138763865712238,0.8975370549233771,0.1867403350840336,0.990344776908086,117.47140624974828
-0.142060600668573,0.27012792283702663,0.1722025199579831,0.8270447180516771,122.97678571428573
-0.332985898651252,0.864511509684315,0.1539378140756302,0.6691592963921714,100.29375
-1.2568887962757829,0.9035717285100493,0.1675334023109243,0.5385079055294016,312.8825
-0.7216442149153712,-0.6168060523454896,0.174669694327731,0.3963733102297306,105.27187500000002
0.29665132543655587,-0.9135425984634725,0.1959585598739495,0.2629854872365955,140.87857142857143
-0.07267161348857996,-0.7140384071174161,0.2180467951680672,0.15010601313814217,56.53125
-0.04524187860213219,-0.584388209323752,0.2255762069327731,0.09255989246333214,79.26750000000001
0.28820025814443434,0.054457158566674525,0.2291581407563025,0.04588779238015708,30.983928571428574
-0.4502060047351244,-0.15624823392797701,0.2187463760504202,0.015098243077518876,-42.620000000000005
-1.6291113537523758,-0.6739131213393671,0.1974734348739495,0.021209155648335642,-8.65500000000003
-1.983650393915583,0.49334097037605484,0.1789789495798319,0.02600295282267311,-17.47343749999999
-1.0173881470120878,0.5296760576558078,0.1526594117647058,0.02803590480539567,-9.132142857142838
0.48740883849510963,-0.3378135640016519,0.1318461764705882,0.025855442767523565,-76.73000000000002
1.3341754472136511,-0.2169718722152006,0.1275564705882353,0.022299855756828822,-112.93843749975338
1.1375445372075987,0.49237754003151585,0.1089409243697479,0.015803194307577203,-126.1113839285714
0.5644635112087982,-0.32681351863927915,0.0880475420168067,-0.01864881289779819,-198.94703125
-0.14034082584612553,-1.49435346331407,0.0703673949579831,-0.07482583970523325,-169.15854166694368
-0.6149387148840166,-1.1224693503220524,0.0330274527310924,-0.1590635757965807,-226.654296875
-0.8675848453993381,-0.9344628002306031,0.0108572846638655,-0.21293226068435914,37.41607142857143
-0.3748704877100886,-1.2823758486977836,-0.0778890388655462,-0.330807009025903,-216.04421875
-0.29176005669593763,-1.477539309920093,-0.1558055829831932,-0.4985118432489786,-177.65734375034344
-1.8196109447085391,-1.0062765922616304,-0.2598812132352941,-0.6914411371696028,-125.72857142857144
-1.94569893040906,-0.7177133233522631,-0.3510094812091503,-0.9012787158478598,-64.68194444444444
-1.1603025020128606,-0.458718778667963,-0.4314616870915032,-1.1147566296241367,-117.675
-0.6121110496008034,-0.57422243111687,-0.4825436198646124,-1.3623063920039775,-87.38749999999999
-0.4734750211483103,-0.20178778649940182,-0.5226594286881419,-1.5589277482739738,-69.8609375
0.651098540181274,-0.12960673811481555,-0.550599722805789,-1.79497229439058,-86.2225
1.4302970973047884,0.7985895823952385,-0.5657522963352006,-2.0232421695049876,-52.59875
1.3809866348890807,1.440530631964161,-0.58464672910831,-2.198039527086936,-119.7765625
1.008518805724725,0.2649338686938311,-0.5797055526377218,-2.3026012541796335,-40.29000000000002
0.2587568644187597,0.32796973980794814,-0.580732023225957,-2.32774722682724,-49.837500000000006
0.9115631827078563,0.4530695819743285,-0.5766753005368814,-2.3948605620610994,-14.371428571428568
1.2609931709066184,0.044299850077107156,-0.5689789770074697,-2.362561686168518,27.58125000000001
0.3367196046163062,0.06826703264817505,-0.5666730946545284,-2.2724301854725115,3.5112499999999898
-0.04293698805645573,-0.3242620162982476,-0.5592438667133521,-2.127454229810157,-42.20374999999999
-0.47764242672431745,-0.022507162671347735,-0.5706251692343605,-1.9566638198955417,-52.86406250000002
-1.0895484300070215,-0.1705154727444675,-0.549540610410831,-1.7422457631250339,-97.46624999999996
-0.47926427542510625,-1.417194338577811,-0.5378464927637722,-1.5058279984935803,-199.17625
-0.989920976052697,3.5190903104349407,-0.4370670809990663,-1.3050460806394795,412.8124999992225
