cyclostationary_mean_tg_1w_1,cyclostat_level_Iseo_4w,cyclostationary_mean_HS_8w_0,cyclostationary_mean_rr_1w_0,cyclostationary_mean_rr_16w_0
-0.8504744556029868,40.77329728174603,1.5598299638877156,1.3459750116093037,3.1512064930592087
-0.11226311184553801,41.88110228174603,1.8435066350111433,1.7875743820379326,4.2483952123894095
-0.4531567875580981,43.38257906746033,2.090440351846569,1.100281221385116,2.79035112959872
-0.6871513675785488,47.44364692460318,2.2660686187238808,0.4448392922982238,2.608804622595096
-0.5865818830745855,51.40975317460317,2.4084110493933792,0.1766919732180327,1.8085825000248967
0.07978756084572801,52.01421428571429,2.504941137377142,-0.22502789922777405,1.5530422744521726
1.3930769632204667,49.29753571428571,2.729116592656464,-0.14397428156967873,1.1879604111465814
0.10452403000054418,45.69982142857143,2.965222869399233,-0.4215407929873589,0.9060964512917853
-0.7798005327323725,42.711321428571424,3.184398103092517,0.9963706897152601,1.4363623175865816
0.018107413505019446,44.42407142857143,3.286823970463285,1.9000067353175316,1.6101086557853943
0.8283579815247594,46.68957142857143,3.463419144881259,0.502489930526691,1.3820783291854064
0.36601653337028356,51.435,3.5432105789761748,1.1100117380389753,1.7765816919858217
-0.24265321983886282,54.9104375,3.599529414593847,1.5045026456354331,1.7161242417993103
-0.8943150147797093,53.79418750000001,3.5953135928479862,0.15836340712276933,1.5699841225770583
-1.8367488861279868,44.4916875,3.547448345941566,-0.05637606338909941,1.4662213427356126
-0.8353481683494646,33.5061875,3.29180118024886,-0.3116584370482487,1.2789207381837122
0.37957730350130997,23.749687500000004,2.902397583396133,-0.21869129362779163,1.2290719394759455
-0.027288197648547664,14.18125,2.467763251238816,0.05252957396864338,1.031067951396006
-0.15728598908882258,7.645,2.0888226929823035,-0.22397360963968588,0.6609221497820715
0.30475220744471343,7.085312499999999,1.6312065378713245,-0.44576403185850966,0.5928789699655296
-0.29583791879558174,10.033348214285716,1.244588719757954,-0.3056536253963115,0.4627835225230433
-1.187389394385472,13.248098214285712,0.8708743015730737,-0.16991233931145108,0.5054732253867329
-0.6620786144334798,19.730348214285712,0.507432989656962,-0.17565045971699758,0.47243868205250666
0.23499949082904834,28.0698125,0.1731579005830275,-0.472179028779625,0.4106473192827155
0.25596774243315606,34.0395,-0.03379901757325241,-0.8089953444456703,0.36438263091557427
-0.8902574415169027,39.88496428571428,-0.06671130106163883,0.4427031106147481,0.26460842387798317
-0.9520654251024053,46.81271428571428,-0.06765446978360798,0.8364756505551789,0.08340482562507935
0.11226577146774062,52.34832142857143,-0.06689088530603371,-0.26950888950888857,0.054685292678380584
